degradeReadReplicas, filename /tmp4194304replicas.dat, loop 1000
/tmp4194304replicas.dat is a ReplicasFile!
starting benchmark...
ops 1000
final loop (us) 649.712
Loop 0 (us) 651.65
Loop 1 (us) 651.276
Loop 2 (us) 650.956
Loop 3 (us) 651.136
Loop 4 (us) 650.814
Loop 5 (us) 650.411
Loop 6 (us) 656.712
Loop 7 (us) 655.95
Loop 8 (us) 652.207
Loop 9 (us) 650.08
Loop 10 (us) 650.888
Loop 11 (us) 650.644
Loop 12 (us) 650.326
Loop 13 (us) 650.455
Loop 14 (us) 650.566
Loop 15 (us) 651.068
Loop 16 (us) 650.462
Loop 17 (us) 650.293
Loop 18 (us) 650.272
Loop 19 (us) 650.469
Loop 20 (us) 651.541
Loop 21 (us) 651.113
Loop 22 (us) 650.796
Loop 23 (us) 650.965
Loop 24 (us) 650.544
Loop 25 (us) 650.393
Loop 26 (us) 651.546
Loop 27 (us) 650.622
Loop 28 (us) 650.477
Loop 29 (us) 650.792
Loop 30 (us) 650.846
Loop 31 (us) 650.468
Loop 32 (us) 651.318
Loop 33 (us) 650.817
Loop 34 (us) 650.782
Loop 35 (us) 650.475
Loop 36 (us) 650.298
Loop 37 (us) 650.857
Loop 38 (us) 652.65
Loop 39 (us) 652.214
Loop 40 (us) 650.931
Loop 41 (us) 649.732
Loop 42 (us) 650.289
Loop 43 (us) 650.013
Loop 44 (us) 650.44
Loop 45 (us) 650.954
Loop 46 (us) 650.47
Loop 47 (us) 650.25
Loop 48 (us) 650.651
Loop 49 (us) 650.777
Loop 50 (us) 650.713
Loop 51 (us) 649.737
Loop 52 (us) 650.843
Loop 53 (us) 651.259
Loop 54 (us) 650.791
Loop 55 (us) 650.941
Loop 56 (us) 650.898
Loop 57 (us) 650.232
Loop 58 (us) 650.456
Loop 59 (us) 650.144
Loop 60 (us) 650.625
Loop 61 (us) 650.981
Loop 62 (us) 650.499
Loop 63 (us) 650.466
Loop 64 (us) 649.816
Loop 65 (us) 651.453
Loop 66 (us) 650.982
Loop 67 (us) 650.614
Loop 68 (us) 650.696
Loop 69 (us) 650.6
Loop 70 (us) 650.016
Loop 71 (us) 650.315
Loop 72 (us) 650.965
Loop 73 (us) 650.654
Loop 74 (us) 650.879
Loop 75 (us) 650.636
Loop 76 (us) 650.794
Loop 77 (us) 650.973
Loop 78 (us) 1107.608
Loop 79 (us) 651.232
Loop 80 (us) 650.171
Loop 81 (us) 651.175
Loop 82 (us) 650.569
Loop 83 (us) 650.3
Loop 84 (us) 652.603
Loop 85 (us) 650.164
Loop 86 (us) 651.138
Loop 87 (us) 649.761
Loop 88 (us) 650.267
Loop 89 (us) 650.087
Loop 90 (us) 650.713
Loop 91 (us) 650.635
Loop 92 (us) 650.507
Loop 93 (us) 650.367
Loop 94 (us) 650.302
Loop 95 (us) 650.705
Loop 96 (us) 650.851
Loop 97 (us) 649.49
Loop 98 (us) 650.466
Loop 99 (us) 650.996
Loop 100 (us) 649.963
Loop 101 (us) 650.658
Loop 102 (us) 650.918
Loop 103 (us) 650.781
Loop 104 (us) 650.351
Loop 105 (us) 650.719
Loop 106 (us) 650.733
Loop 107 (us) 651.754
Loop 108 (us) 650.304
Loop 109 (us) 650.322
Loop 110 (us) 650.331
Loop 111 (us) 650.015
Loop 112 (us) 650.43
Loop 113 (us) 650.165
Loop 114 (us) 650.455
Loop 115 (us) 650.632
Loop 116 (us) 649.966
Loop 117 (us) 649.39
Loop 118 (us) 650.437
Loop 119 (us) 650.083
Loop 120 (us) 649.952
Loop 121 (us) 651.181
Loop 122 (us) 650.465
Loop 123 (us) 650.183
Loop 124 (us) 651.164
Loop 125 (us) 650.849
Loop 126 (us) 650.068
Loop 127 (us) 650.431
Loop 128 (us) 651.05
Loop 129 (us) 650.463
Loop 130 (us) 650.573
Loop 131 (us) 649.967
Loop 132 (us) 650.671
Loop 133 (us) 650.78
Loop 134 (us) 650.692
Loop 135 (us) 650.018
Loop 136 (us) 649.765
Loop 137 (us) 649.319
Loop 138 (us) 651.294
Loop 139 (us) 651.296
Loop 140 (us) 650.683
Loop 141 (us) 651.301
Loop 142 (us) 650.962
Loop 143 (us) 650.346
Loop 144 (us) 649.797
Loop 145 (us) 650.355
Loop 146 (us) 650.332
Loop 147 (us) 650.17
Loop 148 (us) 650.269
Loop 149 (us) 650.187
Loop 150 (us) 652.541
Loop 151 (us) 649.916
Loop 152 (us) 651.118
Loop 153 (us) 650.473
Loop 154 (us) 650.94
Loop 155 (us) 650.964
Loop 156 (us) 649.837
Loop 157 (us) 649.984
Loop 158 (us) 651.38
Loop 159 (us) 650.235
Loop 160 (us) 650.305
Loop 161 (us) 651.771
Loop 162 (us) 651.338
Loop 163 (us) 651.022
Loop 164 (us) 650.685
Loop 165 (us) 653.058
Loop 166 (us) 650.807
Loop 167 (us) 658.543
Loop 168 (us) 650.123
Loop 169 (us) 650.178
Loop 170 (us) 650.443
Loop 171 (us) 651.467
Loop 172 (us) 651.139
Loop 173 (us) 651.024
Loop 174 (us) 649.911
Loop 175 (us) 651.554
Loop 176 (us) 650.451
Loop 177 (us) 650.993
Loop 178 (us) 651.043
Loop 179 (us) 650.954
Loop 180 (us) 649.833
Loop 181 (us) 650.744
Loop 182 (us) 650.672
Loop 183 (us) 650.524
Loop 184 (us) 650.95
Loop 185 (us) 650.79
Loop 186 (us) 650.031
Loop 187 (us) 650.686
Loop 188 (us) 650.047
Loop 189 (us) 649.976
Loop 190 (us) 650.517
Loop 191 (us) 650.642
Loop 192 (us) 649.794
Loop 193 (us) 651.956
Loop 194 (us) 651.398
Loop 195 (us) 650.542
Loop 196 (us) 650.308
Loop 197 (us) 650.19
Loop 198 (us) 651.632
Loop 199 (us) 649.905
Loop 200 (us) 650.783
Loop 201 (us) 650.273
Loop 202 (us) 650.614
Loop 203 (us) 650.559
Loop 204 (us) 650.203
Loop 205 (us) 650.843
Loop 206 (us) 649.918
Loop 207 (us) 651.16
Loop 208 (us) 650.9
Loop 209 (us) 650.121
Loop 210 (us) 649.59
Loop 211 (us) 650.682
Loop 212 (us) 650.659
Loop 213 (us) 650.826
Loop 214 (us) 650.436
Loop 215 (us) 650.65
Loop 216 (us) 650.944
Loop 217 (us) 650.641
Loop 218 (us) 649.743
Loop 219 (us) 650.518
Loop 220 (us) 650.873
Loop 221 (us) 650.085
Loop 222 (us) 651.003
Loop 223 (us) 650.741
Loop 224 (us) 651.015
Loop 225 (us) 650.007
Loop 226 (us) 650.318
Loop 227 (us) 650.589
Loop 228 (us) 650.415
Loop 229 (us) 650.098
Loop 230 (us) 651.114
Loop 231 (us) 650.52
Loop 232 (us) 658.09
Loop 233 (us) 681.855
Loop 234 (us) 654.779
Loop 235 (us) 652.865
Loop 236 (us) 679.463
Loop 237 (us) 655.564
Loop 238 (us) 654.495
Loop 239 (us) 654.15
Loop 240 (us) 654.192
Loop 241 (us) 653.82
Loop 242 (us) 654.067
Loop 243 (us) 657.936
Loop 244 (us) 653.667
Loop 245 (us) 653.67
Loop 246 (us) 652.541
Loop 247 (us) 654.044
Loop 248 (us) 653.229
Loop 249 (us) 653.917
Loop 250 (us) 652.597
Loop 251 (us) 653.466
Loop 252 (us) 654.098
Loop 253 (us) 652.315
Loop 254 (us) 652.718
Loop 255 (us) 652.59
Loop 256 (us) 652.756
Loop 257 (us) 653.59
Loop 258 (us) 652.641
Loop 259 (us) 653.367
Loop 260 (us) 652.95
Loop 261 (us) 652.068
Loop 262 (us) 653.141
Loop 263 (us) 652.649
Loop 264 (us) 653.239
Loop 265 (us) 653.279
Loop 266 (us) 654.413
Loop 267 (us) 659.871
Loop 268 (us) 653.125
Loop 269 (us) 653.491
Loop 270 (us) 652.521
Loop 271 (us) 652.457
Loop 272 (us) 652.533
Loop 273 (us) 652.793
Loop 274 (us) 652.016
Loop 275 (us) 655.995
Loop 276 (us) 652.575
Loop 277 (us) 652.32
Loop 278 (us) 652.586
Loop 279 (us) 655.37
Loop 280 (us) 656.026
Loop 281 (us) 656.123
Loop 282 (us) 675.756
Loop 283 (us) 674.383
Loop 284 (us) 653.106
Loop 285 (us) 652.93
Loop 286 (us) 652.358
Loop 287 (us) 652.233
Loop 288 (us) 653.766
Loop 289 (us) 652.226
Loop 290 (us) 652.457
Loop 291 (us) 652.296
Loop 292 (us) 652.898
Loop 293 (us) 652.529
Loop 294 (us) 652.303
Loop 295 (us) 652.176
Loop 296 (us) 652.429
Loop 297 (us) 651.758
Loop 298 (us) 652.285
Loop 299 (us) 651.853
Loop 300 (us) 653.839
Loop 301 (us) 652.834
Loop 302 (us) 651.989
Loop 303 (us) 651.646
