degradeReadReplicas, filename /tmp65536replicas.dat, loop 1000
/tmp65536replicas.dat is a ReplicasFile!
starting benchmark...
ops 1000
final loop (us) 16.445
Loop 0 (us) 17.587
Loop 1 (us) 17.153
Loop 2 (us) 16.839
Loop 3 (us) 17.178
Loop 4 (us) 16.42
Loop 5 (us) 16.985
Loop 6 (us) 16.825
Loop 7 (us) 17.168
Loop 8 (us) 17.168
Loop 9 (us) 16.876
Loop 10 (us) 17.661
Loop 11 (us) 17.069
Loop 12 (us) 16.732
Loop 13 (us) 16.663
Loop 14 (us) 16.743
Loop 15 (us) 17.162
Loop 16 (us) 17.632
Loop 17 (us) 17.003
Loop 18 (us) 16.551
Loop 19 (us) 16.888
Loop 20 (us) 16.976
Loop 21 (us) 17.302
Loop 22 (us) 16.613
Loop 23 (us) 17.018
Loop 24 (us) 17.007
Loop 25 (us) 17.204
Loop 26 (us) 16.659
Loop 27 (us) 16.779
Loop 28 (us) 16.664
Loop 29 (us) 17.062
Loop 30 (us) 17.007
Loop 31 (us) 17.111
Loop 32 (us) 16.881
Loop 33 (us) 16.748
Loop 34 (us) 17.936
Loop 35 (us) 16.878
Loop 36 (us) 16.437
Loop 37 (us) 16.604
Loop 38 (us) 16.978
Loop 39 (us) 16.732
Loop 40 (us) 17.42
Loop 41 (us) 16.624
Loop 42 (us) 16.872
Loop 43 (us) 16.672
Loop 44 (us) 17.126
Loop 45 (us) 16.803
Loop 46 (us) 16.859
Loop 47 (us) 16.668
Loop 48 (us) 17.127
Loop 49 (us) 16.938
Loop 50 (us) 17.231
Loop 51 (us) 16.479
Loop 52 (us) 16.745
Loop 53 (us) 16.733
Loop 54 (us) 17.119
Loop 55 (us) 17.448
Loop 56 (us) 16.93
Loop 57 (us) 16.623
Loop 58 (us) 17.083
Loop 59 (us) 16.898
Loop 60 (us) 17.194
Loop 61 (us) 17.586
Loop 62 (us) 29.879
Loop 63 (us) 20.578
Loop 64 (us) 17.058
Loop 65 (us) 16.693
Loop 66 (us) 17.24
Loop 67 (us) 16.981
Loop 68 (us) 17.231
Loop 69 (us) 16.743
Loop 70 (us) 17.049
Loop 71 (us) 17.522
Loop 72 (us) 16.876
Loop 73 (us) 16.606
Loop 74 (us) 16.724
Loop 75 (us) 16.857
Loop 76 (us) 16.81
Loop 77 (us) 16.889
Loop 78 (us) 16.713
Loop 79 (us) 16.76
Loop 80 (us) 16.921
Loop 81 (us) 17.401
Loop 82 (us) 17.204
Loop 83 (us) 16.564
Loop 84 (us) 16.783
Loop 85 (us) 16.837
Loop 86 (us) 17.436
Loop 87 (us) 16.597
Loop 88 (us) 17.142
Loop 89 (us) 17.799
Loop 90 (us) 17.082
Loop 91 (us) 16.684
Loop 92 (us) 16.584
Loop 93 (us) 16.425
Loop 94 (us) 16.701
Loop 95 (us) 17.294
Loop 96 (us) 16.695
Loop 97 (us) 16.776
Loop 98 (us) 16.458
Loop 99 (us) 16.79
Loop 100 (us) 16.87
Loop 101 (us) 17.302
Loop 102 (us) 16.55
Loop 103 (us) 17.55
Loop 104 (us) 17.036
Loop 105 (us) 17.248
Loop 106 (us) 16.595
Loop 107 (us) 16.835
Loop 108 (us) 16.51
Loop 109 (us) 17.043
Loop 110 (us) 17.457
Loop 111 (us) 16.779
Loop 112 (us) 16.497
Loop 113 (us) 16.986
Loop 114 (us) 16.707
Loop 115 (us) 17.144
Loop 116 (us) 16.49
Loop 117 (us) 16.899
Loop 118 (us) 16.636
Loop 119 (us) 17.289
Loop 120 (us) 17.295
Loop 121 (us) 16.745
Loop 122 (us) 16.624
Loop 123 (us) 16.741
Loop 124 (us) 16.848
Loop 125 (us) 17.194
Loop 126 (us) 16.531
Loop 127 (us) 17.215
Loop 128 (us) 17.878
Loop 129 (us) 17.06
Loop 130 (us) 16.442
Loop 131 (us) 16.619
Loop 132 (us) 16.601
Loop 133 (us) 16.664
Loop 134 (us) 16.54
Loop 135 (us) 16.937
Loop 136 (us) 16.643
Loop 137 (us) 16.672
Loop 138 (us) 16.672
Loop 139 (us) 16.672
Loop 140 (us) 16.941
Loop 141 (us) 16.828
Loop 142 (us) 16.987
Loop 143 (us) 16.686
Loop 144 (us) 17.069
Loop 145 (us) 16.892
Loop 146 (us) 16.954
Loop 147 (us) 16.945
Loop 148 (us) 16.559
Loop 149 (us) 16.763
Loop 150 (us) 16.921
Loop 151 (us) 17.498
Loop 152 (us) 16.759
Loop 153 (us) 16.848
Loop 154 (us) 16.869
Loop 155 (us) 17.162
Loop 156 (us) 16.551
Loop 157 (us) 16.925
Loop 158 (us) 16.688
Loop 159 (us) 17.078
Loop 160 (us) 16.839
Loop 161 (us) 16.864
Loop 162 (us) 16.663
Loop 163 (us) 17.034
Loop 164 (us) 37.602
Loop 165 (us) 29.485
Loop 166 (us) 56.649
Loop 167 (us) 37.696
Loop 168 (us) 17.033
Loop 169 (us) 16.595
Loop 170 (us) 16.55
Loop 171 (us) 16.265
Loop 172 (us) 16.462
Loop 173 (us) 16.781
Loop 174 (us) 16.772
Loop 175 (us) 17.167
Loop 176 (us) 16.706
Loop 177 (us) 16.67
Loop 178 (us) 16.602
Loop 179 (us) 16.567
Loop 180 (us) 16.612
Loop 181 (us) 16.939
Loop 182 (us) 16.453
Loop 183 (us) 16.242
Loop 184 (us) 16.639
Loop 185 (us) 16.521
Loop 186 (us) 16.725
Loop 187 (us) 16.698
Loop 188 (us) 16.537
Loop 189 (us) 16.544
Loop 190 (us) 16.83
Loop 191 (us) 16.493
Loop 192 (us) 16.968
Loop 193 (us) 16.765
Loop 194 (us) 17.711
Loop 195 (us) 16.549
Loop 196 (us) 16.81
Loop 197 (us) 16.67
Loop 198 (us) 16.943
Loop 199 (us) 16.807
Loop 200 (us) 16.932
Loop 201 (us) 16.336
Loop 202 (us) 16.553
Loop 203 (us) 16.939
Loop 204 (us) 16.908
Loop 205 (us) 16.837
Loop 206 (us) 16.623
Loop 207 (us) 17.042
Loop 208 (us) 16.461
Loop 209 (us) 16.766
Loop 210 (us) 16.366
Loop 211 (us) 16.542
Loop 212 (us) 16.379
Loop 213 (us) 17.2
Loop 214 (us) 17.304
Loop 215 (us) 16.391
Loop 216 (us) 16.447
Loop 217 (us) 16.38
Loop 218 (us) 16.336
Loop 219 (us) 16.646
Loop 220 (us) 16.983
Loop 221 (us) 16.338
Loop 222 (us) 16.493
Loop 223 (us) 16.413
Loop 224 (us) 16.929
Loop 225 (us) 16.59
Loop 226 (us) 17.136
Loop 227 (us) 16.353
Loop 228 (us) 16.759
Loop 229 (us) 16.684
Loop 230 (us) 16.735
Loop 231 (us) 16.646
Loop 232 (us) 16.88
Loop 233 (us) 16.532
Loop 234 (us) 17.31
Loop 235 (us) 16.548
Loop 236 (us) 16.617
Loop 237 (us) 16.673
Loop 238 (us) 16.441
Loop 239 (us) 16.516
Loop 240 (us) 16.622
Loop 241 (us) 16.895
Loop 242 (us) 16.79
Loop 243 (us) 16.801
Loop 244 (us) 16.491
Loop 245 (us) 16.808
Loop 246 (us) 16.693
Loop 247 (us) 16.978
Loop 248 (us) 16.619
Loop 249 (us) 16.511
Loop 250 (us) 16.485
Loop 251 (us) 16.497
Loop 252 (us) 16.602
Loop 253 (us) 16.754
Loop 254 (us) 16.787
Loop 255 (us) 16.369
Loop 256 (us) 16.522
Loop 257 (us) 16.511
Loop 258 (us) 21.525
Loop 259 (us) 16.431
Loop 260 (us) 16.482
Loop 261 (us) 17.586
Loop 262 (us) 16.71
Loop 263 (us) 16.213
Loop 264 (us) 16.718
Loop 265 (us) 16.495
Loop 266 (us) 16.895
Loop 267 (us) 17.435
Loop 268 (us) 16.872
Loop 269 (us) 16.335
Loop 270 (us) 16.732
Loop 271 (us) 16.603
Loop 272 (us) 17.657
Loop 273 (us) 16.371
Loop 274 (us) 16.54
Loop 275 (us) 16.323
Loop 276 (us) 16.574
Loop 277 (us) 16.506
Loop 278 (us) 16.692
Loop 279 (us) 16.677
Loop 280 (us) 16.531
Loop 281 (us) 16.597
Loop 282 (us) 18.071
Loop 283 (us) 16.7
Loop 284 (us) 16.322
Loop 285 (us) 16.327
Loop 286 (us) 17.091
Loop 287 (us) 16.471
Loop 288 (us) 16.686
Loop 289 (us) 16.604
Loop 290 (us) 16.473
Loop 291 (us) 16.974
Loop 292 (us) 16.581
Loop 293 (us) 17.029
Loop 294 (us) 16.634
Loop 295 (us) 16.827
Loop 296 (us) 16.591
Loop 297 (us) 16.883
Loop 298 (us) 16.774
Loop 299 (us) 17.098
Loop 300 (us) 16.421
Loop 301 (us) 16.68
Loop 302 (us) 16.701
Loop 303 (us) 17.051
