degradeReadReplicas, filename /tmp1048576replicas.dat, loop 1000
/tmp1048576replicas.dat is a ReplicasFile!
starting benchmark...
ops 1000
final loop (us) 179.481
Loop 0 (us) 180.759
Loop 1 (us) 179.518
Loop 2 (us) 179.287
Loop 3 (us) 179.56
Loop 4 (us) 179.137
Loop 5 (us) 178.801
Loop 6 (us) 179.05
Loop 7 (us) 178.731
Loop 8 (us) 179.539
Loop 9 (us) 180.765
Loop 10 (us) 180.024
Loop 11 (us) 178.973
Loop 12 (us) 178.896
Loop 13 (us) 179.877
Loop 14 (us) 179.138
Loop 15 (us) 178.844
Loop 16 (us) 179.994
Loop 17 (us) 179.139
Loop 18 (us) 179.504
Loop 19 (us) 179.444
Loop 20 (us) 180.588
Loop 21 (us) 178.937
Loop 22 (us) 179.903
Loop 23 (us) 178.864
Loop 24 (us) 179.11
Loop 25 (us) 179.836
Loop 26 (us) 180.54
Loop 27 (us) 178.795
Loop 28 (us) 179.327
Loop 29 (us) 180.016
Loop 30 (us) 179.283
Loop 31 (us) 179.251
Loop 32 (us) 178.967
Loop 33 (us) 179.034
Loop 34 (us) 179.899
Loop 35 (us) 179.454
Loop 36 (us) 179.156
Loop 37 (us) 179.478
Loop 38 (us) 178.86
Loop 39 (us) 179.462
Loop 40 (us) 179.354
Loop 41 (us) 179.776
Loop 42 (us) 179.101
Loop 43 (us) 179.457
Loop 44 (us) 178.797
Loop 45 (us) 179.706
Loop 46 (us) 179.496
Loop 47 (us) 180.131
Loop 48 (us) 179.358
Loop 49 (us) 179.137
Loop 50 (us) 179.008
Loop 51 (us) 178.525
Loop 52 (us) 179.178
Loop 53 (us) 179.62
Loop 54 (us) 178.848
Loop 55 (us) 178.843
Loop 56 (us) 179.056
Loop 57 (us) 179.379
Loop 58 (us) 179.362
Loop 59 (us) 179.757
Loop 60 (us) 180.56
Loop 61 (us) 191.468
Loop 62 (us) 180.8
Loop 63 (us) 187.477
Loop 64 (us) 185.329
Loop 65 (us) 180.133
Loop 66 (us) 178.862
Loop 67 (us) 179.177
Loop 68 (us) 178.986
Loop 69 (us) 180.029
Loop 70 (us) 179.413
Loop 71 (us) 179.342
Loop 72 (us) 179.452
Loop 73 (us) 179.533
Loop 74 (us) 181.614
Loop 75 (us) 179.785
Loop 76 (us) 179.709
Loop 77 (us) 179.178
Loop 78 (us) 178.384
Loop 79 (us) 179.179
Loop 80 (us) 180.333
Loop 81 (us) 180.159
Loop 82 (us) 178.446
Loop 83 (us) 179.329
Loop 84 (us) 179.061
Loop 85 (us) 178.985
Loop 86 (us) 178.707
Loop 87 (us) 179.548
Loop 88 (us) 179.616
Loop 89 (us) 179.285
Loop 90 (us) 178.973
Loop 91 (us) 179.183
Loop 92 (us) 178.403
Loop 93 (us) 179.205
Loop 94 (us) 178.541
Loop 95 (us) 179.36
Loop 96 (us) 178.56
Loop 97 (us) 179.509
Loop 98 (us) 179.152
Loop 99 (us) 179.425
Loop 100 (us) 180.43
Loop 101 (us) 179.316
Loop 102 (us) 178.702
Loop 103 (us) 179.741
Loop 104 (us) 180.09
Loop 105 (us) 178.751
Loop 106 (us) 179.615
Loop 107 (us) 179.527
Loop 108 (us) 179.764
Loop 109 (us) 180.278
Loop 110 (us) 179.409
Loop 111 (us) 179.134
Loop 112 (us) 179.566
Loop 113 (us) 179.012
Loop 114 (us) 178.958
Loop 115 (us) 178.839
Loop 116 (us) 179.105
Loop 117 (us) 179.265
Loop 118 (us) 180.042
Loop 119 (us) 179.643
Loop 120 (us) 179.436
Loop 121 (us) 179.143
Loop 122 (us) 179.688
Loop 123 (us) 179.313
Loop 124 (us) 179.757
Loop 125 (us) 179.392
Loop 126 (us) 179.444
Loop 127 (us) 179.054
Loop 128 (us) 180.338
Loop 129 (us) 179.22
Loop 130 (us) 179.37
Loop 131 (us) 179.296
Loop 132 (us) 178.842
Loop 133 (us) 179.353
Loop 134 (us) 178.659
Loop 135 (us) 179.44
Loop 136 (us) 179.838
Loop 137 (us) 179.424
Loop 138 (us) 178.674
Loop 139 (us) 178.578
Loop 140 (us) 179.17
Loop 141 (us) 179.531
Loop 142 (us) 179.722
Loop 143 (us) 179.005
Loop 144 (us) 179.026
Loop 145 (us) 179.202
Loop 146 (us) 179.265
Loop 147 (us) 179.778
Loop 148 (us) 179.54
Loop 149 (us) 179.38
Loop 150 (us) 178.959
Loop 151 (us) 179.807
Loop 152 (us) 179.15
Loop 153 (us) 180.065
Loop 154 (us) 178.693
Loop 155 (us) 178.627
Loop 156 (us) 179.382
Loop 157 (us) 178.968
Loop 158 (us) 179.163
Loop 159 (us) 179.535
Loop 160 (us) 178.361
Loop 161 (us) 178.703
Loop 162 (us) 179.283
Loop 163 (us) 179.465
Loop 164 (us) 179.783
Loop 165 (us) 179.29
Loop 166 (us) 178.248
Loop 167 (us) 179.151
Loop 168 (us) 179.398
Loop 169 (us) 179.135
Loop 170 (us) 179.008
Loop 171 (us) 179.03
Loop 172 (us) 178.94
Loop 173 (us) 179.057
Loop 174 (us) 179.482
Loop 175 (us) 179.225
Loop 176 (us) 178.79
Loop 177 (us) 179.001
Loop 178 (us) 178.366
Loop 179 (us) 178.771
Loop 180 (us) 179.006
Loop 181 (us) 179.609
Loop 182 (us) 178.552
Loop 183 (us) 178.513
Loop 184 (us) 179.863
Loop 185 (us) 179.411
Loop 186 (us) 180.277
Loop 187 (us) 180.169
Loop 188 (us) 178.942
Loop 189 (us) 178.895
Loop 190 (us) 179.094
Loop 191 (us) 179.226
Loop 192 (us) 179.44
Loop 193 (us) 179.385
Loop 194 (us) 179.928
Loop 195 (us) 179.145
Loop 196 (us) 178.902
Loop 197 (us) 179.488
Loop 198 (us) 179.361
Loop 199 (us) 179.48
Loop 200 (us) 180.007
Loop 201 (us) 179.305
Loop 202 (us) 179.101
Loop 203 (us) 178.735
Loop 204 (us) 178.935
Loop 205 (us) 179.735
Loop 206 (us) 179.662
Loop 207 (us) 178.961
Loop 208 (us) 179.17
Loop 209 (us) 179.396
Loop 210 (us) 179.338
Loop 211 (us) 178.954
Loop 212 (us) 179.267
Loop 213 (us) 180.621
Loop 214 (us) 180.142
Loop 215 (us) 178.897
Loop 216 (us) 178.97
Loop 217 (us) 179.066
Loop 218 (us) 179.059
Loop 219 (us) 179.925
Loop 220 (us) 179.712
Loop 221 (us) 178.99
Loop 222 (us) 178.709
Loop 223 (us) 179.392
Loop 224 (us) 180.138
Loop 225 (us) 179.078
Loop 226 (us) 179.56
Loop 227 (us) 179.237
Loop 228 (us) 178.843
Loop 229 (us) 178.711
Loop 230 (us) 179.57
Loop 231 (us) 179.547
Loop 232 (us) 179.674
Loop 233 (us) 179.418
Loop 234 (us) 179.129
Loop 235 (us) 179.8
Loop 236 (us) 179.981
Loop 237 (us) 179.661
Loop 238 (us) 179.385
Loop 239 (us) 178.957
Loop 240 (us) 178.849
Loop 241 (us) 179.225
Loop 242 (us) 179.015
Loop 243 (us) 178.343
Loop 244 (us) 179.389
Loop 245 (us) 178.873
Loop 246 (us) 179.282
Loop 247 (us) 179.251
Loop 248 (us) 179.328
Loop 249 (us) 179.077
Loop 250 (us) 179.374
Loop 251 (us) 179.081
Loop 252 (us) 178.715
Loop 253 (us) 179.926
Loop 254 (us) 180.823
Loop 255 (us) 180.513
Loop 256 (us) 179.126
Loop 257 (us) 179.003
Loop 258 (us) 178.933
Loop 259 (us) 180.023
Loop 260 (us) 179.319
Loop 261 (us) 179.888
Loop 262 (us) 179.447
Loop 263 (us) 178.309
Loop 264 (us) 179.442
Loop 265 (us) 179.69
Loop 266 (us) 179.138
Loop 267 (us) 178.862
Loop 268 (us) 178.76
Loop 269 (us) 180.006
Loop 270 (us) 179.761
Loop 271 (us) 179.367
Loop 272 (us) 178.561
Loop 273 (us) 179.382
Loop 274 (us) 179.478
Loop 275 (us) 180.453
Loop 276 (us) 180.721
Loop 277 (us) 179.334
Loop 278 (us) 179.689
Loop 279 (us) 179.588
Loop 280 (us) 181.626
Loop 281 (us) 181.0
Loop 282 (us) 179.804
Loop 283 (us) 178.554
Loop 284 (us) 179.77
Loop 285 (us) 180.318
Loop 286 (us) 179.161
Loop 287 (us) 179.211
Loop 288 (us) 179.524
Loop 289 (us) 179.563
Loop 290 (us) 179.188
Loop 291 (us) 179.43
Loop 292 (us) 179.553
Loop 293 (us) 180.313
Loop 294 (us) 178.873
Loop 295 (us) 178.447
Loop 296 (us) 178.643
Loop 297 (us) 179.867
Loop 298 (us) 178.613
Loop 299 (us) 179.167
Loop 300 (us) 178.374
Loop 301 (us) 178.891
Loop 302 (us) 179.225
Loop 303 (us) 179.564
