No,Size,Type,IsDegradeRead,replicas,nativeec,hydra,microec,NativeecTimes,HydraTimes,MicroecTimes,,,
9293,1156,GET,FALSE,4.166,16.909,17.33,8.946,4.06,4.16,2.15,,,
7742,1156,GET,FALSE,4.956,17.639,20.223,10.249,3.56,4.08,2.07,,,
7843,1156,GET,FALSE,4.142,18.286,16.525,8.485,4.41,3.99,2.05,,,
3463,1156,GET,FALSE,4.603,9.369,16.048,8.326,2.04,3.49,1.81,,,
4064,1156,GET,FALSE,3.959,8.773,6.677,6.365,2.22,1.69,1.61,,,
8493,1156,GET,TRUE,7.411,26.519,18.1,14.178,3.58,2.44,1.91,,,
4316,1156,GET,FALSE,4.347,26.188,13.386,8.839,6.02,3.08,2.03,,,
1878,1156,GET,TRUE,4.98,23.242,18.027,13.034,4.67,3.62,2.62,,,
7230,1156,GET,FALSE,4.698,16.363,17.029,7.903,3.48,3.62,1.68,,,
4899,1156,GET,FALSE,4.888,33.923,18.549,10.57,6.94,3.79,2.16,,,
5165,1156,GET,FALSE,5.112,27.824,18.883,8.747,5.44,3.69,1.71,,,
850,1156,GET,FALSE,5.273,18.4,18.927,8.826,3.49,3.59,1.67,,,
6076,1156,GET,FALSE,6.542,16.195,13.632,10.571,2.48,2.08,1.62,,,
6157,1160,GET,FALSE,5.243,20.067,18.539,8.818,3.83,3.54,1.68,,,
924,1164,PUT,FALSE,274.074,75.736,66.185,61.238,0.28,0.24,0.22,,,
6093,1176,PUT,FALSE,22.098,47.972,31.952,21.504,2.17,1.45,0.97,,,
5002,1180,GET,FALSE,5.829,14.505,15.092,10.177,2.49,2.59,1.75,,,
7149,1184,GET,FALSE,4.733,14.51,12.729,8.962,3.07,2.69,1.89,,,
7120,1188,GET,FALSE,4.875,12.551,14.09,9.354,2.57,2.89,1.92,,,
6371,1192,GET,FALSE,4.697,14.139,12.962,12.095,3.01,2.76,2.58,,,
8166,1212,PUT,FALSE,10.799,40.945,36.736,25.133,3.79,3.4,2.33,,,
2366,1228,GET,FALSE,4.386,25.79,14.981,10.537,5.88,3.42,2.4,,,
877,1228,GET,FALSE,4.642,14.701,9.905,7.794,3.17,2.13,1.68,,,
7291,1232,GET,TRUE,4.555,15.669,15.835,11.806,3.44,3.48,2.59,,,
9097,1232,GET,FALSE,4.477,9.791,16.78,9.038,2.19,3.75,2.02,,,
413,1236,GET,FALSE,5.135,23.134,12.388,9.612,4.51,2.41,1.87,,,
5013,1236,GET,FALSE,5.349,13.785,13.116,9.448,2.58,2.45,1.77,,,
8505,1236,GET,FALSE,5.062,14.911,12.332,9.275,2.95,2.44,1.83,,,
5289,1236,GET,FALSE,6.672,33.187,25.181,9.828,4.97,3.77,1.47,,,
6143,1236,GET,FALSE,5.932,19.833,13.541,10.738,3.34,2.28,1.81,,,
9499,1240,GET,FALSE,4.585,16.67,14.282,9.739,3.64,3.11,2.12,,,
8477,1240,GET,FALSE,4.961,18.142,13.477,9.147,3.66,2.72,1.84,,,
10201,1240,GET,FALSE,3.463,13.231,14.255,7.435,3.82,4.12,2.15,,,
10346,1252,GET,TRUE,4.763,21.556,15.255,11.007,4.53,3.2,2.31,,,
10390,1256,GET,FALSE,6.227,29.172,14.884,10.72,4.68,2.39,1.72,,,
7871,1272,GET,FALSE,4.96,16.636,16.993,10.716,3.35,3.43,2.16,,,
6737,1288,GET,FALSE,4.346,21.049,15.171,10.163,4.84,3.49,2.34,,,
8960,1292,GET,FALSE,3.776,11.1,9.491,8.541,2.94,2.51,2.26,,,
1205,1292,PUT,FALSE,9.786,56.057,32.91,24.601,5.73,3.36,2.51,,,
6056,1296,PUT,FALSE,33.008,38.716,33.814,30.156,1.17,1.02,0.91,,,
10505,1296,GET,FALSE,4.61,14.22,17.803,10.237,3.08,3.86,2.22,,,
4973,1296,PUT,FALSE,9.222,60.832,37.731,23.706,6.6,4.09,2.57,,,
6392,1308,GET,FALSE,5.123,15.545,18.349,8.902,3.03,3.58,1.74,,,
6457,1308,GET,FALSE,5.728,16.736,14.037,12.598,2.92,2.45,2.2,,,
8661,1316,GET,FALSE,4.218,15.795,16.324,8.697,3.74,3.87,2.06,,,
2816,1332,GET,FALSE,4.485,25.107,18.129,11.14,5.6,4.04,2.48,,,
87,1332,GET,FALSE,4.767,13.552,12.666,8.606,2.84,2.66,1.81,,,
365,1332,GET,FALSE,5.045,19.608,16.204,7.794,3.89,3.21,1.54,,,
735,1332,GET,TRUE,4.592,30.263,15.569,11.972,6.59,3.39,2.61,,,
148,1332,GET,FALSE,4.995,16.584,15.066,11.333,3.32,3.02,2.27,,,
727,1332,GET,FALSE,4.834,19.433,15.319,8.19,4.02,3.17,1.69,,,
378,1332,GET,FALSE,5.107,19.761,14.485,8.63,3.87,2.84,1.69,,,
580,1332,GET,FALSE,4.415,21.805,13.273,9.522,4.94,3.01,2.16,,,
1689,1332,GET,FALSE,4.221,13.425,11.229,7.493,3.18,2.66,1.78,,,
2660,1332,GET,FALSE,4.394,16.07,12.212,8.227,3.66,2.78,1.87,,,
49,1332,GET,FALSE,4.924,15.226,12.744,9.217,3.09,2.59,1.87,,,
933,1336,GET,TRUE,6.175,28.266,19.568,12.567,4.58,3.17,2.04,,,
480,1336,GET,FALSE,3.698,14.758,12.789,7.818,3.99,3.46,2.11,,,
358,1336,GET,FALSE,5.221,19.958,14.355,8.893,3.82,2.75,1.7,,,
1531,1336,GET,FALSE,5.627,17.222,22.512,8.753,3.06,4,1.56,,,
8504,1336,GET,FALSE,4.868,19.687,17.24,8.444,4.04,3.54,1.73,,,
56,1336,GET,TRUE,5.224,15.835,16.036,9.769,3.03,3.07,1.87,,,
457,1336,GET,FALSE,4.047,18.864,15.498,10.545,4.66,3.83,2.61,,,
2009,1336,GET,FALSE,4.388,21.988,15.561,10.79,5.01,3.55,2.46,,,
7,1336,GET,TRUE,4.557,19.422,17.318,11.123,4.26,3.8,2.44,,,
2419,1336,GET,FALSE,4.325,15.767,13.005,10.316,3.65,3.01,2.39,,,
4645,1336,GET,FALSE,4.667,13.438,13.87,11.448,2.88,2.97,2.45,,,
2931,1336,GET,FALSE,5.165,16.078,11.583,8.446,3.11,2.24,1.64,,,
2451,1336,GET,FALSE,3.68,19.135,10.097,7.253,5.2,2.74,1.97,,,
3356,1336,GET,FALSE,3.819,9.738,15.957,9.097,2.55,4.18,2.38,,,
2644,1336,GET,FALSE,4.231,16.178,15.921,8.077,3.82,3.76,1.91,,,
9892,1336,GET,FALSE,4.423,14.198,11.108,11.204,3.21,2.51,2.53,,,
799,1336,GET,FALSE,3.976,17.628,14.61,8.7,4.43,3.67,2.19,,,
4240,1336,GET,FALSE,3.916,16.768,16.386,8.719,4.28,4.18,2.23,,,
654,1336,GET,TRUE,4.678,21.687,17.831,11.85,4.64,3.81,2.53,,,
2068,1336,GET,FALSE,3.871,12.864,14.089,6.872,3.32,3.64,1.78,,,
6334,1340,GET,FALSE,5.235,14.46,12.853,9.534,2.76,2.46,1.82,,,
5258,1340,GET,FALSE,5.024,18.523,16.141,9.915,3.69,3.21,1.97,,,
3863,1348,GET,FALSE,4.053,14.181,12.664,8.043,3.5,3.12,1.98,,,
1125,1348,GET,TRUE,5.613,27.514,17.256,12.517,4.9,3.07,2.23,,,
7561,1348,GET,FALSE,4.398,12.291,16.934,9.408,2.79,3.85,2.14,,,
348,1352,GET,FALSE,4.408,19.432,16.845,8.41,4.41,3.82,1.91,,,
2401,1356,GET,FALSE,4.442,20.632,14.287,8.982,4.64,3.22,2.02,,,
3540,1356,GET,FALSE,5.961,17.344,14.535,9.089,2.91,2.44,1.52,,,
8954,1356,GET,FALSE,5.078,19.213,15.605,9.343,3.78,3.07,1.84,,,
7428,1356,GET,FALSE,5.339,19.284,21.791,11.295,3.61,4.08,2.12,,,
5114,1356,GET,FALSE,4.302,14.173,12.762,8.572,3.29,2.97,1.99,,,
1402,1356,GET,FALSE,5.201,23.224,18.017,9.157,4.47,3.46,1.76,,,
5508,1356,GET,FALSE,5.163,16.4,12.717,9.683,3.18,2.46,1.88,,,
2156,1356,GET,FALSE,4.901,18.328,14.692,8.483,3.74,3,1.73,,,
3385,1356,GET,FALSE,5.038,10.946,20.584,8.625,2.17,4.09,1.71,,,
5338,1356,GET,FALSE,5.917,15.288,13.457,11.097,2.58,2.27,1.88,,,
1825,1356,GET,FALSE,4.243,23.191,14.34,8.141,5.47,3.38,1.92,,,
7164,1356,GET,FALSE,4.256,25.102,15.795,9.483,5.9,3.71,2.23,,,
7548,1356,GET,FALSE,4.219,23.201,11.186,9.889,5.5,2.65,2.34,,,
1921,1356,GET,FALSE,4.349,15.928,12.158,9.431,3.66,2.8,2.17,,,
3818,1356,GET,TRUE,4.396,29.455,14.43,11.524,6.7,3.28,2.62,,,
6236,1356,GET,FALSE,5.014,9.741,13.621,9.648,1.94,2.72,1.92,,,
10762,1356,GET,FALSE,4.31,14.811,16.065,8.663,3.44,3.73,2.01,,,
4441,1360,GET,FALSE,4.332,21.698,16.434,10.361,5.01,3.79,2.39,,,
7176,1360,GET,FALSE,4.56,14.838,12.961,8.285,3.25,2.84,1.82,,,
2402,1360,GET,TRUE,4.52,24.513,15.166,12.049,5.42,3.36,2.67,,,
914,1360,GET,TRUE,5.899,26.609,22.269,11.507,4.51,3.78,1.95,,,
7202,1364,GET,FALSE,4.577,18.015,12.896,11.065,3.94,2.82,2.42,,,
5729,1364,GET,FALSE,4.903,17.929,11.008,10.953,3.66,2.25,2.23,,,
6007,1364,GET,FALSE,3.986,14.166,13.269,9.382,3.55,3.33,2.35,,,
4879,1364,GET,FALSE,3.639,15.584,12.792,8.155,4.28,3.52,2.24,,,
10826,1364,GET,FALSE,4.702,12.547,11.462,8.211,2.67,2.44,1.75,,,
7996,1364,GET,FALSE,5.14,12.446,15.535,8.891,2.42,3.02,1.73,,,
9728,1364,GET,FALSE,4.403,13.776,11.431,10.669,3.13,2.6,2.42,,,
1068,1364,GET,FALSE,4.576,30.227,14.52,10.174,6.61,3.17,2.22,,,
3485,1364,GET,FALSE,4.934,14.488,17.129,12.538,2.94,3.47,2.54,,,
3764,1364,GET,FALSE,4.569,23.145,16.975,9.867,5.07,3.72,2.16,,,
574,1368,GET,FALSE,5.065,15.702,14.509,8.782,3.1,2.86,1.73,,,
8037,1368,GET,FALSE,4.113,13.794,16.969,10.269,3.35,4.13,2.5,,,
2080,1368,GET,FALSE,4.12,14.765,12.565,8.356,3.58,3.05,2.03,,,
4271,1368,GET,FALSE,6.901,13.899,14.063,7.988,2.01,2.04,1.16,,,
4677,1368,GET,FALSE,4.122,18.342,15.345,10.148,4.45,3.72,2.46,,,
646,1368,GET,TRUE,4.912,25.247,18.414,12.194,5.14,3.75,2.48,,,
2326,1368,GET,FALSE,4.124,21.837,11.921,10.493,5.3,2.89,2.54,,,
2604,1368,GET,FALSE,4.316,19.862,8.916,8.796,4.6,2.07,2.04,,,
9202,1368,GET,FALSE,4.438,19.405,15.942,11.039,4.37,3.59,2.49,,,
845,1368,GET,TRUE,5.426,20.096,21.812,13.56,3.7,4.02,2.5,,,
8011,1368,GET,FALSE,4.975,13.376,16.792,9.075,2.69,3.38,1.82,,,
9041,1368,GET,FALSE,4.493,17.357,14.837,9.176,3.86,3.3,2.04,,,
6320,1368,GET,TRUE,4.525,16.445,15.663,11.612,3.63,3.46,2.57,,,
682,1368,GET,FALSE,4.58,13.486,15.864,7.938,2.94,3.46,1.73,,,
9970,1368,GET,FALSE,3.751,19.232,13.134,8.063,5.13,3.5,2.15,,,
1549,1368,GET,TRUE,4.683,23.194,15.043,11.325,4.95,3.21,2.42,,,
4598,1368,GET,FALSE,5.679,19.558,19.082,9.047,3.44,3.36,1.59,,,
4112,1368,GET,TRUE,4.625,16.541,14.646,11.044,3.58,3.17,2.39,,,
7401,1368,GET,FALSE,4.497,15.824,15.992,10.783,3.52,3.56,2.4,,,
891,1368,GET,FALSE,5.285,16.377,17.617,7.716,3.1,3.33,1.46,,,
6249,1368,GET,TRUE,5.083,13.234,16.733,11.395,2.6,3.29,2.24,,,
937,1368,GET,FALSE,6.73,20.602,22.997,8.099,3.06,3.42,1.2,,,
7275,1368,GET,TRUE,4.948,20.943,15.306,11.608,4.23,3.09,2.35,,,
7712,1368,GET,FALSE,4.802,18.802,16.226,9.065,3.92,3.38,1.89,,,
5682,1368,GET,FALSE,3.132,10.942,10.404,8.256,3.49,3.32,2.64,,,
10824,1368,GET,FALSE,5.454,13.202,16.861,9.77,2.42,3.09,1.79,,,
957,1372,GET,TRUE,5.57,33.607,18.049,13.039,6.03,3.24,2.34,,,
907,1372,GET,FALSE,6.509,26.216,17.019,8.848,4.03,2.61,1.36,,,
8404,1372,GET,FALSE,4.621,9.614,13.068,10.499,2.08,2.83,2.27,,,
1897,1372,GET,TRUE,4.644,23.679,16.642,11.023,5.1,3.58,2.37,,,
8795,1372,GET,FALSE,4.329,19.389,13.779,7.506,4.48,3.18,1.73,,,
1384,1372,GET,FALSE,4.489,24.444,14.166,9.584,5.45,3.16,2.13,,,
2291,1372,GET,FALSE,4.675,15.188,16.452,11.279,3.25,3.52,2.41,,,
1642,1372,GET,FALSE,4.471,24.529,14.088,11.621,5.49,3.15,2.6,,,
1599,1372,GET,FALSE,5.194,13.223,14.091,10.371,2.55,2.71,2,,,
60,1372,GET,FALSE,5.092,17.726,13.425,9.464,3.48,2.64,1.86,,,
10125,1372,GET,FALSE,4.188,16.85,10.261,8.727,4.02,2.45,2.08,,,
290,1372,GET,TRUE,5.204,29.743,17.806,10.823,5.72,3.42,2.08,,,
3966,1372,GET,TRUE,4.614,14.35,16.374,12.068,3.11,3.55,2.62,,,
8853,1372,GET,FALSE,5.016,10.575,11.076,7.963,2.11,2.21,1.59,,,
8609,1372,GET,FALSE,4.265,16.992,14.701,10.264,3.98,3.45,2.41,,,
8312,1376,GET,TRUE,5.221,22.88,17.014,12.832,4.38,3.26,2.46,,,
3876,1376,GET,FALSE,4.358,18.414,12.266,9.49,4.23,2.81,2.18,,,
9347,1376,GET,FALSE,4.814,19.746,19.822,10.867,4.1,4.12,2.26,,,
10145,1388,GET,FALSE,5.54,27.333,22.421,11.209,4.93,4.05,2.02,,,
10197,1388,GET,FALSE,4.767,10.342,18.353,9.778,2.17,3.85,2.05,,,
8294,1388,GET,FALSE,5.07,16.948,15.525,9.108,3.34,3.06,1.8,,,
5014,1392,GET,FALSE,4.713,14.645,10.557,8.499,3.11,2.24,1.8,,,
4665,1396,GET,FALSE,4.461,15.215,14.377,8.543,3.41,3.22,1.92,,,
4893,1396,GET,FALSE,5.072,22.204,18.76,9.765,4.38,3.7,1.93,,,
3227,1400,GET,TRUE,4.636,16.183,14.183,12.235,3.49,3.06,2.64,,,
4147,1412,GET,FALSE,4.861,14.645,12.641,9.127,3.01,2.6,1.88,,,
4555,1412,GET,FALSE,5.835,13.209,12.686,11.297,2.26,2.17,1.94,,,
