50068.845,GET,26443776
603.629,GET,2310144
33453.55,GET,40943616
989.865,GET,2195456
1077.674,GET,4931584
5932.063,GET,30720000
295.932,GET,114688
3599.658,GET,20365312
437.705,PUT,65536
3124.729,GET,16187392
3015.533,GET,15548416
4070.49,GET,10764288
2659.33,GET,14663680
4556.913,GET,23822336
58.097,GET,16384
523.944,GET,1900544
29513.639,GET,54394880
508.186,GET,851968
198.527,GET,671744
524.818,GET,2080768
725.917,GET,3342336
1181.512,GET,3342336
241.828,GET,819200
510.058,GET,2097152
50.091,GET,32768
53.249,GET,65536
63432.487,GET,86900736
536.373,GET,2080768
436.55,GET,1900544
4880.133,GET,28606464
89129.044,GET,132939776
2169.598,GET,9338880
3068.626,GET,17743872
9351.565,GET,55967744
2548.52,GET,14663680
1893.642,GET,10764288
475.069,GET,1966080
10476.901,GET,62947328
3231.491,GET,16187392
510.468,GET,2195456
9023.472,GET,54394880
56.997,GET,32768
18167.496,GET,110198784
656.884,GET,3162112
2535.892,GET,14663680
684.691,GET,3342336
33049.232,PUT,33767424
534.418,GET,2310144
8582.764,GET,51478528
524.197,GET,2490368
79.105,GET,114688
9619.918,GET,55197696
59.905,GET,16384
143.776,GET,294912
51.815,GET,32768
604.793,GET,2949120
562.369,GET,2785280
1078.971,PUT,2228224
9029.321,GET,54394880
57.51,GET,65536
42.363,GET,16384
3042.087,GET,17743872
86.063,GET,196608
438.566,GET,1916928
48.414,GET,16384
9038.702,GET,54394880
77.318,GET,147456
204.568,GET,671744
64.572,GET,65536
78.707,GET,196608
4460.511,GET,26443776
47.144,GET,32768
1286.303,GET,7028736
770.45,GET,1064960
1891.475,GET,10764288
65.594,GET,65536
2606.75,GET,15269888
1404.628,GET,7946240
44.726,GET,16384
496.606,GET,2195456
47.159,GET,65536
38.339,GET,16384
1462.521,PUT,5390336
49.127,GET,16384
40.459,GET,16384
487.287,GET,2097152
3435.346,PUT,671744
384734.43,GET,358039552
69.854,GET,16384
2179.9,GET,10764288
1118.148,GET,4964352
818.416,GET,3342336
561.554,GET,1916928
5660.467,GET,16187392
1077.627,GET,2310144
14813.724,GET,88768512
243.288,GET,589824
49.426,GET,16384
51.336,GET,32768
30150.187,GET,182452224
59.669,GET,16384
2830.609,GET,16187392
1722.178,GET,9388032
2343.296,GET,10272768
2338.539,GET,10272768
1833.044,GET,4833280
820.959,GET,3768320
60248.923,GET,357416960
3058.182,GET,15548416
817.979,GET,3342336
416.498,GET,1064960
3396.104,GET,17743872
2658.84,GET,13565952
278.736,GET,819200
205.69,GET,671744
4685.24,GET,26918912
1756.574,GET,9240576
755.095,GET,2310144
3149.045,PUT,9240576
140.394,GET,294912
58.341,GET,16384
270.713,GET,819200
797.794,GET,1900544
12385.853,GET,52412416
152224.034,PUT,170737664
601.256,GET,2080768
491.679,GET,1916928
31899.305,GET,170737664
925.205,GET,1966080
587.416,GET,2310144
8699.393,GET,52412416
112.831,GET,294912
194.443,GET,671744
3402.751,GET,17743872
689.563,GET,3342336
2542.032,GET,14663680
356.999,GET,1376256
35.726,GET,16384
54.85,GET,65536
10132.921,GET,54394880
48.157,GET,16384
2757.579,GET,16154624
8978.85,GET,54394880
2871.363,PUT,11059200
8551.297,GET,51478528
8984.544,GET,54394880
9012.637,GET,54394880
53.095,GET,16384
310.322,GET,1064960
188.467,GET,557056
8688.182,GET,52412416
3427.553,GET,20316160
5113.592,GET,30720000
2745.466,GET,16187392
1747.243,GET,9764864
681.292,GET,3342336
619.682,GET,2310144
1875.204,GET,9027584
