No,Size,Type,IsDegradeRead,replicas,nativeec,microec,NativeecTimes,MicroecTimes
3780,18857984,GET,TRUE,2894.184,6008.336,3645.209,2.08,1.26
6562,18857984,GET,TRUE,2974.349,6931.615,3274.576,2.33,1.1
4452,18857984,GET,TRUE,2894.425,6484.454,3270.492,2.24,1.13
3790,18857984,GET,FALSE,3062.266,2907.454,2899.27,0.95,0.95
5807,18857984,GET,TRUE,2909.617,6723.809,3555.378,2.31,1.22
3229,18857984,PUT,FALSE,9590.376,9276.421,5695.293,0.97,0.59
8696,18874368,GET,FALSE,2908.826,2911.752,2909.74,1,1
8498,19070976,GET,FALSE,2927.698,2962.724,2929.505,1.01,1
8215,19070976,GET,TRUE,2928.953,6369.614,3852.711,2.17,1.32
10529,19070976,PUT,FALSE,9743.937,10104.719,6279.379,1.04,0.64
9907,19070976,GET,FALSE,2927.46,2935.604,2930.294,1,1
8489,19070976,PUT,FALSE,9702.805,10007.642,5598.65,1.03,0.58
10689,19070976,PUT,FALSE,9764.897,9992.417,5529.606,1.02,0.57
8470,19152896,GET,TRUE,2940.673,5964.292,3249.916,2.03,1.11
6328,19152896,GET,TRUE,2969.501,6130.601,3435.023,2.06,1.16
3291,19152896,GET,TRUE,2958.493,5953.986,3709.176,2.01,1.25
5773,19152896,GET,TRUE,2939.457,6410.779,3584.48,2.18,1.22
3803,19152896,GET,TRUE,2962.395,6806.634,3572.412,2.3,1.21
10841,19152896,GET,FALSE,2941.61,2973.638,2945.159,1.01,1
6510,19152896,GET,FALSE,2957.626,2948.328,2953.104,1,1
3487,19152896,GET,FALSE,2939.605,2955.55,2948.272,1.01,1
6193,19152896,GET,TRUE,2962.407,5930.268,3682.306,2,1.24
5164,19152896,GET,TRUE,2953.723,6767.007,3598.399,2.29,1.22
7020,19152896,GET,TRUE,2952.695,7066.943,3403.301,2.39,1.15
10076,19152896,GET,TRUE,2959.995,7256.082,4016.667,2.45,1.36
10948,19152896,GET,FALSE,2938.69,2950.966,2947.868,1,1
5148,19152896,GET,TRUE,2954.033,7048.817,3432.028,2.39,1.16
1004,19169280,GET,FALSE,2956.012,2949.105,2943.688,1,1
9011,19251200,GET,FALSE,2955.026,2961.946,2955.002,1,1
4102,19251200,GET,FALSE,2954.627,2966.821,2954.035,1,1
3823,19251200,GET,FALSE,2974.796,2961.441,2955.046,1,0.99
6861,19251200,GET,TRUE,2956.629,7225.112,3556.594,2.44,1.2
7365,19447808,GET,FALSE,3005.972,3000.062,2986.128,1,0.99
3864,19464192,GET,TRUE,2987.429,6691.192,3653.27,2.24,1.22
10438,19513344,GET,FALSE,3016.984,3006.344,2997.865,1,0.99
5764,19546112,GET,TRUE,3000.089,6987.917,3398.559,2.33,1.13
1485,19578880,GET,TRUE,3011.141,7091.247,3340.823,2.36,1.11
1776,19578880,GET,FALSE,3003.508,3025.775,3005.525,1.01,1
1171,19578880,GET,FALSE,3004.595,3014.782,3005.865,1,1
8992,19693568,GET,FALSE,3022.029,3024.885,3022.649,1,1
4087,19742720,GET,FALSE,3043.413,3035.229,3030.195,1,1
6588,19742720,PUT,FALSE,9993.325,10905.519,5677.06,1.09,0.57
4898,19742720,GET,TRUE,3077.357,7294.898,4003.527,2.37,1.3
9037,19775488,GET,FALSE,3034.918,3040.283,3035.581,1,1
546,19791872,GET,FALSE,3070.79,3060.432,3038.352,1,0.99
1437,19791872,GET,FALSE,3052.615,3045.82,3038.615,1,1
6353,19791872,GET,FALSE,3115.088,3039.18,3037.744,0.98,0.98
2671,19791872,GET,TRUE,3046.06,7000.841,4151.554,2.3,1.36
1585,19791872,GET,FALSE,3604.642,3041.423,3039.45,0.84,0.84
8973,19873792,GET,TRUE,3066.938,8064.763,3386.934,2.63,1.1
5264,20217856,GET,FALSE,3123.631,3105.701,3102.694,0.99,0.99
385,20316160,GET,FALSE,3119.34,3159.605,3129.137,1.01,1
1762,20365312,GET,FALSE,3142.073,3134.493,3126.578,1,1
19,20365312,GET,FALSE,3700.033,3128.956,3126.477,0.85,0.84
2847,20365312,GET,TRUE,3141.939,6731.793,4189.245,2.14,1.33
1210,20398080,GET,TRUE,3147.351,6847.254,4285.105,2.18,1.36
9383,20529152,GET,TRUE,3168.062,6840.381,4130.878,2.16,1.3
9005,20561920,GET,FALSE,3615.355,3158.479,3156.444,0.87,0.87
6478,20660224,GET,TRUE,3184.211,6623.941,4108.232,2.08,1.29
10103,20676608,GET,TRUE,3190.238,6918.173,4175.934,2.17,1.31
8938,20725760,GET,FALSE,3197.943,3189.374,3184.855,1,1
2603,20840448,GET,FALSE,3212.411,3223.144,3211.52,1,1
9716,20856832,GET,TRUE,3205.811,7001.443,3449.301,2.18,1.08
4508,20955136,GET,TRUE,3215.564,7569.895,3479.892,2.35,1.08
10859,21037056,GET,TRUE,3227.379,5999.413,3832.805,1.86,1.19
9815,21037056,GET,TRUE,3242.287,6720.875,3464.15,2.07,1.07
10418,21037056,GET,TRUE,3250.457,7179.711,4292.655,2.21,1.32
6753,21086208,GET,FALSE,3236.393,3242.689,3235.253,1,1
5176,21135360,GET,TRUE,3257.529,7547.23,3674.827,2.32,1.13
7258,21217280,GET,FALSE,3271.589,3260.954,3256.247,1,1
5829,21331968,GET,TRUE,3289.162,7895.152,4237.82,2.4,1.29
9818,21528576,GET,FALSE,3320.518,3327.978,3305.678,1,1
525,21528576,GET,FALSE,3306.17,3326.331,3323.832,1.01,1.01
6907,21528576,GET,TRUE,3325.828,6952.422,4136.97,2.09,1.24
10236,21528576,GET,TRUE,3302.475,7280.055,3519.987,2.2,1.07
5892,21544960,GET,TRUE,3323.489,6888.777,4112.327,2.07,1.24
7074,21544960,GET,FALSE,3326.469,3311.85,3309.272,1,0.99
6659,21544960,PUT,FALSE,10997.38,10296.228,6759.485,0.94,0.61
6009,21544960,PUT,FALSE,10994.264,11910.542,7122.576,1.08,0.65
3921,21544960,GET,FALSE,3306.587,3313.412,3307.388,1,1
5967,21544960,PUT,FALSE,11034.871,12169.091,6831.878,1.1,0.62
10383,21626880,GET,TRUE,3335.737,7255.374,4024.486,2.18,1.21
7221,21643264,GET,FALSE,3334.654,3342.635,3332.952,1,1
9211,21643264,GET,FALSE,3329.984,3328.297,3323.858,1,1
10905,21659648,GET,FALSE,3345.933,3360.745,3324.865,1,0.99
10932,21692416,GET,FALSE,3346.015,3345.016,3331.094,1,1
9254,21692416,GET,TRUE,3349.027,8101.048,3665.112,2.42,1.09
6752,21708800,GET,TRUE,3344.078,7781.404,3856.383,2.33,1.15
10138,21790720,GET,TRUE,3356.6,7365.918,3669.215,2.19,1.09
3232,21807104,GET,TRUE,3360.335,7385.049,4080.015,2.2,1.21
2084,21872640,GET,FALSE,3374.223,3357.783,3355.661,1,0.99
3828,21905408,GET,FALSE,3387.667,3366.511,3362.599,0.99,0.99
9250,21954560,GET,TRUE,3388.745,7204.57,4035.37,2.13,1.19
1885,21954560,GET,FALSE,3370.52,3385.976,3372.801,1,1
8769,21970944,GET,FALSE,3389.475,3379.364,3371.494,1,0.99
5015,22052864,GET,TRUE,3395.809,7520.831,4004.952,2.21,1.18
6964,22052864,GET,FALSE,3404.612,3387.193,3384.471,0.99,0.99
3098,22052864,GET,TRUE,3406.208,6881.952,4223.743,2.02,1.24
6767,22052864,GET,TRUE,3399.623,8082.937,4311.214,2.38,1.27
2486,22052864,GET,TRUE,3398.079,6796.857,4406.999,2,1.3
6938,22052864,GET,TRUE,3397.574,7311.232,3651.91,2.15,1.07
5660,22069248,GET,FALSE,3403.904,3397.265,3386.319,1,0.99
10112,22102016,GET,FALSE,3411.675,3393.695,3393.728,0.99,0.99
8481,22102016,GET,TRUE,3391.391,7041.06,4131.601,2.08,1.22
1579,22102016,GET,FALSE,3409.726,3405.918,3391.406,1,0.99
2271,22102016,PUT,FALSE,10796.988,12099.105,6834.452,1.12,0.63
10242,22102016,GET,TRUE,3399.894,7382.849,4283.565,2.17,1.26
3259,22102016,GET,FALSE,3408.042,3394.722,3392.496,1,1
975,22102016,GET,FALSE,3407.587,3406.109,3404.641,1,1
7804,22134784,GET,FALSE,3408.993,3408.142,3396.517,1,1
5765,22151168,GET,TRUE,3415.329,7854.762,4270.765,2.3,1.25
4649,22167552,GET,FALSE,3488.902,3404.809,3402.854,0.98,0.98
9518,22282240,GET,TRUE,3434.037,7491.186,3845.161,2.18,1.12
8721,22282240,GET,FALSE,3419.174,3425.055,3418.688,1,1
8756,22282240,GET,FALSE,3434.183,3419.795,3421.873,1,1
5547,22298624,GET,FALSE,3434.606,3430.933,3421.627,1,1
1337,22331392,GET,TRUE,3427.167,7908.883,3710.057,2.31,1.08
5802,22347776,GET,FALSE,3447.871,3429.782,3430.089,0.99,0.99
3717,22364160,GET,TRUE,3449.734,7850.091,4278.242,2.28,1.24
6135,22364160,GET,FALSE,3445.49,3435.328,3432.915,1,1
9915,22364160,PUT,FALSE,11460.541,13168.444,18647.221,1.15,1.63
4375,22364160,GET,FALSE,3507.437,3436.418,3431.615,0.98,0.98
5876,22364160,GET,TRUE,3447.004,7604.452,4318.312,2.21,1.25
3381,22364160,GET,FALSE,3448.196,3434.282,3432.903,1,1
3592,22364160,GET,FALSE,3431.939,3441.593,3435.416,1,1
6758,22364160,GET,FALSE,3452.794,3463.318,3437.253,1,1
3322,22364160,GET,TRUE,3444.227,7833.606,4173.916,2.27,1.21
4925,22364160,GET,TRUE,3453.391,7648.287,4331.726,2.21,1.25
6846,22364160,GET,TRUE,3461.608,8095.918,3774.4,2.34,1.09
6942,22364160,GET,TRUE,3447.676,6834.863,3644.291,1.98,1.06
10118,22364160,PUT,FALSE,11475.117,11982.126,6783.544,1.04,0.59
4115,22364160,GET,FALSE,3449.003,3457.493,3431.985,1,1
8122,22380544,GET,TRUE,3456.334,8196.718,4338.736,2.37,1.26
6370,22396928,GET,FALSE,3439.537,3437.286,3437.452,1,1
3675,22396928,GET,FALSE,3457.766,3442.679,3435.316,1,0.99
7075,22478848,GET,TRUE,3461.646,7497.687,4384.763,2.17,1.27
5895,22511616,GET,TRUE,3456.927,8340.142,3672.436,2.41,1.06
3694,22511616,GET,FALSE,3454.662,3458.402,3456.276,1,1
7685,22511616,GET,FALSE,3468.938,3463.143,3455.555,1,1
6452,22511616,GET,TRUE,3456.173,8224.704,4175.162,2.38,1.21
5354,22511616,GET,TRUE,3453.408,8152.853,4115.752,2.36,1.19
6041,22511616,GET,TRUE,3454.707,8252.763,3992.021,2.39,1.16
9709,22528000,PUT,FALSE,11549.416,13215.477,6663.158,1.14,0.58
3891,22528000,GET,FALSE,3625.876,3458.116,3455.323,0.95,0.95
8322,22609920,GET,FALSE,3489.904,3471.907,3470.666,0.99,0.99
7174,22609920,GET,FALSE,3546.377,3471.46,3469.352,0.98,0.98
8204,22609920,GET,FALSE,3487.577,3470.417,3472.978,1,1
6468,22609920,GET,FALSE,3470.596,3504.467,3494.906,1.01,1.01
4782,22675456,GET,TRUE,3479.482,8475.002,3992.453,2.44,1.15
4510,22724608,GET,TRUE,3505.062,7811.903,3776.435,2.23,1.08
1416,22740992,GET,TRUE,3520.286,8236.742,3838.978,2.34,1.09
8573,22822912,GET,TRUE,3516.766,7798.866,4564.659,2.22,1.3
1498,22904832,GET,TRUE,3526.551,7819.058,3821.522,2.22,1.08
9450,23035904,PUT,FALSE,11711.376,12724.375,8331.433,1.09,0.71
4806,23035904,GET,TRUE,3552.142,7634.604,4219.625,2.15,1.19
4802,23035904,GET,FALSE,3547.296,3552.963,3539.602,1,1
5495,23035904,GET,TRUE,3554.319,6600.231,4479.255,1.86,1.26
6459,23035904,GET,FALSE,3638.968,3536.699,3535.584,0.97,0.97
9949,23150592,GET,FALSE,3568.6,3555.099,3552.298,1,1
10555,23183360,GET,FALSE,3574.869,3558.044,3558.435,1,1
8905,23248896,GET,TRUE,3587.3,8280.022,3987.679,2.31,1.11
606,23248896,GET,FALSE,3583.186,3571.58,3566.596,1,1
7222,23281664,GET,FALSE,3590.452,3575.369,3572.12,1,0.99
8003,23314432,GET,FALSE,3576.991,3592.84,3576.414,1,1
4201,23314432,GET,TRUE,3590.671,7776.896,3894.361,2.17,1.08
10342,23330816,GET,FALSE,3598.794,3608.331,3581.5,1,1
10144,23461888,GET,TRUE,3618.658,8663.964,4896.172,2.39,1.35
8243,23478272,GET,FALSE,3618.347,3604.65,3601.659,1,1
10239,23658496,GET,TRUE,3650.188,7237.723,4922.85,1.98,1.35
9812,23756800,GET,FALSE,3662.744,3682.875,3649.385,1.01,1
5804,23773184,GET,TRUE,3717.404,7719.643,4642.271,2.08,1.25
26,23822336,GET,FALSE,4217.817,3657.865,3654.032,0.87,0.87
1803,23822336,GET,FALSE,3662.322,3660.759,3654.765,1,1
1739,23822336,GET,FALSE,3673.872,3657.373,3654.273,1,0.99
1561,23822336,PUT,FALSE,11617.942,13123.265,7391.081,1.13,0.64
3668,23969792,GET,FALSE,3717.203,3681.224,3680.17,0.99,0.99
4637,24133632,GET,FALSE,3718.734,3707.604,3704.364,1,1
4952,24133632,GET,FALSE,3720.09,3705.094,3702.438,1,1
4788,24133632,GET,FALSE,3719.591,3716.242,3706.332,1,1
6035,24166400,GET,FALSE,3727.231,3711.705,3710.786,1,1
4976,24166400,GET,TRUE,3712.871,8702.591,4594.908,2.34,1.24
3587,24166400,GET,FALSE,3724.025,3735.109,3709.819,1,1
4755,24166400,GET,TRUE,3724.51,8802.41,4570.078,2.36,1.23
7189,24592384,GET,TRUE,3779.931,8823.115,4657.886,2.33,1.23
8460,24608768,GET,TRUE,3780.884,8138.074,5195.618,2.15,1.37
9045,24625152,GET,FALSE,3784.816,3779.954,3778.841,1,1
5337,24772608,GET,FALSE,3943.469,3804.217,3801.599,0.96,0.96
7425,24805376,GET,TRUE,3809.314,8874.893,4523.67,2.33,1.19
3854,24805376,GET,TRUE,3805.391,8888.079,4231.441,2.34,1.11
6385,24838144,GET,FALSE,3812.138,3814.096,3810.911,1,1
5957,24838144,GET,TRUE,3812.718,9036.022,4582.723,2.37,1.2
6075,25034752,GET,FALSE,3920.322,3844.908,3839.53,0.98,0.98
3932,25034752,GET,FALSE,3922.341,3841.817,3839.586,0.98,0.98
6042,25034752,GET,TRUE,3894.579,7210.898,4158.232,1.85,1.07
4258,25034752,GET,FALSE,3986.303,3851.28,3840.443,0.97,0.96
5499,25034752,GET,FALSE,3844.582,3853.873,3843.712,1,1
8259,25034752,PUT,FALSE,12857.136,14678.904,6584.582,1.14,0.51
5111,25034752,GET,FALSE,3979.308,3844.644,3839.365,0.97,0.96
3954,25034752,GET,TRUE,3900.924,8959.683,4085.168,2.3,1.05
2627,25116672,GET,TRUE,3855.355,8783.105,4793.917,2.28,1.24
5738,25280512,GET,TRUE,3878.067,8361.838,4689.198,2.16,1.21
9184,25346048,GET,TRUE,3923.903,8169.145,4194.792,2.08,1.07
3225,25346048,GET,FALSE,3931.395,3888.969,3888.286,0.99,0.99
9952,25346048,GET,TRUE,3888.152,8596.998,5491.182,2.21,1.41
6060,25493504,PUT,FALSE,13017.35,13877.057,8109.308,1.07,0.62
7012,25493504,GET,FALSE,3993.922,3912.734,3910.257,0.98,0.98
7980,25591808,GET,FALSE,4103.465,3926.76,3925.584,0.96,0.96
9774,25640960,GET,FALSE,3935.407,3947.42,3934.657,1,1
9058,25640960,GET,TRUE,3933.384,7961.799,5438.501,2.02,1.38
10920,25640960,GET,FALSE,3969.774,3948.448,3935.734,0.99,0.99
8202,25640960,GET,FALSE,3934.087,3952.958,3934.775,1,1
10763,25690112,GET,FALSE,3943.915,3940.953,3942.127,1,1
9917,25788416,GET,TRUE,3956.282,9070.583,4992.604,2.29,1.26
9521,25804800,GET,FALSE,3984.791,3983.363,3960.97,1,0.99
3793,25886720,GET,FALSE,4011.63,3978.834,3970.854,0.99,0.99
4558,26132480,GET,FALSE,4008.838,4012.085,4009.033,1,1
7757,26214400,GET,TRUE,4022.903,9063.018,5024.13,2.25,1.25
9128,26247168,GET,FALSE,4036.978,4033.223,4026.296,1,1
6547,26345472,GET,FALSE,4041.948,4044.351,4040.637,1,1
5364,26411008,GET,TRUE,4051.617,7477.802,4987.569,1.85,1.23
2907,26443776,GET,FALSE,4055.797,4072.411,4057.412,1,1
181,26443776,GET,TRUE,4060.035,9465.927,4385.689,2.33,1.08
2356,26443776,GET,TRUE,4055.951,9613.41,4481.33,2.37,1.1
4005,26443776,GET,TRUE,4055.605,8470.622,5167.347,2.09,1.27
0,26443776,GET,FALSE,4059.357,4061.732,4058.098,1,1
4684,26443776,GET,TRUE,4056.823,8209.442,14682.091,2.02,3.62
10641,26443776,GET,TRUE,4059.459,9276.114,5063.087,2.29,1.25
1868,26443776,GET,TRUE,4057.412,9455.807,5267.68,2.33,1.3
1691,26443776,GET,TRUE,4055.275,9007.27,4319.644,2.22,1.07
2571,26443776,GET,FALSE,4056.348,4074.15,4057.606,1,1
1518,26443776,GET,TRUE,4059.18,9054.195,5489.307,2.23,1.35
10329,26443776,GET,TRUE,4057.553,9910.195,5038.233,2.44,1.24
1872,26443776,GET,TRUE,4055.997,8205.571,5191.909,2.02,1.28
3901,26443776,GET,FALSE,4059.02,4070.444,4056.573,1,1
2782,26443776,GET,TRUE,4059.025,8065.829,4301.796,1.99,1.06
2487,26443776,GET,FALSE,4057.258,4060.889,4055.512,1,1
2820,26443776,GET,TRUE,4266.086,9523.918,5449.576,2.23,1.28
1039,26443776,GET,FALSE,4058.198,4061.127,4058.718,1,1
3794,26443776,GET,TRUE,4056.546,8434.567,4989.798,2.08,1.23
1471,26443776,GET,FALSE,4056.186,4069.712,4059.85,1,1
4887,26443776,GET,TRUE,4055.285,8181.063,4293.609,2.02,1.06
662,26443776,GET,TRUE,4058.456,9268.757,4230.377,2.28,1.04
1949,26443776,GET,TRUE,4058.095,8932.737,5446.021,2.2,1.34
2482,26443776,GET,TRUE,4056.112,8625.786,5046.88,2.13,1.24
9660,26443776,GET,TRUE,4056.404,8598.212,5383.986,2.12,1.33
2736,26443776,GET,FALSE,4055.6,4061.535,4057.16,1,1
4138,26443776,GET,FALSE,4057.786,4065.123,4055.33,1,1
9109,26460160,GET,TRUE,4058.185,8679.279,5391.478,2.14,1.33
7073,26492928,GET,FALSE,4064.027,4090.626,4064.975,1.01,1
3799,26771456,GET,FALSE,4106.315,4128.144,4105.631,1.01,1
5993,26787840,GET,TRUE,4108.454,7178.087,5132.84,1.75,1.25
297,26918912,GET,TRUE,4129.945,9265.345,4550.477,2.24,1.1
8417,27017216,GET,FALSE,4148.822,4153.78,4146.118,1,1
4489,27017216,GET,FALSE,4144.056,4149.959,4144.656,1,1
7619,27017216,GET,FALSE,4144.277,4161.197,4143.62,1,1
6397,27115520,GET,FALSE,4187.834,4184.41,4158.65,1,0.99
10779,27279360,GET,TRUE,4184.801,10143.362,4514.788,2.42,1.08
4231,27312128,GET,TRUE,4191.946,7922.858,4460.449,1.89,1.06
10472,27344896,GET,TRUE,4194.501,10096.531,5369.278,2.41,1.28
5041,27426816,GET,TRUE,4212.609,8930.699,5036.528,2.12,1.2
3180,27426816,GET,FALSE,4206.912,4211.163,4208.686,1,1
9085,27672576,GET,FALSE,4244.15,4252.783,4245.302,1,1
6480,27672576,GET,FALSE,4245.217,4248.87,4256.588,1,1
2341,27688960,GET,FALSE,4247.543,4252.862,4248.849,1,1
3360,27688960,GET,FALSE,4246.365,4250.737,4248.954,1,1
5874,27688960,GET,TRUE,6403.183,9455.494,4858.28,1.48,0.76
6460,27688960,GET,FALSE,4247.785,4252.367,4250.31,1,1
701,27688960,GET,TRUE,4246.957,9597.752,4605.172,2.26,1.08
9284,27721728,GET,FALSE,4251.425,4258.797,4253.319,1,1
10708,27869184,GET,TRUE,4274.739,9344.707,5532.515,2.19,1.29
5997,27885568,GET,FALSE,4295.807,4287.936,4284.728,1,1
1476,27918336,GET,FALSE,4291.082,4286.904,4283.417,1,1
4836,28000256,GET,FALSE,4312.037,4321.412,4297.585,1,1
6944,28049408,GET,FALSE,4303.384,4324.369,4304.495,1,1
10593,28196864,GET,FALSE,4341.674,4331.333,4326.532,1,1
8813,28196864,GET,FALSE,4341.208,4333.235,4324.49,1,1
5335,28196864,GET,FALSE,4345.653,4326.303,4324.366,1,1
1140,28229632,GET,FALSE,4329.733,4333.076,4330.348,1,1
3920,28344320,GET,FALSE,4574.064,4358.636,4348.411,0.95,0.95
3984,28344320,GET,FALSE,4572.776,4362.397,4351.812,0.95,0.95
6152,28377088,GET,FALSE,4353.283,4365.734,4358.397,1,1
2615,28442624,GET,TRUE,4363.689,10302.357,14725.188,2.36,3.37
10631,28475392,GET,TRUE,4367.364,10036.424,5994.775,2.3,1.37
1994,28557312,PUT,FALSE,13917.443,16092.944,8450.035,1.16,0.61
1731,28606464,GET,FALSE,4387.871,4411.284,4389.464,1.01,1
72,28606464,GET,FALSE,4389.935,4390.201,4386.802,1,1
5463,28672000,GET,TRUE,4399.09,9703.54,5568.627,2.21,1.27
6812,28672000,GET,TRUE,4398.067,10675.241,4655.356,2.43,1.06
6439,28672000,GET,TRUE,4465.898,10343.308,5544.064,2.32,1.24
7282,28737536,PUT,FALSE,14775.016,16207.603,9003.918,1.1,0.61
3097,28737536,PUT,FALSE,14788.319,15907.072,9257.303,1.08,0.63
9014,28770304,PUT,FALSE,14727.49,16228.887,8491.053,1.1,0.58
9070,28770304,PUT,FALSE,14714.756,15580.102,8663.653,1.06,0.59
8783,28868608,GET,FALSE,4436.935,4431.43,4441.808,1,1
7787,28884992,GET,FALSE,4430.748,4431.702,4429.146,1,1
5216,28999680,GET,TRUE,4451.363,10418.052,4761.779,2.34,1.07
8719,29065216,GET,TRUE,4467.804,10733.446,4869.055,2.4,1.09
5592,29114368,GET,FALSE,4477.038,4470.123,4467.368,1,1
6746,29114368,GET,TRUE,4466.5,9657.656,5764.095,2.16,1.29
7889,29163520,GET,FALSE,4678.263,4500.115,4475.246,0.96,0.96
7468,29212672,GET,FALSE,4480.443,4501.321,4483.502,1,1
8814,29360128,GET,TRUE,4501.971,10223.609,5822.711,2.27,1.29
6731,29425664,PUT,FALSE,15229.034,17261.255,9681.714,1.13,0.64
3566,29425664,GET,TRUE,4775.408,10732.259,5471.17,2.25,1.15
6855,29442048,PUT,FALSE,15162.495,15958.528,9318.254,1.05,0.61
4944,29442048,GET,TRUE,4532.933,10621.482,5768.52,2.34,1.27
9291,29507584,GET,FALSE,4556.244,4536.498,4527.86,1,0.99
7901,29605888,GET,TRUE,4683.342,10114.303,5635.125,2.16,1.2
3715,29622272,GET,FALSE,4543.429,4564.303,4566.67,1,1.01
7812,29720576,GET,FALSE,4692.945,4586.937,4576.242,0.98,0.98
2924,29868032,GET,TRUE,4582.563,10492.228,6651.98,2.29,1.45
4512,29900800,GET,FALSE,4589.61,4599.704,4618.773,1,1.01
5507,29900800,GET,FALSE,4585.723,4589.847,4587.433,1,1
8557,29949952,GET,FALSE,4610.564,4610.883,4596.659,1,1
10781,29949952,GET,FALSE,4593.714,4612.015,4593.493,1,1
3792,30048256,GET,TRUE,4742.582,10331.118,5559.747,2.18,1.17
6458,30195712,GET,FALSE,4640.552,4654.992,4674.488,1,1.01
7108,30474240,GET,TRUE,4691.912,11121.591,5698.767,2.37,1.21
692,30539776,GET,FALSE,4700.366,4703.777,4683.796,1,1
1420,30720000,GET,FALSE,4726.262,4733.336,4712.427,1,1
1657,30720000,GET,TRUE,4712.123,11048.192,6669.491,2.34,1.42
705,30720000,GET,TRUE,4712.441,9795.915,5031.475,2.08,1.07
1823,30720000,GET,TRUE,4731.737,10284.949,5105.795,2.17,1.08
1631,30720000,GET,FALSE,4720.852,4717.894,4713.078,1,1
2499,30720000,GET,FALSE,4717.977,4725.481,4713.065,1,1
493,30720000,GET,FALSE,4726.927,4717.601,4713.193,1,1
2938,30720000,GET,FALSE,4721.39,4737.363,4732.592,1,1
2861,30720000,GET,TRUE,4729.341,10998.557,5214.403,2.33,1.1
894,30720000,GET,TRUE,4712.17,10733.26,5083.213,2.28,1.08
1255,30720000,GET,TRUE,4711.514,10810.046,5110.22,2.29,1.08
2314,30720000,GET,FALSE,4727.621,4715.583,4719.322,1,1
2825,30720000,GET,FALSE,4725.484,4737.358,4713.702,1,1
2679,30720000,GET,FALSE,4711.39,4732.33,4711.413,1,1
2470,30720000,GET,FALSE,4711.386,4722.282,4711.129,1,1
387,30720000,GET,FALSE,4711.044,4717.748,4712.705,1,1
2795,30720000,GET,TRUE,4730.15,10831.779,17844.249,2.29,3.77
15,30720000,GET,FALSE,4729.3,4717.041,4712.207,1,1
459,30720000,GET,TRUE,4711.514,11191.731,6335.262,2.38,1.34
7007,30851072,GET,FALSE,4833.707,4750.057,4733.652,0.98,0.98
4517,30883840,GET,FALSE,4756.369,4739.448,4736.758,1,1
7133,31014912,GET,FALSE,4903.157,4760.806,4758.395,0.97,0.97
8034,31113216,GET,FALSE,4770.877,4779.699,4772.494,1,1
3943,31113216,GET,FALSE,4786.892,4796.915,4779.863,1,1
6698,31227904,GET,TRUE,4790.613,10642.885,6149.638,2.22,1.28
5332,31326208,GET,FALSE,4804.682,4833.688,4810.029,1.01,1
6723,31326208,GET,FALSE,5068.299,4813.298,4805.114,0.95,0.95
4139,31506432,GET,FALSE,4831.224,4838.443,4833.814,1,1
5288,31670272,GET,TRUE,4860.449,10106.679,6078.453,2.08,1.25
4843,31834112,GET,FALSE,4881.526,4886.072,4881.596,1,1
5439,31834112,GET,TRUE,4897.706,10529.311,6115.621,2.15,1.25
4545,31834112,GET,TRUE,4880.889,11542.413,5818.086,2.36,1.19
8909,32210944,GET,FALSE,4953.743,4942.046,4942.073,1,1
6048,32342016,GET,TRUE,4976.015,9903.746,6216.153,1.99,1.25
721,32653312,GET,FALSE,5012.996,5023.205,5006.46,1,1
2393,32653312,GET,FALSE,5027.384,5022.829,5007.859,1,1
2398,32653312,GET,TRUE,5021.996,11031.066,6059.376,2.2,1.21
2392,32653312,GET,TRUE,5022.102,10901.672,6835.43,2.17,1.36
714,32653312,GET,FALSE,5025.11,5016.713,5006.784,1,1
9487,32899072,GET,FALSE,5062.514,5072.956,5045.226,1,1
7645,32899072,GET,FALSE,5060.853,5049.453,5045.54,1,1
3869,33046528,GET,TRUE,5079.889,10719.126,6213.045,2.11,1.22
8116,33046528,PUT,FALSE,17023.113,18168.532,10509.178,1.07,0.62
8799,33177600,GET,FALSE,5105.759,5094.384,5091.07,1,1
9130,33210368,GET,FALSE,5107.998,5107.973,5095.214,1,1
4662,33275904,GET,FALSE,5104.692,5104.594,5102.099,1,1
6654,33292288,GET,FALSE,5105.356,5111.503,5108.424,1,1
6531,33325056,GET,TRUE,5118.817,11940.962,6445.64,2.33,1.26
6797,33325056,GET,TRUE,5110.316,11010.318,6466.636,2.15,1.27
8468,33505280,GET,FALSE,5157.197,5147.122,5140.26,1,1
8809,33619968,GET,TRUE,5167.56,12596.133,6107.273,2.44,1.18
3314,33636352,GET,TRUE,5174.022,11563.926,6666.794,2.23,1.29
6779,33636352,PUT,FALSE,17445.528,18883.542,10563.904,1.08,0.61
3953,33636352,GET,FALSE,5158.272,5169.194,5157.832,1,1
441,33767424,GET,TRUE,5194.576,11134.07,6673.621,2.14,1.28
109,33767424,PUT,FALSE,16663.865,19236.76,9062.961,1.15,0.54
3010,33767424,GET,TRUE,5194.571,12210.257,5669.684,2.35,1.09
10891,33783808,GET,TRUE,5180.169,11513.017,6413.136,2.22,1.24
9350,33816576,GET,FALSE,5202.485,5202.669,5188.712,1,1
2745,33898496,GET,TRUE,5206.446,12145.13,6980.951,2.33,1.34
3505,33898496,GET,TRUE,5286.147,11020.848,6699.961,2.08,1.27
8837,33931264,GET,FALSE,5222.152,5232.944,5204.071,1,1
10453,33931264,GET,FALSE,5223.38,5228.832,5205.844,1,1
