1106.241,R
223.077,R
3374.149,I
200.442,R
182.267,R
871.516,I
967.21,I
189.606,R
183.251,R
1032.555,I
1105.998,I
195.197,R
1035.571,I
185.891,R
898.636,I
183.952,R
965.737,I
183.236,R
901.05,I
813.388,I
181.848,R
842.396,I
182.437,R
175.764,R
826.933,I
802.436,I
794.292,I
182.234,R
823.31,I
814.183,I
181.507,R
820.813,I
818.467,I
794.869,I
180.871,R
786.672,I
782.124,I
179.469,R
175.137,R
174.913,R
174.673,R
180.537,R
175.515,R
173.747,R
755.765,I
178.887,R
759.826,I
759.905,I
779.222,I
609.86,R
175.944,R
758.241,I
758.88,I
182.475,R
777.92,I
178.714,R
174.489,R
756.864,I
748.396,I
783.371,I
179.369,R
733.291,I
178.282,R
714.773,I
180.28,R
719.878,I
730.976,I
723.1,I
722.892,I
711.535,I
178.567,R
175.975,R
723.1,I
723.995,I
177.788,R
731.57,I
729.207,I
724.044,I
179.684,R
720.591,I
177.309,R
177.704,R
705.238,I
700.824,I
693.79,I
178.534,R
695.995,I
177.736,R
172.963,R
173.473,R
173.705,R
173.214,R
185.205,R
711.032,I
178.419,R
693.509,I
198.726,R
173.575,R
172.812,R
171.875,R
697.555,I
711.772,I
178.268,R
173.834,R
174.055,R
715.901,I
696.542,I
700.067,I
178.487,R
691.212,I
677.646,I
176.178,R
172.784,R
172.388,R
173.353,R
172.624,R
172.54,R
171.78,R
170.935,R
674.972,I
174.194,R
676.05,I
186.233,R
708.448,I
189.709,R
708.625,I
693.682,I
200.565,R
723.656,I
177.599,R
709.007,I
685.813,I
669.876,I
174.349,R
172.253,R
169.475,R
680.826,I
196.376,R
169.535,R
171.576,R
670.949,I
668.07,I
715.785,I
685.33,I
225.598,R
663.749,I
649.053,I
169.515,R
167.206,R
168.132,R
649.897,I
661.662,I
639.403,I
168.891,R
651.231,I
168.957,R
647.778,I
642.033,I
654.481,I
168.817,R
662.928,I
624.714,I
626.364,I
174.92,R
622.894,I
169.083,R
168.248,R
169.137,R
168.104,R
636.819,I
623.614,I
168.677,R
626.94,I
622.64,I
719.939,I
967.239,I
173.202,R
171.092,R
966.748,I
170.999,R
171.153,R
170.136,R
170.225,R
171.214,R
174.65,R
173.066,R
169.438,R
943.898,I
172.6,R
941.481,I
173.453,R
172.684,R
990.361,I
972.737,I
173.408,R
171.813,R
963.849,I
1001.264,I
174.015,R
1003.874,I
171.357,R
172.1,R
169.985,R
176.263,R
1002.999,I
169.648,R
621.012,I
169.544,R
650.252,I
627.519,I
168.341,R
168.46,R
635.285,I
626.991,I
631.751,I
169.455,R
633.233,I
169.183,R
623.51,I
618.632,I
626.916,I
627.301,I
168.685,R
168.542,R
628.883,I
633.433,I
629.87,I
169.395,R
630.827,I
633.493,I
176.453,R
168.524,R
167.43,R
634.731,I
652.546,I
633.196,I
631.369,I
168.94,R
166.579,R
169.422,R
628.473,I
169.05,R
622.903,I
621.927,I
168.963,R
167.745,R
630.444,I
640.016,I
627.676,I
630.288,I
169.258,R
629.213,I
169.065,R
629.56,I
168.844,R
632.875,I
171.053,R
169.201,R
168.372,R
167.864,R
631.543,I
168.31,R
167.93,R
167.426,R
629.406,I
631.394,I
169.126,R
654.832,R
660.235,I
628.95,I
169.117,R
621.637,I
168.762,R
621.352,I
629.123,I
168.248,R
627.002,I
623.204,I
622.219,I
168.879,R
622.147,I
623.533,I
168.746,R
619.446,I
168.163,R
166.631,R
168.624,R
167.432,R
623.038,I
167.217,R
619.433,I
619.173,I
168.004,R
166.351,R
167.785,R
168.382,R
621.591,I
167.73,R
167.698,R
617.988,I
632.877,I
618.423,I
169.006,R
617.313,I
168.867,R
621.93,I
168.941,R
167.555,R
168.09,R
168.097,R
167.189,R
627.251,I
616.404,I
627.126,I
616.497,I
168.844,R
622.311,I
168.567,R
623.309,I
616.945,I
169.009,R
167.029,R
168.206,R
625.353,I
623.699,I
620.386,I
628.624,I
169.205,R
635.295,I
639.556,I
623.218,I
618.79,I
168.815,R
168.092,R
167.712,R
627.929,I
620.984,I
623.887,I
168.878,R
167.553,R
167.501,R
628.356,I
625.556,I
620.106,I
169.234,R
628.489,I
169.739,R
167.412,R
167.807,R
189.109,R
630.408,I
185.076,R
627.521,I
635.465,I
624.985,I
168.704,R
620.069,I
645.642,I
169.123,R
168.286,R
168.117,R
168.075,R
168.319,R
168.203,R
665.827,I
621.614,I
168.776,R
167.342,R
625.644,I
639.761,I
168.529,R
626.164,I
621.756,I
168.569,R
622.876,I
629.821,I
169.083,R
626.348,I
168.722,R
619.872,I
168.498,R
168.498,R
168.119,R
620.97,I
169.357,R
167.652,R
167.494,R
167.667,R
625.855,I
168.465,R
627.587,I
168.239,R
168.236,R
625.099,I
618.03,I
168.726,R
629.506,I
168.676,R
167.985,R
668.546,I
638.494,I
168.722,R
167.933,R
628.961,I
169.05,R
617.226,I
169.236,R
621.336,I
650.493,I
168.627,R
168.137,R
635.868,I
168.273,R
168.077,R
631.253,I
168.633,R
167.948,R
625.14,I
617.106,I
627.251,I
169.309,R
627.16,I
168.501,R
167.313,R
168.421,R
167.448,R
167.834,R
673.281,I
663.902,I
170.28,R
167.881,R
632.698,I
631.542,I
647.832,I
168.789,R
169.001,R
169.441,R
626.304,I
168.749,R
167.955,R
628.166,I
618.773,I
168.414,R
629.81,I
626.393,I
623.5,I
168.459,R
623.798,I
168.915,R
168.171,R
167.951,R
183.476,R
168.189,R
167.439,R
631.565,I
168.64,R
168.062,R
167.257,R
167.871,R
634.121,I
168.306,R
625.259,I
168.547,R
167.783,R
777.27,I
169.199,R
806.019,I
828.493,I
792.813,I
170.98,R
168.175,R
171.12,R
794.174,I
816.588,I
787.936,I
170.692,R
785.589,I
807.345,I
170.278,R
168.974,R
169.548,R
169.361,R
800.765,I
171.171,R
168.156,R
171.009,R
172.564,R
800.284,I
171.175,R
174.377,R
773.118,I
170.488,R
792.137,I
171.658,R
186.352,R
1435.75,I
171.121,R
806.304,I
171.348,R
169.092,R
808.279,I
812.751,I
800.256,I
789.58,I
168.706,R
166.729,R
624.673,I
169.438,R
167.348,R
621.299,I
630.061,I
624.751,I
168.348,R
169.269,R
167.847,R
611.89,I
167.878,R
167.247,R
610.842,I
167.51,R
167.424,R
621.858,I
618.161,I
168.261,R
168.093,R
619.2,I
614.104,I
615.509,I
168.67,R
618.97,I
611.404,I
625.839,I
168.487,R
627.458,I
614.726,I
168.098,R
167.949,R
644.1,I
634.455,I
168.347,R
198.352,R
634.955,I
168.879,R
622.032,I
674.394,I
168.21,R
169.101,R
628.32,I
172.14,R
614.026,I
167.619,R
617.552,I
168.593,R
618.503,I
614.642,I
620.474,I
618.912,I
610.714,I
168.631,R
167.025,R
608.467,I
619.005,I
167.754,R
617.933,I
168.028,R
615.475,I
611.392,I
168.115,R
166.129,R
690.623,I
168.522,R
167.896,R
612.826,I
620.049,I
621.203,I
618.764,I
620.845,I
168.449,R
167.281,R
621.522,I
167.96,R
614.276,I
168.035,R
167.86,R
612.093,I
166.796,R
168.104,R
614.186,I
619.921,I
167.877,R
616.084,I
610.835,I
618.808,I
665.601,I
615.151,I
626.404,I
612.17,I
610.748,I
168.102,R
167.319,R
617.698,I
168.332,R
617.312,I
168.06,R
167.603,R
617.662,I
167.902,R
167.453,R
618.722,I
168.178,R
622.107,I
610.791,I
168.437,R
616.339,I
168.61,R
622.57,I
168.476,R
618.321,I
167.225,R
167.582,R
620.31,I
168.168,R
628.941,I
623.582,I
620.268,I
643.516,I
618.509,I
611.698,I
168.709,R
612.127,I
167.507,R
187.552,R
624.022,I
201.95,R
168.055,R
614.564,I
167.368,R
166.73,R
614.435,I
614.668,I
168.276,R
616.346,I
621.04,I
168.261,R
619.912,I
167.89,R
167.324,R
166.422,R
167.184,R
613.676,I
624.392,I
167.614,R
194.385,R
167.255,R
167.162,R
167.821,R
166.69,R
166.527,R
637.282,I
168.341,R
615.737,I
607.296,I
168.315,R
621.932,I
605.474,I
609.483,I
609.692,I
167.283,R
167.236,R
613.211,I
167.375,R
166.774,R
