No,Size,Type,IsDegradeRead,replicas,nativeec,microec,NativeecTimes,MicroecTimes,
4006,18513920,GET,TRUE,2853.693,6556.482,3121.895,2.3,1.09,0.52384602
10751,18513920,GET,TRUE,2861.647,5830.48,3060.092,2.04,1.07,0.475156076
8325,18530304,GET,TRUE,3397.411,6125.432,3817.495,1.8,1.12,0.376779466
6490,18530304,GET,TRUE,2845.011,6895.098,3486.442,2.42,1.23,0.494359326
7098,18595840,PUT,FALSE,8935.633,10503.64,5840.889,1.18,0.65,0.443917632
5395,18595840,PUT,FALSE,8972.089,10256.165,6675.886,1.14,0.74,0.34908555
3772,18595840,GET,TRUE,2873.163,6406.467,3156.485,2.23,1.1,0.50729708
6105,18595840,PUT,FALSE,8934.559,10242.402,5419.199,1.15,0.61,0.470905458
5345,18595840,GET,TRUE,2863.65,6531.702,3294.037,2.28,1.15,0.495684739
7739,18595840,GET,TRUE,2869.406,6031.195,3549.277,2.1,1.24,0.411513473
4229,18628608,GET,TRUE,2875.271,6389.921,3133.403,2.22,1.09,0.509633531
7798,18677760,GET,TRUE,2867.103,6312.117,3607.908,2.2,1.26,0.428415538
8267,18825216,GET,TRUE,3445.345,6541.812,3721.598,1.9,1.08,0.431105938
8898,18825216,GET,TRUE,2906.596,6143.206,3226.049,2.11,1.11,0.474859056
5060,18857984,PUT,FALSE,9082.11,10552.542,5858.724,1.16,0.65,0.444804484
6562,18857984,GET,TRUE,3216.598,6086.259,3145.497,1.89,0.98,0.483180555
5807,18857984,GET,TRUE,2894.286,5879.035,3173.854,2.03,1.1,0.460140312
3780,18857984,GET,TRUE,2913.598,6665.168,3574.066,2.29,1.23,0.463769555
4452,18857984,GET,TRUE,2936.167,6354.263,3626.704,2.16,1.24,0.429248679
3229,18857984,PUT,FALSE,9109.977,10049.781,5451.362,1.1,0.6,0.4575641
3790,18857984,GET,TRUE,2911.323,6586.119,3168.483,2.26,1.09,0.518915009
3502,18857984,PUT,FALSE,9107.733,10255.617,4679.885,1.13,0.51,0.543675919
3253,18857984,GET,TRUE,2911.818,6414.875,3630.046,2.2,1.25,0.43412054
8696,18874368,GET,TRUE,2915.238,6964.364,3238.189,2.39,1.11,0.535034498
9257,19054592,GET,TRUE,2942.006,6634.518,3576.034,2.26,1.22,0.460995659
8489,19070976,PUT,FALSE,8952.434,10890.676,5921.634,1.22,0.66,0.456265708
8215,19070976,GET,TRUE,3493.936,5863.522,3260.39,1.68,0.93,0.443953651
10529,19070976,PUT,FALSE,9018.369,10416.185,17693.785,1.15,1.96,-0.698681907
10689,19070976,PUT,FALSE,9054.774,10423.192,5823.952,1.15,0.64,0.441250626
8498,19070976,GET,TRUE,2942.986,6740.12,3192.108,2.29,1.08,0.526401904
5148,19152896,GET,TRUE,2957.41,5751.069,3647.604,1.94,1.23,0.365752002
3291,19152896,GET,TRUE,2959.944,5894.811,3407.492,1.99,1.15,0.421950593
5164,19152896,GET,TRUE,2955.012,6700.49,3473.126,2.27,1.18,0.481660893
10948,19152896,GET,TRUE,2955.588,6246,3186.669,2.11,1.08,0.489806436
6510,19152896,GET,TRUE,2940.889,6786.998,3251.313,2.31,1.11,0.520949763
7020,19152896,GET,TRUE,2955.84,6084.529,3210.41,2.06,1.09,0.472365075
10076,19152896,GET,TRUE,2956.256,6078.975,3929.741,2.06,1.33,0.353552038
3803,19152896,GET,TRUE,2981.056,5908.662,3144.261,1.98,1.05,0.467855667
3487,19152896,GET,TRUE,2979.846,7147.77,3203.755,2.4,1.08,0.551782584
10642,19152896,GET,TRUE,2950.188,6884.387,3719.089,2.33,1.26,0.459779208
8470,19152896,GET,TRUE,2939.658,5966.18,3716.584,2.03,1.26,0.377058017
10841,19152896,GET,TRUE,2956.93,6311.94,3433.832,2.13,1.16,0.455978352
5773,19152896,GET,TRUE,2940.36,5828.81,3209.157,1.98,1.09,0.449431874
1004,19169280,GET,TRUE,2942.167,6181.488,3310.246,2.1,1.13,0.464490427
4102,19251200,GET,TRUE,2972.011,6390.215,3753.383,2.15,1.26,0.412635882
9011,19251200,GET,TRUE,2968.41,5780.233,3860.969,1.95,1.3,0.33203921
6861,19251200,GET,TRUE,2967.352,6957.062,3885.596,2.34,1.31,0.44148895
3864,19464192,GET,TRUE,3004.562,6954.62,3439.7,2.31,1.14,0.505407916
10438,19513344,GET,TRUE,3004.16,6469.37,3721.019,2.15,1.24,0.424825138
5764,19546112,GET,TRUE,3017.024,6836.006,3276.812,2.27,1.09,0.520654019
1485,19578880,GET,TRUE,3022.087,6981.41,3995.083,2.31,1.32,0.427754136
1776,19578880,GET,TRUE,3004.491,6612.596,3443.012,2.2,1.15,0.479325215
8992,19693568,GET,TRUE,3039.341,6250.159,3765.069,2.06,1.24,0.397604285
3849,19726336,GET,TRUE,3048.899,6060.516,3253.165,1.99,1.07,0.463219798
6588,19742720,PUT,FALSE,9529.684,11120,5588.423,1.17,0.59,0.497443975
4087,19742720,GET,TRUE,3037.271,6806.584,3274.388,2.24,1.08,0.518938134
4898,19742720,GET,TRUE,3347.42,7087.277,3501.496,2.12,1.05,0.505946219
546,19791872,GET,TRUE,3053.191,6716.848,3811.661,2.2,1.25,0.432522368
2671,19791872,GET,TRUE,3054.748,7112.978,3843.332,2.33,1.26,0.45967329
6353,19791872,GET,TRUE,3176.086,6017.953,3826.776,1.89,1.2,0.364106699
1585,19791872,GET,TRUE,3037.452,6893.322,3298.537,2.27,1.09,0.521488043
1437,19791872,GET,TRUE,3036.677,6458.131,3351.022,2.13,1.1,0.481115821
8973,19873792,GET,TRUE,3613.83,7511.031,4083.372,2.08,1.13,0.45635
5264,20217856,GET,TRUE,3120.765,6814.499,3873.56,2.18,1.24,0.431570832
6404,20234240,GET,TRUE,3126.022,6319.106,3841.603,2.02,1.23,0.392065428
385,20316160,GET,TRUE,3136.625,6944.925,3900.033,2.21,1.24,0.438434108
19,20365312,GET,TRUE,3140.266,6257.207,3415.317,1.99,1.09,0.454178677
1762,20365312,GET,TRUE,3126.281,7172.929,3846.097,2.29,1.23,0.463803838
2847,20365312,GET,TRUE,3140.778,7549.87,12420.107,2.4,3.95,-0.645075611
9383,20529152,GET,TRUE,3170.082,6835.573,3466.627,2.16,1.09,0.492854952
6478,20660224,GET,TRUE,3188.73,6553.375,3578.815,2.06,1.12,0.453897419
10103,20676608,GET,TRUE,3183.766,7129.922,4368.543,2.24,1.37,0.387294419
8938,20725760,GET,TRUE,3193.492,7844.978,4339.562,2.46,1.36,0.44683567
2603,20840448,GET,TRUE,3198.2,7365.801,4440.768,2.3,1.39,0.397109968
4508,20955136,GET,TRUE,3214.887,7357.625,3551.448,2.29,1.1,0.517310545
9815,21037056,GET,TRUE,3243.586,6253.233,3995.018,1.93,1.23,0.361127596
10418,21037056,GET,TRUE,3252.243,7882.967,3666.854,2.42,1.13,0.534838342
10859,21037056,GET,TRUE,3227.026,7928.18,3491.379,2.46,1.08,0.559624151
7258,21217280,GET,TRUE,3326.748,7858.468,3555.378,2.36,1.07,0.547573649
4017,21413888,GET,TRUE,3303.875,7161.785,3547.935,2.17,1.07,0.504601856
525,21528576,GET,TRUE,3319.847,7830.951,3630.245,2.36,1.09,0.536423482
10236,21528576,GET,TRUE,3301.898,7474.647,3587.208,2.26,1.09,0.52008329
6907,21528576,GET,TRUE,3367.849,7733.583,4026.815,2.3,1.2,0.479307974
10230,21528576,GET,TRUE,3304.257,7270.308,4137.534,2.2,1.25,0.430899764
9818,21528576,GET,TRUE,3310.851,7723.917,4196.419,2.33,1.27,0.456698072
3921,21544960,GET,TRUE,3306.873,7627.06,3742.914,2.31,1.13,0.509258613
7074,21544960,GET,TRUE,3323.033,6912.124,4108.527,2.08,1.24,0.405605715
6009,21544960,PUT,FALSE,10470.796,12193.94,15115.415,1.16,1.44,-0.23958417
5967,21544960,PUT,FALSE,10374.459,12317.434,6364.344,1.19,0.61,0.48330602
6659,21544960,PUT,FALSE,10408.771,12136.347,18254.287,1.17,1.75,-0.504100616
5892,21544960,GET,TRUE,3326.668,6538.603,3992.098,1.97,1.2,0.389457045
10383,21626880,GET,TRUE,3338.926,8266.03,4878.708,2.48,1.46,0.409788254
10905,21659648,GET,TRUE,3337.447,7105.923,4500.263,2.13,1.35,0.366688465
9134,21692416,GET,TRUE,3330.414,7378.712,4382.117,2.22,1.32,0.40611356
10932,21692416,GET,TRUE,3327.942,7036.77,4042.164,2.11,1.21,0.425565423
9254,21692416,GET,TRUE,3348.486,8127.81,4553.147,2.43,1.36,0.439806418
6752,21708800,GET,TRUE,3354.324,6804.846,4068.996,2.03,1.21,0.402044367
3828,21905408,GET,TRUE,3784.471,7600.477,4230.858,2.01,1.12,0.443343095
9250,21954560,GET,TRUE,3385.548,8198.289,3655.868,2.42,1.08,0.554069392
1885,21954560,GET,TRUE,3386.381,7385.049,3640.796,2.18,1.08,0.50700449
8769,21970944,GET,TRUE,3373.462,7208.945,4314.493,2.14,1.28,0.401508404
10406,22020096,GET,TRUE,3393.432,8416.257,4386.754,2.48,1.29,0.478776135
6938,22052864,GET,TRUE,3400.884,7573.843,4305.087,2.23,1.27,0.431584864
2486,22052864,GET,TRUE,3403.077,7625.65,3658.815,2.24,1.08,0.520196311
3098,22052864,GET,TRUE,3388.886,7212.005,3996.971,2.13,1.18,0.445789208
6964,22052864,GET,TRUE,3399.173,7005.604,4216.665,2.06,1.24,0.398101149
5015,22052864,GET,TRUE,3402.446,7989.397,4361.65,2.35,1.28,0.454070188
4994,22052864,GET,TRUE,3405.058,7485.921,3673.83,2.2,1.08,0.509234735
5660,22069248,GET,TRUE,3402.701,7493.126,3691.777,2.2,1.08,0.507311501
10112,22102016,GET,TRUE,3409.748,7603.627,3747.968,2.23,1.1,0.507081555
8481,22102016,GET,TRUE,3390.439,7889.287,4402.11,2.33,1.3,0.442014215
1579,22102016,GET,TRUE,3391.128,7374.177,3652.476,2.17,1.08,0.504693744
2271,22102016,PUT,FALSE,11331.892,12030.43,19332.632,1.06,1.71,-0.606977639
7804,22134784,GET,TRUE,3410.939,6940.216,3690.902,2.03,1.08,0.468186293
5765,22151168,GET,TRUE,3399.929,7620.477,4301.713,2.24,1.27,0.435506071
6828,22282240,GET,TRUE,3754.992,8277.311,3697.248,2.2,0.98,0.553327403
8721,22282240,GET,TRUE,3442.31,6882.838,4312.9,2,1.25,0.373383479
9518,22282240,GET,TRUE,3438.583,7547.49,3740.129,2.19,1.09,0.504453931
5547,22298624,GET,TRUE,3437.795,7387.198,3736.383,2.15,1.09,0.494208359
1337,22331392,GET,TRUE,3449.9,7812.289,3857.639,2.26,1.12,0.506208872
5713,22347776,GET,TRUE,3434.673,7298.026,4317.577,2.12,1.26,0.408391118
3592,22364160,GET,TRUE,3449.812,6314.03,3731.977,1.83,1.08,0.408938982
3717,22364160,GET,TRUE,3434.651,7970.53,13310.822,2.32,3.88,-0.67000463
10118,22364160,PUT,FALSE,10563.088,12506.31,7099.119,1.18,0.67,0.432357026
6758,22364160,GET,TRUE,3433.882,7426.043,12674.792,2.16,3.69,-0.706802937
9915,22364160,PUT,FALSE,10707.011,10554.984,6704.581,0.99,0.63,0.364794774
3322,22364160,GET,TRUE,3431.842,8046.81,4214.547,2.34,1.23,0.476246239
3381,22364160,GET,TRUE,3446.271,7421.482,4219.736,2.15,1.22,0.431415989
7261,22364160,GET,TRUE,3449.437,7861.121,4349.558,2.28,1.26,0.446700032
6074,22364160,GET,TRUE,3448.007,8149.038,4237.423,2.36,1.23,0.48000942
6942,22364160,GET,TRUE,3445.906,8287.56,3703.644,2.41,1.07,0.553108032
6135,22364160,GET,TRUE,3447.309,8325.479,4375.7,2.42,1.27,0.474420631
4115,22364160,GET,TRUE,3433.298,8186.7,3634.411,2.38,1.06,0.556059096
6846,22364160,GET,TRUE,3449.835,7367.687,4268.389,2.14,1.24,0.420660921
5876,22364160,GET,TRUE,3451.042,7850.622,4263.606,2.27,1.24,0.45690851
8122,22380544,GET,TRUE,3450.366,7006.946,3961.453,2.03,1.15,0.434639142
3675,22396928,GET,TRUE,3437.365,8126.758,4432.273,2.36,1.29,0.454607483
7075,22478848,GET,TRUE,3464.414,7657.97,3733.964,2.21,1.08,0.512408119
5354,22511616,GET,TRUE,3467.05,10758.899,4397.663,3.1,1.27,0.591253436
7685,22511616,GET,TRUE,3468.877,8275.196,3737.274,2.39,1.08,0.548376377
3694,22511616,GET,TRUE,3622.659,7886.911,3753.443,2.18,1.04,0.524092132
9709,22528000,PUT,FALSE,10782.666,12572.583,7601.072,1.17,0.7,0.395424791
3891,22528000,GET,TRUE,3641.975,8364.915,4316.733,2.3,1.19,0.483947775
8204,22609920,GET,TRUE,4043.245,7118.924,4779.675,1.76,1.18,0.328595866
7174,22609920,GET,TRUE,3882.585,7460.745,4191.24,1.92,1.08,0.438227684
8322,22609920,GET,TRUE,3487.557,7812.643,3827.116,2.24,1.1,0.510138118
6468,22609920,GET,TRUE,3499.113,8062.297,4210.229,2.3,1.2,0.477787906
853,22675456,GET,TRUE,3481.304,7364.776,4300.663,2.12,1.24,0.416049721
4510,22724608,GET,TRUE,3508.087,8133.67,3817.066,2.32,1.09,0.530708032
1416,22740992,GET,TRUE,3510.127,8402.396,4364.542,2.39,1.24,0.480559831
8573,22822912,GET,TRUE,3519.324,7289.155,3776.751,2.07,1.07,0.481867103
4802,23035904,GET,TRUE,3547.782,7275.491,3778.696,2.05,1.07,0.480626668
9450,23035904,PUT,FALSE,10866.402,10595.981,6978.535,0.98,0.64,0.341397932
4806,23035904,GET,TRUE,3536.062,7912.16,3756.825,2.24,1.06,0.525183389
5495,23035904,GET,TRUE,3547.481,7311.477,11678.315,2.06,3.29,-0.597257982
6459,23035904,GET,TRUE,3923.606,8119.791,4439.066,2.07,1.13,0.453302924
10555,23183360,GET,TRUE,3577.137,8480.239,3872.494,2.37,1.08,0.543350842
7222,23281664,GET,TRUE,3615.974,8329.843,3889.99,2.3,1.08,0.533005604
4201,23314432,GET,TRUE,3644.736,7369.083,4287.635,2.02,1.18,0.418158949
8003,23314432,GET,TRUE,3592.41,8662.127,3917.823,2.41,1.09,0.547706585
10342,23330816,GET,TRUE,3596.714,8796.513,4634.377,2.45,1.29,0.473157489
10144,23461888,GET,TRUE,3606.43,7942.508,4819.136,2.2,1.34,0.393247574
8243,23478272,GET,TRUE,3602.116,8109.669,5254.53,2.25,1.46,0.352066034
10239,23658496,GET,TRUE,3641.691,7144.697,3897.44,1.96,1.07,0.45449891
5804,23773184,GET,TRUE,4183.273,7901.04,15898.728,1.89,3.8,-1.012232314
1739,23822336,GET,TRUE,3670.424,6258.142,3932.934,1.71,1.07,0.371549255
26,23822336,GET,TRUE,3670.934,6433.399,4511.776,1.75,1.23,0.298694827
1561,23822336,PUT,FALSE,12243.376,13475.632,7728.349,1.1,0.63,0.426494505
1803,23822336,GET,TRUE,3671.303,7554.939,4681.852,2.06,1.28,0.380292548
10306,23887872,GET,TRUE,3678.873,7718.828,13161.982,2.1,3.58,-0.705178817
8668,23887872,GET,TRUE,3687.594,8991.41,4740.43,2.44,1.29,0.472782356
3668,23969792,GET,TRUE,3837.805,7755.107,4635.098,2.02,1.21,0.402316693
4952,24133632,GET,TRUE,3712.811,7819.846,4616.76,2.11,1.24,0.409609857
4637,24133632,GET,TRUE,3717.259,8934.555,4744.372,2.4,1.28,0.4689862
4788,24133632,GET,TRUE,3722.048,7987.5,4032.911,2.15,1.08,0.495097214
4976,24166400,GET,TRUE,3723.248,7574.412,4630.62,2.03,1.24,0.388649574
4755,24166400,GET,TRUE,3712.281,8791.513,4622.105,2.37,1.25,0.474253749
3587,24166400,GET,TRUE,3723.567,7918.134,4641.8,2.13,1.25,0.413776023
7189,24592384,GET,TRUE,3784.208,7701.058,4433.119,2.04,1.17,0.424349356
8460,24608768,GET,TRUE,3780.877,8822.039,5168.78,2.33,1.37,0.414105968
9045,24625152,GET,TRUE,3780.872,9054.46,4057.084,2.39,1.07,0.551924245
5337,24772608,GET,TRUE,3901.424,8810.665,4050.333,2.26,1.04,0.540292021
3854,24805376,GET,TRUE,3807.706,8965.888,4639.316,2.35,1.22,0.482559229
7425,24805376,GET,TRUE,3806.308,7661.482,4768.656,2.01,1.25,0.377580473
6385,24838144,GET,TRUE,3822.677,8303.041,4025.032,2.17,1.05,0.515233997
5957,24838144,GET,TRUE,3811.727,7980.276,4525.921,2.09,1.19,0.432861595
6075,25034752,GET,TRUE,4408.653,8846.48,4810.409,2.01,1.09,0.456234683
3954,25034752,GET,TRUE,4390.749,7942.396,8920.145,1.81,2.03,-0.123105043
4258,25034752,GET,TRUE,3952.178,9177.091,4172.528,2.32,1.06,0.545332176
3932,25034752,GET,TRUE,4401.569,8529.801,16378.178,1.94,3.72,-0.920112556
8259,25034752,PUT,FALSE,12046.031,14985.926,7488.614,1.24,0.62,0.500290206
5499,25034752,GET,TRUE,3842.802,8588.982,7971.703,2.24,2.07,0.071868703
5111,25034752,GET,TRUE,3950.267,8733.4,4161.387,2.21,1.05,0.523508943
6042,25034752,GET,TRUE,4389.086,8944.001,16680.329,2.04,3.8,-0.864973964
2627,25116672,GET,TRUE,3854.13,8861.421,4900.779,2.3,1.27,0.446953372
9952,25346048,GET,TRUE,3891.55,8827.863,4251.438,2.27,1.09,0.51840689
9184,25346048,GET,TRUE,3914.904,8364.234,5418.472,2.14,1.38,0.352185508
7012,25493504,GET,TRUE,4383.344,9012.474,4866.137,2.06,1.11,0.460066459
6060,25493504,PUT,FALSE,12365.75,14919.203,7856.165,1.21,0.64,0.473419257
7980,25591808,GET,TRUE,3928.298,9394.143,5198.312,2.39,1.32,0.446643297
9058,25640960,GET,TRUE,3936.024,9673.197,5324.042,2.46,1.35,0.449608852
10920,25640960,GET,TRUE,3933.379,7930.659,5120.974,2.02,1.3,0.354281403
8202,25640960,GET,TRUE,3934.527,8360.391,5506.592,2.12,1.4,0.341347552
10763,25690112,GET,TRUE,3944.525,9305.27,5113.596,2.36,1.3,0.450462372
9917,25788416,GET,TRUE,3955.853,9332.084,4462.731,2.36,1.13,0.521786238
9521,25804800,GET,TRUE,3958.197,9089.983,5360.759,2.3,1.35,0.410256433
3793,25886720,GET,TRUE,4529.377,8334.938,4222.907,1.84,0.93,0.493348721
4558,26132480,GET,TRUE,4027.751,9353.427,4364.089,2.32,1.08,0.533423525
7757,26214400,GET,TRUE,4100.184,12221.932,4350.453,2.98,1.06,0.644045393
6547,26345472,GET,TRUE,4041.578,8679.251,4371.647,2.15,1.08,0.496310569
4105,26411008,GET,TRUE,4051.498,8203.031,5081.912,2.02,1.25,0.380483629
1039,26443776,GET,TRUE,4057.568,9332.595,4515.868,2.3,1.11,0.516118722
9660,26443776,GET,TRUE,4058.538,9860.268,5314.349,2.43,1.31,0.461034021
2736,26443776,GET,TRUE,4056.365,9157.481,4471.833,2.26,1.1,0.511674335
4005,26443776,GET,TRUE,4055.67,8025.646,5105.234,1.98,1.26,0.363884976
2356,26443776,GET,TRUE,4057.004,8802.104,5319.864,2.17,1.31,0.395614503
3794,26443776,GET,TRUE,4056.551,7580.391,4320.488,1.87,1.07,0.430044176
1872,26443776,GET,TRUE,4055.349,9373.661,4545.382,2.31,1.12,0.515089995
2487,26443776,GET,TRUE,4055.805,8308.113,5006.885,2.05,1.23,0.397349916
2782,26443776,GET,TRUE,4058.413,9361.8,4522.583,2.31,1.11,0.516910957
2482,26443776,GET,TRUE,4055.525,9476.764,14845.013,2.34,3.66,-0.566464354
10641,26443776,GET,TRUE,4057.665,9025.807,5454.604,2.22,1.34,0.395665784
6637,26443776,GET,TRUE,4057.828,9563.942,8981.568,2.36,2.21,0.060892674
1691,26443776,GET,TRUE,4058.888,8961.553,16091.812,2.21,3.96,-0.795649928
1518,26443776,GET,TRUE,4056.078,7615.522,4701.06,1.88,1.16,0.382700227
10329,26443776,GET,TRUE,4058.221,9041.282,5167.287,2.23,1.27,0.428478506
2820,26443776,GET,TRUE,4058.421,9770.904,5689.502,2.41,1.4,0.417709764
181,26443776,GET,TRUE,4058.398,9732.641,4893.364,2.4,1.21,0.497221361
4684,26443776,GET,TRUE,4056.58,9479.856,4691.668,2.34,1.16,0.505090795
1471,26443776,GET,TRUE,4055.756,9653.73,5146.105,2.38,1.27,0.466930917
2866,26443776,GET,TRUE,4056.125,8870.684,4316.17,2.19,1.06,0.513434364
662,26443776,GET,TRUE,4058.677,8990.227,16116.289,2.22,3.97,-0.792645391
2907,26443776,GET,TRUE,4055.981,9747.03,4892.014,2.4,1.21,0.498102089
0,26443776,GET,TRUE,4056.971,8349.245,4302.888,2.06,1.06,0.484637473
2571,26443776,GET,TRUE,4056.945,8988.644,5167.291,2.22,1.27,0.425131199
9109,26460160,GET,TRUE,4058.776,8298.279,4438.943,2.04,1.09,0.465076674
7073,26492928,GET,TRUE,4076.644,9683.818,15431.702,2.38,3.79,-0.593555558
3799,26771456,GET,TRUE,4108.213,8396.03,4369.546,2.04,1.06,0.479569987
5993,26787840,GET,TRUE,4109.646,9520.444,5106.478,2.32,1.24,0.463630268
297,26918912,GET,TRUE,4129.244,8582.407,15712.658,2.08,3.81,-0.830798516
8417,27017216,GET,TRUE,4700.038,10234.451,4510.587,2.18,0.96,0.559274161
7619,27017216,GET,TRUE,4198.446,9988.992,5137.532,2.38,1.22,0.485680637
4489,27017216,GET,TRUE,4152.75,8314.1,4764.058,2,1.15,0.426990534
4231,27312128,GET,TRUE,4190.156,9826.7,4640.778,2.35,1.11,0.527737898
10472,27344896,GET,TRUE,4194.832,9124.621,6240.114,2.18,1.49,0.316123486
3180,27426816,GET,TRUE,4206.289,9504.92,4519.172,2.26,1.07,0.52454392
5041,27426816,GET,TRUE,4210.945,8868.384,4534.768,2.11,1.08,0.488659039
6480,27672576,GET,TRUE,4248.795,15979.605,4997.253,3.76,1.18,0.687273058
9085,27672576,GET,TRUE,4246.086,8718.007,5592.372,2.05,1.32,0.358526324
3360,27688960,GET,TRUE,4431.879,9600.727,4558.922,2.17,1.03,0.525148252
2341,27688960,GET,TRUE,4263.811,9550.86,5149.018,2.24,1.21,0.46088436
701,27688960,GET,TRUE,4265.736,9720.604,4651.083,2.28,1.09,0.521523251
3064,27688960,GET,TRUE,4247.249,9464.75,5483.219,2.23,1.29,0.420669431
2412,27688960,GET,TRUE,4258.396,9552.306,5588.1,2.24,1.31,0.414999896
5874,27688960,GET,TRUE,4613.731,9661.726,10355.237,2.09,2.24,-0.071779204
6460,27688960,GET,TRUE,4251.898,8785.532,5122.812,2.07,1.2,0.416903609
10708,27869184,GET,TRUE,4273.919,9399.232,6051.33,2.2,1.42,0.356188889
1476,27918336,GET,TRUE,4288.631,9862.516,5581.21,2.3,1.3,0.434098763
4836,28000256,GET,TRUE,4295.863,9763.976,5559.537,2.27,1.29,0.430607265
8813,28196864,GET,TRUE,4326.663,10418.432,17276.523,2.41,3.99,-0.658265178
10593,28196864,GET,TRUE,4324.365,9569.092,4711.697,2.21,1.09,0.507612948
5335,28196864,GET,TRUE,4324.708,9350.745,4617.555,2.16,1.07,0.506183197
7638,28262400,GET,TRUE,4334.624,9742.985,5771.942,2.25,1.33,0.40757971
10193,28311552,GET,TRUE,4342.628,10150.081,5999.466,2.34,1.38,0.408924323
3984,28344320,GET,TRUE,4385.831,9909.951,4630.215,2.26,1.06,0.532771151
3920,28344320,GET,TRUE,4387.988,9263.07,4825.615,2.11,1.1,0.479047983
2615,28442624,GET,TRUE,4362.506,9028.256,4999.602,2.07,1.15,0.446227267
10631,28475392,GET,TRUE,4367.678,10787.13,5665.341,2.47,1.3,0.474805532
1994,28557312,PUT,FALSE,14746.809,15379.681,9349.681,1.04,0.63,0.392075752
1731,28606464,GET,TRUE,4387.441,9086.393,4674.002,2.07,1.07,0.485604244
72,28606464,GET,TRUE,4387.418,9876.855,5128.742,2.25,1.17,0.480731265
5463,28672000,GET,TRUE,4409.232,10355.69,5529.927,2.35,1.25,0.466001107
6439,28672000,GET,TRUE,4682.4,7469.597,4714.685,1.6,1.01,0.368816684
6812,28672000,GET,TRUE,4397.542,9693.152,4754.838,2.2,1.08,0.509464207
7282,28737536,PUT,FALSE,14008.088,16509.691,17373.221,1.18,1.24,-0.052304431
3097,28737536,PUT,FALSE,14205.513,42754.14,23290.047,3.01,1.64,0.455256333
9014,28770304,PUT,FALSE,13713.484,16724.573,8943.817,1.22,0.65,0.465228978
9070,28770304,PUT,FALSE,13707.974,16121.812,9468.788,1.18,0.69,0.412672223
8783,28868608,GET,TRUE,4427.008,10792.312,6179.907,2.44,1.4,0.427378767
7787,28884992,GET,TRUE,4429.688,9762.544,5482.614,2.2,1.24,0.438403146
5216,28999680,GET,TRUE,4463.8,10006.544,4707.054,2.24,1.05,0.529602428
9848,29048832,GET,TRUE,4462.927,9695.872,4820.236,2.17,1.08,0.502856886
8719,29065216,GET,TRUE,4461.416,9972.373,6418.289,2.24,1.44,0.356393007
5592,29114368,GET,TRUE,4465.362,9899.56,5198.209,2.22,1.16,0.474905046
7889,29163520,GET,TRUE,4474.244,10681.412,5043.306,2.39,1.13,0.527842761
8814,29360128,GET,TRUE,4503.932,10142.96,4879.907,2.25,1.08,0.518887287
3566,29425664,GET,TRUE,4748.566,9781.424,17364.76,2.06,3.66,-0.775279346
6731,29425664,PUT,FALSE,14304.527,16733.648,9219.722,1.17,0.64,0.449030958
6855,29442048,PUT,FALSE,14343.928,16502.706,9410.897,1.15,0.66,0.429736129
4944,29442048,GET,TRUE,4534.768,10345,5833.086,2.28,1.29,0.436144418
7856,29442048,GET,TRUE,4530.06,10157.816,5192.879,2.24,1.15,0.48877997
9291,29507584,GET,TRUE,4526.202,10741.303,5883.9,2.37,1.3,0.452217296
3715,29622272,GET,TRUE,4543.204,10914.868,15154.656,2.4,3.34,-0.388441528
7812,29720576,GET,TRUE,4557.609,10237.399,4867.825,2.25,1.07,0.524505687
5234,29818880,GET,TRUE,4763.63,10246.662,4890.019,2.15,1.03,0.522769561
10203,29851648,GET,TRUE,4582.667,8802.575,17547.53,1.92,3.83,-0.993454188
4512,29900800,GET,TRUE,4603.058,10497.67,5055.668,2.28,1.1,0.51840094
5507,29900800,GET,TRUE,4605.376,10478.194,13173.728,2.28,2.86,-0.257251774
10781,29949952,GET,TRUE,4598.109,10757.933,16998.066,2.34,3.7,-0.580049439
8557,29949952,GET,TRUE,4593.628,10983.559,6602.982,2.39,1.44,0.398830379
3792,30048256,GET,TRUE,4954.264,10356.446,4947.369,2.09,1,0.522290852
6458,30195712,GET,TRUE,4631.033,10860.565,4953.324,2.35,1.07,0.543916546
7108,30474240,GET,TRUE,4687.896,10236.778,6262.183,2.18,1.34,0.38826621
8550,30523392,GET,TRUE,4681.309,10307.661,6365.852,2.2,1.36,0.382415467
692,30539776,GET,TRUE,4700.373,11187.032,5943.533,2.38,1.26,0.468712255
2470,30720000,GET,TRUE,4730.446,10948.424,6113.926,2.31,1.29,0.441570221
2938,30720000,GET,TRUE,4710.661,10662.502,5473.016,2.26,1.16,0.48670434
1420,30720000,GET,TRUE,4726.595,10900.827,5993.448,2.31,1.27,0.450184101
1631,30720000,GET,TRUE,4712.537,9883.845,6059.106,2.1,1.29,0.386968735
15,30720000,GET,TRUE,4726.581,9823.104,5512.518,2.08,1.17,0.438821171
459,30720000,GET,TRUE,4710.577,10423.658,6086.262,2.21,1.29,0.416110736
1255,30720000,GET,TRUE,4710.389,9895.146,5550.789,2.1,1.18,0.439039202
2679,30720000,GET,TRUE,4732.408,10678.67,6162.231,2.26,1.3,0.422940216
2957,30720000,GET,TRUE,4732.123,10373.39,6047.903,2.19,1.28,0.416979117
1106,30720000,GET,TRUE,4710.869,10300.42,6055.417,2.19,1.29,0.412119409
2861,30720000,GET,TRUE,4731.818,10991.337,5348.399,2.32,1.13,0.513398688
