No,Size,Type,IsDegradeRead,replicas,nativeec,microec,NativeecTimes,MicroecTimes,
5150,52592640,GET,TRUE,8072.166,18273.972,10651.581,2.26,1.32,0.417117362
4569,52592640,GET,TRUE,8062.022,16756.281,10423.006,2.08,1.29,0.377964239
991,52920320,GET,TRUE,8127.581,18354.653,10787.044,2.26,1.33,0.412299214
6049,53280768,GET,TRUE,8176.981,18191.999,10086.394,2.22,1.23,0.445558787
1403,53280768,GET,TRUE,8187.24,18008.849,10909.149,2.2,1.33,0.394233968
10454,53395456,GET,TRUE,8184.838,18166.368,12284.241,2.22,1.5,0.323792131
8885,53510144,GET,TRUE,8201.635,20083.569,31929.85,2.45,3.89,-0.589849394
10561,53641216,GET,TRUE,8228.701,17857.81,11612.933,2.17,1.41,0.349700047
5343,53657600,GET,TRUE,8241.443,18043.733,10957.674,2.19,1.33,0.392715798
2900,53903360,GET,TRUE,8281.731,18722.601,10414.008,2.26,1.26,0.443773437
6162,53919744,GET,TRUE,8264.249,17157.977,10960.677,2.08,1.33,0.3611906
4431,54067200,GET,TRUE,8287.156,19487.96,9709.06,2.35,1.17,0.501791876
2703,54394880,GET,TRUE,8353.776,19207.708,11249.598,2.3,1.35,0.414318564
2827,54394880,GET,TRUE,8353.488,19266.338,10600.707,2.31,1.27,0.449780908
2176,54394880,GET,TRUE,8346.659,19061.459,11286.898,2.28,1.35,0.407868097
520,54394880,GET,TRUE,8337.271,19358.557,11282.082,2.32,1.35,0.417204392
5084,54394880,GET,TRUE,8357.073,18459.835,21455.844,2.21,2.57,-0.162298796
9734,54394880,GET,TRUE,8362.469,18477.669,32913.798,2.21,3.94,-0.781274359
6652,54394880,GET,TRUE,8354.759,19396.424,9628.204,2.32,1.15,0.503609325
10014,54394880,GET,TRUE,8348.54,17808.721,19136.145,2.13,2.29,-0.074537863
352,54394880,GET,TRUE,8353.402,19661.115,10463.839,2.35,1.25,0.467790153
8580,54394880,GET,TRUE,8345.603,18727.853,12590.561,2.24,1.51,0.327709322
547,54394880,GET,TRUE,8339.423,18501.964,10626.815,2.22,1.27,0.425638543
367,54394880,GET,TRUE,8337.023,19882.252,19931.249,2.38,2.39,-0.002464359
2295,54394880,PUT,FALSE,28307.536,30945.667,14740.977,1.09,0.52,0.523649725
896,54394880,GET,TRUE,8336.891,19052.273,10352.043,2.29,1.24,0.4566505
9648,54394880,GET,TRUE,8357.112,20485.468,12516.332,2.45,1.5,0.389014105
4592,54394880,GET,TRUE,8762.044,18931.409,11167.585,2.16,1.27,0.410102809
6730,54394880,GET,TRUE,8337.347,19899.06,11624.22,2.39,1.39,0.415840748
3396,54394880,GET,TRUE,8354.607,18556.972,9572.868,2.22,1.15,0.484136313
2203,54394880,GET,TRUE,8337.138,19345.2,33035.62,2.32,3.96,-0.707690797
1042,54394880,GET,TRUE,8338.008,19397.046,9468.045,2.33,1.14,0.511882119
6057,54394880,GET,TRUE,8358.103,18069.103,8811.396,2.16,1.05,0.512350115
6482,54394880,GET,TRUE,8337.544,19198.785,8771.254,2.3,1.05,0.543134943
2208,54394880,GET,TRUE,8336.785,18242.298,11719.622,2.19,1.41,0.357557803
2122,54394880,GET,TRUE,8352.518,18757.723,11402.072,2.25,1.37,0.392139867
4443,54394880,GET,TRUE,8339.27,19828.388,8777.051,2.38,1.05,0.557349241
1059,54394880,GET,TRUE,8337.959,19722.927,11400.241,2.37,1.37,0.421980267
6516,54394880,GET,TRUE,8352.997,19003.092,10645.761,2.28,1.27,0.439787957
380,54394880,GET,TRUE,8355.968,17018.152,11473.169,2.04,1.37,0.325827563
7998,54394880,GET,TRUE,8349.885,20024.569,8742.763,2.4,1.05,0.563398193
8281,54394880,GET,TRUE,8893.514,18335.742,10018.851,2.06,1.13,0.453589007
9570,54394880,GET,TRUE,8337.556,20531.486,9407.652,2.46,1.13,0.541793906
1111,54394880,PUT,FALSE,28226.03,30380.391,17281.094,1.08,0.61,0.43117605
5832,54394880,GET,TRUE,8351.853,18102.458,9443.286,2.17,1.13,0.478342333
848,54394880,PUT,FALSE,28230.752,29780.612,17116.545,1.05,0.61,0.425245358
3472,54394880,GET,TRUE,8404.346,20180.598,9637.684,2.4,1.15,0.522428225
6549,54394880,GET,TRUE,8343.565,18160.919,21950.805,2.18,2.63,-0.208683602
3015,54394880,GET,TRUE,8338.208,18442.293,11347.177,2.21,1.36,0.384719839
7427,54394880,GET,TRUE,8432.015,19649.138,32402.372,2.33,3.84,-0.649048014
7378,54394880,GET,TRUE,8352.402,18994.319,9345.813,2.27,1.12,0.507967988
709,54394880,GET,TRUE,8337.933,18322.639,10239.88,2.2,1.23,0.44113509
1611,54394880,PUT,FALSE,28188.744,29963.854,16354.051,1.06,0.58,0.454207359
1680,54394880,GET,TRUE,8343.233,18613.394,11309.451,2.23,1.36,0.392402536
2476,54394880,GET,TRUE,8355.531,19121.986,10532.409,2.29,1.26,0.449199001
1110,54394880,GET,TRUE,8351.947,19631.765,10295.223,2.35,1.23,0.475583423
4514,54394880,GET,TRUE,8344.959,18942.986,8834.299,2.27,1.06,0.533637463
2155,54394880,GET,TRUE,8350.116,18337.651,10816.444,2.2,1.3,0.41015106
7918,54394880,GET,TRUE,8354.768,19283.419,9622.765,2.31,1.15,0.500982424
36,54394880,GET,TRUE,8336.498,15204.664,17961.963,1.82,2.15,-0.181345606
7219,54394880,GET,TRUE,8504.433,18934.977,32372.814,2.23,3.81,-0.709683302
3473,54394880,GET,TRUE,8386.553,19371.078,10771.453,2.31,1.28,0.443941478
3057,54394880,GET,TRUE,8354.002,18769.249,11182.649,2.25,1.34,0.404203706
2580,54394880,GET,TRUE,8367.551,18682.173,11249.407,2.23,1.34,0.397853397
905,54394880,GET,TRUE,8337.481,18457.27,10952.14,2.21,1.31,0.406621889
141,54394880,GET,TRUE,8341.579,18634.911,10790.955,2.23,1.29,0.42092801
6776,54394880,GET,TRUE,8433.06,18886.808,17715.36,2.24,2.1,0.062024668
1345,54394880,PUT,FALSE,28284.381,31082.522,27387.032,1.1,0.97,0.118892862
5700,54394880,GET,TRUE,8358.842,19177.528,10703.362,2.29,1.28,0.441879996
1069,54394880,PUT,FALSE,28220.57,30474.698,28320.802,1.08,1,0.070678174
7217,54394880,GET,TRUE,8481.608,19454.382,10896.099,2.29,1.28,0.439915439
4534,54394880,GET,TRUE,8560.079,18964.728,18038.397,2.22,2.11,0.04884494
836,54394880,GET,TRUE,8361.518,19533.593,11203.959,2.34,1.34,0.426426106
5485,54394880,GET,TRUE,8354.478,19555.848,10930.47,2.34,1.31,0.44106387
5524,54394880,GET,TRUE,8352.045,19413.443,9992.312,2.32,1.2,0.485289034
2469,54394880,GET,TRUE,8337.127,19343.073,10945.358,2.32,1.31,0.434145857
2829,54394880,GET,TRUE,8362.684,20070.344,11010.9,2.4,1.32,0.45138459
1512,54394880,GET,TRUE,8352.814,18137.519,11141.898,2.17,1.33,0.385698893
2112,54394880,GET,TRUE,8352.494,18470.122,10893.824,2.21,1.3,0.410192093
5817,54394880,GET,TRUE,8390.542,18865.465,11199.431,2.25,1.33,0.406352772
5609,54394880,GET,TRUE,8356.984,19428.721,32504.082,2.32,3.89,-0.672991341
1658,54394880,GET,TRUE,8356.723,19507.125,22916.291,2.33,2.74,-0.174765169
9363,54394880,GET,TRUE,8339.237,18577.495,10054.616,2.23,1.21,0.458774393
162,54394880,GET,TRUE,8351.885,17277.019,10761.659,2.07,1.29,0.377111352
1557,54394880,GET,TRUE,8369.478,18436.283,10593.195,2.2,1.27,0.425415904
4372,54394880,GET,TRUE,8916.301,20147.057,11844.157,2.26,1.33,0.412114782
952,54394880,GET,TRUE,8336.823,18931.107,11137.304,2.27,1.34,0.411692935
4740,54394880,GET,TRUE,8353.919,19051.898,11109.531,2.28,1.33,0.416880617
4389,54394880,GET,TRUE,8337.707,27846.673,22266.154,3.34,2.67,0.200401642
4414,54394880,GET,TRUE,8353.978,19140.555,11075.142,2.29,1.33,0.42137822
379,54394880,GET,TRUE,8337.21,19456.899,10788.587,2.33,1.29,0.445513543
1558,54394880,GET,TRUE,8354.221,19925.803,10118.999,2.39,1.21,0.492166062
2711,54394880,GET,TRUE,8880.982,18662.001,11369.656,2.1,1.28,0.390759008
1867,54394880,GET,TRUE,8347.525,19269.112,11221.685,2.31,1.34,0.417633516
3655,54411264,GET,TRUE,8357.799,19974.267,9445.619,2.39,1.13,0.527110607
10253,54542336,GET,TRUE,8361.322,18613.972,8653.579,2.23,1.03,0.53510304
4869,54755328,GET,TRUE,8394.841,17432.148,8675.241,2.08,1.03,0.502342396
771,55197696,GET,TRUE,8475.213,20399.32,22184.882,2.41,2.62,-0.087530467
4366,55361536,GET,TRUE,8502.452,18998.23,11581.472,2.23,1.36,0.390392052
78,55967744,GET,TRUE,8593.424,20423.501,11973.451,2.38,1.39,0.413741503
2704,55967744,GET,TRUE,8596.58,20799.477,11159.129,2.42,1.3,0.463489923
681,55967744,GET,TRUE,8592.223,18816.132,10533.633,2.19,1.23,0.440180745
2095,55967744,GET,TRUE,8595.697,18553.62,11716.346,2.16,1.36,0.368514285
1306,55967744,GET,TRUE,8577.448,20543.819,11656.035,2.4,1.36,0.432625696
10442,56475648,GET,TRUE,8672.886,21014.074,12743.434,2.42,1.47,0.393576229
9102,56475648,GET,TRUE,8658.092,18905.363,13220.13,2.18,1.53,0.300720647
3712,56688640,GET,TRUE,8706.196,20593.496,9426.273,2.37,1.08,0.542269414
9390,57425920,GET,TRUE,8819.76,21709.275,10780.036,2.46,1.22,0.503436388
2839,57720832,GET,TRUE,8853.903,20065.258,35231.784,2.27,3.98,-0.755860004
9718,57753600,GET,TRUE,8868.642,18348.013,12903.81,2.07,1.45,0.296718942
10897,57769984,GET,TRUE,8871.201,17874.544,10895.241,2.01,1.23,0.390460478
9372,57950208,GET,TRUE,8903.64,19874.334,12156.772,2.23,1.37,0.388318019
7957,57982976,GET,TRUE,8904.957,20128.812,10281.179,2.26,1.15,0.489230711
3719,58015744,GET,TRUE,8909.2,19938.415,20489.255,2.24,2.3,-0.027627071
8744,58015744,GET,TRUE,8904.736,19833.359,24225.726,2.23,2.72,-0.221463596
5500,58015744,GET,TRUE,8913.378,19739.075,11535.778,2.21,1.29,0.415586698
6171,58015744,GET,TRUE,8910.937,19665.382,11847.708,2.21,1.33,0.397534815
5139,58015744,GET,TRUE,8908.446,20714.822,33084.163,2.33,3.71,-0.597125141
10895,58015744,GET,TRUE,8906.355,21013.935,13509.817,2.36,1.52,0.35710199
5476,58179584,GET,TRUE,8935.294,20199.354,10418.84,2.26,1.17,0.484199346
8976,58245120,GET,TRUE,8947.331,19598.186,10313.321,2.19,1.15,0.473761449
8794,58310656,GET,TRUE,8953.934,18322.186,17627.671,2.05,1.97,0.037905684
9208,58621952,GET,TRUE,8999.087,20554.831,33002.013,2.28,3.67,-0.605559929
5001,58654720,GET,TRUE,9962.216,19253.392,11686.395,1.93,1.17,0.3930215
8032,58834944,GET,TRUE,9112.898,21454.602,10344.055,2.35,1.14,0.517863114
3415,58834944,GET,TRUE,9037.213,19725.25,11172.821,2.18,1.24,0.433577724
9998,59572224,GET,TRUE,9132.962,19855.958,13661.503,2.17,1.5,0.311969586
7811,59670528,GET,TRUE,9147.261,21707.605,10209.261,2.37,1.12,0.529691967
3539,59670528,GET,TRUE,9148.235,20255.907,12192.145,2.21,1.33,0.398094344
7465,59670528,GET,TRUE,9147.3,21881.91,11970.749,2.39,1.31,0.452938569
8919,59719680,GET,TRUE,9191.901,20045.926,9475.16,2.18,1.03,0.527327398
8917,60063744,GET,TRUE,9206.628,20680.95,9605.545,2.25,1.04,0.535536569
6239,60620800,GET,TRUE,9288.836,21247.812,9578.043,2.29,1.03,0.54922215
6238,60620800,GET,TRUE,9291.469,20891.091,12159.755,2.25,1.31,0.417945429
5831,60817408,GET,TRUE,9320.849,22139.574,12322.831,2.38,1.32,0.443402524
7197,60833792,GET,TRUE,10132.3,21197.87,11649.432,2.09,1.15,0.450443276
5921,60981248,GET,TRUE,9346.358,21511.532,33498.57,2.3,3.58,-0.557237764
3820,60981248,GET,TRUE,9346.029,22712.774,33347.311,2.43,3.57,-0.468218325
8308,61014016,GET,TRUE,9350.908,20914.727,10187.934,2.24,1.09,0.512882286
8774,61046784,GET,TRUE,9356.2,19132.873,9996.773,2.04,1.07,0.477508004
9756,61046784,GET,TRUE,9371.765,22504.342,14323.298,2.4,1.53,0.363531802
8282,61063168,GET,TRUE,9381.167,21000.846,12025.303,2.24,1.28,0.427389592
9317,61063168,GET,TRUE,9927.4,20461.341,16832.03,2.06,1.7,0.177374054
9466,61095936,GET,TRUE,9363.81,19044.224,33381.968,2.03,3.56,-0.752865751
10709,61161472,GET,TRUE,9372.882,20953.741,12885.112,2.24,1.37,0.385068661
7454,61243392,PUT,FALSE,29790.764,33632.596,18403.876,1.13,0.62,0.452796448
4648,61358080,GET,TRUE,9405.297,22095.356,33230.818,2.35,3.53,-0.503972962
9620,61407232,GET,TRUE,9410.566,21219.861,13157.645,2.25,1.4,0.379937267
5140,61407232,GET,TRUE,9605.263,20899.638,24372.735,2.18,2.54,-0.166179768
7390,61407232,GET,TRUE,9611.896,20962.954,33475.109,2.18,3.48,-0.59686984
7391,61407232,GET,TRUE,9597.67,22489.17,23745.959,2.34,2.47,-0.055884188
6910,62177280,GET,TRUE,9672.422,20592.205,22390.77,2.13,2.31,-0.087342031
10671,62308352,GET,TRUE,9553.179,17649.794,11346.131,1.85,1.19,0.357152214
6028,62373888,GET,TRUE,9559.418,21706.929,12654.972,2.27,1.32,0.417007721
9592,62373888,GET,TRUE,9559.44,20184.854,10723.753,2.11,1.12,0.468722786
84,62947328,GET,TRUE,9647.081,21733.634,11877.974,2.25,1.23,0.453475015
7745,62947328,PUT,FALSE,30543.703,35082.285,24693.301,1.15,0.81,0.296131908
8861,63291392,GET,TRUE,9702.056,23871.081,33787.483,2.46,3.48,-0.41541487
7296,63422464,GET,TRUE,9723.263,21720.7,10741.385,2.23,1.1,0.505477033
10829,63488000,GET,TRUE,9730.052,23867.312,14502.269,2.45,1.49,0.39237946
9836,63488000,GET,TRUE,9744.543,22558.465,10916.008,2.31,1.12,0.516101472
6223,63619072,GET,TRUE,9753.28,23042.556,11304.731,2.36,1.16,0.509397699
8618,63848448,GET,TRUE,9785.722,21070.958,20773.9,2.15,2.12,0.014097983
6024,64143360,GET,TRUE,9847.467,22931.267,35173.59,2.33,3.57,-0.533870326
10691,64471040,GET,TRUE,9891.396,24056.343,11877.612,2.43,1.2,0.50625862
8289,64733184,GET,TRUE,9937.522,24181.519,14715.871,2.43,1.48,0.391441414
8950,65454080,GET,TRUE,10031.92,24043.32,34255.911,2.4,3.41,-0.424757937
6935,65699840,GET,TRUE,11479.912,22912.402,13418.723,2,1.17,0.414346737
10591,65699840,PUT,FALSE,32371.232,35987.398,21715.03,1.11,0.67,0.396593496
1562,65699840,GET,TRUE,10068.804,23030.604,12181.888,2.29,1.21,0.471056512
6132,65699840,GET,TRUE,11360.049,22791.703,13351.608,2.01,1.18,0.41418998
10481,65699840,PUT,FALSE,32437.215,35355.039,19862.142,1.09,0.61,0.43820902
7690,65699840,GET,TRUE,10157.08,22622.974,24722.73,2.23,2.43,-0.092815206
3099,65699840,GET,TRUE,10074.192,22739.143,11835.937,2.26,1.17,0.47949063
5357,65699840,GET,TRUE,10074.29,22394.95,11780.363,2.22,1.17,0.473972346
2524,65699840,GET,TRUE,10097.846,24126.724,13240.806,2.39,1.31,0.451197519
7578,65699840,GET,TRUE,10191.896,21937.679,11703.358,2.15,1.15,0.466517948
1085,65699840,PUT,FALSE,34155.328,36734.019,20318.564,1.08,0.59,0.446873374
2406,65699840,GET,TRUE,10086.469,24284.518,13422,2.41,1.33,0.447302187
7784,65699840,GET,TRUE,10084.101,22875.308,10615.16,2.27,1.05,0.535955538
5655,65699840,GET,TRUE,10084.542,21895.079,13414.089,2.17,1.33,0.387346855
4565,65699840,GET,TRUE,11368.555,22736.524,17782.147,2,1.56,0.217903889
7649,65699840,GET,TRUE,10069.104,24129.038,12698.912,2.4,1.26,0.473708318
4929,65699840,GET,TRUE,11275.666,22947.943,11847.046,2.04,1.05,0.483742573
4978,65699840,GET,TRUE,10160.074,23998.286,13263.109,2.36,1.31,0.447330989
5142,65699840,GET,TRUE,10068.713,23063.582,11738.887,2.29,1.17,0.491020649
2526,65880064,GET,TRUE,10096.613,22467.897,13050.681,2.23,1.29,0.419140964
1152,65880064,GET,TRUE,10113.38,23851.163,12599.352,2.36,1.25,0.471751042
5022,65929216,GET,TRUE,10125.204,23077.871,10659.301,2.28,1.05,0.538115929
8951,66191360,GET,TRUE,10144.635,23085.506,24434,2.28,2.41,-0.058413015
10815,66715648,GET,TRUE,10224.449,24775.166,33997.415,2.42,3.33,-0.372237627
3596,66945024,GET,TRUE,10261.376,24218.507,11577.711,2.36,1.13,0.521947782
9623,66945024,GET,TRUE,11497.589,22355.553,25748.979,1.94,2.24,-0.151793427
9219,66945024,GET,TRUE,10269.662,23253.233,14892.654,2.26,1.45,0.3595448
9681,66945024,GET,TRUE,10270.936,24468.867,15376.45,2.38,1.5,0.371591255
8291,66945024,GET,TRUE,10269.742,24566.631,26716.347,2.39,2.6,-0.087505527
3416,66945024,GET,TRUE,10263.949,23190.059,11926.967,2.26,1.16,0.485686216
5812,66945024,GET,TRUE,10373.067,22770.082,19088.338,2.2,1.84,0.161692171
6940,66945024,GET,TRUE,10260.553,22718.237,11813.141,2.21,1.15,0.480015065
8804,66994176,GET,TRUE,10282.846,23157.186,12637.176,2.25,1.23,0.454287062
10718,67010560,GET,TRUE,10283.704,24201.762,10799.913,2.35,1.05,0.553755094
9388,67092480,GET,TRUE,10300.592,21976.122,15293.386,2.13,1.48,0.304090776
8385,67092480,GET,TRUE,10851.766,22068.236,26109.915,2.03,2.41,-0.183144634
8835,67092480,GET,TRUE,10299.63,26070.699,35874.89,2.53,3.48,-0.376061685
8418,67092480,GET,TRUE,10837.192,23672.01,11204.221,2.18,1.03,0.526689073
1101,67305472,GET,TRUE,10333.909,23407.95,36626.585,2.27,3.54,-0.564707076
7330,67944448,GET,TRUE,10529.925,20266.608,36541.85,1.92,3.47,-0.803057029
5922,68304896,GET,TRUE,11745.009,23678.035,25422.913,2.02,2.16,-0.073691841
8133,68550656,GET,TRUE,10517.759,24699.801,13828.151,2.35,1.31,0.440151319
9730,68599808,GET,TRUE,10533.461,23754.136,15221,2.26,1.45,0.359227378
3758,68599808,GET,TRUE,10529.799,24640.739,11014.561,2.34,1.05,0.552993885
5085,68943872,GET,TRUE,10589.55,24208.708,13665.218,2.29,1.29,0.435524688
1054,68943872,GET,TRUE,10580.638,23627.343,13307.428,2.23,1.26,0.436778482
5331,69206016,GET,TRUE,10847.742,23496.807,13988.567,2.17,1.29,0.40466094
9182,69222400,GET,TRUE,10620.096,22185.973,14930.707,2.09,1.41,0.327020411
7435,69238784,GET,TRUE,10617.479,23915.998,13651.576,2.25,1.29,0.429186438
7970,69287936,GET,TRUE,11231.792,24056.991,13685.462,2.14,1.22,0.431123286
4909,69550080,GET,TRUE,10677.141,32294.198,14188.925,3.02,1.33,0.560635474
5005,70057984,GET,TRUE,10752.333,23961.494,12618.549,2.23,1.17,0.473382211
5952,70074368,GET,TRUE,10755.745,24438.79,14048.113,2.27,1.31,0.4251715
8172,70139904,PUT,FALSE,34067.505,39894.164,26836.434,1.17,0.79,0.327309278
10344,70434816,GET,TRUE,10806.994,24403.4,15440.015,2.26,1.43,0.367300663
9624,70451200,GET,TRUE,10813.734,26204.212,15550.633,2.42,1.44,0.406559793
8740,70533120,GET,TRUE,10820.957,26493.975,15668.315,2.45,1.45,0.408608372
10645,70549504,GET,TRUE,10825.158,23915.077,15471.181,2.21,1.43,0.353078353
10077,70811648,GET,TRUE,10857.265,23324.83,16017.138,2.15,1.48,0.313300976
10133,71237632,GET,TRUE,10916.594,26570.187,15843.154,2.43,1.45,0.403724407
5639,71565312,GET,TRUE,10966.592,24087.363,12500.406,2.2,1.14,0.481038834
7543,71811072,GET,TRUE,11026.729,22411.124,25276.443,2.03,2.29,-0.127852534
5489,72155136,GET,TRUE,11058.143,24887.43,34603.942,2.25,3.13,-0.390418456
6116,72155136,PUT,FALSE,35130.12,40371.157,19251.965,1.15,0.55,0.523125755
7983,72204288,GET,TRUE,11075.454,25004.852,14581.974,2.26,1.32,0.416834221
3204,72220672,GET,TRUE,11164.962,25363.401,13681.217,2.27,1.23,0.460592174
8535,72679424,GET,TRUE,11148.435,26759.372,16553.225,2.4,1.48,0.381404579
9642,72679424,GET,TRUE,11138.149,25296.607,34389.238,2.27,3.09,-0.359440734
8818,72679424,GET,TRUE,11139.023,22595.59,16181.722,2.03,1.45,0.283854858
9408,72679424,GET,TRUE,11151.263,24522.396,33890.826,2.2,3.04,-0.382035671
10173,72679424,GET,TRUE,11149.214,27173.614,16703.642,2.44,1.5,0.38529921
3021,72876032,GET,TRUE,11184.991,24868.296,15543.424,2.22,1.39,0.374970283
4717,72876032,GET,TRUE,11871.85,25308.275,14641.435,2.13,1.23,0.421476375
6641,72876032,GET,TRUE,11869.816,26451.291,21049.287,2.23,1.77,0.204224588
5434,72876032,GET,TRUE,11168.494,26439.664,13089.023,2.37,1.17,0.504947453
5074,72892416,GET,TRUE,11171.216,26366.587,14916.353,2.36,1.34,0.434270617
8690,73416704,GET,TRUE,11250.872,22504.286,16144.113,2,1.43,0.282620519
6259,73498624,GET,TRUE,11263.598,25414.76,12819.003,2.26,1.14,0.495607946
7767,73515008,GET,TRUE,11265.452,24485.505,13270.423,2.17,1.18,0.458029434
4141,73826304,GET,TRUE,12280.879,24376.281,12869.464,1.98,1.05,0.472049736
7341,74235904,GET,TRUE,11376.607,24758.473,14660.006,2.18,1.29,0.407879234
6542,74350592,GET,TRUE,11405.679,26951.613,15060.181,2.36,1.32,0.441214112
8969,74366976,GET,TRUE,11411.516,21613.295,11845.789,1.89,1.04,0.45192119
8274,74366976,PUT,FALSE,36647.898,41346.796,22963.049,1.13,0.63,0.444623254
7634,74366976,GET,TRUE,11396.915,26587.193,14885.103,2.33,1.31,0.440140108
5109,74366976,GET,TRUE,11396.389,26511.879,14897.699,2.33,1.31,0.43807457
3978,74366976,GET,TRUE,11396.043,33898.714,15117.835,2.97,1.33,0.554029247
10462,74760192,GET,TRUE,15866.439,23518.07,35472.633,1.48,2.24,-0.508313948
8254,74891264,GET,TRUE,12034.89,26932.054,16541.995,2.24,1.37,0.385787842
9325,75448320,GET,TRUE,11561.245,28167.951,18356.556,2.44,1.59,0.348317668
4611,75825152,GET,TRUE,11640.219,25819.529,14832.182,2.22,1.27,0.425544052
3744,75890688,GET,TRUE,11630.858,26806.958,12177.086,2.3,1.05,0.545749055
4409,75890688,GET,TRUE,11628.77,23920.414,13127.578,2.06,1.13,0.451197709
6656,75956224,GET,TRUE,13506.019,26678.916,26349.535,1.98,1.95,0.012346116
3895,75956224,GET,TRUE,11640.878,28059.919,24528.945,2.41,2.11,0.125836928
4259,75988992,GET,TRUE,11660.896,27148.526,15409.384,2.33,1.32,0.432404396
3957,75988992,GET,TRUE,11653.962,27225.464,15307.952,2.34,1.31,0.437734027
7648,75988992,GET,TRUE,13083.636,26770.517,15282.924,2.05,1.17,0.429113603
3309,75988992,GET,TRUE,11660.751,25790.295,13497.519,2.21,1.16,0.476643482
8977,75988992,GET,TRUE,11661.622,28221.289,17111.86,2.42,1.47,0.393654202
4928,75988992,GET,TRUE,11652.257,25475.211,37355.235,2.19,3.21,-0.466336628
4529,76054528,GET,TRUE,11654.92,26311.022,15340.819,2.26,1.32,0.416943249
10862,76300288,GET,TRUE,11711.196,26071.323,25748.469,2.23,2.2,0.012383491
4099,76349440,GET,TRUE,11699.656,26142.902,13435.068,2.23,1.15,0.486091177
4134,76349440,GET,TRUE,11699.202,26462.075,12269.486,2.26,1.05,0.536336965
7580,76349440,GET,TRUE,11712.803,26509.216,35526.988,2.26,3.03,-0.340174979
5863,76349440,GET,TRUE,11714.52,27684.451,15474.049,2.36,1.32,0.441056317
7248,76349440,GET,TRUE,11700.243,26339.299,15039.922,2.25,1.29,0.42899308
8332,76365824,GET,TRUE,12263.127,26990.676,17579.623,2.2,1.43,0.348677929
10617,76365824,PUT,FALSE,37607.725,44575.648,22967.317,1.19,0.61,0.484756408
4657,76447744,GET,TRUE,11715.645,25211.29,15105.103,2.15,1.29,0.400859575
5708,76447744,GET,TRUE,11732.499,27326.491,13107.75,2.33,1.12,0.520328095
7127,76709888,GET,TRUE,11756.473,26392.745,13191.716,2.24,1.12,0.500176431
6798,76709888,GET,TRUE,11756.857,26994.396,13952.234,2.3,1.19,0.483143316
5676,77398016,GET,TRUE,11860.696,26431.145,38162.787,2.23,3.22,-0.443856746
6110,77561856,GET,TRUE,11900.866,27158.778,12415.782,2.28,1.04,0.542844601
8107,77578240,GET,TRUE,11905.255,27105.379,12406.7,2.28,1.04,0.542279044
10437,77578240,GET,TRUE,11887.342,26316.405,17254.3,2.21,1.45,0.344351936
8083,77578240,GET,TRUE,11905.102,25716.097,26815.215,2.16,2.25,-0.042740467
9719,77643776,GET,TRUE,11913.638,25654.77,14576.16,2.15,1.22,0.431834314
7336,78118912,GET,TRUE,11971.559,23019.806,15573.531,1.92,1.3,0.323472535
5914,78118912,GET,TRUE,13509.642,26621.142,12463.93,1.97,0.92,0.531803331
7949,78118912,GET,TRUE,13518.114,26583.08,15221.74,1.97,1.13,0.427389904
3080,78348288,GET,TRUE,12006.114,26526.322,15763.195,2.21,1.31,0.405752709
844,78348288,GET,TRUE,12006.182,24735.613,28736.365,2.06,2.39,-0.161740564
1655,78348288,GET,TRUE,12011.495,25923.774,15779.7,2.16,1.31,0.391303905
3063,78348288,GET,TRUE,12021.582,26867.879,16720.745,2.23,1.39,0.377667846
7751,78364672,GET,TRUE,12009.096,28410.935,14555.499,2.37,1.21,0.487679691
5442,78364672,GET,TRUE,12008.457,25671.222,15092.64,2.14,1.26,0.412079409
4432,78364672,GET,TRUE,12153.283,25709.099,13537.456,2.12,1.11,0.473437167
6047,78364672,GET,TRUE,12024.249,28768.083,15831.112,2.39,1.32,0.449698751
7612,78364672,GET,TRUE,12023.997,26551.456,12583.475,2.21,1.05,0.52607213
8177,78381056,PUT,FALSE,38066.936,46613.169,28581.236,1.22,0.75,0.386842032
7052,78381056,GET,TRUE,12012.21,26758.959,13855.299,2.23,1.15,0.482218311
4335,78495744,GET,TRUE,12029.567,24286.242,15819.393,2.02,1.32,0.348627383
7198,78544896,GET,TRUE,12037.277,28736.118,13910.439,2.39,1.16,0.515924907
8552,79560704,GET,TRUE,12211.616,26366.438,36200.237,2.16,2.96,-0.372966534
10219,79560704,GET,TRUE,12207.269,23056.76,18294.608,1.89,1.5,0.206540381
3621,79806464,GET,TRUE,12245.548,27309.098,14235.798,2.23,1.16,0.478715921
7054,80412672,GET,TRUE,12329.673,27426.173,12932.118,2.22,1.05,0.5284753
3231,80412672,GET,TRUE,12331.627,27463.056,36183.349,2.23,2.93,-0.317528137
6189,80445440,GET,TRUE,13849.689,29360.063,16010.802,2.12,1.16,0.454674127
10592,80691200,GET,TRUE,12376.19,30402.509,12920.484,2.46,1.04,0.575019154
10001,81166336,GET,TRUE,12452.385,27289.934,17127.236,2.19,1.38,0.37239731
6677,81870848,GET,TRUE,12560.171,24837.381,14303.609,1.98,1.14,0.424109611
8369,82493440,GET,TRUE,12646.602,27930.2,15525.839,2.21,1.23,0.444120021
9946,82493440,GET,TRUE,12640.712,26850.966,19068.595,2.12,1.51,0.289835792
4757,82493440,PUT,FALSE,40098.325,46237.514,26294.614,1.15,0.66,0.431314279
9723,82493440,GET,TRUE,12640.708,27907.047,15605.6,2.21,1.23,0.440800741
