No,Size,Type,IsDegradeRead,replicas,nativeec,microec
0,26443776,GET,true,4255.657,9229.018,7199.784
1,2144,GET,true,18.782,298.383,110.712
2,2310144,GET,true,366.058,701.282,589.246
3,1980,GET,true,9.467,60.105,37.512
4,1152,GET,true,9.068,53.107,34.07
5,2404,GET,true,9.267,60.81,42.202
6,2628,GET,true,15.804,61.953,34.622
7,1336,GET,true,9.409,58.393,604.309
8,1772,GET,true,9.457,49.307,41.675
9,14708,GET,true,11.718,92.02,45.979
10,40943616,GET,true,6290.564,14999.914,7246.266
11,2195456,GET,true,357.259,884.57,620.006
12,2404,GET,true,10.339,117.93,39.035
13,4931584,GET,true,766.727,1516.299,1037.13
14,2420,GET,true,10.397,149.323,36.854
15,30720000,GET,true,4717.351,9650.994,6646.115
16,2212,GET,true,14.569,79.029,27.508
17,1584,GET,true,8.955,52.409,35.12
18,114688,GET,true,29.071,58.189,4691.018
19,20365312,GET,true,3150.683,7260.681,3549.949
20,65536,PUT,false,32.522,180.695,9551.466
21,16187392,GET,true,3072.342,5563.745,3152.886
22,4016,GET,true,12.452,206.255,39.368
23,15548416,GET,true,2404.793,5294.614,3270.665
24,10764288,GET,true,1671.897,3593.661,1877.545
25,14663680,GET,true,2261.179,4819.974,3202.22
26,23822336,GET,true,3676.66,8122.756,4608.516
27,1116,GET,true,13.359,264.342,19.775
28,2628,GET,true,10.745,49.148,14.58
29,1152,GET,true,7.576,29.194,13.225
30,10088,GET,true,10.293,28.518,14.756
31,16384,GET,true,12.81,29.803,16.341
32,1980,GET,true,19.898,43.557,28.441
33,1900544,GET,true,302.134,648.107,391.966
34,2628,GET,true,9.563,77.907,16.513
35,2996,GET,true,8.661,36.695,13.637
36,54394880,GET,true,8363.905,16520.271,12023.283
37,3000,GET,true,154.036,48.139,20.862
38,2628,GET,true,22.319,24.565,28.151
39,3784,GET,true,8.562,20.569,15.086
40,851968,GET,true,159.75,241.216,366.65
41,671744,GET,true,127.419,247.84,12028.706
