Size,Type,IsDegradeRead,NativeecTimes,HydraTimes,MicroecTimes
3396,GET,False,2.76,3.25,2.14
3408,GET,True,3.42,4.03,2.5
3408,GET,False,4.7,2.83,1.67
3428,GET,False,3.26,2.48,2.1
3432,GET,False,2.09,3.85,1.86
3436,GET,True,3.35,2.8,2.24
3436,GET,False,2.8,3.47,1.45
3436,GET,False,2.69,2.28,1.87
3436,GET,True,2.39,2.9,1.79
3436,GET,False,2.81,1.99,1.48
3436,GET,True,5.18,3.94,2.48
3444,GET,False,2.64,2.85,1.65
3452,GET,False,4.32,3.19,2.17
3452,GET,True,4.04,2.66,2.19
3456,GET,False,2.46,2.55,1.54
3460,GET,False,2.42,2.72,1.61
3468,GET,False,2.79,3.33,1.41
3480,GET,True,3.04,3.82,2.57
3504,GET,False,2.55,2.14,1.72
3520,GET,False,3.61,2.73,1.98
3520,GET,False,2.28,2.33,1.87
3520,GET,False,2.83,2.99,1.91
3524,GET,False,3.13,2.02,1.4
3524,GET,False,5.54,2.56,2.6
3524,GET,False,3.64,3.14,2.02
3524,GET,False,3.5,2.66,1.9
3524,GET,False,2.48,2.17,1.76
3524,GET,True,4.25,3.4,2.47
3560,GET,False,1.94,2.99,1.7
3580,GET,True,2.28,2.31,2.19
3600,GET,True,3.96,2.47,2.17
3648,GET,True,3.27,3.27,2.45
3652,GET,False,3.44,3.86,1.74
3652,GET,False,4.76,3.4,1.86
3652,PUT,False,3.0,3.4,1.55
3652,GET,False,2.7,3.65,1.17
3652,GET,False,3.45,2.29,1.83
3652,GET,False,4.87,2.38,2.02
3656,GET,True,3.74,2.88,2.47
3660,GET,True,5.2,3.6,2.51
3668,GET,False,3.06,3.34,2.09
3668,GET,False,2.72,2.21,1.44
3676,PUT,False,3.02,3.21,2.48
3676,GET,False,3.24,4.03,2.09
3680,GET,False,2.88,3.11,1.91
3680,GET,False,6.14,2.45,1.39
3680,GET,False,2.68,2.35,1.57
3680,GET,True,3.63,3.1,2.09
3680,GET,False,4.97,3.39,1.84
3680,GET,False,2.32,2.07,1.46
3680,GET,True,2.71,2.1,2.07
3680,GET,False,2.88,2.8,1.6
3680,GET,True,3.53,3.94,2.19
3700,GET,True,2.7,3.12,2.15
3716,GET,True,2.33,3.11,2.21
3732,PUT,False,2.92,2.69,1.86
3732,GET,False,1.86,2.54,1.6
3732,GET,True,3.62,2.79,2.44
3732,GET,False,2.28,2.34,1.77
3732,GET,False,3.25,2.87,1.94
3732,GET,True,3.54,2.73,2.55
3784,GET,False,2.74,3.94,1.86
3784,GET,True,3.42,2.81,1.98
3784,GET,False,5.05,3.42,2.14
3784,GET,False,2.34,3.22,1.93
3784,GET,False,2.83,2.73,1.79
3784,GET,False,3.84,3.18,2.03
3784,GET,False,2.43,2.2,1.76
3784,GET,True,2.9,3.18,1.9
3784,GET,False,3.51,2.39,1.67
3784,GET,False,4.03,3.36,2.06
3784,GET,False,5.29,2.63,1.57
3784,GET,False,3.44,2.98,1.88
3784,GET,False,3.83,3.45,1.85
3784,GET,False,4.79,3.37,1.65
3784,GET,False,3.71,2.56,1.38
3784,GET,False,2.78,2.16,1.65
3784,GET,False,3.69,2.43,2.09
3784,GET,False,3.0,2.35,1.43
3784,GET,True,3.53,3.22,1.96
3852,GET,False,4.7,2.79,2.08
3852,GET,False,3.9,2.36,1.72
3856,GET,False,3.94,3.04,2.31
3856,GET,True,2.96,2.8,2.51
3856,GET,False,3.42,2.64,1.83
3856,GET,True,6.19,3.79,2.55
3856,GET,False,2.83,2.29,1.71
3856,GET,False,2.9,2.33,1.49
3860,GET,False,3.35,2.78,1.64
3860,GET,False,4.3,3.23,1.41
3860,GET,False,3.04,2.74,2.1
3860,GET,True,3.75,2.69,1.93
3860,GET,False,3.89,3.61,1.98
3860,GET,False,3.95,3.91,1.78
3860,GET,True,3.47,1.83,2.01
3860,GET,False,2.65,2.38,1.51
3864,GET,False,4.05,2.52,2.37
3864,GET,False,1.85,2.27,1.45
3864,GET,False,4.82,2.81,2.09
3864,GET,False,6.1,4.14,1.67
3864,GET,False,1.87,1.8,1.08
3868,GET,False,3.19,2.62,1.52
3868,GET,False,1.98,2.91,1.53
3868,GET,False,2.88,3.05,2.0
3868,GET,False,2.09,2.5,1.44
3872,GET,False,2.56,2.6,2.03
3872,GET,False,2.57,2.17,1.9
3872,GET,True,3.02,3.41,1.97
3876,GET,False,1.65,3.43,1.41
3884,GET,False,1.45,2.26,1.43
3884,GET,False,5.51,2.85,1.57
3884,GET,False,4.85,2.33,1.38
3884,GET,False,3.71,3.68,2.11
3888,GET,False,3.08,3.62,1.64
3896,GET,False,4.38,2.68,1.7
3896,GET,True,4.31,3.67,2.34
3896,GET,True,3.75,2.44,2.01
3896,GET,True,3.88,3.75,2.53
3896,GET,False,3.14,2.72,1.67
3900,GET,True,2.89,3.25,2.14
3904,GET,False,3.3,2.7,1.49
3904,GET,False,3.67,3.43,1.61
3932,GET,False,2.7,2.37,1.54
3936,GET,True,3.63,3.22,2.07
3936,GET,False,2.92,2.28,1.81
3936,GET,False,2.08,2.16,1.89
3936,GET,False,3.01,4.09,1.91
3936,GET,False,5.4,2.25,1.55
3936,GET,False,3.77,3.23,2.19
3936,GET,False,4.45,3.29,2.09
3936,GET,False,3.46,2.56,2.07
3936,GET,False,2.23,3.21,1.99
3940,GET,False,4.84,2.54,1.55
3940,GET,True,3.03,2.44,2.13
3940,GET,False,2.93,2.6,1.97
3944,PUT,False,2.19,2.86,1.49
3948,PUT,False,2.77,3.28,2.48
3948,PUT,False,3.4,2.91,1.49
3948,PUT,False,4.44,4.1,2.51
3948,PUT,False,2.41,3.85,1.56
3980,GET,False,2.43,2.61,1.83
3988,GET,True,2.35,2.42,1.86
4012,GET,False,4.93,3.98,1.85
4016,GET,False,5.43,3.23,1.71
4056,GET,True,3.14,2.36,2.22
4056,GET,True,3.55,3.98,2.36
4064,GET,True,3.7,3.21,2.35
4068,GET,False,2.5,1.91,1.62
4076,GET,True,3.62,4.07,2.11
4080,GET,False,3.2,3.52,2.16
4080,GET,True,2.38,2.6,1.91
4084,GET,False,2.9,2.01,1.71
4088,PUT,False,3.14,2.87,1.61
4088,GET,False,2.21,2.04,1.47
4088,GET,True,3.29,2.95,2.53
4088,GET,False,2.31,2.76,2.19
4088,GET,False,3.29,3.68,1.42
4088,GET,True,6.28,3.49,2.4
4088,GET,False,3.83,2.9,2.29
4116,GET,True,2.44,2.24,2.19
4128,GET,False,1.58,2.27,1.62
4128,GET,False,2.85,2.11,1.29
4148,GET,True,5.13,3.72,2.21
4148,PUT,False,3.51,3.01,2.06
4164,GET,True,4.36,4.01,2.4
4164,GET,False,2.43,3.26,2.01
4172,GET,True,3.06,2.42,2.38
4188,GET,False,2.34,2.02,1.45
4188,PUT,False,3.76,2.99,1.88
4224,GET,False,3.18,3.2,2.14
4224,GET,True,6.53,2.54,2.28
4224,GET,False,1.95,2.7,1.72
4272,GET,False,2.68,3.15,1.77
4272,GET,True,2.66,2.35,1.99
4276,GET,True,3.08,2.66,2.17
4276,GET,True,3.37,3.78,2.29
4276,GET,False,3.13,3.17,1.37
4276,GET,False,5.22,2.09,1.5
4276,GET,True,3.53,3.07,2.01
4276,GET,False,2.94,3.13,1.69
4276,GET,False,3.62,2.62,1.76
4280,GET,False,2.39,1.89,1.46
4284,GET,False,3.39,3.86,1.52
4284,GET,False,3.22,3.07,1.78
4284,GET,False,3.29,2.31,1.57
4284,GET,True,4.05,2.76,2.55
4284,GET,False,2.8,1.83,1.1
4288,GET,False,2.03,2.78,1.6
4292,GET,False,2.63,2.0,1.47
4292,GET,False,3.88,2.42,2.36
4296,GET,False,2.83,3.16,1.88
4296,GET,False,2.63,2.55,1.85
4296,GET,False,3.59,2.46,1.92
4304,GET,False,2.93,2.72,1.52
4308,PUT,False,5.13,3.55,1.99
4308,GET,False,2.54,2.22,1.62
4308,GET,True,3.07,2.64,2.25
4308,GET,False,3.09,2.34,1.51
4344,GET,False,2.28,2.72,1.49
4344,GET,True,4.91,2.91,2.35
4344,GET,False,4.14,2.74,1.59
4344,GET,True,4.46,3.45,2.67
4344,GET,True,3.64,2.68,2.61
4352,GET,False,2.77,2.73,1.47
4352,GET,False,4.38,2.71,1.93
4356,PUT,False,2.6,2.52,1.99
4356,PUT,False,3.72,3.04,2.51
4356,GET,False,2.63,2.86,1.95
4360,GET,True,3.23,3.1,2.03
4364,GET,True,6.25,4.15,2.12
4372,GET,True,3.08,3.55,1.8
4372,GET,True,5.45,3.45,2.62
4380,GET,False,2.54,1.96,1.38
4380,GET,True,5.46,3.49,2.44
4384,GET,False,2.77,2.85,2.2
4384,GET,False,3.34,3.29,1.64
4392,GET,False,2.92,2.22,1.52
4400,GET,False,2.88,2.18,2.05
4404,GET,False,3.03,2.55,1.7
4408,GET,True,4.21,3.02,2.22
4412,GET,False,2.07,3.39,1.89
4444,GET,False,1.76,2.61,1.61
4444,GET,True,3.09,2.54,2.25
4444,GET,False,3.19,2.2,1.47
4448,GET,False,3.46,3.36,1.77
4448,GET,True,2.9,2.56,2.65
4448,GET,False,2.63,3.05,1.53
4448,GET,True,3.97,2.84,2.03
4448,GET,False,2.7,3.18,1.89
4448,GET,False,2.07,2.13,1.52
4456,GET,False,2.13,2.16,1.51
4460,GET,False,3.45,2.73,1.93
4476,GET,False,3.6,3.34,1.9
4484,GET,True,2.72,2.57,2.13
4488,GET,True,6.02,3.58,2.45
4492,GET,True,3.13,3.01,2.2
4496,GET,True,4.32,3.67,2.18
4496,GET,True,4.73,2.97,2.49
4496,GET,True,4.08,3.98,2.36
4496,GET,False,1.64,2.62,1.3
4496,GET,True,3.71,2.83,2.38
4496,GET,False,2.96,3.02,2.25
4496,GET,True,4.25,2.5,2.35
4496,GET,False,2.24,1.75,1.04
4500,GET,True,4.65,3.05,2.12
4500,GET,False,2.8,3.65,1.93
4500,GET,False,2.3,2.19,1.82
4520,GET,False,5.34,2.48,1.86
4524,GET,False,2.0,3.23,1.44
4524,GET,False,3.48,2.55,2.17
4524,GET,False,2.04,2.86,1.31
4524,GET,False,2.81,2.22,1.47
4524,GET,False,3.03,3.64,1.58
4524,GET,False,2.46,3.58,1.58
4524,GET,False,2.89,2.42,1.47
4524,GET,True,2.84,2.82,2.11
4524,GET,False,3.31,3.07,2.4
4524,GET,False,2.14,2.21,1.97
4524,GET,True,3.53,2.45,1.8
4524,GET,True,4.82,2.75,2.45
4524,GET,True,0.11,0.05,0.03
4524,GET,True,3.19,2.99,2.41
4524,GET,False,3.11,4.16,1.85
4524,GET,False,3.86,2.75,1.8
4524,GET,False,3.81,3.06,2.63
4524,GET,False,2.92,2.19,1.54
4524,GET,False,3.78,4.09,1.78
4524,GET,False,2.78,2.33,1.74
4524,GET,True,5.01,3.49,2.15
4524,GET,True,2.17,2.88,1.93
4528,GET,False,3.13,4.1,1.99
4544,GET,True,2.46,3.25,2.37
4568,GET,True,3.06,2.53,2.19
4572,GET,True,4.0,2.7,2.26
4572,GET,False,3.07,2.5,1.44
4576,GET,True,2.53,3.34,2.13
4576,GET,True,3.04,2.33,1.83
4576,GET,False,5.18,2.26,1.47
4576,GET,False,2.46,3.11,1.5
4576,GET,False,4.07,3.03,2.25
4576,GET,True,3.84,2.81,2.42
4576,GET,False,3.02,2.3,1.61
4576,GET,False,3.54,2.36,2.29
4580,GET,False,2.61,2.09,1.47
4580,GET,False,4.85,2.78,2.42
4588,GET,True,2.53,3.97,2.1
4588,GET,False,3.36,2.62,1.63
4588,GET,False,2.09,2.57,1.43
4588,GET,False,2.12,1.98,1.91
4588,GET,False,2.62,2.12,1.54
4592,GET,False,2.61,2.74,1.81
4592,GET,False,3.73,2.69,2.15
4592,GET,False,2.33,1.89,1.46
4592,GET,False,2.72,2.36,1.32
4592,GET,False,5.4,3.73,2.06
4592,GET,True,2.06,2.66,2.16
4592,GET,True,3.16,2.89,2.17
4592,GET,True,4.57,3.42,2.43
4592,GET,False,3.14,2.11,2.51
4592,GET,False,2.29,1.99,1.22
4592,GET,False,2.15,2.96,1.55
4592,GET,False,3.92,3.45,2.54
4600,GET,False,5.17,3.78,1.91
4608,GET,False,3.38,2.45,1.16
4620,GET,False,6.08,2.86,1.17
4636,GET,True,4.19,4.19,2.66
4652,GET,False,3.52,3.02,1.94
4652,GET,False,4.31,2.38,2.12
4656,GET,True,3.5,2.85,2.37
4668,GET,True,3.22,2.94,2.41
4668,GET,True,5.39,2.6,2.55
4668,GET,True,6.72,3.17,2.34
4668,GET,True,3.68,3.13,2.54
4668,GET,True,3.47,2.56,2.35
4672,GET,False,1.78,1.82,1.86
4680,GET,True,2.31,2.55,2.09
4680,PUT,False,2.81,2.35,1.83
4680,GET,True,2.55,3.13,2.46
4684,GET,False,2.82,2.59,2.07
4684,GET,False,3.34,2.4,1.79
4684,GET,True,2.47,3.65,2.1
4684,GET,False,2.6,3.13,2.27
4684,GET,True,4.65,3.82,2.42
4684,GET,False,3.26,2.98,2.04
4684,GET,True,4.31,3.15,2.52
4684,GET,True,3.48,2.8,2.04
4688,GET,False,3.08,2.74,1.69
4688,PUT,False,2.55,2.71,2.2
4688,GET,False,3.88,3.8,2.33
4688,GET,False,1.75,2.35,1.74
4704,GET,False,2.78,2.18,1.97
4704,GET,True,2.42,2.38,2.06
4708,GET,False,2.91,2.56,1.97
4708,GET,False,3.83,3.97,1.82
4708,GET,False,3.59,3.69,1.53
4724,GET,False,3.16,2.0,1.63
4724,GET,True,3.07,3.57,2.39
4752,GET,False,3.47,2.98,1.75
4752,GET,True,3.99,3.54,2.5
4756,GET,False,2.72,2.55,1.86
4756,GET,True,5.81,3.07,2.34
4756,GET,False,3.21,2.46,1.51
4756,GET,True,4.02,3.73,2.23
4768,GET,True,4.26,2.99,2.04
4824,GET,True,2.87,2.92,1.88
4832,GET,True,2.84,3.0,2.11
4864,GET,True,6.68,4.14,2.63
4868,GET,False,2.23,2.0,1.37
4868,GET,True,4.56,3.57,2.27
4868,GET,False,1.99,2.77,1.79
4868,GET,False,2.38,2.84,1.68
4872,GET,True,5.7,3.48,2.29
4884,GET,False,2.11,2.07,1.58
4904,GET,True,3.35,2.72,2.21
4928,GET,False,1.69,2.84,1.81
4928,GET,False,2.87,2.39,1.7
4928,GET,False,2.22,2.0,1.48
4944,GET,False,2.91,2.34,1.87
4944,GET,False,2.66,2.16,1.75
4944,GET,True,2.72,3.68,2.16
4944,GET,True,6.54,3.41,2.37
4944,GET,True,3.02,2.88,2.23
4944,GET,False,2.96,2.77,2.37
4944,GET,False,2.7,2.84,1.88
4944,GET,False,5.7,3.25,1.74
4944,GET,False,2.49,2.13,2.06
4944,GET,False,2.52,2.52,1.64
4944,GET,False,4.21,2.68,2.25
4952,GET,False,4.04,1.81,1.71
4960,GET,True,4.58,3.24,2.24
4960,GET,True,5.16,3.86,2.48
4960,GET,True,4.21,2.61,2.61
4960,GET,True,4.29,2.73,2.02
4960,GET,True,3.64,2.8,2.5
4960,GET,True,4.85,2.71,2.15
4960,GET,True,3.21,2.85,2.39
4960,GET,True,3.06,2.68,2.41
4960,GET,True,4.0,2.61,1.82
4960,GET,False,3.93,3.46,1.45
4960,GET,False,3.92,2.95,2.11
4960,GET,False,3.74,3.53,1.96
4960,GET,False,2.81,2.53,1.84
4960,GET,False,3.6,2.99,1.66
4960,GET,False,2.72,2.78,1.47
4960,GET,True,4.47,3.13,1.96
4960,GET,False,4.06,1.99,1.93
4960,GET,False,4.16,2.48,1.98
4964,GET,True,3.76,2.96,2.3
4964,GET,False,3.51,2.42,1.69
5004,GET,False,2.06,2.52,1.53
5008,GET,False,4.06,2.64,1.46
5052,GET,False,3.79,2.7,1.78
5052,GET,False,4.0,2.96,1.72
5128,GET,False,2.28,2.41,1.36
5136,GET,False,2.41,2.93,1.77
5136,GET,True,2.47,3.12,2.11
5136,GET,False,2.52,2.9,1.65
5140,GET,True,3.74,2.81,2.25
5176,GET,False,2.93,2.33,1.98
5184,GET,True,1.9,1.87,1.73
5184,GET,False,2.84,2.67,2.03
5184,GET,False,3.09,2.46,1.32
5184,GET,True,3.88,2.92,2.26
5228,GET,True,3.17,2.62,1.96
5228,GET,False,2.13,2.08,1.29
5228,GET,False,2.26,1.85,1.58
5232,GET,True,6.03,3.06,2.3
5232,GET,False,1.93,2.66,1.55
5232,GET,False,4.85,3.06,1.48
5232,GET,False,3.54,2.31,1.56
5232,GET,False,3.72,3.58,1.93
5232,GET,False,2.29,2.57,1.49
5232,GET,True,5.2,3.38,2.37
5232,GET,False,3.38,4.12,2.4
5232,GET,False,2.87,2.24,1.77
5232,GET,True,4.38,2.67,2.06
5232,GET,False,2.26,2.31,1.64
5232,GET,False,2.79,3.06,1.38
5232,PUT,False,2.67,2.24,2.11
5232,GET,False,3.62,2.89,1.61
5232,GET,False,2.78,2.38,2.06
5232,GET,True,2.65,2.73,2.0
5232,GET,True,2.95,2.9,2.05
5232,GET,True,3.41,2.81,2.4
5232,GET,False,2.39,2.03,1.42
5232,GET,False,2.48,3.28,1.78
5232,GET,True,3.33,2.4,1.85
5236,GET,True,3.58,3.82,2.42
5236,GET,False,2.32,2.09,2.19
5236,GET,False,2.24,2.72,1.92
5236,GET,False,4.41,2.08,1.79
5236,GET,False,1.91,1.94,1.48
5236,GET,True,2.26,3.62,2.02
5236,GET,False,2.5,3.93,1.76
5248,GET,True,3.95,2.89,2.45
5284,GET,False,2.1,2.52,1.33
5344,GET,False,2.95,2.63,1.82
5344,GET,True,3.18,2.66,2.46
5344,GET,False,3.2,2.27,1.44
5348,GET,False,3.22,2.16,1.54
5348,GET,False,3.42,3.28,1.63
5356,GET,False,3.25,3.06,1.7
5360,GET,False,3.4,1.88,1.48
5376,GET,True,3.26,2.65,2.23
5420,GET,True,3.86,2.83,2.59
5420,GET,False,1.87,2.64,1.6
5472,GET,False,2.73,1.94,1.45
5480,GET,False,4.49,3.3,1.82
5488,GET,False,3.44,4.09,2.56
5488,GET,False,2.5,3.66,2.08
5512,GET,True,5.92,2.41,2.2
5524,GET,True,3.67,3.0,2.65
5524,GET,True,6.53,3.33,2.54
5524,GET,False,2.66,2.04,1.42
5536,GET,False,2.49,2.13,1.76
5536,GET,False,2.63,3.36,2.28
5540,GET,True,6.46,2.56,1.78
5552,GET,False,2.93,2.16,1.4
5556,GET,False,2.23,2.14,1.43
5556,GET,False,2.23,2.12,1.37
5560,GET,False,3.44,2.71,1.48
5560,GET,True,3.26,2.73,2.57
5560,GET,True,4.8,3.44,2.42
5560,GET,True,3.47,3.63,2.51
5560,GET,False,2.43,2.48,1.95
5560,GET,True,3.0,3.3,2.08
5560,GET,False,3.57,2.45,1.78
5568,GET,True,3.6,3.08,1.84
5576,GET,True,2.77,2.81,2.59
5576,GET,False,2.67,1.87,1.27
5580,GET,True,3.08,2.55,1.97
5580,GET,False,2.68,2.02,1.52
5580,GET,False,3.86,2.58,2.62
5596,GET,False,3.64,2.4,1.59
5604,GET,False,2.16,1.95,1.78
5604,GET,False,2.85,3.13,1.46
5608,GET,False,3.16,2.54,1.63
5608,GET,False,2.8,2.13,1.2
5648,GET,False,2.22,2.92,1.82
5648,GET,True,2.88,4.01,2.48
5648,GET,False,2.59,2.47,2.02
5652,GET,False,3.0,3.44,1.58
5664,GET,False,3.13,2.55,1.76
5676,GET,False,4.23,2.57,1.92
5688,GET,False,2.6,2.08,1.18
5688,GET,False,2.6,2.49,1.67
5688,GET,False,2.6,3.07,1.77
5688,GET,True,3.02,2.44,2.24
5688,GET,True,3.5,3.42,2.12
5700,GET,False,2.58,3.09,1.41
5700,GET,False,3.85,2.93,1.49
5704,GET,False,2.52,2.16,1.57
5708,GET,False,1.41,3.34,1.11
5716,GET,True,3.26,3.03,2.45
5736,GET,False,2.97,1.98,1.74
5740,GET,True,5.7,3.14,2.02
5748,GET,False,3.31,2.16,1.51
5748,GET,False,2.29,2.27,1.76
5748,GET,False,3.71,4.02,1.47
5756,GET,False,3.13,2.81,2.1
5760,GET,False,3.16,2.74,1.87
5764,GET,False,3.82,3.43,1.58
5772,GET,False,2.42,2.7,1.75
5804,GET,False,3.81,2.99,2.02
5828,GET,False,1.66,2.24,1.45
5836,GET,True,2.42,2.13,1.93
5932,GET,False,3.19,3.96,1.33
5936,GET,False,2.56,2.77,1.81
5948,GET,False,3.11,4.16,2.59
5956,GET,False,2.93,2.71,2.22
5960,GET,False,2.85,3.75,1.81
5964,GET,True,3.53,3.11,1.92
5992,PUT,False,2.47,2.9,1.99
5992,GET,False,4.59,2.71,1.82
5996,GET,False,2.51,2.34,1.63
6000,GET,False,2.02,1.98,1.3
6004,GET,False,2.34,3.16,1.5
6004,GET,False,4.47,3.35,1.85
6008,GET,False,6.15,2.15,1.95
6032,GET,False,5.01,3.12,1.96
6036,GET,False,2.63,3.13,1.76
6040,GET,True,2.41,2.94,2.0
6044,GET,False,3.62,2.12,1.49
6044,GET,False,3.22,2.57,1.98
6044,GET,True,6.75,2.95,2.67
6044,GET,False,2.66,2.01,1.42
6044,GET,True,5.2,2.79,1.88
6048,GET,False,3.73,2.39,1.89
6060,GET,True,2.48,3.09,2.23
6088,GET,True,2.42,2.06,1.96
6172,GET,True,3.43,3.24,2.29
6176,GET,False,2.16,2.34,1.46
6200,GET,False,3.58,4.04,1.59
6204,GET,False,2.56,2.53,1.36
6212,GET,True,4.17,2.45,2.0
6220,GET,False,2.63,4.16,1.95
6300,GET,False,2.05,3.54,1.57
6304,GET,True,3.18,2.95,2.36
6308,GET,True,4.44,3.69,2.28
6316,GET,False,2.38,2.21,1.68
6364,GET,False,1.76,2.47,1.66
6376,GET,False,3.23,2.97,1.5
6376,PUT,False,4.15,4.05,1.54
6404,GET,True,3.36,2.78,2.43
6448,GET,True,6.15,2.61,2.38
6460,GET,False,3.57,3.8,1.68
6464,GET,True,4.9,3.73,2.64
6480,GET,False,4.95,2.4,2.43
6520,GET,False,3.39,2.63,1.32
6524,GET,True,3.83,2.32,1.88
6536,GET,False,2.24,3.64,2.13
6536,PUT,False,4.06,3.97,2.16
6536,GET,False,2.46,2.89,1.55
6536,GET,True,2.92,2.36,2.24
6548,PUT,False,2.57,3.14,1.84
6548,PUT,False,5.2,3.22,2.58
6568,GET,True,3.4,3.39,2.45
6568,GET,False,5.64,3.49,1.37
6572,GET,False,2.3,2.02,1.52
6580,GET,True,3.36,2.68,2.61
6584,GET,True,3.08,3.45,2.54
6596,GET,True,2.55,3.51,2.22
6604,GET,False,2.72,1.82,1.08
6604,GET,False,3.97,2.4,1.56
6604,GET,False,4.42,2.82,1.73
6604,GET,False,3.0,2.61,1.72
6604,GET,False,3.56,2.92,1.89
6604,GET,True,2.81,2.36,2.1
6604,GET,False,5.78,2.24,1.82
6604,GET,False,4.52,2.51,1.88
6608,GET,False,2.54,2.63,1.67
6616,GET,True,3.37,2.59,1.94
6616,GET,True,3.21,3.47,2.31
6628,GET,False,2.88,2.6,1.56
6632,GET,False,3.59,2.97,1.52
6632,GET,True,3.49,2.73,1.86
6644,GET,False,3.65,2.24,1.88
6664,GET,False,1.38,1.86,1.17
6664,GET,False,2.2,2.68,1.42
6672,GET,False,1.94,2.37,1.9
6680,GET,True,3.21,3.26,2.07
6680,GET,False,3.19,2.76,1.95
6692,GET,False,2.66,1.92,1.55
6696,GET,True,2.84,2.35,2.08
6700,GET,False,2.28,1.86,1.33
6704,GET,False,4.55,3.29,1.61
6708,GET,False,2.5,1.77,1.34
6708,GET,False,2.67,2.6,2.44
6708,GET,False,3.6,2.49,1.48
6708,GET,False,1.88,3.59,1.71
6708,PUT,False,3.2,2.66,1.87
6712,GET,False,2.3,2.26,1.54
6712,GET,True,3.87,2.68,2.6
6716,GET,False,1.92,3.17,1.33
6716,PUT,False,2.23,2.12,1.35
6716,GET,False,2.69,2.59,1.44
6716,GET,True,4.34,3.34,2.17
6716,GET,False,3.5,2.61,2.03
6716,PUT,False,2.89,2.56,2.25
6716,GET,True,2.68,3.11,2.55
6716,GET,False,2.5,1.77,1.49
6716,GET,False,3.35,2.43,1.79
6720,GET,False,2.17,2.91,1.71
6720,GET,False,2.47,2.0,1.33
6720,GET,False,4.29,3.59,1.99
6720,GET,True,5.87,4.2,2.54
6720,GET,True,3.09,2.83,2.01
6720,GET,True,2.56,3.67,2.37
6720,GET,True,5.24,2.62,2.24
6720,GET,False,2.96,1.97,1.83
6720,GET,False,3.01,2.28,1.69
6720,GET,False,3.04,2.85,1.9
6720,GET,False,1.88,2.3,1.37
6720,GET,True,5.41,3.32,2.5
6720,GET,False,4.08,2.93,1.37
6720,GET,False,2.32,3.16,1.41
6720,GET,False,2.13,2.94,1.67
6724,GET,True,2.68,3.33,2.57
6724,GET,False,3.65,2.7,2.22
6724,GET,False,2.01,3.52,1.51
6724,GET,True,2.87,3.09,1.8
6724,GET,True,6.37,3.24,2.13
6724,GET,True,3.09,3.17,2.16
6724,GET,False,2.06,2.14,1.36
6724,GET,False,3.73,3.06,1.84
6724,GET,True,3.32,2.44,2.48
6724,GET,False,2.53,2.66,1.99
6724,GET,True,4.46,3.1,2.16
6728,PUT,False,2.16,3.98,1.53
6728,GET,False,2.91,2.67,1.89
6728,GET,False,2.65,2.96,1.67
6728,GET,True,2.37,3.57,2.36
6728,GET,True,3.44,3.09,2.61
6728,GET,True,4.69,2.69,2.46
6728,GET,False,2.67,3.48,1.85
6728,GET,True,4.15,3.34,2.21
6728,GET,False,3.49,2.8,2.49
6728,GET,True,2.9,2.2,1.69
6728,GET,True,2.89,2.69,1.9
6728,GET,True,3.21,2.87,2.13
6728,GET,False,1.82,2.36,1.51
6728,GET,False,2.24,3.23,1.87
6732,GET,True,5.95,4.0,2.28
6732,GET,True,4.24,3.09,2.63
6732,GET,True,2.96,2.31,2.27
6732,GET,True,3.65,3.03,2.62
6732,GET,True,2.58,2.69,2.6
6732,GET,False,2.75,2.45,1.75
6732,PUT,False,2.55,2.45,1.73
6732,GET,True,3.34,2.72,2.46
6732,GET,False,5.05,3.87,1.84
6732,GET,False,2.3,3.72,1.44
6732,PUT,False,3.11,2.25,1.9
6732,GET,False,2.96,3.54,1.76
6732,GET,False,3.64,2.02,1.35
6732,GET,False,2.55,2.36,2.01
6732,GET,False,3.7,3.54,2.38
6732,GET,False,3.76,3.29,1.61
6732,GET,False,3.29,2.7,1.86
6732,GET,True,3.74,2.86,2.2
6736,PUT,False,3.27,3.43,2.26
6736,GET,False,3.23,2.82,1.66
6736,GET,False,2.21,2.25,1.76
6736,PUT,False,3.23,1.57,1.56
6736,GET,False,4.71,3.34,1.67
6736,GET,False,2.15,3.06,1.61
6736,GET,True,3.32,3.29,2.37
6736,GET,False,2.89,2.13,1.55
6736,PUT,False,3.08,3.09,2.62
6740,GET,False,2.92,2.45,1.75
6740,GET,False,3.28,2.79,2.05
6740,GET,True,3.98,3.46,2.64
6740,GET,True,4.07,3.74,2.21
6740,PUT,False,3.5,3.73,2.09
6740,PUT,False,3.04,2.47,2.15
6740,GET,False,3.7,3.23,1.98
6740,GET,True,3.86,3.36,2.56
6740,GET,True,2.36,3.21,2.5
6740,PUT,False,2.37,2.8,2.29
6744,GET,False,2.44,2.61,1.53
6744,GET,False,2.51,2.5,1.72
6744,PUT,False,2.41,2.98,2.1
6744,GET,False,2.44,3.93,1.39
6748,PUT,False,5.2,3.03,2.67
6748,GET,True,4.5,3.87,2.42
6748,GET,False,1.72,3.75,2.04
6756,GET,True,3.11,2.86,2.11
6756,GET,False,3.75,3.01,1.71
6768,PUT,False,1.27,1.19,0.78
6768,GET,True,3.38,3.43,2.38
6772,GET,False,3.03,2.03,1.58
6772,GET,False,2.29,3.48,1.65
6780,GET,True,3.74,3.99,1.91
6780,GET,True,2.37,2.73,1.84
6784,GET,False,2.51,2.24,1.98
6784,GET,True,4.49,3.03,2.18
