1377.737,R
215.156,R
2111.203,I
198.282,R
185.85,R
841.03,I
1257.425,I
191.678,R
200.435,R
1078.969,I
1041.485,I
193.093,R
1057.092,I
189.882,R
1016.987,I
187.951,R
1035.05,I
192.332,R
1036.807,I
1076.059,I
208.526,R
1072.66,I
192.011,R
180.448,R
1021.499,I
1001.349,I
989.218,I
187.944,R
989.012,I
999.484,I
187.745,R
959.213,I
972.356,I
944.471,I
184.771,R
998.763,I
945.739,I
184.557,R
176.504,R
175.537,R
176.243,R
176.708,R
177.707,R
175.311,R
953.049,I
181.114,R
922.099,I
913.096,I
910.283,I
179.891,R
175.188,R
884.696,I
881.755,I
191.981,R
902.715,I
180.266,R
175.618,R
886.992,I
883.891,I
889.4,I
179.901,R
913.512,I
180.51,R
887.84,I
181.636,R
888.444,I
886.401,I
903.923,I
863.955,I
868.18,I
180.936,R
175.304,R
867.667,I
866.053,I
179.542,R
862.949,I
864.985,I
946.918,I
183.104,R
917.064,I
181.603,R
174.951,R
866.199,I
857.469,I
866.98,I
179.892,R
846.235,I
185.481,R
174.269,R
177.687,R
173.597,R
172.837,R
173.396,R
837.036,I
177.783,R
831.822,I
176.953,R
173.502,R
173.474,R
174.53,R
822.03,I
831.081,I
182.435,R
172.988,R
173.757,R
838.93,I
822.63,I
828.967,I
178.126,R
822.965,I
837.704,I
178.038,R
173.785,R
172.61,R
177.665,R
170.896,R
172.875,R
170.687,R
172.739,R
791.9,I
176.797,R
786.331,I
183.52,R
810.607,I
197.367,R
816.166,I
804.397,I
190.768,R
804.765,I
175.687,R
804.587,I
800.276,I
798.936,I
173.331,R
170.95,R
178.86,R
839.625,I
245.907,R
167.553,R
168.542,R
774.308,I
1176.503,I
768.373,I
764.473,I
169.048,R
770.968,I
770.639,I
168.961,R
167.317,R
168.168,R
763.768,I
770.618,I
770.024,I
167.278,R
770.147,I
167.983,R
776.771,I
745.356,I
772.059,I
168.064,R
751.896,I
761.029,I
745.549,I
170.07,R
743.147,I
169.004,R
167.647,R
166.941,R
168.625,R
752.565,I
751.061,I
168.88,R
747.954,I
742.969,I
740.704,I
749.314,I
169.13,R
167.55,R
772.823,I
168.228,R
168.002,R
167.581,R
167.734,R
167.674,R
177.256,R
167.68,R
167.527,R
740.792,I
168.207,R
745.206,I
188.903,R
168.827,R
744.654,I
744.0,I
168.783,R
167.499,R
752.845,I
748.619,I
169.165,R
747.499,I
168.627,R
168.126,R
167.679,R
167.675,R
738.066,I
168.793,R
742.831,I
168.305,R
748.688,I
742.606,I
168.288,R
167.374,R
744.321,I
748.636,I
747.298,I
168.898,R
747.641,I
168.536,R
758.971,I
765.863,I
762.672,I
751.951,I
169.42,R
167.964,R
755.151,I
742.662,I
745.9,I
169.076,R
745.007,I
745.214,I
169.068,R
167.806,R
168.365,R
864.455,I
726.282,I
739.721,I
739.978,I
169.186,R
166.75,R
168.113,R
743.848,I
169.531,R
738.703,I
739.236,I
170.412,R
167.96,R
747.581,I
740.839,I
742.168,I
739.287,I
168.83,R
739.321,I
169.389,R
740.619,I
168.972,R
737.59,I
171.04,R
168.294,R
167.623,R
168.199,R
744.734,I
168.401,R
167.824,R
167.16,R
743.128,I
752.051,I
168.815,R
167.471,R
751.438,I
744.068,I
168.56,R
738.654,I
168.813,R
738.609,I
738.522,I
169.05,R
736.762,I
744.63,I
744.353,I
169.059,R
740.894,I
759.021,I
168.984,R
742.02,I
168.14,R
166.648,R
168.149,R
168.124,R
748.118,I
167.822,R
738.084,I
742.281,I
167.922,R
166.711,R
167.84,R
167.102,R
746.85,I
167.794,R
167.776,R
752.843,I
739.199,I
748.738,I
168.839,R
739.24,I
168.564,R
740.437,I
168.449,R
167.122,R
169.026,R
167.635,R
168.385,R
755.459,I
743.745,I
737.931,I
746.053,I
168.425,R
743.209,I
168.773,R
754.473,I
738.848,I
168.68,R
167.075,R
168.564,R
744.133,I
737.305,I
742.673,I
743.983,I
169.249,R
748.337,I
744.186,I
740.354,I
734.596,I
168.429,R
167.742,R
167.501,R
743.933,I
740.247,I
746.225,I
168.641,R
167.49,R
167.915,R
740.47,I
746.185,I
749.676,I
168.372,R
747.577,I
169.014,R
167.727,R
167.605,R
167.818,R
736.885,I
168.571,R
751.807,I
749.792,I
740.9,I
168.933,R
740.336,I
855.902,I
169.156,R
176.731,R
168.702,R
167.789,R
168.035,R
167.684,R
672.152,I
744.737,I
168.631,R
167.19,R
742.731,I
737.075,I
169.023,R
737.145,I
735.49,I
167.823,R
739.356,I
744.15,I
168.677,R
741.847,I
168.411,R
745.117,I
168.902,R
167.583,R
167.129,R
747.243,I
168.633,R
168.476,R
166.717,R
167.733,R
737.962,I
169.033,R
737.072,I
168.971,R
167.558,R
738.244,I
736.624,I
168.441,R
741.033,I
168.893,R
168.1,R
737.032,I
745.804,I
168.642,R
168.177,R
742.021,I
168.924,R
743.531,I
168.627,R
744.797,I
734.342,I
168.549,R
167.843,R
740.744,I
168.454,R
168.04,R
744.335,I
169.492,R
168.441,R
742.225,I
736.476,I
735.766,I
168.601,R
742.634,I
169.223,R
167.404,R
167.173,R
167.789,R
167.951,R
744.011,I
737.354,I
169.09,R
167.419,R
740.544,I
740.801,I
741.674,I
168.24,R
168.825,R
167.84,R
740.812,I
169.192,R
168.212,R
740.836,I
737.321,I
168.238,R
735.194,I
745.973,I
739.327,I
168.301,R
737.584,I
168.453,R
167.342,R
167.804,R
168.427,R
167.615,R
167.754,R
736.973,I
168.79,R
167.69,R
167.334,R
168.594,R
753.673,I
169.001,R
753.053,I
168.616,R
167.583,R
760.011,I
169.059,R
752.115,I
744.775,I
750.139,I
168.848,R
167.186,R
167.494,R
740.358,I
739.666,I
744.758,I
168.888,R
741.029,I
743.788,I
168.465,R
167.492,R
167.798,R
167.755,R
742.911,I
169.185,R
168.553,R
167.857,R
167.432,R
743.336,I
169.039,R
171.099,R
746.245,I
169.997,R
749.042,I
182.601,R
167.68,R
748.594,I
168.095,R
741.284,I
168.611,R
167.565,R
745.542,I
741.9,I
736.652,I
742.804,I
168.146,R
166.721,R
748.565,I
167.725,R
166.974,R
763.584,I
736.841,I
738.474,I
168.551,R
167.452,R
