cpu,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15,cpu16,cpu17,cpu18,cpu19,cpu20,cpu21,cpu22,cpu23,cpu24,cpu25,cpu26,cpu27,cpu28,cpu29,cpu30,cpu31,cpu32,cpu33,cpu34,cpu35,cpu36,cpu37,cpu38,cpu39,cpu40,cpu41,cpu42,cpu43,cpu44,cpu45,cpu46,cpu47
0.112998245,0.060422961,0.018072289,0.072507553,0.027027027,0.036036036,0.606606607,0.045045045,0.493975904,0.057057057,0.177710843,0.181818182,0,0.156156156,0.020958084,0,0.003003003,0.039039039,0.021021021,0.005988024,0,0.015015015,0,0,0,0.006006006,0.033333333,0,0.54954955,0.495495495,0,0,0,0,0,0,0,0,0.581325301,0.576576577,0.54491018,0.605421687,0,0,0,0,0,0,0
,,,,,,,,,5.070548949,,0.359529025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.140848582,,0.179764513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
