0,2069.016,5743.316,2010.113,5632.074,7201.148,6633.673,6536.225,6606.762
1,5723.917,1722.867,5053.917,3816.713,1899.328,2504.332,1011.366,2398.077
2,2459.688,3510.003,2687.757,1534.714,1053.69,2592.853,2566.043,1237.242
3,2349.542,2210.491,1927.071,2718.005,2843.622,2416.763,2117.559,2208.904
4,1704.464,2251.454,1886.226,2147.345,1391.43,2513.076,2190.031,2263.316
5,1606.904,1419.805,2327.915,2451.73,1920.632,3289.959,1385.588,1123.334
6,1878.608,2161.816,2069.066,2376.821,1792.594,2149.004,1186.857,1792.643
7,2533.277,3300.424,1829.92,2844.559,886.349,2558.982,1330.004,2824.743
8,2306.746,2241.894,2014.686,2345.555,1487.976,2606.446,1579.281,2455.787
9,1909.042,1951.879,1855.626,1985.516,2109.474,2263.84,1300.616,1807.393
10,1822.806,2531.321,1861.823,2383.124,1883.824,2302.893,1893.069,2287.947
11,1855.518,2977.884,2125.444,2945.575,1621.284,2884.602,1548.709,2267.91
12,1977.766,2295.275,1498.178,2135.295,1719.257,2143.526,1511.303,2170.551
13,1739.208,2800.529,1829.006,3047.404,1549.432,2791.272,1717.243,2314.379
14,1770.752,2254.651,1959.581,2600.264,1119.851,2935.734,1965.85,1704.996
15,1827.373,3451.743,1855.938,1962.382,1897.808,2710.57,1789.984,1791.8
16,1793.33,1773.487,1839.788,3122.702,1650.905,2185.185,1556.902,2008.368
17,2016.794,2246.597,1727.398,2418.372,1525.857,2457.861,1839.949,2112.509
18,2103.338,2775.956,2134.295,2477.917,1773.231,2623.718,1760.484,2204.439
19,1591.907,2128.893,1708.318,2281.958,2002.968,2991.864,1595.046,2217.419
20,1642.923,3076.72,1703.925,2578.722,1872.476,2114.176,1585.145,2111.903
21,1359.291,2268.265,2102.925,2502.28,1583.392,2695.296,1621.49,1972.047
22,1553.332,2677.326,1855.197,2368.751,1655.986,1547.62,1376.374,2373.899
23,1862.587,2376.185,2376.064,2745.498,1474.344,2947.086,2058.209,2292.671
24,1617.842,2053.152,1657.295,2448.412,1740.252,2365.793,1543.629,1896.426
