0,823.51,1120.738,1024.685,1699.932
1,1033.319,621.59,737.322,1087.939
2,937.693,1105.072,1008.924,1051.852
3,949.576,1041.319,944.132,1082.548
4,934.905,1037.816,1009.866,1076.47
5,943.857,1104.834,1060.624,1027.095
6,972.272,1008.757,1051.755,1003.39
7,978.759,1048.521,1002.345,1134.87
8,954.31,1137.615,925.852,957.729
9,891.63,1076.485,781.1,1039.939
10,1053.923,1046.949,1035.565,1153.942
11,869.728,1101.009,1138.019,987.92
12,937.402,1025.012,1013.225,1011.132
13,980.827,979.864,1006.297,1012.397
14,993.298,1007.594,1005.233,1005.327
15,1003.319,1006.501,1007.88,1018.345
16,1010.382,1014.963,1001.334,987.525
17,1017.469,998.616,1010.539,1018.368
18,1007.005,1002.271,1012.151,1009.179
19,1006.913,959.574,979.466,1028.001
20,938.838,1067.656,989.372,1228.234
21,1059.035,963.261,1017.234,1131.915
22,970.153,1005.834,941.746,1125.965
23,1040.466,728.098,845.15,992.077
24,1057.728,1052.516,1066.699,928.059
25,1056.177,1021.381,1012.1,1018.281
26,1067.792,1005.572,911.868,930.251
27,1004.542,1009.282,1011.372,1119.249
28,997.978,1000.949,1010.884,1029.058
29,1010.223,1014.344,1038.753,1040.705
30,989.51,1004.012,983.035,966.478
31,987.95,1030.797,1098.673,957.725
32,1029.631,1016.239,944.557,966.924
33,1062.197,1013.438,979.832,1038.478
34,1010.265,1005.146,951.857,1101.941
35,1007.098,999.476,1036.463,1079.028
36,963.601,1024.46,1151.929,1006.223
37,1017.922,1022.519,1018.264,1031.102
38,1021.567,1000.799,1030.648,1014.969
39,993.646,1005.246,1042.151,971.259
40,1017.592,1017.637,1018.304,984.954
41,1018.977,1014.154,916.485,1043.556
42,1058.292,1019.326,1034.822,900.925
43,971.595,1025.999,1014.084,997.135
44,1057.871,999.044,887.847,1072.089
45,1004.138,997.664,996.794,1015.578
46,1000.904,1013.506,1078.608,1093.522
47,997.274,1011.228,1020.305,964.085
48,999.401,1012.431,1094.99,997.215
49,1029.633,1022.423,1019.479,1053.594
50,1018.315,1003.107,923.122,1009.238
51,1007.573,1007.157,1109.825,1016.304
52,1005.201,1003.052,1005.373,945.302
53,1005.559,1005.469,1014.837,1015.229
54,1025.067,1004.52,924.595,1043.519
55,1004.653,1008.921,1020.028,1048.348
56,1016.29,1012.828,1005.023,989.364
57,996.119,1001.14,1083.703,1028.347
58,1012.409,1005.271,982.696,1026.774
59,1003.161,1002.49,1040.403,943.364
60,999.581,1014.955,1005.93,1073.898
61,1029.068,1005.504,939.621,986.0
62,999.809,1007.846,1084.402,1015.615
63,1013.572,1005.606,997.398,1017.803
64,992.12,1008.875,1018.89,986.943
65,1010.334,1005.12,993.383,1032.478
66,1027.112,1010.991,964.217,1037.663
67,993.33,1026.763,1080.466,944.306
68,1009.191,993.862,993.651,1048.111
69,1031.534,1009.626,1013.034,1019.807
70,1000.691,1005.588,1025.219,999.933
71,993.475,1005.492,1030.326,999.583
72,1032.5,1019.338,987.573,985.105
73,999.277,1002.955,973.024,1003.542
74,1026.455,1001.807,944.665,1033.775
75,997.215,1011.538,1095.699,974.08
76,1012.141,1010.646,1014.447,986.27
77,1027.277,1019.312,931.146,973.874
78,1030.197,1011.19,1028.285,991.475
79,1010.78,1007.268,1003.068,1178.784
80,994.835,989.687,932.382,958.614
81,984.01,1030.509,1199.158,936.485
82,1022.052,1021.668,901.944,1135.394
83,1040.446,1022.736,902.427,977.864
84,972.179,992.646,1232.303,1049.702
85,1024.0,1033.408,910.759,931.103
86,981.625,993.301,1115.595,1090.502
87,1048.015,1006.16,902.27,935.129
88,1006.042,1019.318,1104.013,1064.376
89,1016.949,1009.04,926.347,967.949
90,1017.017,1009.818,1020.229,989.309
91,1012.515,1014.966,1034.434,1060.403
92,1025.045,1006.714,973.854,1029.803
93,1005.287,1004.585,1029.004,1039.866
94,981.486,1011.401,1088.536,1006.41
95,1017.055,1013.951,1015.139,934.097
96,985.568,1005.733,992.795,1054.423
97,1055.331,1005.242,915.954,965.113
98,989.008,1018.283,1048.794,1007.318
99,1021.845,1016.637,1036.206,1037.127
100,1045.188,1022.898,988.805,1022.544
101,980.121,1008.549,980.214,989.2
102,1003.522,1008.514,1096.974,1014.544
103,1014.463,1015.963,956.415,1027.076
104,1023.359,994.32,1056.704,977.649
105,975.906,1027.229,1028.254,1067.316
106,1031.224,1007.468,949.005,1039.592
107,993.523,1011.221,1013.727,1015.155
108,1029.942,1018.443,1092.623,926.892
109,998.593,1017.98,984.866,1061.057
110,1011.217,1014.374,956.103,993.332
111,1023.627,1016.001,1086.363,1036.182
112,1062.912,1021.81,998.891,1062.894
113,967.512,1001.57,1033.61,1011.512
114,1012.229,1025.002,1087.037,990.349
115,1012.788,1020.279,936.527,963.985
116,1015.88,1014.664,964.831,1039.051
117,1012.169,969.178,1001.828,1033.579
118,1024.26,1047.841,1082.336,1020.663
119,984.673,1010.116,954.191,1007.762
120,999.991,1015.473,1000.647,1023.063
121,1026.243,1005.733,1021.649,969.863
122,1001.883,1008.337,1018.818,1031.218
123,1008.023,1016.454,1011.356,1030.579
124,1002.185,1001.661,1016.155,978.423
125,1033.452,1010.894,1008.068,1029.212
126,971.082,1007.571,1017.063,1033.433
127,1028.074,1006.825,993.742,1011.748
128,1003.261,1008.602,1028.565,992.169
129,1002.938,1017.49,1000.541,1025.799
130,1021.191,1010.875,1002.8,1026.568
131,1013.165,1015.15,1035.534,1014.201
132,999.375,1012.672,1019.004,963.258
133,1016.928,1011.132,1001.203,1038.605
134,1033.217,1004.624,990.304,989.531
135,995.067,1010.696,1028.862,1083.141
136,996.857,1003.954,1036.941,950.807
137,991.36,1013.243,1071.977,1029.223
138,1050.808,1018.558,923.057,1025.833
139,980.822,1002.098,1025.248,1039.27
140,1010.332,1009.429,1088.492,972.534
141,1010.361,1009.086,1014.827,959.832
142,1010.418,1019.983,908.356,1043.5
143,1036.506,1003.964,1018.434,980.032
144,1003.595,1016.304,1007.137,1057.148
