0,3940.643,6006.331,3847.439,8440.139,9343.928,8367.624,12517.295,5940.279,13218.445,13185.776,9628.933,11322.643,12317.975,11133.264,11026.174,12399.916
1,8059.933,5374.128,7505.326,4924.493,4076.207,4971.167,3275.31,7351.164,2718.291,4299.849,3181.107,7275.86,3648.129,5279.446,5618.686,4142.439
2,5904.902,2840.828,2762.539,4213.256,3071.996,2868.084,1776.381,2972.604,4072.21,4781.732,4034.766,4177.354,4684.151,4356.252,4348.597,4125.37
3,4220.454,3729.227,5028.903,2869.109,3510.225,3802.504,3599.534,3263.929,2552.506,4463.61,4327.722,4292.341,3785.457,5076.093,4634.831,4982.54
4,5961.735,5457.212,6118.987,4639.573,3073.878,5084.25,3443.181,4169.008,5180.762,4037.915,3264.919,4268.647,3829.963,4430.534,4369.751,3137.877
5,3455.471,4207.625,4432.863,3857.121,6018.112,3891.449,3979.867,2613.258,3069.939,2856.658,3830.555,4063.086,4266.248,2985.813,4582.329,4783.447
6,4904.252,5146.369,7300.163,4547.506,3979.599,8560.617,3013.434,2298.464,2049.614,3233.809,4741.084,4812.753,2342.701,4087.317,3836.74,5029.046
7,3526.359,4180.858,5432.594,4802.709,4417.735,5092.506,2623.551,5711.804,3497.075,3264.468,2377.509,3919.74,2404.219,5185.231,5454.656,4622.563
8,4545.53,6248.771,5221.55,6964.985,4729.916,4519.64,3682.922,3228.263,3479.161,3663.495,3608.726,5233.149,3597.404,5030.078,6865.914,4785.24
9,4177.369,6105.088,4008.55,6888.765,4764.637,5715.802,5091.561,3823.109,3477.202,3799.003,3296.049,4813.66,2634.74,6401.835,3089.42,5038.072
10,5493.673,5765.738,4842.955,4723.336,5789.01,4039.089,3941.563,3168.187,3002.769,3336.139,2740.362,4394.2,3916.67,5178.966,6161.461,5026.104
11,3435.711,5394.755,3642.216,7824.812,5342.173,6332.456,2886.888,3209.148,2890.777,3620.342,2887.07,4170.78,3202.44,7072.462,4629.831,3719.257
12,4529.953,5469.498,4997.387,6365.574,2336.917,5161.548,5021.748,2503.246,2604.695,4294.508,3101.493,4440.099,3736.112,5462.253,6490.603,6067.395
13,3540.099,5642.8,5594.571,6112.25,5529.443,5070.771,4122.499,3667.539,3388.246,2476.618,3790.567,3389.582,4540.858,4513.14,5953.274,5340.447
14,5706.45,5207.173,4900.649,4956.392,5469.319,4892.154,1503.123,2295.454,3962.075,3953.058,4544.483,3344.244,2838.737,5962.394,6093.86,3722.929
15,2706.865,4849.918,5898.773,5859.165,5508.911,8292.472,3355.203,3603.078,2824.999,3171.078,3772.264,3093.76,2469.149,8300.143,4110.947,5626.813
16,4045.567,5926.919,4843.87,7027.72,5802.558,3335.428,2937.416,3593.663,3096.2,2859.175,2823.135,3055.239,3622.804,8422.277,6889.35,4404.584
17,5005.248,5336.528,6160.027,3712.644,4949.805,6241.306,3746.792,3806.973,3418.559,4498.048,3041.369,2835.353,2421.5,5584.655,3369.754,4841.379
18,4703.037,4041.71,5744.531,7622.324,3947.144,5825.227,3205.428,2425.381,2774.1,4530.093,3761.839,4043.701,2975.76,4162.572,5555.695,4998.564
19,3647.239,5516.35,5152.376,7279.853,2920.747,4949.094,2645.031,3416.015,3716.386,3542.298,3084.789,3452.806,2172.1,4873.599,6135.537,5353.737
20,6947.263,5629.955,4049.227,4252.322,5616.825,9322.325,4060.338,3160.79,4979.612,3731.679,4141.868,4010.259,4130.774,5328.792,5952.762,3496.539
21,2375.968,6548.865,5662.874,5708.154,5551.653,7754.399,2898.458,3620.622,2003.679,3391.0,2342.195,2919.594,1935.68,5749.877,4818.025,7769.941
22,3301.913,5091.069,4732.314,4384.431,4909.773,8525.487,3133.111,2251.698,3099.954,3895.531,3197.402,4120.178,2793.074,3943.838,4846.941,6009.868
23,3893.779,4917.453,5053.382,6543.684,4751.294,4640.383,4652.47,3980.676,5112.779,2354.919,4615.652,2944.31,2785.627,6126.254,7545.891,4887.175
24,3960.682,7267.19,5598.222,5582.088,9101.162,6986.357,2809.584,2310.91,2095.294,4826.603,3779.596,3204.527,3571.907,4366.524,3609.263,6251.807
25,4535.386,3689.484,3450.606,4102.307,4394.62,5772.229,3698.302,3421.76,3105.452,3692.88,3249.775,4889.198,2392.191,5720.242,5464.151,4762.045
26,5626.247,5026.361,6838.312,5776.288,4689.953,6336.353,4100.47,3477.52,3056.173,3749.168,4219.892,5208.451,2860.465,5358.742,4414.934,5951.592
27,3078.923,6601.876,4999.207,4586.341,8951.132,6264.072,3781.044,2570.478,4077.899,3198.917,3459.505,3258.27,2898.05,5560.215,6050.455,5827.517
28,3468.564,6319.578,5325.77,5542.481,5816.816,5329.112,3760.42,3428.436,2928.343,2620.764,2571.225,3571.056,3075.653,5786.028,3737.364,6083.908
29,7720.5,8491.351,5884.164,4038.731,5866.012,5298.794,2772.879,2416.008,2886.339,3302.843,2838.661,3313.219,3168.268,6623.179,6620.753,5273.202
30,6048.136,5061.801,7628.003,4875.768,3579.266,4066.757,2714.126,3169.613,2619.964,3243.186,2790.948,3271.849,4259.811,6706.343,5312.28,3757.949
31,2811.36,4937.474,5830.538,4377.311,4074.6,5073.848,3352.315,3990.711,2949.275,3574.829,2696.295,3788.018,3279.398,5105.3,5078.331,5578.805
32,5776.69,4165.296,3723.968,5691.53,3579.565,6040.374,2884.333,2683.217,3189.845,3925.883,3725.872,3233.366,2624.188,5824.507,5807.462,4601.337
33,3160.894,5275.834,5607.609,6890.304,3936.33,4867.053,2972.93,3650.486,2940.165,3269.49,2683.299,3347.808,3303.064,5351.213,6913.631,7323.587
34,2376.164,5740.478,4858.885,2956.522,2967.361,7923.314,4281.275,2949.822,3216.135,3153.118,5182.685,3813.592,3241.215,4661.849,4008.392,3172.968
35,3692.189,3995.527,7255.713,4495.619,3730.892,5103.974,2509.634,2751.405,3873.872,3489.509,2126.506,2444.558,2878.743,5503.06,5711.147,3963.982
36,3512.039,6284.66,6319.111,5813.32,5458.88,5995.124,3248.435,3047.539,1854.302,2882.321,2457.762,4912.846,3624.052,6577.632,5071.2,5929.064
37,5797.047,6577.463,4354.174,5365.456,4557.731,5996.113,3587.56,3810.881,2189.151,3273.307,3151.745,4370.731,3023.131,5067.634,5991.877,4029.811
38,3600.476,6277.288,4569.762,5778.137,6554.655,6653.507,4067.18,3226.715,3396.99,3228.399,2570.044,2841.727,3324.322,5719.214,5439.083,4594.996
39,5031.491,6377.558,6848.512,4772.078,3648.868,3356.645,2827.557,2893.039,2887.476,3935.176,2669.286,4162.527,3718.706,3209.622,6217.807,4889.374
40,3684.531,5713.244,5278.101,4685.569,4293.438,4838.635,2958.488,2513.157,2548.235,2779.635,3036.945,3972.116,3025.905,10041.866,7231.398,3172.204
41,4960.251,5411.603,4856.433,6419.47,4270.914,7368.291,2795.744,3112.172,3025.034,3917.077,3395.599,5535.649,3077.503,2620.378,5047.564,4195.168
42,4102.334,5858.668,4778.285,5072.071,3806.784,3937.488,3425.008,2953.261,3415.82,2758.893,2482.914,3546.97,2805.292,4555.731,3625.226,4955.326
43,3464.879,7038.515,7704.152,4286.365,5410.379,4555.993,4162.323,4122.21,1874.499,3689.319,2535.755,2562.974,2903.0,5947.035,6500.056,3668.19
44,4100.026,6951.871,4087.533,6659.401,2823.81,6354.863,3490.233,3413.636,4253.6,2353.172,2411.999,3078.008,2517.23,6383.879,5026.354,4325.714
45,3686.195,5851.1,4075.291,6192.862,4584.374,5767.349,3472.286,2343.691,2590.182,3826.231,4432.89,3644.616,3340.243,5908.115,3899.352,3874.689
46,5012.029,5387.853,5050.716,5373.995,4330.302,4579.937,3249.865,3549.276,3878.58,2459.654,2705.319,4551.5,3003.806,3494.517,5503.048,3519.102
47,5351.308,6876.053,5908.731,4847.86,3262.167,6479.658,3317.948,3040.43,2492.293,3615.299,3242.878,3847.369,2763.95,5097.348,5280.827,3998.787
48,4121.963,6947.5,6324.761,3958.135,4646.215,3290.105,3489.255,2447.15,2320.822,2762.799,2717.923,3523.378,5356.992,4357.391,6855.02,4543.437
49,4467.124,6016.542,5250.611,5376.863,4040.228,5359.67,3711.219,3948.011,3455.658,4253.649,3576.809,4106.608,3979.411,4766.184,5767.781,3435.519
50,3799.028,6250.445,3601.842,4793.278,2896.559,6261.365,3345.581,4217.925,3381.93,3266.865,3000.18,2913.558,3220.121,5369.103,6349.972,5651.642
51,4249.738,4288.048,5292.794,5334.448,3719.484,6553.481,3368.301,3308.065,2356.149,3560.309,2833.755,2863.866,3258.478,6189.79,5473.492,3860.211
