0,144.864,114.905,223.527,211.597,604.384,440.614,296.254,356.802,604.825,634.299,730.104,1066.749,389.239,1052.871,680.752,868.419
1,47.123,141.535,78.273,118.513,892.042,1266.596,691.546,1005.223,282.589,478.024,885.953,559.043,549.506,494.857,425.577,537.564
2,43.96,129.847,173.358,154.392,1670.943,524.48,965.795,520.022,521.079,946.184,419.409,491.241,319.748,424.824,486.59,461.27
3,56.064,307.065,219.418,204.012,685.371,426.425,456.187,551.66,977.957,596.045,484.428,572.298,312.968,592.735,598.508,700.448
4,50.033,258.833,175.426,142.819,526.504,392.264,428.382,480.386,473.621,498.046,612.177,454.56,365.894,397.343,481.384,528.595
5,44.076,146.075,176.929,126.305,471.804,427.361,381.305,759.4,425.202,488.477,453.28,401.76,310.373,431.202,513.204,511.41
6,43.491,209.194,792.27,939.186,529.747,432.753,368.806,551.779,600.67,491.139,574.85,593.991,616.52,466.337,506.968,522.816
7,44.193,212.63,1680.544,366.125,551.889,412.217,598.954,460.891,401.689,447.253,504.223,501.86,379.518,484.002,687.729,436.566
8,59.993,251.148,537.998,824.739,506.846,501.572,367.193,478.322,545.246,461.441,477.419,419.872,329.914,574.342,577.57,501.313
9,184.444,277.837,389.508,352.097,599.475,379.177,446.601,417.099,477.984,488.67,500.286,461.115,343.233,404.981,469.38,481.777
10,136.74,475.861,470.751,386.616,381.69,462.762,414.644,440.397,442.926,415.949,425.091,424.058,746.793,429.561,464.561,454.13
11,345.306,1058.572,437.884,481.331,421.414,469.962,460.049,521.963,454.096,424.779,462.258,440.216,358.78,448.255,429.299,521.606
12,156.74,574.75,535.973,640.098,452.84,486.914,415.241,493.056,421.771,477.276,425.394,417.312,358.902,469.25,444.532,659.725
13,116.246,496.606,446.678,437.548,528.881,532.268,483.857,452.388,451.263,528.566,490.498,454.403,377.043,412.181,460.112,478.453
14,215.992,454.82,488.018,436.039,464.895,499.481,478.034,453.767,459.078,442.638,497.651,553.183,357.022,441.836,451.006,397.364
15,220.853,355.311,567.255,447.761,467.42,422.139,405.89,502.411,445.682,461.402,467.684,537.533,425.615,443.687,429.366,447.504
16,215.54,512.619,395.412,575.969,382.095,452.984,501.86,535.809,467.201,512.183,439.865,452.646,499.513,410.193,427.875,398.324
17,311.182,828.315,437.399,327.835,436.67,511.123,533.905,413.865,476.92,501.208,488.218,447.307,313.755,449.164,530.832,495.575
18,1257.315,383.582,466.835,423.306,508.907,369.05,615.087,465.897,437.355,433.86,451.18,359.804,280.122,473.878,491.889,516.281
19,424.712,380.77,473.858,400.559,463.552,407.708,464.943,468.548,468.546,407.233,388.893,419.683,338.669,462.982,442.962,396.836
20,590.203,452.666,454.444,471.305,639.851,417.627,474.915,460.668,480.574,489.856,570.069,391.225,373.375,426.348,366.207,436.632
21,502.296,461.235,369.833,390.362,429.761,445.639,423.291,472.892,490.673,440.542,378.265,469.404,314.991,409.034,471.459,373.21
22,493.841,378.987,434.613,401.671,438.941,391.048,427.02,479.716,547.186,478.252,381.937,403.605,359.224,489.186,396.387,412.23
23,546.487,394.93,426.353,434.118,373.514,388.391,431.898,454.555,435.564,421.835,402.793,418.204,415.15,466.375,445.135,502.03
24,607.729,513.1,447.063,465.722,550.839,422.227,470.992,481.714,369.535,499.455,464.214,490.196,480.16,415.028,508.181,1019.846
25,464.218,458.268,474.129,439.095,848.95,462.108,482.937,521.803,389.15,424.093,380.963,783.773,419.82,964.044,868.134,466.683
26,704.819,456.892,486.732,412.702,531.591,503.323,464.875,771.454,383.093,371.905,905.313,476.391,358.384,606.892,434.504,619.277
27,508.543,457.75,399.457,438.266,473.983,431.387,433.784,478.742,390.16,725.538,505.53,457.52,347.969,491.12,420.804,585.211
28,553.132,416.662,414.492,442.271,499.063,398.981,923.155,544.662,931.151,484.306,451.227,426.466,379.501,574.983,442.958,666.599
29,486.277,402.942,494.058,465.477,445.344,674.666,466.384,628.091,449.251,464.091,561.669,555.813,360.261,598.282,495.269,580.491
