0,85.393,947.465,360.754,155.966,241.151,342.208,193.511,309.714
1,42.788,223.852,106.725,105.521,504.111,241.285,183.648,433.648
2,40.938,118.013,804.419,155.665,1004.232,753.035,206.458,360.678
3,40.721,93.059,902.063,128.331,269.104,332.091,198.9,425.721
4,62.024,185.723,889.791,119.166,269.121,380.893,317.814,452.145
5,47.535,220.803,362.682,176.486,555.891,383.142,390.043,345.327
6,41.101,241.863,355.148,270.917,337.109,404.102,290.394,289.464
7,41.353,157.739,310.624,169.515,369.18,440.791,322.582,310.419
8,41.36,330.145,251.055,483.141,457.018,391.077,339.247,295.285
9,41.515,180.651,366.424,990.809,342.733,499.372,270.22,328.676
10,40.89,153.077,430.37,347.13,311.075,319.884,275.419,325.62
11,604.438,132.386,309.745,283.395,350.059,297.549,264.39,568.448
12,114.098,273.523,326.963,341.158,307.953,338.397,247.186,365.547
13,64.229,152.208,233.15,286.425,284.89,332.195,235.031,421.093
14,62.941,207.786,261.188,305.409,278.286,309.029,212.535,325.806
15,147.329,234.077,258.984,433.64,334.04,331.986,279.865,340.333
16,191.055,195.386,243.147,310.669,290.512,333.965,287.316,467.052
17,91.301,224.994,257.046,324.49,350.029,332.727,546.099,354.713
18,134.703,369.651,258.843,261.145,349.517,281.082,357.337,330.62
19,79.316,248.491,320.45,284.326,291.658,218.341,242.496,232.49
20,1157.97,296.993,296.488,264.48,351.88,393.477,247.972,227.395
21,198.924,320.857,261.603,366.296,425.846,328.192,256.374,211.524
22,731.57,257.061,249.475,347.533,309.951,255.989,289.174,187.465
23,382.684,246.497,317.474,327.947,205.003,284.763,239.421,218.564
24,275.725,311.309,223.06,305.092,298.029,302.043,217.683,229.225
25,349.537,238.559,219.138,263.799,235.42,247.134,238.262,305.596
26,308.21,235.554,277.172,248.433,218.664,249.424,204.553,208.586
27,299.21,225.111,317.256,390.711,227.559,341.037,200.243,222.55
28,409.889,269.135,264.984,350.725,204.592,231.594,228.546,193.789
29,351.204,301.567,202.681,454.775,323.257,198.975,206.344,215.958
30,307.169,287.908,240.706,328.97,223.357,196.845,201.947,278.87
31,228.52,270.01,251.197,235.993,252.239,202.119,203.308,199.285
32,297.694,346.058,225.357,274.012,213.936,223.28,195.526,260.688
33,324.207,224.106,202.031,260.926,220.646,206.627,287.751,230.047
34,319.661,261.896,243.084,203.669,218.504,177.184,232.559,230.731
35,343.566,256.735,184.919,201.836,211.621,222.485,226.087,302.196
36,306.499,293.58,229.011,230.982,193.831,258.56,243.48,572.612
37,417.156,271.771,188.041,206.087,268.185,233.298,255.625,306.059
38,270.808,263.468,179.808,313.026,244.378,180.899,221.532,412.013
39,331.095,301.013,237.88,246.256,278.046,212.94,247.631,277.619
40,279.54,196.413,184.85,224.503,245.38,173.023,193.256,265.052
41,232.502,262.629,182.049,278.093,226.906,532.143,206.938,307.19
42,230.922,220.702,181.878,240.44,534.99,277.87,192.432,290.918
43,279.005,207.527,202.812,271.058,293.587,298.917,188.156,284.558
44,303.663,203.624,181.558,244.688,343.779,202.498,202.976,349.157
45,303.792,223.163,203.408,284.532,243.728,314.877,230.36,278.512
46,190.03,267.046,252.792,228.341,251.637,256.027,189.071,350.898
47,254.651,230.972,249.499,249.06,261.175,250.88,569.966,315.535
48,216.493,192.088,175.572,252.305,224.249,297.456,259.889,282.98
49,223.967,180.587,534.732,660.806,300.518,261.038,317.183,246.786
50,221.625,187.558,300.019,321.235,281.127,283.569,257.268,307.004
51,251.455,170.735,257.622,214.228,273.091,251.793,237.958,312.869
52,273.568,240.979,219.675,218.504,241.423,299.143,231.825,298.481
53,251.746,212.124,279.193,257.869,286.711,300.358,274.773,296.811
54,273.52,217.254,255.546,326.925,271.897,243.075,231.2,246.037
55,212.736,218.662,259.335,253.005,239.015,230.46,244.755,289.63
56,212.753,170.864,280.336,273.126,260.338,232.877,306.379,261.059
57,216.099,184.282,278.97,254.857,264.789,276.116,318.033,244.28
58,281.819,210.133,353.464,278.284,244.266,302.237,279.675,274.865
59,257.596,238.352,250.985,274.551,257.182,221.709,206.7,313.406
60,223.653,185.031,376.045,230.925,255.064,260.39,256.537,282.182
61,584.055,577.323,298.218,240.351,329.915,289.764,245.059,256.813
62,697.548,262.835,257.007,222.029,295.191,280.357,255.462,279.265
63,262.178,300.871,271.383,255.744,245.537,253.787,205.413,269.448
64,294.292,252.595,221.564,269.658,263.023,306.798,207.221,235.964
65,270.906,243.35,271.372,272.676,220.793,231.97,257.857,432.818
66,281.864,250.095,281.889,290.6,239.781,287.029,313.618,272.603
67,299.603,248.668,222.837,182.872,264.458,292.319,239.965,342.052
68,315.584,203.899,255.141,296.273,256.42,242.425,246.438,227.34
69,309.208,278.901,281.938,335.393,259.31,241.528,220.706,279.768
70,304.432,230.792,331.624,250.845,245.183,338.378,292.928,222.495
71,343.653,234.372,405.88,310.802,276.632,316.207,289.713,254.188
72,261.975,248.594,239.367,251.112,298.046,252.253,246.15,238.342
73,306.264,218.112,221.863,282.035,270.567,202.659,254.902,349.009
74,261.013,234.895,277.263,287.673,253.856,269.319,298.006,284.949
75,332.423,251.099,259.565,251.648,248.398,287.359,246.732,311.524
76,305.943,217.794,276.846,251.106,319.807,235.766,278.152,316.273
77,289.001,302.285,290.088,376.861,329.615,232.722,300.76,273.414
78,270.897,215.611,350.882,334.941,241.396,237.158,230.402,264.643
79,294.509,273.553,238.336,262.877,297.623,216.015,356.706,298.877
80,366.739,272.882,267.075,300.374,327.373,337.264,234.877,268.853
81,254.859,241.339,303.828,313.88,248.558,205.142,231.282,308.595
82,231.381,217.55,233.621,295.276,258.886,294.749,214.297,289.964
83,272.13,267.022,207.902,262.122,286.76,254.056,226.924,265.252
84,278.21,260.622,219.962,228.004,277.812,223.601,258.134,280.088
85,261.806,248.253,240.36,227.061,231.491,241.884,247.452,269.223
86,255.348,227.688,238.624,381.626,262.376,261.574,273.38,240.651
87,322.314,244.365,313.367,348.263,288.229,234.768,186.943,341.829
88,242.774,234.635,292.402,274.453,370.606,241.726,280.193,257.124
89,291.97,301.999,200.733,284.421,261.737,314.852,216.943,303.543
90,412.968,248.03,259.816,249.152,270.292,223.396,284.473,248.444
91,298.269,266.347,242.153,283.915,278.906,289.96,275.66,274.355
92,266.098,312.544,274.236,218.329,269.306,215.562,220.861,262.246
93,253.809,240.396,270.997,271.484,283.399,303.75,262.73,265.287
94,304.908,287.262,278.331,360.266,326.934,239.451,289.558,230.437
95,240.867,187.246,288.839,222.592,245.245,242.4,262.997,281.948
96,324.09,319.914,316.492,255.596,285.354,256.113,246.563,249.183
97,311.259,249.287,255.796,306.548,269.301,228.132,246.844,228.322
98,339.895,248.639,204.053,253.346,265.35,249.369,202.102,225.646
99,285.167,216.006,278.237,301.22,269.737,338.32,219.063,807.42
100,261.365,244.893,255.576,252.025,270.426,271.56,292.006,323.67
101,266.866,261.81,264.823,227.573,331.133,273.175,287.894,330.039
102,260.317,318.376,231.007,253.048,229.252,325.982,208.915,214.964
103,348.958,221.316,236.242,272.921,230.563,261.601,240.945,265.23
104,363.192,266.23,263.508,316.652,216.402,211.541,228.685,260.104
105,318.101,292.059,309.739,274.154,227.933,246.285,269.631,227.245
106,254.716,209.243,270.789,300.783,245.685,251.513,215.26,252.076
107,314.863,274.567,289.818,355.191,217.772,764.389,310.738,230.317
108,291.368,209.328,255.571,236.744,214.899,187.402,280.794,225.791
109,297.721,249.421,182.723,215.766,297.951,175.898,224.366,236.577
110,272.415,233.627,254.758,301.661,236.592,201.652,255.75,236.706
