0,1039.493,1969.409,4926.548,2614.245,2525.123,4435.259,4699.356,4207.614,3366.568,3726.129,3226.134,3173.4,2562.547,991.008,923.873,2651.744,,
1,1460.955,2018.863,1361.954,1432.58,1520.476,1054.111,589.099,996.389,1090.796,618.689,872.725,1374.874,1120.287,1485.481,782.073,1042.042,,
2,1788.283,2601.044,892.603,341.361,1255.369,931.031,762.094,636.363,714.727,1214.565,687.042,1047.939,836.661,755.184,1050.766,1099.88,,
3,578.963,839.137,968.113,1392.705,939.651,953.219,1219.926,694.359,1065.844,1024.772,777.873,802.089,1296.917,867.359,944.849,1075.142,,
4,2142.148,1040.271,880.227,1420.199,863.565,903.89,988.837,1033.623,980.192,1098.22,968.06,1187.64,1457.842,1184.144,814.288,988.161,,
5,945.839,1108.83,3282.94,1000.409,1186.735,856.803,1122.428,1108.989,1000.034,1410.755,764.796,1253.423,1341.5,1000.003,1061.213,641.444,,
6,1145.34,1194.403,881.183,760.83,1201.606,643.095,1382.609,987.285,1066.546,1167.438,866.5,1263.436,1172.204,870.079,1170.819,573.455,,
7,1182.979,1071.684,777.185,998.835,1319.174,780.833,1398.723,722.161,851.535,1041.919,925.919,1275.762,1370.589,710.833,1411.766,590.34,,
8,1409.609,1240.274,867.296,993.671,1168.477,728.454,1115.523,648.816,870.954,990.774,920.206,1421.663,1062.338,869.232,1329.555,986.356,,
9,1269.339,1259.373,889.067,882.11,1124.252,871.915,1153.094,522.305,1112.357,909.073,915.938,1158.909,996.181,713.067,1326.749,577.159,,
10,1363.229,1413,1058.164,1577.568,1164.177,804.548,1113.525,821.513,872.351,1084.771,869.995,1254.39,1132.34,803.405,1475.634,948.054,,
11,1359.513,1136.832,863.758,1278.637,964.999,650.241,1382.995,721.551,1087.983,955.561,775.423,1492.253,1040.102,920.074,1176.166,957.366,,
12,1068.105,1304.544,938.505,1110.752,1083.154,904.38,1166.549,1061.405,1043.083,1156.347,1069.784,1034.222,1203.581,863.137,1263.56,845.942,,
13,1175.063,1350.145,734.035,925.706,1282.782,786.553,1124.89,997.499,835.557,1117.605,757.816,1048.121,1130.274,836.578,1251.015,947.151,,
14,1061.537,1313.442,944.589,1052.043,1324.785,810.727,1280.766,828.334,956.389,796.552,707.877,1287.604,1163.123,967.933,1156.361,1095.602,,
15,1253.61,1166.674,824.056,973.337,990.354,1023.068,1191.676,832.121,1263.566,1468.995,883.58,986.361,1159.124,816.844,1391.089,699.73,,
16,1180.866,1043.207,1089.084,910.336,1061.29,838.311,1147.875,947.839,1090.526,1168.73,960.909,1147.251,1038.981,993.424,1346.029,984.51,,
