0,2360.261,2331.033,8942.887,3119.14,9957.091,2272.291,7071.779,8209.416,9220.869,8606.338,6793.319,6827.498,7174.406,7064.596,4732.202,4402.703,5322.564,4287.505,3216.629,4059.837,,
1,5529.094,7752.807,1823.565,6720.938,1704.73,5196.873,4141.156,3719.447,718.489,1629.439,1532.546,805.264,632.189,600.448,1113.491,1292.017,641.811,676.53,811.115,3495.812,,
2,5147.918,4357.061,920.046,2957.779,1766.109,3253.448,1769.832,2201.386,1559.362,1174.774,1386.653,949.337,1480.398,1468.02,1246.47,1674.165,1524.389,3290.644,1779.548,1304.348,,
3,1532.026,2044.75,1162.874,1575.891,1830.226,1432.441,2110.041,1480.692,2138.687,1897.817,1524.261,1791.937,1449.817,1739.535,561.543,1405.931,1660.573,745.182,1141.108,898.887,,
4,1221.937,1811.766,1379.41,2093.238,1101.984,2642.809,934.504,2040.012,1451.468,804.535,1851.08,2973.778,1369.117,1180.004,1310.071,2085.576,1084.083,1616.785,1878.213,1659.556,,
5,1452.836,1199.287,1138.453,1753.193,1910.444,1422.627,2183.948,780.914,1872.487,1456.64,1846.111,1800.098,2479.157,1392.388,1364.424,1688.841,1142.345,1897.984,1767.931,1793.467,,
6,1887.522,1531.035,908.415,1091.869,1056.633,2083.501,1274.122,1303.692,710.517,1288.516,2064.864,904.137,775.843,1381.325,1318.573,814.155,1613.08,1274.486,1588.102,2075.235,,
7,1469.686,1798.413,1728.988,1220.755,840.805,1542.19,1762.102,911.805,913.695,1264.337,1779.158,1301.893,1109.235,771.324,1720.617,956.9,658.441,1224.31,1896.538,2590.259,,
8,1515.846,1298.658,1253.477,1202.267,1064.079,1118.737,1340.375,1009.642,882.283,1567.597,1444.796,824.193,882.938,1803.633,1551.116,1218.015,942.847,1958.322,1259.774,1383.027,,
9,1601.971,1638.971,1564.595,1009.925,1031.832,1674.891,1718.454,826.307,984.167,2203.712,1075.338,1027.606,785.952,1616.303,1780.814,1117.136,1074.015,1476.646,935.791,1347.473,,
10,1645.308,1576.701,1356.854,823.187,1043.249,1840.043,1007.291,1728.772,1354.408,1760.151,1308.178,1082.139,957.967,1387.955,1615.89,905.543,1351.533,1452.677,1861.917,1172.076,,
11,1282.713,1279.679,1414.649,1324.739,1013.899,1494.557,880.667,1756.77,730.836,1340.395,1204.992,1165.708,819.808,1730.783,1091.936,1080.854,1025.446,1408.117,1152.535,1437.325,,
12,982.628,910.403,1556.829,1086.923,870.035,993.629,1368.057,1391.712,930.098,1107.174,1247.219,1235.821,1083.853,1563.444,1632.447,1073.429,947.168,911.791,1098.536,1741.464,,
13,1283.104,1096.789,1100.657,1129.715,2172.689,942.67,1761.976,1138.362,1218.993,1005.82,1690.328,1579.843,857.161,1135.991,1762.975,827.952,1017.059,1282.779,1158.465,1609.325,,
14,1806.732,1376.46,2027.5,1432.433,1121.117,945.352,1783.927,1219.597,1856.434,1642.148,1500.549,1643.743,826.286,1271.032,1869.504,1310.322,1086.443,644.269,1553.92,1820.696,,
15,1583.972,1054.243,1531.403,1407.333,673.799,904.676,1743.266,1704.083,939.029,758.261,2058.369,1086.186,1521.153,941.172,1226.281,2091.752,1117.791,1203.05,1686.626,2308.389,,
16,1582.551,1024.9,1038.902,1928.159,1543.686,1166.151,2521.44,1082.907,1750.376,1019.058,2165.98,1795.538,873.747,1320.97,2040.849,1376.048,1198.925,1322.752,1735.882,1194.669,,
17,1713.271,1444.694,2041.659,1171.798,933.995,1180.988,2007.828,1485.683,637.815,839.184,2256.431,1198.92,1768.088,1051.692,1829.438,1885.052,784.411,992.102,1890.623,2260.028,,
18,1225.259,750.285,1222.267,1586.198,2067.622,944.211,1350.053,1128.358,997.401,1044.415,1285.608,1580.411,632.936,970.29,1723.361,1477.323,1240.749,1299.184,1654.202,1898.235,,
19,1583.992,1041.367,2593.712,1502.382,956.299,865.561,1721.184,1182.76,1209.753,1047.652,2386.681,1119.233,924.584,1273.466,1753.263,1528.429,940.903,1211.259,1658.534,1592.211,,
20,1435.582,1022.165,1770.092,870.591,768.552,953.266,1508.037,1002.91,701.876,1823.27,1425.006,1025.636,601.791,664.941,1527.748,943.835,685.353,1184.582,1761.482,1616.46,,
21,1201.613,1171.478,1509.664,1356.62,880.173,1139.078,1530.468,1369.217,940.842,1405.951,1772.664,1297.712,1041.505,1349.496,1622.502,1297.374,1511.668,1341.202,1293.2,1664.036,,
