0,174.241,253.061,200.862,440.632,573.784,538.115,744.436,479.755,,
1,170.127,173.819,188.966,341.311,375.529,262.334,402.304,1005.698,,
2,186.056,496.548,236.998,592.294,338.356,254.733,362.952,441.536,,
3,354.822,665.859,299.914,687.772,346.92,543.628,704.535,665.992,,
4,555.773,638.054,773.66,637.521,369.662,392.729,556.958,569.691,,
5,477.149,626.609,214.527,562.847,327.905,601.26,492.365,590.159,,
6,540.078,456.492,348.164,488.407,390.096,440.327,489.097,586.891,,
7,390.973,623.144,588.323,534.682,437.771,566.015,340.346,671.926,,
8,524.973,669.4,347.939,779.64,516.909,548.206,393.705,612.521,,
9,611.355,575.348,354.958,486.706,474.375,605.79,403.02,583.878,,
10,436.617,672.601,320.304,651.628,445.856,560.958,237.119,670.994,,
11,395.53,715.441,417.23,570.831,340.487,532.259,506.236,579.741,,
12,411.583,590.386,584.172,551.838,349.288,595.161,371.309,450.881,,
13,400.336,634.151,494.124,708.539,569.431,538.596,377.928,645.391,,
14,486.33,443.507,461.859,629.628,404.895,542.721,363.334,778.061,,
15,428.019,675.792,351.875,490.067,443.879,551.76,308.239,626.774,,
16,385.469,665.271,410.267,536.943,467.095,552.092,380.958,534.881,,
17,434.658,647.228,457.99,683.842,370.994,626.704,427.664,732.734,,
18,442.956,711.315,485.225,528.574,425.26,573.608,407.957,604.924,,
19,458.824,623.395,618.358,536.321,436.449,667.445,285.912,801.637,,
20,470.087,615.021,433.528,582.515,548.549,497.168,294.931,573.938,,
21,451.006,658.976,492.662,573.018,389.089,727.318,375.007,637.483,,
22,350.807,579.461,484.526,566.857,465.516,633.823,448.264,578.113,,
23,434.498,580.806,415.58,671.688,491.642,574.428,303.629,686.638,,
24,487.809,642.094,463.24,499.62,480.318,657.555,273.187,597.318,,
25,404.688,490.518,492.792,758.288,543.516,578.54,410.509,705.306,,
26,404.119,604.431,455.732,416.85,426.585,790.342,354.636,503.44,,
27,450.849,498.112,446.902,526.322,448.343,528.412,251.374,727.547,,
28,494.865,451.608,468.041,566.578,513.554,666.221,357.394,610.559,,
29,493.224,532.256,395.35,632.577,380.332,569.711,405.789,701.082,,
30,475.291,660.938,411.116,522.403,405.182,703.443,335.807,653.89,,
31,446.48,620.505,624.88,583.285,454.366,655.079,236.792,474.628,,
32,458.201,540.789,450.097,512.915,472.505,590.207,389.788,643.73,,
33,464.858,595.403,397.855,549.953,845.455,549.012,366.745,541.362,,
34,479.535,596.691,475.628,617.036,446.082,674.214,394.212,312.448,,
35,341.769,503.833,706.29,510.689,398.952,528.446,362.276,543.289,,
36,928.306,648.842,410.698,626.627,452.816,621.189,675.526,675.646,,
37,471.365,518.529,580.167,528.953,406.332,537.768,475.928,709.213,,
38,440.536,669.055,416.17,598.576,391.34,564.73,382.497,628.19,,
39,328.566,573.612,446.17,644.418,362.432,677.214,373.065,768.025,,
40,546.402,572.131,432.017,433.629,385.493,610.694,366.282,566.028,,
41,417.771,709.075,385.373,519.39,585.632,558.62,470.365,648.526,,
42,435.264,465.113,437.144,593.412,479.181,599.471,396.401,536.631,,
43,517.386,523.866,525.182,704.821,410.056,561.649,314.347,521.29,,
44,421.823,584.295,422.297,582.242,419.43,721.536,383.17,627.537,,
45,459.694,456.475,467.714,572.606,435.438,669.982,352.433,723.501,,
46,502.483,556.579,552.357,401.235,371.57,481.188,271.181,670.322,,
47,487.287,570.773,438.12,484.885,388.368,537.056,421.078,926.711,,
48,645.952,493.923,444.55,616.142,446.084,572.16,370.803,522.156,,
49,542.304,656.212,496.301,596.367,382.258,688.391,406.834,701.903,,
