0,26493.606,23180.999,22765.118,22414.762,2551.855,915.492,2788.666,2311.182,5346.219,20175.231,19295.905,17218.509,15519.23,18002.0,17982.486,14729.606
1,5100.41,4558.738,4441.118,4745.657,20165.249,2131.014,19522.008,558.682,15115.392,3399.992,3284.207,3988.968,4809.168,3405.195,3929.958,2740.455
2,5713.15,4723.449,3456.33,4522.399,4136.36,4315.174,4097.871,22251.841,4957.002,2654.161,5230.922,2447.364,4630.626,5092.868,3392.104,3951.469
3,4144.237,5121.516,4740.226,6402.408,3209.902,19990.387,3171.246,3697.505,2395.708,4039.865,3680.905,3489.469,3390.108,3319.966,6483.427,4675.125
4,6139.152,3762.296,6313.235,6865.875,5234.444,3468.55,3218.548,4361.802,2828.034,3177.062,4518.033,2982.866,5308.082,6869.999,5837.801,4389.603
5,5447.498,4522.55,5255.833,6092.431,3841.857,5931.412,2720.482,4558.389,3055.736,3513.226,4675.116,3164.314,3008.531,5036.158,5523.075,3808.877
6,6998.58,5151.911,4218.684,6050.438,4622.103,5195.411,3046.791,3229.475,2800.244,3202.145,4310.704,3010.687,4928.878,5427.256,4860.529,4797.591
7,6374.941,3863.833,5768.535,4531.905,5537.946,5572.09,3355.122,3516.398,2382.464,2916.679,4321.504,3000.588,5754.668,4412.418,6194.794,5483.737
8,6684.461,3720.75,5555.06,6509.66,6308.344,5152.93,3457.476,4361.867,2641.335,3577.848,4562.034,2505.353,5925.561,3770.911,6726.087,5108.859
9,6087.068,6183.422,4822.27,4061.444,4946.0,5686.05,3602.22,4029.71,2580.066,2675.519,3536.639,2664.87,4233.143,6659.004,6386.398,4083.266
10,5978.442,3840.984,6260.473,4014.298,4985.898,4396.812,2702.027,4194.992,3328.464,3485.048,3754.323,4540.671,2877.59,7411.954,4443.356,5796.527
11,4088.639,4821.784,4628.364,5931.444,4729.633,7019.735,2962.611,2640.711,2337.342,3197.49,3728.827,3957.674,5316.096,9634.676,5256.65,6486.821
12,7481.277,3249.872,7513.632,3646.037,6670.101,4852.048,2719.217,2849.194,3423.398,4158.494,5668.032,3418.404,4302.287,3782.195,6809.738,2887.342
