cpu,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15,cpu16,cpu17,cpu18,cpu19,cpu20,cpu21,cpu22,cpu23,cpu24,cpu25,cpu26,cpu27,cpu28,cpu29,cpu30,cpu31,cpu32,cpu33,cpu34,cpu35,cpu36,cpu37,cpu38,cpu39,cpu40,cpu41,cpu42,cpu43,cpu44,cpu45,cpu46,cpu47
0.247834777,0.548387097,0.129032258,0.53968254,0.174603175,0.095238095,0.095238095,0.0625,0.14516129,0.095238095,0.258064516,0.266666667,0,0.825396825,0.301587302,0,0.177419355,0.032258065,0.031746032,0.396825397,0.5625,0.603174603,0,0,0,0,0.555555556,0.015873016,0.555555556,0.555555556,0.492063492,0.555555556,0.548387097,0.555555556,0,0,0,0,0.209677419,0.571428571,0.571428571,0.557377049,0.564516129,0,0.161290323,0.064516129,0,0,0
,,,,,,,,,11.3503238,,0.524731183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.315286772,,0.262365591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
