0,144.153,142.751,529.363,408.141,348.699,1011.555,374.232,1028.705,208.801,226.464,227.276,191.278,215.078,385.512,367.577,1928.265
1,58.733,117.465,707.441,1607.994,841.368,269.161,824.104,202.389,145.459,180.771,284.694,208.347,347.095,215.916,222.766,420.992
2,62.001,102.519,152.796,532.88,167.488,749.731,203.661,188.45,162.141,190.193,414.87,268.259,200.347,179.128,237.052,5562.697
3,61.106,102.3,295.463,1510.045,291.629,613.319,180.415,159.794,149.955,448.308,317.607,243.811,188.009,218.165,223.033,668.532
4,62.656,88.911,206.604,341.773,203.744,394.212,423.674,219.784,158.898,300.491,257.925,227.156,226.789,220.196,309.866,404.974
5,187.213,80.883,252.356,368.692,283.868,1260.722,304.229,273.258,267.773,168.663,212.0,331.255,189.62,442.889,251.069,535.475
6,129.656,280.497,182.692,527.91,302.019,404.208,542.104,333.316,181.377,222.044,298.109,399.208,336.009,604.93,346.999,996.236
7,98.75,990.765,768.093,1945.896,256.176,2452.394,269.551,1175.749,254.198,276.869,384.941,592.641,220.426,370.466,260.66,656.494
8,84.183,295.264,341.112,1089.684,1194.508,525.829,388.445,421.97,1091.253,285.904,339.912,359.608,292.771,387.44,296.916,515.505
9,74.554,208.262,550.195,1829.49,596.243,857.873,424.897,192.082,345.213,369.889,341.332,443.413,239.063,320.822,333.507,645.78
10,139.572,181.95,581.882,463.297,370.333,1418.727,449.768,372.575,516.957,328.81,455.783,291.426,343.231,327.516,292.552,417.643
11,189.504,239.842,605.78,695.885,296.047,429.107,606.35,537.486,614.238,301.964,392.278,340.58,326.373,346.959,386.404,433.571
12,1001.406,305.341,310.623,414.673,261.048,403.228,319.379,432.534,363.215,237.246,299.805,348.019,248.271,318.044,383.558,534.775
13,274.082,1515.974,256.023,437.214,252.995,490.487,351.451,466.11,375.385,228.566,331.376,287.032,394.61,209.954,339.849,431.297
14,640.854,388.997,387.557,410.147,349.869,466.786,307.923,315.076,370.802,393.137,287.968,211.498,209.769,380.655,315.904,539.71
15,500.064,331.138,306.838,420.876,359.579,388.759,265.373,247.183,254.696,342.919,497.383,319.224,234.149,335.136,367.129,1363.982
