cpu,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15,cpu16,cpu17,cpu18,cpu19,cpu20,cpu21,cpu22,cpu23,cpu24,cpu25,cpu26,cpu27,cpu28,cpu29,cpu30,cpu31,cpu32,cpu33,cpu34,cpu35,cpu36,cpu37,cpu38,cpu39,cpu40,cpu41,cpu42,cpu43,cpu44,cpu45,cpu46,cpu47
0.130816506,0.042553191,0,0.020833333,0.104166667,0.404255319,0.14893617,0.106382979,0.3125,0.14893617,0.191489362,0.204081633,0,0.979166667,0,0.145833333,0.021276596,0.416666667,0.041666667,0.020833333,0.020833333,0.104166667,0,0,0,0.020833333,0.125,0.086956522,0.425531915,0,0.404255319,0.4375,0.042553191,0,0,0,0,0,0.020833333,0.404255319,0.404255319,0,0.404255319,0,0,0,0,0,0
,,,,,,,,,5.815236664,,0.395570994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.161534352,,0.197785497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
