No,Size,Type,IsDegradeRead,replicas,nativeec,microec
0,2628,GET,true,5.983,79.354,31.282
1,1368,GET,true,5.187,40.519,24.046
2,5948,GET,true,6.235,28.183,18.092
3,3896,GET,true,5.836,25.056,18.279
4,16384,GET,true,7.225,23.687,21.8
5,25640960,GET,true,3934.527,8829.947,15518.157
6,1836,GET,true,5.298,52.416,21.076
7,22609920,GET,true,4043.245,7811.238,11853.791
8,5648,GET,true,6.421,65.559,18.33
9,1388,GET,true,4.492,30.584,17.63
10,1132,GET,true,4.266,21.307,17.904
11,2056,GET,true,5.045,19.777,17.863
12,11120,GET,true,7.256,21.422,18.465
13,2056,GET,true,5.116,18.282,14.772
14,2196,GET,true,4.584,19.147,16.205
15,5420,GET,true,6.297,17.84,13.749
16,1835008,GET,true,697.873,590.903,367.561
17,2228224,PUT,false,1211.812,1389.424,805.995
18,19070976,GET,true,3493.936,6806.745,3192.597
19,1372,GET,true,4.59,54.029,18.11
20,2876,GET,true,5.608,29.473,14.846
21,7984,GET,true,6.22,45.459,16.521
22,16384,GET,true,8.164,26.337,20.176
23,4898816,GET,true,772.96,1613.413,887.806
24,15826944,GET,true,2978.637,5219.194,26735.625
25,1292,GET,true,4.599,45.123,15.774
26,5232,PUT,false,31.338,47.186,40.928
27,2832,GET,true,4.793,25.301,15.222
28,2628,GET,true,5.588,21.093,13.16
29,2632,GET,true,4.87,20.608,18.681
30,458752,GET,true,83.09,179.208,137.606
31,688128,PUT,false,328.953,403.691,272.53
32,5420,GET,true,5.403,41.223,16.132
33,12156,GET,true,6.858,26.732,16.191
34,2628,GET,true,5.297,20.811,13.941
35,1372,GET,true,4.571,20.799,15.895
36,8585216,PUT,false,3997.05,4174.574,2321.588
37,82493440,GET,true,12645.444,28391.598,14846.97
38,1292,PUT,false,30.926,77.37,48.473
39,1744,PUT,false,27.253,32.975,55.58
40,15716,GET,true,8.565,32.818,24.222
41,1392640,GET,true,229.806,455.087,293.113
42,314654720,PUT,false,155992.593,161415.834,135878.946
43,1336,GET,true,6.351,49.367,36.697
44,147456,GET,true,32.191,113.545,79.01
45,16172,GET,true,8.533,73.899,43.965
46,23478272,GET,true,3602.116,7931.647,17042.804
47,1916928,GET,true,712.645,695.582,8543.806
48,1753088,PUT,false,814.877,1041.812,1092.466
49,2628,GET,true,5.823,67.123,18.551
50,95813632,GET,true,14680.535,30217.078,18390.921
51,99876864,GET,true,15303.735,34585.75,54038.104
52,6728,GET,true,6.92,68.443,24.814
53,1776,GET,true,5.358,28.844,15.586
54,82509824,GET,true,12647.945,29940.652,38950.374
55,2628,GET,true,5.268,91.95,25.196
56,5136,GET,true,6.098,36.815,16.278
57,74891264,GET,true,12034.89,27169.878,13990.324
58,1032,GET,true,4.892,85.707,26.369
59,16384,GET,true,7.571,27.716,17.598
60,5420,GET,true,5.74,18.353,15.046
61,2628,GET,true,5.148,17.354,13.688
62,25034752,PUT,false,12046.031,14489.236,7507.768
63,16384,GET,true,8.622,58.832,24.869
64,1900,GET,true,4.803,26.343,14.991
65,6756,GET,true,5.784,20.895,16.596
66,1492,GET,true,4.753,21.208,15.335
67,11368,GET,true,7.12,28.254,23.865
68,16384,GET,true,7.732,21.486,17.555
69,6012928,GET,true,1323.853,1686.981,11366.413
70,18825216,GET,true,3445.345,6818.502,3156.564
