readErasureCoding, filename /tmp262144eccache.dat, loop 1000
/tmp262144eccache.dat is a ReplicasFile!
starting benchmark...
ops 1000
final loop (us) 44.654
Loop 0 (us) 46.697
Loop 1 (us) 46.22
Loop 2 (us) 46.244
Loop 3 (us) 46.375
Loop 4 (us) 46.431
Loop 5 (us) 46.709
Loop 6 (us) 46.656
Loop 7 (us) 46.831
Loop 8 (us) 46.477
Loop 9 (us) 46.428
Loop 10 (us) 46.447
Loop 11 (us) 46.137
Loop 12 (us) 46.171
Loop 13 (us) 46.201
Loop 14 (us) 46.029
Loop 15 (us) 46.027
Loop 16 (us) 46.122
Loop 17 (us) 46.105
Loop 18 (us) 46.117
Loop 19 (us) 46.156
Loop 20 (us) 46.17
Loop 21 (us) 46.211
Loop 22 (us) 46.14
Loop 23 (us) 46.177
Loop 24 (us) 46.084
Loop 25 (us) 46.247
Loop 26 (us) 46.155
Loop 27 (us) 46.1
Loop 28 (us) 46.235
Loop 29 (us) 46.113
Loop 30 (us) 46.421
Loop 31 (us) 46.108
Loop 32 (us) 46.087
Loop 33 (us) 46.169
Loop 34 (us) 46.248
Loop 35 (us) 46.114
Loop 36 (us) 46.224
Loop 37 (us) 46.252
Loop 38 (us) 46.17
Loop 39 (us) 46.117
Loop 40 (us) 46.215
Loop 41 (us) 46.162
Loop 42 (us) 46.223
Loop 43 (us) 46.186
Loop 44 (us) 46.217
Loop 45 (us) 46.295
Loop 46 (us) 46.202
Loop 47 (us) 46.261
Loop 48 (us) 46.098
Loop 49 (us) 46.191
Loop 50 (us) 46.1
Loop 51 (us) 46.175
Loop 52 (us) 46.135
Loop 53 (us) 46.33
Loop 54 (us) 46.151
Loop 55 (us) 46.122
Loop 56 (us) 46.153
Loop 57 (us) 46.173
Loop 58 (us) 46.147
Loop 59 (us) 46.173
Loop 60 (us) 46.191
Loop 61 (us) 46.13
Loop 62 (us) 46.217
Loop 63 (us) 46.193
Loop 64 (us) 46.13
Loop 65 (us) 46.219
Loop 66 (us) 46.25
Loop 67 (us) 46.201
Loop 68 (us) 46.157
Loop 69 (us) 46.129
Loop 70 (us) 46.224
Loop 71 (us) 46.155
Loop 72 (us) 46.229
Loop 73 (us) 46.352
Loop 74 (us) 46.14
Loop 75 (us) 46.062
Loop 76 (us) 46.166
Loop 77 (us) 46.187
Loop 78 (us) 46.184
Loop 79 (us) 46.072
Loop 80 (us) 46.222
Loop 81 (us) 46.226
Loop 82 (us) 46.184
Loop 83 (us) 46.188
Loop 84 (us) 46.72
Loop 85 (us) 46.242
Loop 86 (us) 46.018
Loop 87 (us) 46.202
Loop 88 (us) 46.766
Loop 89 (us) 46.084
Loop 90 (us) 46.171
Loop 91 (us) 46.018
Loop 92 (us) 46.138
Loop 93 (us) 46.169
Loop 94 (us) 46.446
Loop 95 (us) 46.088
Loop 96 (us) 46.179
Loop 97 (us) 46.111
Loop 98 (us) 46.187
Loop 99 (us) 46.109
Loop 100 (us) 46.142
Loop 101 (us) 46.069
Loop 102 (us) 46.066
Loop 103 (us) 46.173
Loop 104 (us) 46.014
Loop 105 (us) 46.091
Loop 106 (us) 46.159
Loop 107 (us) 46.146
Loop 108 (us) 46.102
Loop 109 (us) 46.135
Loop 110 (us) 49.725
Loop 111 (us) 46.399
Loop 112 (us) 46.313
Loop 113 (us) 47.12
Loop 114 (us) 53.128
Loop 115 (us) 46.573
Loop 116 (us) 47.266
Loop 117 (us) 46.462
Loop 118 (us) 46.349
Loop 119 (us) 46.538
Loop 120 (us) 46.687
Loop 121 (us) 46.134
Loop 122 (us) 46.334
Loop 123 (us) 46.127
Loop 124 (us) 46.214
Loop 125 (us) 46.137
Loop 126 (us) 46.259
Loop 127 (us) 46.189
Loop 128 (us) 46.269
Loop 129 (us) 46.312
Loop 130 (us) 46.256
Loop 131 (us) 46.149
Loop 132 (us) 54.876
Loop 133 (us) 46.195
Loop 134 (us) 45.999
Loop 135 (us) 47.838
Loop 136 (us) 46.399
Loop 137 (us) 46.565
Loop 138 (us) 46.779
Loop 139 (us) 46.025
Loop 140 (us) 46.013
Loop 141 (us) 46.615
Loop 142 (us) 45.853
Loop 143 (us) 45.909
Loop 144 (us) 45.909
Loop 145 (us) 45.954
Loop 146 (us) 45.969
Loop 147 (us) 45.973
Loop 148 (us) 45.838
Loop 149 (us) 45.936
Loop 150 (us) 45.944
Loop 151 (us) 47.884
Loop 152 (us) 46.147
Loop 153 (us) 46.045
Loop 154 (us) 45.989
Loop 155 (us) 46.032
Loop 156 (us) 46.024
Loop 157 (us) 45.992
Loop 158 (us) 46.124
Loop 159 (us) 46.011
Loop 160 (us) 45.975
Loop 161 (us) 46.001
Loop 162 (us) 45.922
Loop 163 (us) 46.195
Loop 164 (us) 46.184
Loop 165 (us) 46.162
Loop 166 (us) 46.142
Loop 167 (us) 46.203
Loop 168 (us) 46.097
Loop 169 (us) 46.133
Loop 170 (us) 46.083
Loop 171 (us) 46.202
Loop 172 (us) 46.328
Loop 173 (us) 46.128
Loop 174 (us) 46.226
Loop 175 (us) 46.24
Loop 176 (us) 46.238
Loop 177 (us) 46.298
Loop 178 (us) 46.244
Loop 179 (us) 46.479
Loop 180 (us) 46.146
Loop 181 (us) 46.155
Loop 182 (us) 46.172
Loop 183 (us) 46.215
Loop 184 (us) 46.131
Loop 185 (us) 46.325
Loop 186 (us) 46.258
Loop 187 (us) 46.067
Loop 188 (us) 46.252
Loop 189 (us) 46.117
Loop 190 (us) 46.137
Loop 191 (us) 46.249
Loop 192 (us) 46.264
Loop 193 (us) 46.128
Loop 194 (us) 46.203
Loop 195 (us) 60.841
Loop 196 (us) 46.661
Loop 197 (us) 46.428
Loop 198 (us) 46.445
Loop 199 (us) 46.211
Loop 200 (us) 46.583
Loop 201 (us) 46.231
Loop 202 (us) 45.981
Loop 203 (us) 46.08
Loop 204 (us) 46.092
Loop 205 (us) 46.149
Loop 206 (us) 46.306
Loop 207 (us) 46.164
Loop 208 (us) 46.265
Loop 209 (us) 46.242
Loop 210 (us) 46.186
Loop 211 (us) 46.325
Loop 212 (us) 46.077
Loop 213 (us) 46.264
Loop 214 (us) 46.198
Loop 215 (us) 46.248
Loop 216 (us) 46.16
Loop 217 (us) 46.185
Loop 218 (us) 46.251
Loop 219 (us) 46.33
Loop 220 (us) 46.153
Loop 221 (us) 46.442
Loop 222 (us) 46.234
Loop 223 (us) 46.113
Loop 224 (us) 46.117
Loop 225 (us) 49.423
Loop 226 (us) 46.163
Loop 227 (us) 46.032
Loop 228 (us) 46.605
Loop 229 (us) 45.947
Loop 230 (us) 45.875
Loop 231 (us) 45.95
Loop 232 (us) 45.924
Loop 233 (us) 45.942
Loop 234 (us) 45.921
Loop 235 (us) 45.953
Loop 236 (us) 45.826
Loop 237 (us) 45.892
Loop 238 (us) 45.899
Loop 239 (us) 46.099
Loop 240 (us) 48.394
Loop 241 (us) 46.483
Loop 242 (us) 51.287
Loop 243 (us) 46.018
Loop 244 (us) 45.935
Loop 245 (us) 46.161
Loop 246 (us) 46.264
Loop 247 (us) 46.136
Loop 248 (us) 46.395
Loop 249 (us) 46.086
Loop 250 (us) 46.302
Loop 251 (us) 46.09
Loop 252 (us) 46.177
Loop 253 (us) 46.111
Loop 254 (us) 46.178
Loop 255 (us) 46.088
Loop 256 (us) 46.179
Loop 257 (us) 46.034
Loop 258 (us) 53.761
Loop 259 (us) 46.517
Loop 260 (us) 46.258
Loop 261 (us) 46.181
Loop 262 (us) 46.252
Loop 263 (us) 46.173
Loop 264 (us) 46.264
Loop 265 (us) 46.122
Loop 266 (us) 46.41
Loop 267 (us) 46.043
Loop 268 (us) 46.276
Loop 269 (us) 46.009
Loop 270 (us) 46.106
Loop 271 (us) 46.184
Loop 272 (us) 46.119
Loop 273 (us) 46.278
Loop 274 (us) 46.06
Loop 275 (us) 46.198
Loop 276 (us) 46.208
Loop 277 (us) 46.183
Loop 278 (us) 46.126
Loop 279 (us) 46.124
Loop 280 (us) 46.48
Loop 281 (us) 46.252
Loop 282 (us) 46.572
Loop 283 (us) 45.929
Loop 284 (us) 46.055
Loop 285 (us) 46.264
Loop 286 (us) 46.037
Loop 287 (us) 46.022
Loop 288 (us) 45.96
Loop 289 (us) 45.919
Loop 290 (us) 45.97
Loop 291 (us) 45.92
Loop 292 (us) 45.901
Loop 293 (us) 45.92
Loop 294 (us) 46.027
Loop 295 (us) 46.164
Loop 296 (us) 46.142
Loop 297 (us) 46.258
Loop 298 (us) 46.233
Loop 299 (us) 46.304
Loop 300 (us) 46.163
Loop 301 (us) 46.236
Loop 302 (us) 46.202
Loop 303 (us) 46.248
