readReplicas, filename /tmp1048576replicas.dat, loop 1000
/tmp1048576replicas.dat is a ReplicasFile!
starting benchmark...
ops 1000
final loop (us) 176.869
Loop 0 (us) 178.028
Loop 1 (us) 177.599
Loop 2 (us) 176.477
Loop 3 (us) 176.346
Loop 4 (us) 176.532
Loop 5 (us) 176.75
Loop 6 (us) 176.741
Loop 7 (us) 176.162
Loop 8 (us) 176.553
Loop 9 (us) 176.641
Loop 10 (us) 175.598
Loop 11 (us) 177.135
Loop 12 (us) 176.118
Loop 13 (us) 176.152
Loop 14 (us) 175.574
Loop 15 (us) 175.821
Loop 16 (us) 176.303
Loop 17 (us) 176.382
Loop 18 (us) 176.262
Loop 19 (us) 175.552
Loop 20 (us) 177.732
Loop 21 (us) 176.411
Loop 22 (us) 176.087
Loop 23 (us) 176.411
Loop 24 (us) 177.041
Loop 25 (us) 176.38
Loop 26 (us) 176.332
Loop 27 (us) 177.012
Loop 28 (us) 176.859
Loop 29 (us) 177.245
Loop 30 (us) 176.788
Loop 31 (us) 176.132
Loop 32 (us) 176.743
Loop 33 (us) 176.422
Loop 34 (us) 177.676
Loop 35 (us) 177.65
Loop 36 (us) 176.677
Loop 37 (us) 177.302
Loop 38 (us) 176.639
Loop 39 (us) 176.778
Loop 40 (us) 176.812
Loop 41 (us) 177.096
Loop 42 (us) 175.999
Loop 43 (us) 176.769
Loop 44 (us) 175.757
Loop 45 (us) 176.606
Loop 46 (us) 176.91
Loop 47 (us) 177.171
Loop 48 (us) 175.766
Loop 49 (us) 176.203
Loop 50 (us) 176.347
Loop 51 (us) 176.753
Loop 52 (us) 177.173
Loop 53 (us) 176.55
Loop 54 (us) 176.504
Loop 55 (us) 175.968
Loop 56 (us) 176.883
Loop 57 (us) 176.518
Loop 58 (us) 176.139
Loop 59 (us) 176.617
Loop 60 (us) 176.646
Loop 61 (us) 187.945
Loop 62 (us) 178.261
Loop 63 (us) 184.528
Loop 64 (us) 182.323
Loop 65 (us) 177.308
Loop 66 (us) 176.602
Loop 67 (us) 176.295
Loop 68 (us) 176.987
Loop 69 (us) 176.854
Loop 70 (us) 175.835
Loop 71 (us) 175.939
Loop 72 (us) 176.951
Loop 73 (us) 176.239
Loop 74 (us) 179.538
Loop 75 (us) 175.853
Loop 76 (us) 175.753
Loop 77 (us) 176.697
Loop 78 (us) 176.611
Loop 79 (us) 175.957
Loop 80 (us) 176.689
Loop 81 (us) 175.557
Loop 82 (us) 175.159
Loop 83 (us) 175.79
Loop 84 (us) 176.526
Loop 85 (us) 175.455
Loop 86 (us) 177.041
Loop 87 (us) 175.887
Loop 88 (us) 176.624
Loop 89 (us) 177.667
Loop 90 (us) 176.964
Loop 91 (us) 176.338
Loop 92 (us) 176.127
Loop 93 (us) 176.628
Loop 94 (us) 176.493
Loop 95 (us) 176.355
Loop 96 (us) 176.717
Loop 97 (us) 176.929
Loop 98 (us) 175.808
Loop 99 (us) 176.659
Loop 100 (us) 176.809
Loop 101 (us) 175.606
Loop 102 (us) 176.903
Loop 103 (us) 177.714
Loop 104 (us) 176.371
Loop 105 (us) 176.233
Loop 106 (us) 176.367
Loop 107 (us) 177.158
Loop 108 (us) 176.472
Loop 109 (us) 176.63
Loop 110 (us) 175.97
Loop 111 (us) 176.293
Loop 112 (us) 175.987
Loop 113 (us) 176.897
Loop 114 (us) 177.153
Loop 115 (us) 176.405
Loop 116 (us) 176.805
Loop 117 (us) 176.539
Loop 118 (us) 177.142
Loop 119 (us) 177.257
Loop 120 (us) 176.712
Loop 121 (us) 176.644
Loop 122 (us) 176.302
Loop 123 (us) 176.047
Loop 124 (us) 176.106
Loop 125 (us) 176.46
Loop 126 (us) 177.211
Loop 127 (us) 177.098
Loop 128 (us) 176.928
Loop 129 (us) 175.968
Loop 130 (us) 177.33
Loop 131 (us) 176.3
Loop 132 (us) 176.462
Loop 133 (us) 176.743
Loop 134 (us) 176.967
Loop 135 (us) 176.685
Loop 136 (us) 176.719
Loop 137 (us) 176.509
Loop 138 (us) 176.046
Loop 139 (us) 175.874
Loop 140 (us) 175.832
Loop 141 (us) 176.713
Loop 142 (us) 176.167
Loop 143 (us) 175.665
Loop 144 (us) 175.892
Loop 145 (us) 176.439
Loop 146 (us) 174.698
Loop 147 (us) 176.693
Loop 148 (us) 176.041
Loop 149 (us) 175.061
Loop 150 (us) 175.698
Loop 151 (us) 177.032
Loop 152 (us) 175.881
Loop 153 (us) 175.241
Loop 154 (us) 176.286
Loop 155 (us) 175.857
Loop 156 (us) 176.73
Loop 157 (us) 176.026
Loop 158 (us) 177.278
Loop 159 (us) 176.61
Loop 160 (us) 175.959
Loop 161 (us) 176.11
Loop 162 (us) 175.322
Loop 163 (us) 175.947
Loop 164 (us) 176.32
Loop 165 (us) 176.841
Loop 166 (us) 176.336
Loop 167 (us) 176.442
Loop 168 (us) 176.625
Loop 169 (us) 175.943
Loop 170 (us) 176.194
Loop 171 (us) 176.903
Loop 172 (us) 176.032
Loop 173 (us) 176.063
Loop 174 (us) 175.587
Loop 175 (us) 177.169
Loop 176 (us) 176.602
Loop 177 (us) 176.411
Loop 178 (us) 176.455
Loop 179 (us) 176.657
Loop 180 (us) 175.816
Loop 181 (us) 176.438
Loop 182 (us) 177.098
Loop 183 (us) 176.595
Loop 184 (us) 175.924
Loop 185 (us) 176.562
Loop 186 (us) 176.218
Loop 187 (us) 176.084
Loop 188 (us) 177.302
Loop 189 (us) 176.342
Loop 190 (us) 175.948
Loop 191 (us) 176.158
Loop 192 (us) 176.679
Loop 193 (us) 176.871
Loop 194 (us) 176.116
Loop 195 (us) 176.067
Loop 196 (us) 177.151
Loop 197 (us) 176.544
Loop 198 (us) 176.176
Loop 199 (us) 176.52
Loop 200 (us) 176.496
Loop 201 (us) 176.067
Loop 202 (us) 176.311
Loop 203 (us) 176.166
Loop 204 (us) 176.96
Loop 205 (us) 176.79
Loop 206 (us) 176.256
Loop 207 (us) 175.441
Loop 208 (us) 176.295
Loop 209 (us) 177.03
Loop 210 (us) 176.453
Loop 211 (us) 176.473
Loop 212 (us) 176.779
Loop 213 (us) 176.613
Loop 214 (us) 175.452
Loop 215 (us) 175.95
Loop 216 (us) 175.582
Loop 217 (us) 175.888
Loop 218 (us) 175.883
Loop 219 (us) 175.797
Loop 220 (us) 175.452
Loop 221 (us) 175.828
Loop 222 (us) 175.627
Loop 223 (us) 175.74
Loop 224 (us) 176.09
Loop 225 (us) 176.258
Loop 226 (us) 176.965
Loop 227 (us) 176.533
Loop 228 (us) 176.77
Loop 229 (us) 176.364
Loop 230 (us) 176.398
Loop 231 (us) 176.848
Loop 232 (us) 177.358
Loop 233 (us) 176.863
Loop 234 (us) 176.446
Loop 235 (us) 176.424
Loop 236 (us) 176.007
Loop 237 (us) 175.859
Loop 238 (us) 177.02
Loop 239 (us) 176.497
Loop 240 (us) 176.324
Loop 241 (us) 176.189
Loop 242 (us) 176.218
Loop 243 (us) 176.93
Loop 244 (us) 176.72
Loop 245 (us) 176.271
Loop 246 (us) 176.881
Loop 247 (us) 176.458
Loop 248 (us) 176.561
Loop 249 (us) 177.135
Loop 250 (us) 176.407
Loop 251 (us) 176.223
Loop 252 (us) 175.892
Loop 253 (us) 176.402
Loop 254 (us) 176.404
Loop 255 (us) 176.362
Loop 256 (us) 177.341
Loop 257 (us) 177.557
Loop 258 (us) 176.852
Loop 259 (us) 176.273
Loop 260 (us) 176.797
Loop 261 (us) 177.872
Loop 262 (us) 176.176
Loop 263 (us) 176.406
Loop 264 (us) 175.835
Loop 265 (us) 176.79
Loop 266 (us) 176.493
Loop 267 (us) 176.56
Loop 268 (us) 176.006
Loop 269 (us) 175.95
Loop 270 (us) 175.956
Loop 271 (us) 177.337
Loop 272 (us) 179.216
Loop 273 (us) 176.604
Loop 274 (us) 176.142
Loop 275 (us) 177.522
Loop 276 (us) 177.268
Loop 277 (us) 176.777
Loop 278 (us) 176.83
Loop 279 (us) 177.291
Loop 280 (us) 177.151
Loop 281 (us) 177.382
Loop 282 (us) 176.203
Loop 283 (us) 176.245
Loop 284 (us) 176.094
Loop 285 (us) 175.605
Loop 286 (us) 175.992
Loop 287 (us) 174.661
Loop 288 (us) 175.784
Loop 289 (us) 175.726
Loop 290 (us) 175.501
Loop 291 (us) 176.497
Loop 292 (us) 176.245
Loop 293 (us) 176.564
Loop 294 (us) 176.767
Loop 295 (us) 176.286
Loop 296 (us) 176.134
Loop 297 (us) 176.617
Loop 298 (us) 176.404
Loop 299 (us) 176.468
Loop 300 (us) 176.757
Loop 301 (us) 176.568
Loop 302 (us) 176.066
Loop 303 (us) 176.82
