No,Size,Type,IsDegradeRead,replicas,nativeec,microec,NativeecTimes,MicroecTimes
302,1116,GET,True,4.632,28.687,12.151,6.19,2.62
27,1116,GET,True,6.024,40.476,13.745,6.72,2.28
5113,1120,GET,False,4.686,15.197,8.168,3.24,1.74
2936,1128,GET,False,4.455,11.111,7.959,2.49,1.79
1478,1128,GET,False,4.254,17.995,10.547,4.23,2.48
1595,1128,GET,False,4.411,16.95,11.457,3.84,2.6
1261,1128,GET,True,5.046,18.833,12.018,3.73,2.38
9008,1128,GET,False,3.843,12.702,8.743,3.31,2.28
6315,1128,GET,True,4.611,18.134,12.116,3.93,2.63
327,1128,GET,False,4.359,19.946,7.684,4.58,1.76
5747,1128,GET,False,4.325,15.977,9.731,3.69,2.25
7631,1128,GET,False,3.247,13.785,9.057,4.25,2.79
96,1128,GET,False,3.619,19.973,6.284,5.52,1.74
3470,1128,GET,False,3.823,13.845,8.018,3.62,2.1
10550,1128,GET,True,4.708,20.859,12.497,4.43,2.65
6571,1128,GET,False,4.189,9.632,8.783,2.3,2.1
89,1128,GET,False,4.479,10.338,7.458,2.31,1.67
7621,1128,GET,False,4.337,15.492,9.638,3.57,2.22
9971,1128,GET,False,4.33,14.934,9.471,3.45,2.19
1876,1128,GET,False,4.355,22.252,10.673,5.11,2.45
8601,1128,GET,False,4.299,16.183,10.362,3.76,2.41
422,1128,GET,False,4.692,18.833,13.666,4.01,2.91
5046,1128,GET,False,4.769,13.155,9.316,2.76,1.95
8541,1132,PUT,False,10.417,36.383,29.27,3.49,2.81
4745,1132,GET,False,4.367,21.987,8.169,5.03,1.87
9754,1132,GET,True,4.693,20.906,12.191,4.45,2.6
10916,1132,GET,False,4.151,18.302,11.389,4.41,2.74
3731,1132,GET,False,4.839,20.03,9.849,4.14,2.04
5629,1132,GET,False,4.375,22.979,10.412,5.25,2.38
10523,1132,GET,False,4.174,12.571,11.094,3.01,2.66
10675,1132,GET,False,4.861,13.524,8.887,2.78,1.83
9962,1132,GET,False,3.644,19.436,9.802,5.33,2.69
10544,1132,GET,False,3.769,13.785,9.251,3.66,2.45
10371,1132,GET,False,3.976,13.598,9.785,3.42,2.46
8471,1132,PUT,False,11.459,60.104,23.267,5.25,2.03
6103,1132,GET,False,5.395,17.391,8.132,3.22,1.51
9158,1132,PUT,False,8.306,29.73,22.021,3.58,2.65
9684,1132,GET,True,4.712,20.851,12.842,4.43,2.73
6415,1132,GET,False,5.197,17.945,11.354,3.45,2.18
7817,1132,GET,False,3.815,11.186,8.264,2.93,2.17
8479,1132,GET,False,5.742,35.909,10.439,6.25,1.82
8406,1132,GET,True,4.601,13.732,12.043,2.98,2.62
9532,1132,GET,False,4.329,12.883,11.941,2.98,2.76
9495,1132,GET,True,4.52,21.122,12.474,4.67,2.76
7556,1132,GET,False,4.58,16.541,10.332,3.61,2.26
6999,1132,GET,True,4.872,32.948,11.922,6.76,2.45
3525,1132,GET,True,4.412,22.329,11.476,5.06,2.6
9997,1132,GET,False,5.243,35.859,12.826,6.84,2.45
10208,1136,GET,False,4.229,21.022,11.135,4.97,2.63
7491,1144,GET,False,4.57,16.223,8.513,3.55,1.86
5175,1148,GET,True,4.222,14.944,11.587,3.54,2.74
8664,1148,GET,False,4.654,15.528,9.99,3.34,2.15
4729,1148,GET,False,4.392,18.438,12.031,4.2,2.74
10850,1152,GET,False,4.222,18.32,8.103,4.34,1.92
2702,1152,GET,False,3.74,15.777,8.728,4.22,2.33
354,1152,GET,True,4.911,24.341,12.096,4.96,2.46
8571,1152,GET,False,4.745,28.899,10.965,6.09,2.31
274,1152,GET,True,4.34,17.087,12.285,3.94,2.83
918,1152,GET,False,5.835,21.764,8.801,3.73,1.51
9700,1152,GET,False,5.69,10.395,9.768,1.83,1.72
1243,1152,GET,True,4.768,20.025,13.804,4.2,2.9
9266,1152,GET,False,4.832,12.724,10.461,2.63,2.16
2911,1152,GET,False,4.576,10.654,8.628,2.33,1.89
1821,1152,GET,True,4.637,15.918,12.821,3.43,2.76
2001,1152,GET,False,3.974,17.318,9.758,4.36,2.46
10213,1152,GET,False,5.342,34.723,8.519,6.5,1.59
29,1152,GET,False,4.94,17.643,8.454,3.57,1.71
10579,1152,GET,False,5.293,33.887,10.658,6.4,2.01
9089,1152,GET,False,4.562,14.091,11.606,3.09,2.54
1962,1152,GET,False,5.168,18.647,10.887,3.61,2.11
997,1152,GET,False,4.549,21.382,10.312,4.7,2.27
2178,1152,GET,False,5.312,22.354,13.603,4.21,2.56
10355,1152,GET,True,4.055,23.504,10.431,5.8,2.57
1035,1152,GET,True,4.258,22.824,11.677,5.36,2.74
2301,1152,GET,False,4.375,16.431,9.483,3.76,2.17
10729,1152,GET,False,5.509,9.286,8.284,1.69,1.5
4500,1152,GET,True,4.362,17.574,12.708,4.03,2.91
8518,1152,GET,False,4.654,29.8,10.29,6.4,2.21
2158,1152,GET,False,3.972,20.696,8.237,5.21,2.07
2990,1152,GET,True,4.709,20.44,13.567,4.34,2.88
628,1152,GET,False,4.348,21.27,9.36,4.89,2.15
144,1152,GET,False,4.664,23.356,12.761,5.01,2.74
5008,1156,GET,False,4.572,13.77,7.383,3.01,1.61
6124,1156,GET,False,4.259,13.798,9.84,3.24,2.31
5165,1156,GET,False,5.112,27.824,8.747,5.44,1.71
5526,1156,GET,False,4.432,17.06,10.823,3.85,2.44
8071,1156,GET,False,4.129,16.859,8.338,4.08,2.02
7193,1156,GET,False,4.179,23.622,8.238,5.65,1.97
3275,1156,GET,False,3.921,11.973,7.642,3.05,1.95
6735,1156,GET,False,4.924,21.583,10.671,4.38,2.17
7859,1156,GET,True,4.086,25.246,11.87,6.18,2.91
4316,1156,GET,False,4.347,26.188,8.839,6.02,2.03
5611,1156,GET,False,4.939,17.59,8.875,3.56,1.8
5117,1156,GET,True,4.234,18.837,11.937,4.45,2.82
3488,1156,GET,False,5.069,14.179,11.427,2.8,2.25
7373,1156,GET,True,3.223,11.979,9.019,3.72,2.8
3625,1156,GET,False,5.198,19.335,13.259,3.72,2.55
7982,1156,GET,True,4.245,18.217,12.361,4.29,2.91
6076,1156,GET,False,6.542,16.195,10.571,2.48,1.62
481,1156,GET,False,4.06,16.753,10.333,4.13,2.55
4437,1156,GET,True,5.29,26.987,13.496,5.1,2.55
5872,1156,GET,False,3.874,17.907,10.372,4.62,2.68
3394,1156,GET,False,3.785,10.782,8.168,2.85,2.16
7843,1156,GET,False,4.142,18.286,8.485,4.41,2.05
6099,1156,GET,False,6.119,18.697,8.217,3.06,1.34
7441,1156,GET,False,3.508,17.468,9.834,4.98,2.8
4900,1156,GET,False,3.978,23.618,9.162,5.94,2.3
4064,1156,GET,False,3.959,8.773,6.365,2.22,1.61
5979,1156,GET,False,3.259,8.587,5.877,2.63,1.8
1936,1156,GET,False,4.36,20.765,9.907,4.76,2.27
7359,1156,GET,True,4.064,12.225,9.346,3.01,2.3
7411,1156,GET,False,4.538,14.567,9.882,3.21,2.18
3985,1156,GET,False,4.917,17.673,11.969,3.59,2.43
7128,1156,GET,False,4.557,18.474,10.244,4.05,2.25
7932,1156,GET,False,4.604,24.826,9.448,5.39,2.05
6579,1156,GET,False,4.457,9.539,8.408,2.14,1.89
8130,1156,GET,False,3.457,13.198,8.171,3.82,2.36
3931,1156,GET,False,3.778,13.796,8.958,3.65,2.37
8302,1156,GET,False,4.235,21.754,10.701,5.14,2.53
10575,1156,GET,False,4.485,11.113,11.213,2.48,2.5
5619,1156,GET,False,4.412,11.027,8.677,2.5,1.97
6858,1156,GET,False,4.338,25.095,9.65,5.78,2.22
4460,1156,GET,False,4.088,22.223,11.645,5.44,2.85
850,1156,GET,False,5.273,18.4,8.826,3.49,1.67
5972,1156,GET,False,4.394,12.737,10.462,2.9,2.38
3246,1156,GET,True,4.489,24.598,11.736,5.48,2.61
9356,1156,GET,False,4.929,15.497,9.509,3.14,1.93
4336,1156,GET,True,4.699,22.769,12.239,4.85,2.6
6628,1156,GET,False,4.758,21.052,9.201,4.42,1.93
7567,1156,GET,False,5.301,15.526,11.674,2.93,2.2
7742,1156,GET,False,4.956,17.639,10.249,3.56,2.07
4222,1156,GET,True,3.794,16.103,10.222,4.24,2.69
8119,1156,GET,False,4.059,16.453,11.116,4.05,2.74
10334,1156,GET,False,3.833,16.0,7.43,4.17,1.94
7325,1156,GET,True,4.509,22.922,12.115,5.08,2.69
4052,1156,GET,True,4.723,17.351,11.328,3.67,2.4
3248,1156,GET,False,4.424,15.515,8.754,3.51,1.98
3002,1156,GET,False,4.401,16.314,9.151,3.71,2.08
224,1156,GET,False,4.852,23.618,9.437,4.87,1.94
5576,1156,GET,False,4.461,13.517,10.738,3.03,2.41
4043,1156,GET,False,4.608,16.645,11.083,3.61,2.41
7230,1156,GET,False,4.698,16.363,7.903,3.48,1.68
9293,1156,GET,False,4.166,16.909,8.946,4.06,2.15
3463,1156,GET,False,4.603,9.369,8.326,2.04,1.81
5529,1156,GET,False,3.854,17.1,10.626,4.44,2.76
6117,1156,GET,True,7.143,48.378,19.728,6.77,2.76
7287,1156,GET,False,3.642,17.295,9.429,4.75,2.59
1845,1156,GET,False,4.218,21.164,10.62,5.02,2.52
5890,1156,GET,False,5.354,9.757,8.697,1.82,1.62
8062,1156,GET,False,4.285,15.48,9.551,3.61,2.23
3663,1156,GET,False,3.825,16.468,10.567,4.31,2.76
1324,1156,GET,False,4.222,24.497,10.619,5.8,2.52
8493,1156,GET,True,7.411,26.519,14.178,3.58,1.91
1878,1156,GET,True,4.98,23.242,13.034,4.67,2.62
7043,1156,GET,True,4.359,18.95,12.161,4.35,2.79
1928,1156,GET,False,4.873,17.943,12.933,3.68,2.65
4899,1156,GET,False,4.888,33.923,10.57,6.94,2.16
6248,1156,GET,True,4.479,15.194,12.377,3.39,2.76
3603,1160,GET,True,4.562,23.106,11.163,5.06,2.45
6157,1160,GET,False,5.243,20.067,8.818,3.83,1.68
924,1164,PUT,False,274.074,75.736,61.238,0.28,0.22
2790,1164,GET,True,4.367,22.246,12.542,5.09,2.87
9614,1164,GET,False,4.782,31.403,9.989,6.57,2.09
6093,1176,PUT,False,22.098,47.972,21.504,2.17,0.97
5002,1180,GET,False,5.829,14.505,10.177,2.49,1.75
7272,1180,GET,False,5.279,29.247,11.076,5.54,2.1
7149,1184,GET,False,4.733,14.51,8.962,3.07,1.89
7614,1184,GET,True,4.998,23.634,13.971,4.73,2.8
7120,1188,GET,False,4.875,12.551,9.354,2.57,1.92
6371,1192,GET,False,4.697,14.139,12.095,3.01,2.58
8166,1212,PUT,False,10.799,40.945,25.133,3.79,2.33
877,1228,GET,False,4.642,14.701,7.794,3.17,1.68
2366,1228,GET,False,4.386,25.79,10.537,5.88,2.4
9097,1232,GET,False,4.477,9.791,9.038,2.19,2.02
7291,1232,GET,True,4.555,15.669,11.806,3.44,2.59
7524,1236,GET,False,4.71,26.191,11.063,5.56,2.35
413,1236,GET,False,5.135,23.134,9.612,4.51,1.87
5289,1236,GET,False,6.672,33.187,9.828,4.97,1.47
6143,1236,GET,False,5.932,19.833,10.738,3.34,1.81
5013,1236,GET,False,5.349,13.785,9.448,2.58,1.77
1894,1236,GET,True,4.853,26.41,12.892,5.44,2.66
8505,1236,GET,False,5.062,14.911,9.275,2.95,1.83
2904,1236,GET,False,4.436,12.095,11.391,2.73,2.57
10200,1240,GET,False,6.305,30.447,12.499,4.83,1.98
10201,1240,GET,False,3.463,13.231,7.435,3.82,2.15
8477,1240,GET,False,4.961,18.142,9.147,3.66,1.84
9499,1240,GET,False,4.585,16.67,9.739,3.64,2.12
8409,1244,GET,True,3.264,10.6,9.499,3.25,2.91
8870,1244,GET,False,4.718,16.916,8.265,3.59,1.75
10346,1252,GET,True,4.763,21.556,11.007,4.53,2.31
10390,1256,GET,False,6.227,29.172,10.72,4.68,1.72
8622,1256,GET,False,4.143,13.393,11.534,3.23,2.78
7871,1272,GET,False,4.96,16.636,10.716,3.35,2.16
6737,1288,GET,False,4.346,21.049,10.163,4.84,2.34
8235,1292,PUT,False,14.059,93.949,32.902,6.68,2.34
8960,1292,GET,False,3.776,11.1,8.541,2.94,2.26
1205,1292,PUT,False,9.786,56.057,24.601,5.73,2.51
10505,1296,GET,False,4.61,14.22,10.237,3.08,2.22
4973,1296,PUT,False,9.222,60.832,23.706,6.6,2.57
6056,1296,PUT,False,33.008,38.716,30.156,1.17,0.91
7187,1308,GET,True,4.7,21.774,12.713,4.63,2.7
8136,1308,GET,True,4.774,29.018,11.945,6.08,2.5
6392,1308,GET,False,5.123,15.545,8.902,3.03,1.74
6457,1308,GET,False,5.728,16.736,12.598,2.92,2.2
10688,1316,GET,True,5.056,18.124,13.561,3.58,2.68
8661,1316,GET,False,4.218,15.795,8.697,3.74,2.06
10693,1324,GET,True,5.484,23.728,12.834,4.33,2.34
727,1332,GET,False,4.834,19.433,8.19,4.02,1.69
735,1332,GET,True,4.592,30.263,11.972,6.59,2.61
1689,1332,GET,False,4.221,13.425,7.493,3.18,1.78
1613,1332,GET,False,4.685,29.663,12.497,6.33,2.67
2816,1332,GET,False,4.485,25.107,11.14,5.6,2.48
49,1332,GET,False,4.924,15.226,9.217,3.09,1.87
378,1332,GET,False,5.107,19.761,8.63,3.87,1.69
148,1332,GET,False,4.995,16.584,11.333,3.32,2.27
2073,1332,GET,True,4.384,21.147,12.033,4.82,2.74
2773,1332,GET,False,4.305,25.227,8.934,5.86,2.08
989,1332,GET,False,4.357,27.761,12.276,6.37,2.82
2660,1332,GET,False,4.394,16.07,8.227,3.66,1.87
365,1332,GET,False,5.045,19.608,7.794,3.89,1.54
419,1332,GET,True,4.702,26.565,13.216,5.65,2.81
580,1332,GET,False,4.415,21.805,9.522,4.94,2.16
1112,1332,GET,False,4.885,30.628,11.728,6.27,2.4
135,1332,GET,False,4.157,16.129,8.453,3.88,2.03
87,1332,GET,False,4.767,13.552,8.606,2.84,1.81
1397,1336,GET,False,4.525,17.121,9.023,3.78,1.99
56,1336,GET,True,5.224,15.835,9.769,3.03,1.87
480,1336,GET,False,3.698,14.758,7.818,3.99,2.11
1531,1336,GET,False,5.627,17.222,8.753,3.06,1.56
2068,1336,GET,False,3.871,12.864,6.872,3.32,1.78
1326,1336,GET,True,5.038,27.109,14.51,5.38,2.88
4645,1336,GET,False,4.667,13.438,11.448,2.88,2.45
2419,1336,GET,False,4.325,15.767,10.316,3.65,2.39
3356,1336,GET,False,3.819,9.738,9.097,2.55,2.38
2931,1336,GET,False,5.165,16.078,8.446,3.11,1.64
457,1336,GET,False,4.047,18.864,10.545,4.66,2.61
6539,1336,GET,True,4.847,18.271,13.084,3.77,2.7
799,1336,GET,False,3.976,17.628,8.7,4.43,2.19
9751,1336,GET,False,3.969,17.358,11.385,4.37,2.87
2096,1336,GET,False,5.455,30.754,10.136,5.64,1.86
1828,1336,GET,True,4.08,23.166,11.727,5.68,2.87
2451,1336,GET,False,3.68,19.135,7.253,5.2,1.97
2644,1336,GET,False,4.231,16.178,8.077,3.82,1.91
9892,1336,GET,False,4.423,14.198,11.204,3.21,2.53
8504,1336,GET,False,4.868,19.687,8.444,4.04,1.73
4240,1336,GET,False,3.916,16.768,8.719,4.28,2.23
654,1336,GET,True,4.678,21.687,11.85,4.64,2.53
10297,1336,GET,True,4.511,29.893,12.123,6.63,2.69
91,1336,GET,True,4.667,17.428,12.905,3.73,2.77
358,1336,GET,False,5.221,19.958,8.893,3.82,1.7
2620,1336,GET,False,3.836,21.393,10.669,5.58,2.78
2009,1336,GET,False,4.388,21.988,10.79,5.01,2.46
933,1336,GET,True,6.175,28.266,12.567,4.58,2.04
7,1336,GET,True,4.557,19.422,11.123,4.26,2.44
6334,1340,GET,False,5.235,14.46,9.534,2.76,1.82
5258,1340,GET,False,5.024,18.523,9.915,3.69,1.97
3863,1348,GET,False,4.053,14.181,8.043,3.5,1.98
7561,1348,GET,False,4.398,12.291,9.408,2.79,2.14
1125,1348,GET,True,5.613,27.514,12.517,4.9,2.23
8597,1348,PUT,False,10.922,39.549,30.037,3.62,2.75
348,1352,GET,False,4.408,19.432,8.41,4.41,1.91
1921,1356,GET,False,4.349,15.928,9.431,3.66,2.17
462,1356,GET,False,4.288,17.874,9.78,4.17,2.28
3540,1356,GET,False,5.961,17.344,9.089,2.91,1.52
3870,1356,GET,False,5.267,32.867,9.482,6.24,1.8
3385,1356,GET,False,5.038,10.946,8.625,2.17,1.71
5551,1356,GET,True,4.647,20.156,13.117,4.34,2.82
5114,1356,GET,False,4.302,14.173,8.572,3.29,1.99
2868,1356,GET,False,3.958,21.904,10.661,5.53,2.69
2156,1356,GET,False,4.901,18.328,8.483,3.74,1.73
1052,1356,GET,False,4.423,19.334,9.306,4.37,2.1
5255,1356,GET,True,4.698,21.917,11.815,4.67,2.51
10539,1356,GET,False,3.99,13.675,11.147,3.43,2.79
7428,1356,GET,False,5.339,19.284,11.295,3.61,2.12
7164,1356,GET,False,4.256,25.102,9.483,5.9,2.23
10762,1356,GET,False,4.31,14.811,8.663,3.44,2.01
7548,1356,GET,False,4.219,23.201,9.889,5.5,2.34
1303,1356,GET,True,4.31,14.929,11.332,3.46,2.63
8587,1356,GET,False,4.158,17.838,11.842,4.29,2.85
7555,1356,GET,False,3.211,12.608,8.71,3.93,2.71
6236,1356,GET,False,5.014,9.741,9.648,1.94,1.92
5508,1356,GET,False,5.163,16.4,9.683,3.18,1.88
1402,1356,GET,False,5.201,23.224,9.157,4.47,1.76
8954,1356,GET,False,5.078,19.213,9.343,3.78,1.84
5338,1356,GET,False,5.917,15.288,11.097,2.58,1.88
2401,1356,GET,False,4.442,20.632,8.982,4.64,2.02
1250,1356,GET,False,4.317,13.2,8.606,3.06,1.99
3818,1356,GET,True,4.396,29.455,11.524,6.7,2.62
1825,1356,GET,False,4.243,23.191,8.141,5.47,1.92
7176,1360,GET,False,4.56,14.838,8.285,3.25,1.82
2402,1360,GET,True,4.52,24.513,12.049,5.42,2.67
7104,1360,GET,False,4.457,19.396,13.035,4.35,2.92
914,1360,GET,True,5.899,26.609,11.507,4.51,1.95
4441,1360,GET,False,4.332,21.698,10.361,5.01,2.39
9127,1364,GET,False,4.773,16.015,13.465,3.36,2.82
5760,1364,GET,False,3.714,17.401,10.068,4.69,2.71
3485,1364,GET,False,4.934,14.488,12.538,2.94,2.54
349,1364,GET,True,4.636,25.617,12.914,5.53,2.79
7996,1364,GET,False,5.14,12.446,8.891,2.42,1.73
6007,1364,GET,False,3.986,14.166,9.382,3.55,2.35
9728,1364,GET,False,4.403,13.776,10.669,3.13,2.42
4879,1364,GET,False,3.639,15.584,8.155,4.28,2.24
5729,1364,GET,False,4.903,17.929,10.953,3.66,2.23
10826,1364,GET,False,4.702,12.547,8.211,2.67,1.75
4770,1364,GET,False,4.193,16.599,9.369,3.96,2.23
9013,1364,GET,True,4.411,22.934,12.298,5.2,2.79
3764,1364,GET,False,4.569,23.145,9.867,5.07,2.16
7202,1364,GET,False,4.577,18.015,11.065,3.94,2.42
5051,1364,GET,True,4.894,19.81,13.336,4.05,2.72
1068,1364,GET,False,4.576,30.227,10.174,6.61,2.22
4296,1364,GET,False,5.629,36.212,11.66,6.43,2.07
632,1364,GET,True,4.895,25.102,11.985,5.13,2.45
10351,1364,GET,False,4.406,25.723,8.726,5.84,1.98
6712,1364,GET,True,4.334,18.51,11.843,4.27,2.73
3126,1364,GET,False,4.304,20.116,11.531,4.67,2.68
2326,1368,GET,False,4.124,21.837,10.493,5.3,2.54
10824,1368,GET,False,5.454,13.202,9.77,2.42,1.79
7275,1368,GET,True,4.948,20.943,11.608,4.23,2.35
646,1368,GET,True,4.912,25.247,12.194,5.14,2.48
10638,1368,GET,False,5.752,13.298,8.97,2.31,1.56
4112,1368,GET,True,4.625,16.541,11.044,3.58,2.39
937,1368,GET,False,6.73,20.602,8.099,3.06,1.2
4271,1368,GET,False,6.901,13.899,7.988,2.01,1.16
845,1368,GET,True,5.426,20.096,13.56,3.7,2.5
8037,1368,GET,False,4.113,13.794,10.269,3.35,2.5
5375,1368,GET,True,4.087,16.687,11.725,4.08,2.87
891,1368,GET,False,5.285,16.377,7.716,3.1,1.46
7401,1368,GET,False,4.497,15.824,10.783,3.52,2.4
682,1368,GET,False,4.58,13.486,7.938,2.94,1.73
1549,1368,GET,True,4.683,23.194,11.325,4.95,2.42
574,1368,GET,False,5.065,15.702,8.782,3.1,1.73
3445,1368,GET,False,4.258,17.422,8.366,4.09,1.96
8011,1368,GET,False,4.975,13.376,9.075,2.69,1.82
8678,1368,GET,True,4.817,22.463,14.015,4.66,2.91
2932,1368,GET,True,4.389,17.856,11.386,4.07,2.59
7712,1368,GET,False,4.802,18.802,9.065,3.92,1.89
6249,1368,GET,True,5.083,13.234,11.395,2.6,2.24
4598,1368,GET,False,5.679,19.558,9.047,3.44,1.59
10825,1368,GET,True,4.583,19.591,13.229,4.27,2.89
9041,1368,GET,False,4.493,17.357,9.176,3.86,2.04
1448,1368,GET,True,4.457,24.133,11.461,5.41,2.57
4677,1368,GET,False,4.122,18.342,10.148,4.45,2.46
6320,1368,GET,True,4.525,16.445,11.612,3.63,2.57
5682,1368,GET,False,3.132,10.942,8.256,3.49,2.64
2151,1368,GET,False,4.232,16.566,7.683,3.91,1.82
9970,1368,GET,False,3.751,19.232,8.063,5.13,2.15
2080,1368,GET,False,4.12,14.765,8.356,3.58,2.03
2604,1368,GET,False,4.316,19.862,8.796,4.6,2.04
9202,1368,GET,False,4.438,19.405,11.039,4.37,2.49
8853,1372,GET,False,5.016,10.575,7.963,2.11,1.59
8609,1372,GET,False,4.265,16.992,10.264,3.98,2.41
629,1372,GET,True,3.807,24.871,10.23,6.53,2.69
1384,1372,GET,False,4.489,24.444,9.584,5.45,2.13
10957,1372,GET,False,4.2,21.262,12.269,5.06,2.92
2291,1372,GET,False,4.675,15.188,11.279,3.25,2.41
1546,1372,GET,False,5.621,17.397,8.367,3.1,1.49
1897,1372,GET,True,4.644,23.679,11.023,5.1,2.37
10125,1372,GET,False,4.188,16.85,8.727,4.02,2.08
290,1372,GET,True,5.204,29.743,10.823,5.72,2.08
8232,1372,GET,False,3.965,15.476,8.771,3.9,2.21
3770,1372,GET,False,4.497,17.589,11.676,3.91,2.6
3966,1372,GET,True,4.614,14.35,12.068,3.11,2.62
529,1372,GET,False,4.801,22.856,10.513,4.76,2.19
1642,1372,GET,False,4.471,24.529,11.621,5.49,2.6
10460,1372,GET,False,5.064,18.039,9.549,3.56,1.89
10431,1372,GET,False,4.421,27.772,9.025,6.28,2.04
10608,1372,GET,False,4.738,16.973,12.468,3.58,2.63
10775,1372,GET,True,4.318,16.112,12.342,3.73,2.86
813,1372,GET,False,4.673,14.863,9.486,3.18,2.03
364,1372,GET,True,3.96,24.345,10.622,6.15,2.68
907,1372,GET,False,6.509,26.216,8.848,4.03,1.36
825,1372,GET,True,4.812,24.783,12.709,5.15,2.64
8404,1372,GET,False,4.621,9.614,10.499,2.08,2.27
8795,1372,GET,False,4.329,19.389,7.506,4.48,1.73
10698,1372,GET,True,4.114,16.27,11.57,3.95,2.81
2658,1372,GET,True,4.281,21.324,12.119,4.98,2.83
2757,1372,GET,True,4.162,24.996,11.792,6.01,2.83
957,1372,GET,True,5.57,33.607,13.039,6.03,2.34
1678,1372,GET,True,4.805,28.394,12.074,5.91,2.51
1599,1372,GET,False,5.194,13.223,10.371,2.55,2.0
60,1372,GET,False,5.092,17.726,9.464,3.48,1.86
4157,1376,GET,False,4.133,18.87,10.613,4.57,2.57
8312,1376,GET,True,5.221,22.88,12.832,4.38,2.46
9347,1376,GET,False,4.814,19.746,10.867,4.1,2.26
3876,1376,GET,False,4.358,18.414,9.49,4.23,2.18
9018,1388,GET,False,4.305,9.662,9.741,2.24,2.26
5259,1388,GET,True,4.63,22.26,12.235,4.81,2.64
10197,1388,GET,False,4.767,10.342,9.778,2.17,2.05
10145,1388,GET,False,5.54,27.333,11.209,4.93,2.02
8206,1388,GET,False,4.312,15.098,11.619,3.5,2.69
7090,1388,GET,False,5.315,31.433,10.992,5.91,2.07
8294,1388,GET,False,5.07,16.948,9.108,3.34,1.8
3222,1392,GET,True,5.003,16.294,14.105,3.26,2.82
5014,1392,GET,False,4.713,14.645,8.499,3.11,1.8
4665,1396,GET,False,4.461,15.215,8.543,3.41,1.92
4893,1396,GET,False,5.072,22.204,9.765,4.38,1.93
5754,1400,GET,False,4.063,14.762,11.511,3.63,2.83
4486,1400,GET,True,4.953,16.865,13.269,3.41,2.68
3227,1400,GET,True,4.636,16.183,12.235,3.49,2.64
6532,1400,GET,False,5.24,28.112,9.543,5.36,1.82
10849,1408,GET,False,3.94,19.901,7.84,5.05,1.99
10362,1408,GET,True,4.33,26.101,11.982,6.03,2.77
4982,1412,PUT,False,10.112,46.929,21.12,4.64,2.09
6841,1412,PUT,False,11.984,68.945,30.711,5.75,2.56
4147,1412,GET,False,4.861,14.645,9.127,3.01,1.88
7361,1412,GET,False,4.803,11.263,7.905,2.34,1.65
4555,1412,GET,False,5.835,13.209,11.297,2.26,1.94
1666,1416,GET,False,4.401,23.375,8.381,5.31,1.9
5905,1420,GET,False,5.659,14.084,10.692,2.49,1.89
10719,1420,PUT,False,10.498,34.575,24.387,3.29,2.32
731,1420,GET,False,4.636,19.509,8.483,4.21,1.83
9314,1420,GET,False,5.368,24.113,13.094,4.49,2.44
8447,1420,GET,False,4.748,13.597,8.482,2.86,1.79
10803,1420,GET,False,5.334,10.885,10.528,2.04,1.97
