No,Size,Type,IsDegradeRead,replicas,nativeec,microec,NativeecTimes,MicroecTimes
9895,1832,GET,True,5.153,20.733,13.432,4.02,2.61
8203,1836,GET,True,5.298,34.445,17.217,6.5,3.25
9379,1856,GET,True,4.78,58.518,18.031,12.24,3.77
5648,1864,GET,True,4.167,17.77,16.343,4.26,3.92
9942,1864,GET,True,5.666,69.7,16.84,12.3,2.97
9357,1868,GET,True,5.335,30.033,15.053,5.63,2.82
5256,1872,GET,True,4.505,22.46,13.517,4.99,3.0
9193,1872,GET,True,4.588,17.716,12.427,3.86,2.71
7183,1880,GET,True,5.027,31.193,13.667,6.21,2.72
4024,1880,GET,True,4.881,25.882,12.654,5.3,2.59
6084,1880,GET,True,4.93,19.59,17.546,3.97,3.56
6883,1896,GET,True,5.63,73.442,21.067,13.04,3.74
4363,1896,GET,True,4.703,35.005,25.719,7.44,5.47
10804,1896,GET,True,4.434,17.118,14.092,3.86,3.18
3906,1896,GET,True,4.755,47.238,16.258,9.93,3.42
4193,1896,GET,True,4.73,19.551,14.337,4.13,3.03
7604,1896,GET,True,6.249,47.608,15.085,7.62,2.41
5603,1896,GET,True,4.023,26.785,16.779,6.66,4.17
4185,1896,GET,True,4.985,48.896,17.657,9.81,3.54
2823,1896,GET,True,4.811,30.986,15.489,6.44,3.22
3898,1896,GET,True,4.944,26.384,18.786,5.34,3.8
10466,1896,GET,True,4.756,53.4,16.034,11.23,3.37
4583,1896,GET,True,5.193,40.45,14.746,7.79,2.84
3613,1896,GET,True,5.576,61.199,27.065,10.98,4.85
4475,1896,GET,True,4.488,28.626,12.872,6.38,2.87
7530,1896,GET,True,4.977,57.282,25.274,11.51,5.08
1535,1896,GET,True,4.428,47.188,30.671,10.66,6.93
8063,1896,GET,True,5.179,31.294,19.853,6.04,3.83
9669,1896,GET,True,4.881,45.108,16.358,9.24,3.35
4824,1896,GET,True,5.877,64.801,25.004,11.03,4.25
3294,1896,GET,True,4.761,47.76,15.673,10.03,3.29
9877,1896,GET,True,4.876,32.676,20.452,6.7,4.19
10656,1896,GET,True,4.772,17.824,12.129,3.74,2.54
2714,1900,GET,True,4.964,50.855,14.62,10.24,2.95
490,1900,GET,True,4.659,53.942,24.024,11.58,5.16
6394,1900,GET,True,5.123,25.732,12.768,5.02,2.49
851,1900,GET,True,5.006,28.406,21.588,5.67,4.31
4428,1900,GET,True,4.746,26.387,15.716,5.56,3.31
5583,1900,GET,True,4.681,24.141,16.181,5.16,3.46
1625,1900,GET,True,8.597,24.546,12.569,2.86,1.46
765,1900,GET,True,4.245,26.478,15.068,6.24,3.55
6421,1900,GET,True,4.738,18.984,13.539,4.01,2.86
7323,1900,GET,True,4.861,23.052,15.903,4.74,3.27
149,1900,GET,True,4.508,30.355,14.113,6.73,3.13
2104,1900,GET,True,4.446,18.503,12.393,4.16,2.79
8261,1900,GET,True,4.803,29.495,18.053,6.14,3.76
292,1900,GET,True,4.961,41.814,17.026,8.43,3.43
8912,1900,GET,True,4.579,19.588,13.391,4.28,2.92
5901,1900,GET,True,4.983,26.211,16.901,5.26,3.39
1895,1900,GET,True,4.779,18.802,12.115,3.93,2.54
3066,1900,GET,True,4.743,31.881,14.968,6.72,3.16
7640,1912,GET,True,4.299,40.524,19.401,9.43,4.51
7281,1912,GET,True,5.084,49.747,17.85,9.79,3.51
5534,1912,GET,True,4.435,23.281,17.338,5.25,3.91
6036,1912,GET,True,5.233,39.993,19.217,7.64,3.67
3114,1912,GET,True,5.06,40.527,15.888,8.01,3.14
9649,1920,GET,True,5.522,69.394,19.108,12.57,3.46
8584,1932,GET,True,5.281,19.108,11.524,3.62,2.18
2094,1932,GET,True,4.245,54.78,21.041,12.9,4.96
6620,1936,PUT,False,10.908,89.772,36.636,8.23,3.36
874,1940,GET,True,4.589,23.409,17.929,5.1,3.91
7290,1940,GET,True,4.785,28.553,15.462,5.97,3.23
5789,1940,GET,True,4.75,22.098,18.116,4.65,3.81
10148,1956,GET,True,5.063,26.624,16.342,5.26,3.23
194,1964,GET,True,4.479,20.949,12.993,4.68,2.9
4546,1964,GET,True,5.658,45.893,18.349,8.11,3.24
5642,1964,GET,True,4.987,57.948,25.772,11.62,5.17
315,1980,GET,True,5.11,21.824,15.328,4.27,3.0
950,1980,GET,True,4.317,21.315,12.057,4.94,2.79
8940,1980,GET,True,6.306,32.9,12.666,5.22,2.01
3804,1980,GET,True,4.558,50.103,13.905,10.99,3.05
1468,1980,GET,True,4.965,52.883,18.244,10.65,3.67
2858,1980,GET,True,4.773,30.948,14.416,6.48,3.02
1405,1980,GET,True,4.578,29.577,12.641,6.46,2.76
4402,1980,GET,True,4.823,25.773,15.851,5.34,3.29
1627,1980,GET,True,9.749,49.297,14.748,5.06,1.51
8502,1980,GET,True,6.068,18.479,16.816,3.05,2.77
10476,1980,GET,True,5.363,41.395,10.971,7.72,2.05
3449,1980,GET,True,5.065,22.584,15.829,4.46,3.13
2722,1980,GET,True,4.524,28.334,9.714,6.26,2.15
3913,1980,GET,True,5.604,28.092,16.035,5.01,2.86
919,1980,GET,True,4.262,20.418,13.346,4.79,3.13
188,1980,GET,True,4.212,23.754,12.943,5.64,3.07
2053,1980,GET,True,4.621,49.831,13.472,10.78,2.92
2100,1980,GET,True,5.799,27.911,14.645,4.81,2.53
2698,1980,GET,True,4.062,19.375,12.611,4.77,3.1
9740,1980,GET,True,5.055,26.385,14.066,5.22,2.78
7320,1980,GET,True,4.23,22.476,15.254,5.31,3.61
7691,1980,GET,True,5.976,72.784,23.192,12.18,3.88
7895,1980,GET,True,5.112,57.995,18.314,11.34,3.58
2441,1980,GET,True,4.324,27.719,11.63,6.41,2.69
32,1980,GET,True,4.636,20.499,12.624,4.42,2.72
7279,1980,GET,True,5.036,38.702,16.371,7.69,3.25
10333,1980,GET,True,5.1,23.859,11.074,4.68,2.17
511,1980,GET,True,4.534,21.947,12.556,4.84,2.77
8511,1980,GET,True,5.018,16.209,14.444,3.23,2.88
86,1980,GET,True,4.282,27.71,14.22,6.47,3.32
10560,1984,GET,True,5.324,17.224,13.756,3.24,2.58
10153,1984,GET,True,4.551,24.407,13.715,5.36,3.01
9393,1984,GET,True,5.348,24.898,15.181,4.66,2.84
3090,1988,GET,True,5.449,35.162,19.212,6.45,3.53
4164,1988,GET,True,4.451,47.36,18.623,10.64,4.18
8494,1988,GET,True,4.898,17.348,14.129,3.54,2.88
1991,1988,GET,True,5.379,53.037,13.965,9.86,2.6
2041,1988,GET,True,5.321,60.608,12.915,11.39,2.43
4439,1988,GET,True,4.911,21.14,18.727,4.3,3.81
5992,1988,GET,True,4.781,35.626,19.683,7.45,4.12
9136,1988,GET,True,4.619,55.924,16.249,12.11,3.52
5984,1988,GET,True,4.972,62.893,27.385,12.65,5.51
6345,1988,GET,True,4.969,19.71,13.453,3.97,2.71
8336,1988,GET,True,4.915,54.737,17.388,11.14,3.54
6873,1988,GET,True,5.093,24.457,23.519,4.8,4.62
9458,1988,GET,True,4.724,20.579,14.084,4.36,2.98
7662,1988,GET,True,5.005,42.742,16.632,8.54,3.32
214,1988,GET,True,4.969,44.269,15.374,8.91,3.09
6668,1988,GET,True,5.295,43.376,19.459,8.19,3.67
5063,1988,GET,True,6.493,49.767,13.478,7.66,2.08
3590,1988,GET,True,4.905,49.436,15.909,10.08,3.24
412,1988,GET,True,4.985,25.144,12.101,5.04,2.43
7002,1988,GET,True,5.493,65.138,22.006,11.86,4.01
8647,1988,GET,True,4.836,56.884,15.536,11.76,3.21
8551,1988,GET,True,5.614,49.547,18.79,8.83,3.35
3503,1988,GET,True,5.167,53.533,25.143,10.36,4.87
2027,1988,GET,True,5.29,53.486,15.444,10.11,2.92
9972,1988,GET,True,4.709,30.634,13.189,6.51,2.8
10707,1988,GET,True,4.608,18.674,13.782,4.05,2.99
4913,1988,GET,True,5.477,66.246,30.559,12.1,5.58
3841,1988,GET,True,4.77,30.525,16.932,6.4,3.55
7753,1988,GET,True,5.052,45.222,17.084,8.95,3.38
4951,1988,GET,True,5.094,48.239,16.249,9.47,3.19
7160,1988,GET,True,4.796,28.667,13.91,5.98,2.9
8031,1988,GET,True,5.687,27.381,15.546,4.81,2.73
9330,1988,GET,True,5.493,35.724,23.897,6.5,4.35
5492,1992,GET,True,4.774,25.335,18.747,5.31,3.93
6444,1992,GET,True,5.274,29.122,16.53,5.52,3.13
5049,1992,GET,True,26.897,75.995,15.008,2.83,0.56
5214,1996,GET,True,4.641,26.391,15.631,5.69,3.37
6877,1996,GET,True,4.763,40.216,18.226,8.44,3.83
7948,1996,GET,True,5.092,54.967,15.634,10.79,3.07
7396,1996,GET,True,4.842,48.796,16.82,10.08,3.47
9273,1996,GET,True,5.237,46.764,15.065,8.93,2.88
4676,1996,GET,True,5.081,20.459,14.617,4.03,2.88
3338,1996,GET,True,4.969,61.266,14.511,12.33,2.92
6643,1996,GET,True,5.198,25.407,22.304,4.89,4.29
6230,1996,GET,True,4.488,35.456,16.235,7.9,3.62
6179,1996,GET,True,5.002,21.966,16.097,4.39,3.22
8722,1996,GET,True,5.353,54.725,13.896,10.22,2.6
4728,1996,GET,True,4.462,26.047,14.99,5.84,3.36
6398,1996,GET,True,5.269,53.648,21.212,10.18,4.03
9316,2000,PUT,False,10.957,40.581,29.548,3.7,2.7
9181,2000,PUT,False,12.215,65.776,24.307,5.38,1.99
9147,2000,PUT,False,14.122,56.302,30.419,3.99,2.15
10761,2000,GET,True,5.052,15.899,13.374,3.15,2.65
8434,2000,GET,True,4.92,28.281,13.02,5.75,2.65
8443,2000,PUT,False,15.933,34.996,22.37,2.2,1.4
8437,2000,PUT,False,15.918,63.465,27.949,3.99,1.76
10281,2000,GET,True,4.702,29.68,15.257,6.31,3.24
9308,2004,GET,True,5.921,21.938,15.099,3.71,2.55
10411,2004,GET,True,4.456,28.595,15.523,6.42,3.48
1820,2008,GET,True,4.215,20.127,18.648,4.78,4.42
10157,2008,GET,True,4.84,20.729,12.87,4.28,2.66
6751,2008,GET,True,5.049,25.706,15.247,5.09,3.02
5272,2008,GET,True,4.575,39.668,14.917,8.67,3.26
9636,2008,GET,True,5.284,57.805,13.375,10.94,2.53
7397,2012,GET,True,4.676,42.385,14.207,9.06,3.04
7398,2012,GET,True,3.556,19.334,10.177,5.44,2.86
9832,2012,GET,True,5.759,58.469,15.093,10.15,2.62
6937,2012,GET,True,5.036,38.196,14.813,7.58,2.94
227,2012,GET,True,4.202,27.845,11.674,6.63,2.78
9419,2012,GET,True,4.275,26.264,18.206,6.14,4.26
3586,2012,GET,True,4.45,27.135,12.751,6.1,2.87
4610,2012,GET,True,5.082,52.796,21.255,10.39,4.18
5173,2012,GET,True,4.787,23.535,16.556,4.92,3.46
7633,2020,GET,True,4.799,58.779,17.679,12.25,3.68
10165,2024,GET,True,5.123,23.853,14.702,4.66,2.87
5380,2028,GET,True,5.232,52.586,27.237,10.05,5.21
7099,2032,GET,True,5.863,70.016,21.793,11.94,3.72
5447,2036,GET,True,4.823,63.184,24.403,13.1,5.06
4020,2036,GET,True,5.523,64.476,15.025,11.67,2.72
8459,2040,GET,True,5.201,25.875,13.097,4.98,2.52
10354,2040,GET,True,4.439,18.922,12.346,4.26,2.78
7015,2040,GET,True,5.027,23.124,13.739,4.6,2.73
10316,2044,GET,True,4.372,20.945,13.35,4.79,3.05
6896,2044,GET,True,5.634,34.472,14.119,6.12,2.51
9268,2044,GET,True,5.755,53.795,14.554,9.35,2.53
9814,2044,GET,True,4.885,50.404,14.784,10.32,3.03
10814,2044,PUT,False,10.106,36.206,22.353,3.58,2.21
10908,2048,GET,True,4.829,24.768,13.09,5.13,2.71
1743,2052,GET,True,4.814,25.694,13.61,5.34,2.83
10115,2056,GET,True,4.737,43.108,17.075,9.1,3.6
3045,2056,PUT,False,15.098,47.822,26.986,3.17,1.79
8659,2056,GET,True,4.293,34.628,12.039,8.07,2.8
3194,2056,GET,True,6.941,28.71,9.618,4.14,1.39
8875,2056,GET,True,4.552,55.532,17.684,12.2,3.88
8891,2056,GET,True,4.888,22.121,16.491,4.53,3.37
7748,2056,GET,True,4.977,41.042,15.79,8.25,3.17
8810,2056,GET,True,6.292,50.457,17.63,8.02,2.8
8379,2056,GET,True,6.702,43.817,15.276,6.54,2.28
8343,2056,GET,True,4.998,30.655,17.068,6.13,3.41
9646,2056,GET,True,5.235,25.507,16.341,4.87,3.12
9091,2056,GET,True,6.05,71.449,20.039,11.81,3.31
2079,2056,GET,True,4.294,27.916,16.346,6.5,3.81
8455,2056,PUT,False,15.198,38.734,21.361,2.55,1.41
6023,2056,GET,True,5.166,27.965,15.621,5.41,3.02
10482,2056,GET,True,5.964,67.597,31.876,11.33,5.34
1667,2056,GET,True,4.816,21.565,11.573,4.48,2.4
9024,2056,GET,True,4.488,21.633,15.104,4.82,3.37
10616,2056,GET,True,4.793,20.692,17.162,4.32,3.58
6393,2056,GET,True,5.277,20.326,15.539,3.85,2.94
6020,2056,GET,True,4.963,23.375,19.13,4.71,3.85
8925,2056,GET,True,4.982,34.892,12.982,7.0,2.61
8854,2056,GET,True,4.709,33.57,15.592,7.13,3.31
8271,2056,GET,True,5.151,18.858,12.031,3.66,2.34
3422,2056,GET,True,4.795,31.083,17.103,6.48,3.57
8889,2056,GET,True,4.987,26.531,15.389,5.32,3.09
2034,2056,GET,True,4.497,24.871,11.016,5.53,2.45
10006,2056,GET,True,4.715,21.87,12.891,4.64,2.73
2342,2056,GET,True,5.096,50.75,19.518,9.96,3.83
8882,2056,GET,True,5.012,25.307,14.731,5.05,2.94
7434,2056,GET,True,4.894,20.874,28.379,4.27,5.8
9437,2056,GET,True,4.998,24.294,13.93,4.86,2.79
5626,2056,GET,True,5.097,23.909,16.642,4.69,3.27
9343,2056,GET,True,5.581,26.734,13.335,4.79,2.39
6414,2056,PUT,False,13.771,80.791,35.749,5.87,2.6
9043,2056,GET,True,5.123,55.503,13.794,10.83,2.69
3698,2056,GET,True,4.855,23.864,21.164,4.92,4.36
4453,2056,GET,True,5.345,47.955,17.755,8.97,3.32
1304,2056,GET,True,4.326,24.903,13.899,5.76,3.21
8980,2056,GET,True,5.147,26.064,13.615,5.06,2.65
6347,2056,GET,True,5.089,21.129,15.341,4.15,3.01
9365,2056,GET,True,4.694,31.775,14.019,6.77,2.99
749,2056,GET,True,4.849,29.301,11.645,6.04,2.4
10666,2056,GET,True,4.977,42.374,15.333,8.51,3.08
456,2056,PUT,False,10.943,36.176,34.05,3.31,3.11
953,2056,GET,True,5.355,64.025,31.727,11.96,5.92
8415,2056,GET,True,5.408,19.296,11.181,3.57,2.07
8384,2056,PUT,False,14.679,39.783,31.16,2.71,2.12
6794,2056,PUT,False,11.19,140.629,28.97,12.57,2.59
8825,2056,GET,True,4.491,22.16,12.494,4.93,2.78
10699,2056,GET,True,4.744,17.927,15.437,3.78,3.25
4404,2056,GET,True,5.382,26.76,17.066,4.97,3.17
6906,2056,GET,True,5.747,70.792,13.793,12.32,2.4
2501,2056,PUT,False,10.423,44.106,32.456,4.23,3.11
9511,2056,GET,True,4.706,26.276,14.51,5.58,3.08
1690,2056,GET,True,4.471,24.716,11.564,5.53,2.59
10238,2056,GET,True,5.075,25.608,15.235,5.05,3.0
4959,2056,GET,True,4.743,29.325,15.756,6.18,3.32
10170,2056,GET,True,5.29,51.352,17.178,9.71,3.25
10821,2056,PUT,False,10.234,66.881,30.756,6.54,3.01
3584,2056,PUT,False,9.54,52.293,29.322,5.48,3.07
10792,2056,GET,True,5.754,63.037,17.339,10.96,3.01
10043,2056,GET,True,4.842,20.763,12.646,4.29,2.61
10620,2056,GET,True,4.601,23.433,16.478,5.09,3.58
9587,2056,GET,True,5.44,46.328,17.967,8.52,3.3
3630,2056,GET,True,4.841,47.221,18.396,9.75,3.8
8350,2056,GET,True,6.531,29.555,12.735,4.53,1.95
10525,2056,GET,True,5.051,52.284,15.752,10.35,3.12
8208,2056,GET,True,5.045,22.972,14.171,4.55,2.81
9714,2056,PUT,False,11.345,34.077,21.527,3.0,1.9
10492,2056,GET,True,5.03,29.813,12.547,5.93,2.49
7594,2056,GET,True,5.078,25.969,17.586,5.11,3.46
8739,2056,PUT,False,10.646,60.608,34.722,5.69,3.26
9556,2056,GET,True,5.25,45.87,15.996,8.74,3.05
3728,2056,GET,True,4.744,38.27,17.4,8.07,3.67
8210,2056,GET,True,5.116,21.506,14.785,4.2,2.89
3908,2056,GET,True,5.124,25.794,12.768,5.03,2.49
9717,2056,GET,True,4.936,46.379,16.661,9.4,3.38
9948,2056,GET,True,5.003,53.437,15.959,10.68,3.19
3012,2056,GET,True,4.887,29.022,14.305,5.94,2.93
10131,2056,GET,True,4.652,19.653,16.116,4.22,3.46
849,2056,GET,True,6.054,60.391,27.753,9.98,4.58
8539,2056,GET,True,5.04,19.066,14.393,3.78,2.86
8911,2056,GET,True,5.244,25.86,15.622,4.93,2.98
9494,2056,GET,True,4.677,21.937,14.12,4.69,3.02
5009,2056,GET,True,5.163,19.269,21.455,3.73,4.16
9126,2056,GET,True,4.963,30.825,17.217,6.21,3.47
8010,2056,PUT,False,15.505,48.651,33.268,3.14,2.15
8915,2056,GET,True,4.929,25.184,15.527,5.11,3.15
10067,2056,GET,True,4.894,27.707,11.543,5.66,2.36
1037,2056,GET,True,5.062,19.385,12.62,3.83,2.49
9622,2056,PUT,False,12.74,68.018,30.851,5.34,2.42
8413,2056,GET,True,4.567,17.592,19.339,3.85,4.23
8823,2056,GET,True,4.874,25.359,12.045,5.2,2.47
10701,2056,GET,True,4.911,16.05,14.365,3.27,2.93
7917,2056,GET,True,5.92,64.923,20.145,10.97,3.4
8964,2056,GET,True,5.003,30.444,14.855,6.09,2.97
433,2056,PUT,False,10.286,38.236,25.542,3.72,2.48
8444,2056,GET,True,5.293,20.603,13.114,3.89,2.48
4622,2056,GET,True,4.818,27.524,15.735,5.71,3.27
5012,2056,PUT,False,10.629,100.217,45.012,9.43,4.23
5908,2056,GET,True,4.814,29.591,16.34,6.15,3.39
1884,2056,GET,True,4.814,18.001,12.228,3.74,2.54
8089,2056,GET,True,5.144,30.714,16.268,5.97,3.16
9035,2056,GET,True,5.418,23.324,14.319,4.3,2.64
9418,2056,PUT,False,10.999,60.328,31.585,5.48,2.87
10629,2056,GET,True,4.798,18.651,14.644,3.89,3.05
10031,2056,GET,True,4.433,22.479,14.494,5.07,3.27
4405,2056,GET,True,4.886,24.323,19.498,4.98,3.99
8822,2056,GET,True,4.519,22.443,13.313,4.97,2.95
2497,2056,PUT,False,14.093,65.185,32.376,4.63,2.3
7409,2056,GET,True,4.651,20.581,14.63,4.43,3.15
1916,2056,GET,True,4.606,22.399,15.302,4.86,3.32
7882,2056,GET,True,4.839,27.427,14.186,5.67,2.93
1084,2056,GET,True,5.22,22.627,14.952,4.33,2.86
10364,2056,GET,True,4.402,19.161,13.39,4.35,3.04
10040,2056,GET,True,4.666,19.866,12.882,4.26,2.76
7878,2056,GET,True,4.768,28.59,19.896,6.0,4.17
8046,2056,GET,True,4.995,21.249,21.039,4.25,4.21
1412,2056,GET,True,4.542,32.68,15.829,7.2,3.49
6333,2056,PUT,False,10.382,40.111,32.446,3.86,3.13
10044,2056,GET,True,4.792,20.901,13.395,4.36,2.8
8427,2056,GET,True,5.081,25.692,13.991,5.06,2.75
5419,2056,GET,True,5.843,59.515,16.204,10.19,2.77
1528,2056,GET,True,4.951,31.88,14.609,6.44,2.95
8890,2056,GET,True,4.781,25.366,17.374,5.31,3.63
2650,2056,PUT,False,10.048,46.478,36.371,4.63,3.62
1131,2056,GET,True,4.599,42.189,14.393,9.17,3.13
10676,2056,GET,True,4.756,18.402,15.094,3.87,3.17
10720,2056,GET,True,4.897,21.337,16.746,4.36,3.42
9821,2056,GET,True,5.011,47.821,13.113,9.54,2.62
4484,2056,GET,True,6.292,29.484,14.374,4.69,2.28
7235,2056,PUT,False,8.767,50.377,34.297,5.75,3.91
642,2056,PUT,False,10.932,69.449,24.389,6.35,2.23
5330,2056,GET,True,5.03,50.846,18.165,10.11,3.61
6068,2056,GET,True,4.731,29.626,21.66,6.26,4.58
8743,2056,PUT,False,10.467,51.426,27.067,4.91,2.59
10787,2056,GET,True,4.83,18.715,13.936,3.87,2.89
9918,2056,GET,True,5.37,65.918,25.336,12.28,4.72
8867,2056,GET,True,5.188,29.472,16.491,5.68,3.18
10448,2056,GET,True,5.077,38.386,12.941,7.56,2.55
5670,2056,PUT,False,9.484,47.898,35.986,5.05,3.79
10624,2056,GET,True,4.528,44.566,17.39,9.84,3.84
1806,2056,PUT,False,10.267,35.109,30.306,3.42,2.95
9023,2056,GET,True,4.575,28.407,16.655,6.21,3.64
9894,2056,GET,True,5.002,21.843,12.048,4.37,2.41
2725,2056,GET,True,4.851,23.875,12.702,4.92,2.62
8829,2056,GET,True,4.791,23.682,13.579,4.94,2.83
1669,2056,GET,True,4.812,17.48,11.645,3.63,2.42
10037,2056,GET,True,4.546,20.671,13.575,4.55,2.99
8781,2056,GET,True,5.13,19.975,13.199,3.89,2.57
7117,2056,PUT,False,10.221,54.634,31.238,5.35,3.06
3911,2056,GET,True,5.178,32.533,15.838,6.28,3.06
9958,2056,GET,True,4.936,53.094,14.473,10.76,2.93
10766,2056,GET,True,4.998,42.586,13.657,8.52,2.73
1929,2056,GET,True,4.512,19.549,15.044,4.33,3.33
8592,2056,GET,True,5.28,54.571,16.759,10.34,3.17
9969,2056,GET,True,4.744,25.856,12.499,5.45,2.63
8947,2056,GET,True,4.391,16.076,12.179,3.66,2.77
7835,2060,GET,True,5.181,31.239,15.317,6.03,2.96
1685,2060,GET,True,4.813,19.842,10.85,4.12,2.25
2629,2060,GET,True,4.476,47.767,14.155,10.67,3.16
636,2060,GET,True,4.467,28.667,15.21,6.42,3.4
1682,2060,GET,True,5.165,63.6,17.846,12.31,3.46
5821,2060,GET,True,4.965,52.175,24.656,10.51,4.97
7274,2060,GET,True,4.661,27.227,21.487,5.84,4.61
5503,2060,GET,True,4.907,21.915,21.915,4.47,4.47
3760,2060,GET,True,5.289,31.617,21.557,5.98,4.08
1819,2060,PUT,False,8.601,32.277,22.414,3.75,2.61
3433,2060,GET,True,4.451,20.637,15.773,4.64,3.54
10634,2060,GET,True,4.774,22.159,14.096,4.64,2.95
2397,2060,GET,True,4.589,34.958,12.086,7.62,2.63
1350,2060,GET,True,4.623,29.408,15.166,6.36,3.28
955,2060,GET,True,4.485,23.731,15.644,5.29,3.49
9352,2060,GET,True,5.364,54.533,22.002,10.17,4.1
3389,2060,GET,True,4.859,49.365,18.646,10.16,3.84
1389,2060,GET,True,4.683,26.991,12.758,5.76,2.72
1228,2060,GET,True,4.393,21.954,12.285,5.0,2.8
1704,2060,GET,True,5.66,49.003,28.572,8.66,5.05
5280,2060,GET,True,4.676,31.008,14.372,6.63,3.07
5245,2060,GET,True,5.238,68.241,18.914,13.03,3.61
1055,2060,PUT,False,14.452,154.297,29.844,10.68,2.07
6066,2060,GET,True,5.04,53.445,30.543,10.6,6.06
10681,2060,GET,True,5.291,17.013,13.604,3.22,2.57
9016,2060,GET,True,5.232,38.166,12.594,7.29,2.41
405,2060,GET,True,4.867,23.543,12.383,4.84,2.54
1576,2060,GET,True,4.678,17.216,14.239,3.68,3.04
2143,2060,GET,True,4.84,18.158,18.247,3.75,3.77
131,2060,GET,True,4.579,58.655,17.516,12.81,3.83
10430,2060,GET,True,4.699,57.009,13.773,12.13,2.93
2179,2060,PUT,False,10.466,41.955,29.407,4.01,2.81
6201,2060,GET,True,5.544,22.492,18.411,4.06,3.32
6567,2060,GET,True,5.176,37.134,11.891,7.17,2.3
2595,2060,GET,True,4.693,30.077,19.688,6.41,4.2
10405,2064,GET,True,4.89,25.708,14.4,5.26,2.94
5787,2068,GET,True,4.719,22.908,18.865,4.85,4.0
9227,2072,GET,True,4.751,31.633,18.483,6.66,3.89
8738,2072,GET,True,4.725,32.096,19.047,6.79,4.03
9665,2100,PUT,False,12.059,66.382,68.443,5.5,5.68
2523,2112,GET,True,4.245,29.221,14.123,6.88,3.33
1958,2112,GET,True,4.557,22.181,15.418,4.87,3.38
118,2112,GET,True,4.429,24.84,14.84,5.61,3.35
5703,2112,GET,True,4.353,55.904,24.139,12.84,5.55
1479,2112,GET,True,5.26,24.843,13.356,4.72,2.54
6309,2112,GET,True,4.714,17.258,14.049,3.66,2.98
443,2112,GET,True,4.75,58.758,12.946,12.37,2.73
7478,2112,GET,True,4.737,22.167,17.671,4.68,3.73
648,2112,GET,True,4.298,20.452,21.87,4.76,5.09
2261,2112,GET,True,4.453,32.696,12.772,7.34,2.87
9596,2112,GET,True,4.016,24.279,14.681,6.05,3.66
2187,2112,GET,True,4.386,22.705,13.2,5.18,3.01
579,2112,GET,True,5.04,23.667,11.233,4.7,2.23
9104,2112,GET,True,4.974,58.952,15.224,11.85,3.06
2137,2112,GET,True,4.636,24.865,13.565,5.36,2.93
491,2112,GET,True,4.602,33.88,15.474,7.36,3.36
2299,2112,GET,True,4.417,38.109,14.28,8.63,3.23
9545,2112,GET,True,4.985,46.353,16.205,9.3,3.25
5550,2112,GET,True,4.799,52.271,20.259,10.89,4.22
982,2112,GET,True,4.291,27.763,14.098,6.47,3.29
4025,2136,GET,True,5.592,20.217,15.795,3.62,2.82
10174,2140,PUT,False,12.915,84.847,27.709,6.57,2.15
5124,2140,GET,True,4.542,57.688,19.404,12.7,4.27
5163,2140,GET,True,4.113,28.283,18.608,6.88,4.52
6435,2140,GET,True,4.688,22.675,13.779,4.84,2.94
5091,2140,GET,True,5.224,30.985,21.935,5.93,4.2
1340,2144,GET,True,4.525,24.405,12.8,5.39,2.83
10794,2144,GET,True,4.824,20.837,14.714,4.32,3.05
5601,2144,GET,True,4.431,47.027,19.843,10.61,4.48
1293,2144,GET,True,4.174,21.937,12.232,5.26,2.93
3125,2144,GET,True,5.45,30.418,13.144,5.58,2.41
154,2144,GET,True,4.37,22.679,12.654,5.19,2.9
9044,2144,GET,True,4.997,29.276,13.483,5.86,2.7
2228,2144,GET,True,4.983,29.413,12.033,5.9,2.41
2333,2144,GET,True,4.427,21.209,19.494,4.79,4.4
1515,2144,GET,True,4.482,21.87,13.43,4.88,3.0
5732,2144,GET,True,5.096,37.371,16.217,7.33,3.18
9234,2144,GET,True,5.199,27.566,15.96,5.3,3.07
4286,2144,GET,True,5.518,22.36,11.043,4.05,2.0
9548,2144,GET,True,4.763,22.245,14.818,4.67,3.11
509,2144,GET,True,4.625,24.935,13.004,5.39,2.81
700,2144,GET,True,4.464,53.495,15.646,11.98,3.5
1023,2144,GET,True,5.341,45.342,15.061,8.49,2.82
9992,2144,GET,True,4.414,28.164,14.54,6.38,3.29
75,2144,GET,True,4.819,44.919,22.068,9.32,4.58
4054,2152,GET,True,5.32,29.328,15.574,5.51,2.93
7375,2160,GET,True,5.139,26.02,19.289,5.06,3.75
4016,2160,GET,True,4.746,27.733,12.909,5.84,2.72
2805,2172,GET,True,4.501,19.568,14.595,4.35,3.24
2212,2172,GET,True,5.454,45.892,16.832,8.41,3.09
1601,2172,GET,True,4.821,18.195,11.501,3.77,2.39
9533,2176,GET,True,5.289,28.094,15.129,5.31,2.86
10489,2176,GET,True,4.777,53.133,15.13,11.12,3.17
9435,2176,GET,True,4.86,18.658,15.057,3.84,3.1
8137,2180,GET,True,5.096,34.921,12.39,6.85,2.43
7880,2180,GET,True,5.487,24.386,19.247,4.44,3.51
6599,2180,GET,True,5.129,22.627,13.47,4.41,2.63
6740,2180,GET,True,6.358,66.338,20.212,10.43,3.18
2983,2184,PUT,False,11.502,47.478,32.972,4.13,2.87
2067,2184,GET,True,4.851,41.236,13.973,8.5,2.88
4487,2184,GET,True,5.007,20.207,13.442,4.04,2.68
5680,2188,GET,True,4.446,37.362,17.35,8.4,3.9
