No,Size,Type,IsDegradeRead,replicas,nativeec,microec,NativeecTimes,MicroecTimes
143,12656,PUT,False,25.223,96.252,39.316,3.82,1.56
2336,12656,GET,True,7.135,50.454,21.666,7.07,3.04
1633,12656,GET,True,15.215,26.077,15.389,1.71,1.01
1752,12656,GET,True,6.693,27.28,14.095,4.08,2.11
8985,12740,GET,True,7.532,33.104,15.647,4.4,2.08
4673,12744,GET,True,7.0,23.074,16.779,3.3,2.4
5845,12804,GET,True,7.565,77.185,22.86,10.2,3.02
9336,12808,GET,True,7.33,27.113,16.459,3.7,2.25
10207,12820,GET,True,6.805,50.623,21.862,7.44,3.21
10947,12820,GET,True,8.085,49.621,16.665,6.14,2.06
7779,12820,GET,True,5.858,21.161,11.473,3.61,1.96
7950,12820,GET,True,6.926,75.439,16.587,10.89,2.39
6379,12820,GET,True,7.489,28.814,23.898,3.85,3.19
7772,12820,GET,True,7.752,69.048,18.167,8.91,2.34
7854,12820,GET,True,7.155,64.584,20.241,9.03,2.83
4562,12820,GET,True,7.455,27.069,20.409,3.63,2.74
8163,12820,GET,True,6.595,36.631,24.313,5.55,3.69
9027,12820,GET,True,7.827,22.017,16.426,2.81,2.1
4526,12820,GET,True,7.523,29.519,18.143,3.92,2.41
6503,12820,GET,True,7.952,40.414,19.619,5.08,2.47
4180,12820,GET,True,6.823,21.893,15.605,3.21,2.29
3605,12820,GET,True,7.67,27.258,18.972,3.55,2.47
10875,12820,GET,True,6.846,27.852,16.26,4.07,2.38
3267,12820,GET,True,7.172,39.123,17.847,5.45,2.49
7034,12820,GET,True,7.162,22.562,14.501,3.15,2.02
3691,12880,GET,True,7.706,37.126,15.222,4.82,1.98
9737,12928,GET,True,7.786,53.625,21.822,6.89,2.8
10053,12984,GET,True,6.598,22.636,13.864,3.43,2.1
10572,12988,GET,True,6.886,25.352,16.785,3.68,2.44
2267,12996,GET,True,6.916,26.396,15.12,3.82,2.19
476,12996,GET,True,6.715,21.976,17.091,3.27,2.55
7200,13064,GET,True,8.099,65.106,29.517,8.04,3.64
9530,13068,GET,True,7.409,75.015,34.664,10.12,4.68
3499,13112,GET,True,7.056,32.654,20.685,4.63,2.93
5155,13112,GET,True,8.039,33.358,18.241,4.15,2.27
3182,13112,GET,True,8.055,32.285,16.7,4.01,2.07
4792,13112,GET,True,7.397,23.882,19.498,3.23,2.64
6565,13112,GET,True,7.065,31.753,16.704,4.49,2.36
6288,13112,GET,True,6.728,27.588,14.973,4.1,2.23
9799,13112,GET,True,7.524,70.113,17.792,9.32,2.36
3288,13148,GET,True,7.865,51.502,17.891,6.55,2.27
3982,13152,GET,True,7.03,24.108,16.66,3.43,2.37
4277,13152,GET,True,6.915,35.127,15.043,5.08,2.18
7314,13152,GET,True,7.612,33.721,29.897,4.43,3.93
2688,13192,GET,True,7.394,23.98,17.369,3.24,2.35
2654,13192,GET,True,7.295,26.449,15.218,3.63,2.09
5044,13260,GET,True,7.327,24.209,19.888,3.3,2.71
10909,13296,GET,True,7.085,21.526,16.847,3.04,2.38
663,13304,GET,True,7.579,54.266,22.836,7.16,3.01
7406,13412,GET,True,7.019,27.697,18.503,3.95,2.64
6690,13416,GET,True,6.704,62.977,17.127,9.39,2.55
10940,13448,GET,True,7.863,24.87,18.828,3.16,2.39
4136,13480,GET,True,7.24,38.488,19.38,5.32,2.68
7246,13732,GET,True,7.535,25.731,19.693,3.41,2.61
9440,13792,GET,True,7.814,28.06,19.269,3.59,2.47
2640,13836,GET,True,7.85,40.444,38.819,5.15,4.95
6072,13840,GET,True,6.768,27.289,20.518,4.03,3.03
6967,13840,GET,True,6.801,49.871,17.202,7.33,2.53
3357,13884,GET,True,6.794,29.058,22.022,4.28,3.24
9825,13904,GET,True,7.55,59.221,16.848,7.84,2.23
10327,13920,GET,True,9.179,83.135,20.238,9.06,2.2
8303,13972,GET,True,8.661,27.276,14.797,3.15,1.71
4118,14040,GET,True,6.909,53.214,16.76,7.7,2.43
4699,14044,GET,True,7.918,42.802,18.222,5.41,2.3
9525,14052,GET,True,8.144,67.38,18.02,8.27,2.21
7660,14088,GET,True,8.37,65.052,16.731,7.77,2.0
4056,14100,GET,True,7.419,28.269,16.191,3.81,2.18
8013,14132,GET,True,7.371,27.005,16.402,3.66,2.23
2559,14216,GET,True,8.204,28.967,15.537,3.53,1.89
1207,14216,GET,True,7.829,44.752,19.993,5.72,2.55
6545,14236,GET,True,7.686,52.927,33.053,6.89,4.3
3862,14244,GET,True,8.013,25.737,16.915,3.21,2.11
6785,14248,GET,True,7.509,42.23,23.354,5.62,3.11
10176,14344,GET,True,8.496,56.625,32.204,6.66,3.79
8972,14388,GET,True,7.766,33.942,16.78,4.37,2.16
9686,14396,GET,True,8.306,22.702,14.437,2.73,1.74
10724,14636,GET,True,7.254,28.541,22.798,3.93,3.14
9,14708,GET,True,8.285,31.716,13.468,3.83,1.63
7968,14720,GET,True,8.336,27.952,20.536,3.35,2.46
8051,14720,GET,True,7.948,24.26,22.729,3.05,2.86
6216,14792,GET,True,7.72,51.193,22.399,6.63,2.9
7729,14880,PUT,False,15.135,70.656,42.12,4.67,2.78
4712,14880,GET,True,8.208,30.34,19.135,3.7,2.33
6210,14920,GET,True,8.321,30.42,24.139,3.66,2.9
2352,14920,GET,True,8.421,59.696,33.171,7.09,3.94
5963,14920,GET,True,7.454,57.572,20.784,7.72,2.79
812,14920,GET,True,7.977,73.237,16.94,9.18,2.12
6669,14940,GET,True,8.097,43.218,19.393,5.34,2.4
9872,14968,GET,True,8.03,64.108,36.489,7.98,4.54
10911,14988,GET,True,7.632,53.643,17.592,7.03,2.31
2415,15076,GET,True,6.181,30.011,11.27,4.86,1.82
2531,15076,GET,True,7.18,59.548,16.009,8.29,2.23
2445,15076,GET,True,6.737,22.63,12.024,3.36,1.78
2414,15076,GET,True,6.729,49.419,16.408,7.34,2.44
2021,15076,GET,True,6.878,22.695,15.872,3.3,2.31
1455,15076,GET,True,7.825,30.149,23.5,3.85,3.0
2008,15080,GET,True,7.672,54.259,17.974,7.07,2.34
4067,15112,GET,True,7.658,40.377,17.547,5.27,2.29
6968,15128,GET,True,7.522,29.797,18.618,3.96,2.48
7472,15128,GET,True,7.405,41.566,20.905,5.61,2.82
6449,15128,GET,True,7.482,44.775,20.209,5.98,2.7
5311,15128,GET,True,8.152,45.623,21.024,5.6,2.58
7897,15132,GET,True,8.125,32.961,15.965,4.06,1.96
6492,15132,GET,True,8.071,36.974,18.199,4.58,2.25
6566,15132,GET,True,7.374,35.931,14.388,4.87,1.95
7935,15132,GET,True,7.981,39.706,19.065,4.98,2.39
5943,15132,GET,True,7.594,47.566,19.323,6.26,2.54
4220,15136,GET,True,8.114,52.194,19.633,6.43,2.42
5706,15136,GET,True,7.866,91.928,19.315,11.69,2.46
6956,15136,GET,True,8.095,34.818,21.452,4.3,2.65
7977,15136,GET,True,9.118,32.179,20.903,3.53,2.29
5317,15136,GET,True,8.521,33.261,22.579,3.9,2.65
6010,15136,GET,True,8.319,74.614,37.504,8.97,4.51
5658,15176,GET,True,7.125,34.918,21.331,4.9,2.99
4845,15192,GET,True,8.384,31.582,20.023,3.77,2.39
6086,15336,GET,True,7.488,25.948,20.132,3.47,2.69
3628,15336,GET,True,8.013,100.815,22.839,12.58,2.85
6771,15344,GET,True,9.407,30.134,21.446,3.2,2.28
3944,15384,GET,True,8.057,69.364,29.606,8.61,3.67
10700,15632,GET,True,7.433,20.588,29.346,2.77,3.95
8803,15708,GET,True,7.997,60.191,26.258,7.53,3.28
8237,15716,GET,True,8.565,33.322,17.455,3.89,2.04
9787,15764,GET,True,7.823,73.651,22.616,9.41,2.89
5868,15900,GET,True,8.22,29.841,16.986,3.63,2.07
7404,15968,GET,True,7.5,49.519,22.946,6.6,3.06
8768,16004,GET,True,7.77,71.537,24.046,9.21,3.09
7704,16056,GET,True,8.615,33.304,20.681,3.87,2.4
3495,16056,GET,True,8.516,28.283,19.87,3.32,2.33
6090,16056,GET,True,7.153,30.98,20.297,4.33,2.84
6466,16056,GET,True,8.069,28.984,15.822,3.59,1.96
8330,16068,GET,True,8.245,44.68,18.517,5.42,2.25
8280,16068,PUT,False,15.242,49.101,31.682,3.22,2.08
4094,16172,GET,True,7.663,33.629,18.646,4.39,2.43
7180,16172,GET,True,8.363,23.001,19.095,2.75,2.28
8022,16376,GET,True,8.838,46.275,18.425,5.24,2.08
6278,16376,GET,True,8.86,54.845,20.12,6.19,2.27
4395,16376,GET,True,7.657,28.573,20.723,3.73,2.71
10047,16384,GET,True,7.007,21.425,15.177,3.06,2.17
6208,16384,GET,True,7.199,23.193,15.497,3.22,2.15
7168,16384,GET,True,7.779,40.183,16.845,5.17,2.17
10368,16384,GET,True,8.018,28.055,17.38,3.5,2.17
7893,16384,GET,True,7.628,57.582,21.305,7.55,2.79
5771,16384,GET,True,6.984,23.757,17.219,3.4,2.47
1789,16384,GET,True,8.043,32.835,17.434,4.08,2.17
2910,16384,GET,True,7.206,20.687,12.409,2.87,1.72
2996,16384,GET,True,7.524,21.573,14.441,2.87,1.92
363,16384,GET,True,7.676,25.474,11.98,3.32,1.56
5597,16384,GET,True,8.466,56.73,18.231,6.7,2.15
5094,16384,GET,True,6.983,41.514,21.406,5.95,3.07
4863,16384,GET,True,7.802,23.759,17.298,3.05,2.22
3600,16384,GET,True,7.741,34.323,20.406,4.43,2.64
7683,16384,GET,True,8.217,24.607,21.072,2.99,2.56
2880,16384,GET,True,7.632,78.272,19.508,10.26,2.56
1391,16384,GET,True,7.257,24.73,13.972,3.41,1.93
5946,16384,GET,True,7.417,29.07,15.918,3.92,2.15
6627,16384,GET,True,8.107,78.366,32.641,9.67,4.03
3722,16384,GET,True,7.456,19.656,14.386,2.64,1.93
539,16384,GET,True,7.705,26.255,19.697,3.41,2.56
7345,16384,GET,True,6.487,21.711,13.949,3.35,2.15
1464,16384,GET,True,9.116,79.019,33.606,8.67,3.69
9759,16384,GET,True,8.147,38.441,17.524,4.72,2.15
10302,16384,GET,True,8.082,34.478,17.369,4.27,2.15
2744,16384,GET,True,7.444,65.656,46.528,8.82,6.25
1870,16384,GET,True,7.622,49.065,19.539,6.44,2.56
3187,16384,GET,True,7.175,29.011,15.438,4.04,2.15
4554,16384,GET,True,9.994,60.432,40.384,6.05,4.04
10365,16384,GET,True,7.602,23.126,16.505,3.04,2.17
3143,16384,GET,True,8.942,34.568,22.073,3.87,2.47
9113,16384,GET,True,7.677,65.453,31.056,8.53,4.05
3262,16384,GET,True,8.133,57.357,29.976,7.05,3.69
8638,16384,GET,True,7.034,34.424,17.351,4.89,2.47
7755,16384,GET,True,7.625,33.865,16.902,4.44,2.22
4086,16384,GET,True,7.999,67.718,20.601,8.47,2.58
6343,16384,GET,True,7.082,23.34,15.358,3.3,2.17
5605,16384,GET,True,6.84,19.528,14.741,2.85,2.16
10168,16384,GET,True,7.492,24.019,16.21,3.21,2.16
9849,16384,GET,True,7.816,56.561,17.349,7.24,2.22
161,16384,GET,True,7.617,50.788,18.832,6.67,2.47
4140,16384,GET,True,7.432,78.242,40.493,10.53,5.45
6980,16384,GET,True,8.424,46.396,18.22,5.51,2.16
5314,16384,GET,True,7.018,34.099,18.075,4.86,2.58
4376,16384,GET,True,7.351,82.713,20.546,11.25,2.79
9634,16384,GET,True,7.899,64.717,17.443,8.19,2.21
1061,16384,GET,True,8.087,83.573,25.121,10.33,3.11
5918,16384,GET,True,7.58,67.712,18.696,8.93,2.47
2214,16384,GET,True,7.546,25.757,16.587,3.41,2.2
10612,16384,GET,True,7.54,24.18,18.537,3.21,2.46
4586,16384,GET,True,7.95,68.48,17.485,8.61,2.2
4536,16384,GET,True,7.805,31.19,19.226,4.0,2.46
5594,16384,GET,True,7.146,71.075,45.103,9.95,6.31
4076,16384,GET,True,7.036,34.975,13.347,4.97,1.9
9305,16384,GET,True,7.876,28.308,20.21,3.59,2.57
6850,16384,GET,True,8.347,37.299,21.896,4.47,2.62
4227,16384,GET,True,8.001,25.035,17.601,3.13,2.2
10069,16384,GET,True,9.23,66.167,17.441,7.17,1.89
8467,16384,GET,True,8.992,26.11,19.78,2.9,2.2
5501,16384,GET,True,7.677,89.81,22.751,11.7,2.96
3451,16384,GET,True,7.769,61.794,40.712,7.95,5.24
1396,16384,GET,True,7.2,47.06,16.009,6.54,2.22
2016,16384,GET,True,7.485,29.936,16.468,4.0,2.2
3810,16384,GET,True,7.727,58.542,17.012,7.58,2.2
7699,16384,GET,True,7.678,46.522,18.853,6.06,2.46
9278,16384,GET,True,9.061,65.903,20.055,7.27,2.21
6425,16384,GET,True,7.47,22.035,12.609,2.95,1.69
7382,16384,GET,True,7.521,37.263,23.637,4.95,3.14
8828,16384,GET,True,8.104,36.662,17.968,4.52,2.22
2834,16384,GET,True,8.208,73.568,22.578,8.96,2.75
2183,16384,GET,True,7.611,24.58,16.83,3.23,2.21
5325,16384,GET,True,7.325,31.732,21.562,4.33,2.94
6898,16384,GET,True,7.231,22.12,12.476,3.06,1.73
7312,16384,GET,True,6.809,29.01,17.495,4.26,2.57
5033,16384,GET,True,6.815,27.928,15.087,4.1,2.21
8364,16384,GET,True,9.231,24.936,14.178,2.7,1.54
1981,16384,GET,True,8.006,24.965,15.131,3.12,1.89
7343,16384,GET,True,7.175,26.451,13.532,3.69,1.89
10058,16384,GET,True,7.875,23.317,14.913,2.96,1.89
3937,16384,GET,True,7.181,30.424,15.919,4.24,2.22
4446,16384,GET,True,8.412,28.065,18.655,3.34,2.22
2436,16384,GET,True,7.83,30.712,14.841,3.92,1.9
5024,16384,GET,True,8.406,68.757,26.507,8.18,3.15
5453,16384,GET,True,6.985,22.617,17.155,3.24,2.46
7628,16384,GET,True,8.464,24.898,16.111,2.94,1.9
6203,16384,GET,True,8.45,46.298,22.288,5.48,2.64
4980,16384,GET,True,8.277,62.266,20.373,7.52,2.46
7815,16384,GET,True,7.798,28.476,17.172,3.65,2.2
1333,16384,GET,True,12.523,25.276,19.013,2.02,1.52
8978,16384,GET,True,8.69,88.009,27.217,10.13,3.13
6971,16384,GET,True,7.867,51.97,17.379,6.61,2.21
2028,16384,GET,True,8.088,32.269,15.429,3.99,1.91
3999,16384,GET,True,7.987,68.62,22.93,8.59,2.87
3735,16384,GET,True,7.616,26.352,18.776,3.46,2.47
9034,16384,GET,True,8.124,29.352,17.709,3.61,2.18
7302,16384,GET,True,7.262,25.12,17.961,3.46,2.47
2653,16384,GET,True,8.1,30.555,17.69,3.77,2.18
6939,16384,GET,True,8.086,51.499,17.639,6.37,2.18
212,16384,GET,True,7.755,24.417,14.858,3.15,1.92
1227,16384,GET,True,7.222,25.582,15.712,3.54,2.18
5721,16384,GET,True,7.832,96.325,24.287,12.3,3.1
3725,16384,GET,True,8.437,45.453,21.631,5.39,2.56
10797,16384,GET,True,7.628,47.963,19.512,6.29,2.56
10367,16384,GET,True,7.586,52.374,21.806,6.9,2.87
5816,16384,GET,True,6.325,30.575,12.117,4.83,1.92
9201,16384,GET,True,8.245,27.684,15.868,3.36,1.92
6079,16384,GET,True,8.072,25.1,21.272,3.11,2.64
8219,16384,GET,True,8.164,27.408,17.894,3.36,2.19
6650,16384,GET,True,7.269,64.525,17.933,8.88,2.47
6778,16384,GET,True,8.223,50.261,25.633,6.11,3.12
9503,16384,GET,True,7.151,29.503,18.711,4.13,2.62
8531,16384,PUT,False,21.086,146.927,51.871,6.97,2.46
1426,16384,GET,True,7.308,30.223,18.767,4.14,2.57
4400,16384,GET,True,6.799,27.357,18.82,4.02,2.77
31,16384,GET,True,7.875,27.159,14.905,3.45,1.89
6293,16384,GET,True,8.905,24.78,16.851,2.78,1.89
9500,16384,GET,True,8.687,33.866,16.53,3.9,1.9
7285,16384,GET,True,7.087,43.267,19.599,6.11,2.77
7639,16384,GET,True,8.234,74.922,22.775,9.1,2.77
9989,16384,GET,True,8.992,33.794,17.272,3.76,1.92
3927,16384,GET,True,8.127,35.313,17.771,4.35,2.19
9632,16384,GET,True,8.146,45.721,17.88,5.61,2.19
10204,16384,GET,True,7.568,34.146,20.968,4.51,2.77
1170,16384,GET,True,7.702,28.229,14.674,3.67,1.91
5428,16384,GET,True,7.669,25.099,23.455,3.27,3.06
7995,16384,GET,True,8.537,47.094,24.657,5.52,2.89
585,16384,GET,True,7.351,20.516,14.073,2.79,1.91
10225,16384,GET,True,8.34,64.046,20.553,7.68,2.46
246,16384,GET,True,7.307,53.638,18.06,7.34,2.47
7962,16384,GET,True,8.187,40.641,18.17,4.96,2.22
10954,16384,GET,True,7.577,66.256,27.77,8.74,3.67
6864,16384,GET,True,8.59,38.917,20.538,4.53,2.39
1724,16384,GET,True,6.56,21.689,14.031,3.31,2.14
3336,16384,GET,True,7.356,29.697,15.133,4.04,2.06
4804,16384,GET,True,7.598,30.718,15.615,4.04,2.06
913,16384,GET,True,7.797,24.781,16.097,3.18,2.06
4075,16384,GET,True,7.622,78.52,15.663,10.3,2.05
6434,16384,GET,True,7.551,34.923,14.963,4.62,1.98
8147,16384,GET,True,7.487,31.443,15.381,4.2,2.05
9367,16384,GET,True,7.727,30.385,15.407,3.93,1.99
7866,16384,GET,True,8.378,74.564,33.004,8.9,3.94
1635,16384,GET,True,11.845,20.349,15.44,1.72,1.3
7562,16384,GET,True,8.298,19.57,20.743,2.36,2.5
7870,16384,GET,True,6.89,25.286,14.028,3.67,2.04
6040,16384,GET,True,7.416,72.121,18.746,9.73,2.53
10415,16384,GET,True,7.535,20.628,15.364,2.74,2.04
7476,16384,GET,True,8.268,52.059,24.803,6.3,3.0
4750,16384,GET,True,7.246,47.313,21.157,6.53,2.92
2035,16384,GET,True,7.101,28.904,14.516,4.07,2.04
10283,16384,GET,True,8.044,25.011,16.419,3.11,2.04
2043,16384,GET,True,7.072,27.778,12.125,3.93,1.71
2377,16384,GET,True,6.96,42.802,17.446,6.15,2.51
4620,16384,GET,True,8.051,49.286,19.19,6.12,2.38
3885,16384,GET,True,7.256,23.966,14.97,3.3,2.06
8581,16384,GET,True,8.525,81.362,17.649,9.54,2.07
1915,16384,GET,True,8.8,29.132,22.352,3.31,2.54
2170,16384,GET,True,7.304,39.338,15.223,5.39,2.08
4046,16384,GET,True,8.203,80.645,17.037,9.83,2.08
4505,16384,GET,True,7.312,28.253,15.208,3.86,2.08
875,16384,GET,True,7.736,28.4,19.295,3.67,2.49
3822,16384,GET,True,7.669,36.823,21.688,4.8,2.83
5491,16384,GET,True,7.958,35.822,24.015,4.5,3.02
5010,16384,GET,True,8.079,23.768,20.15,2.94,2.49
7233,16384,GET,True,7.456,24.803,21.097,3.33,2.83
6703,16384,GET,True,8.941,48.723,18.475,5.45,2.07
5948,16384,GET,True,8.019,27.968,21.121,3.49,2.63
5107,16384,GET,True,7.196,32.151,21.751,4.47,3.02
3152,16384,GET,True,6.837,58.931,19.373,8.62,2.83
2954,16384,PUT,False,15.686,63.572,39.873,4.05,2.54
3657,16384,GET,True,8.698,36.084,18.028,4.15,2.07
7017,16384,GET,True,8.091,34.291,16.036,4.24,1.98
7670,16384,GET,True,8.325,70.292,17.224,8.44,2.07
4305,16384,GET,True,9.189,24.895,19.001,2.71,2.07
9753,16384,GET,True,8.112,25.545,16.098,3.15,1.98
4466,16384,GET,True,8.699,54.641,17.207,6.28,1.98
8741,16384,GET,True,8.185,75.893,23.16,9.27,2.83
770,16384,GET,True,7.107,27.327,17.763,3.85,2.5
10432,16384,GET,True,7.832,26.565,15.466,3.39,1.97
9747,16384,GET,True,7.737,34.37,15.801,4.44,2.04
6386,16384,GET,True,7.42,38.066,21.668,5.13,2.92
5602,16384,GET,True,7.13,25.662,18.777,3.6,2.63
8811,16384,PUT,False,518.772,64.932,34.356,0.13,0.07
3690,16384,GET,True,7.672,26.912,15.291,3.51,1.99
5561,16384,GET,True,7.255,65.197,17.268,8.99,2.38
5359,16384,GET,True,7.839,32.498,15.793,4.15,2.01
6655,16384,GET,True,7.612,80.938,29.477,10.63,3.87
10163,16384,GET,True,599.785,97.117,29.3,0.16,0.05
1187,16384,GET,True,7.031,45.128,20.017,6.42,2.85
8637,16384,GET,True,7.668,79.133,22.891,10.32,2.99
8374,16384,GET,True,9.047,29.592,18.125,3.27,2.0
6402,16384,GET,True,7.578,45.759,22.621,6.04,2.99
7945,16384,GET,True,7.775,26.616,15.555,3.42,2.0
4055,16384,GET,True,8.295,29.041,16.567,3.5,2.0
8080,16384,GET,True,8.111,68.157,49.698,8.4,6.13
9434,16384,GET,True,9.155,25.314,18.338,2.77,2.0
10156,16384,GET,True,7.89,24.687,15.756,3.13,2.0
620,16384,GET,True,7.734,63.06,22.04,8.15,2.85
5815,16384,GET,True,7.814,32.723,15.653,4.19,2.0
1477,16384,GET,True,7.494,66.594,18.857,8.89,2.52
9493,16384,GET,True,8.709,24.849,17.498,2.85,2.01
8452,16384,GET,True,6.806,26.398,13.703,3.88,2.01
738,16384,GET,True,8.148,33.321,23.68,4.09,2.91
4822,16384,GET,True,9.107,88.134,40.938,9.68,4.5
2780,16384,GET,True,7.221,51.504,17.19,7.13,2.38
1824,16384,GET,True,7.901,59.955,16.072,7.59,2.03
10349,16384,GET,True,7.568,22.873,15.377,3.02,2.03
1628,16384,GET,True,14.85,25.541,15.46,1.72,1.04
5937,16384,GET,True,7.359,66.879,18.617,9.09,2.53
2784,16384,GET,True,7.879,34.225,15.677,4.34,1.99
3252,16384,GET,True,7.749,31.964,19.442,4.12,2.51
6307,16384,GET,True,7.438,19.516,15.124,2.62,2.03
9690,16384,GET,True,7.713,29.042,19.395,3.77,2.51
3321,16384,GET,True,8.25,55.666,23.464,6.75,2.84
9866,16384,GET,True,8.277,48.527,16.686,5.86,2.02
6609,16384,GET,True,7.133,36.034,18.027,5.05,2.53
3582,16384,GET,True,8.513,34.328,17.214,4.03,2.02
8392,16384,GET,True,8.245,26.22,20.73,3.18,2.51
5396,16384,GET,True,7.985,49.84,20.067,6.24,2.51
1676,16384,GET,True,8.077,50.79,16.293,6.29,2.02
8189,16384,PUT,False,14.993,56.582,30.248,3.77,2.02
4907,16384,GET,True,7.319,48.218,21.284,6.59,2.91
1019,16384,GET,True,8.263,25.043,16.673,3.03,2.02
9900,16384,GET,True,7.655,67.331,29.506,8.8,3.85
3372,16384,GET,True,7.013,27.631,19.894,3.94,2.84
1835,16384,GET,True,7.216,27.759,18.5,3.85,2.56
3616,16384,GET,True,7.91,36.594,19.704,4.63,2.49
8603,16384,GET,True,7.491,20.023,14.726,2.67,1.97
3263,16384,GET,True,6.835,37.534,17.399,5.49,2.55
2390,16384,GET,True,6.957,27.742,14.786,3.99,2.13
10846,16384,GET,True,7.066,25.125,15.073,3.56,2.13
8260,16384,GET,True,8.622,65.47,22.703,7.59,2.63
4575,16384,GET,True,8.788,28.078,17.104,3.2,1.95
5141,16384,GET,True,8.036,82.4,32.057,10.25,3.99
1413,16384,GET,True,8.409,29.892,17.83,3.55,2.12
3303,16384,GET,True,7.778,27.685,16.452,3.56,2.12
5663,16384,GET,True,7.698,26.102,16.341,3.39,2.12
1553,16384,GET,True,7.665,51.894,17.023,6.77,2.22
2886,16384,GET,True,8.405,26.58,16.495,3.16,1.96
7452,16384,GET,True,7.313,27.685,21.151,3.79,2.89
8058,16384,GET,True,7.428,26.644,18.444,3.59,2.48
5186,16384,GET,True,7.934,61.979,24.096,7.81,3.04
4790,16384,GET,True,7.875,36.638,19.498,4.65,2.48
10244,16384,GET,True,7.644,28.499,16.094,3.73,2.11
5858,16384,GET,True,6.507,32.305,13.712,4.96,2.11
2709,16384,GET,True,7.389,27.964,15.625,3.78,2.11
10960,16384,GET,True,7.577,25.596,14.87,3.38,1.96
3877,16384,GET,True,7.48,22.112,17.812,2.96,2.38
9432,16384,GET,True,7.347,58.777,20.611,8.0,2.81
7227,16384,GET,True,7.656,23.506,19.516,3.07,2.55
9444,16384,GET,True,8.45,30.989,17.997,3.67,2.13
1720,16384,GET,True,8.005,76.601,32.264,9.57,4.03
2776,16384,GET,True,7.158,26.485,15.299,3.7,2.14
4838,16384,GET,True,8.374,33.352,17.906,3.98,2.14
4704,16384,GET,True,7.972,51.139,43.963,6.41,5.51
9919,16384,GET,True,8.202,31.374,24.982,3.83,3.05
10215,16384,GET,True,7.611,22.477,16.27,2.95,2.14
250,16384,GET,True,7.601,95.193,21.336,12.52,2.81
4499,16384,GET,True,7.615,28.84,14.791,3.79,1.94
7186,16384,GET,True,8.055,62.157,20.594,7.72,2.56
218,16384,GET,True,6.52,17.39,12.787,2.67,1.96
10863,16384,GET,True,7.406,66.382,46.087,8.96,6.22
2083,16384,GET,True,8.319,72.411,20.653,8.7,2.48
9606,16384,GET,True,7.223,20.362,18.428,2.82,2.55
3161,16384,GET,True,7.892,23.205,15.311,2.94,1.94
7792,16384,GET,True,6.95,63.347,19.546,9.11,2.81
6091,16384,GET,True,7.977,22.605,20.372,2.83,2.55
4864,16384,GET,True,6.624,43.912,12.827,6.63,1.94
6013,16384,GET,True,7.861,34.197,23.983,4.35,3.05
6636,16384,GET,True,7.953,27.729,16.933,3.49,2.13
6904,16384,GET,True,7.993,30.157,17.008,3.77,2.13
6933,16384,GET,True,8.013,53.871,17.122,6.72,2.14
1200,16384,GET,True,8.359,29.981,17.355,3.59,2.08
10303,16384,GET,True,6.852,24.108,17.506,3.52,2.55
8567,16384,GET,True,7.524,21.175,15.842,2.81,2.11
8256,16384,GET,True,7.571,29.329,14.894,3.87,1.97
1154,16384,GET,True,7.481,31.761,15.659,4.25,2.09
6635,16384,GET,True,8.118,76.554,20.699,9.43,2.55
3697,16384,GET,True,8.535,33.793,16.784,3.96,1.97
8187,16384,GET,True,7.181,58.807,20.26,8.19,2.82
7851,16384,GET,True,7.431,41.76,22.491,5.62,3.03
8201,16384,GET,True,7.225,27.845,27.071,3.85,3.75
1960,16384,GET,True,7.7,45.031,19.197,5.85,2.49
216,16384,GET,True,7.519,23.198,15.709,3.09,2.09
2433,16384,GET,True,7.39,27.341,15.48,3.7,2.09
1320,16384,GET,True,8.229,62.09,17.211,7.55,2.09
10121,16384,GET,True,8.616,31.955,18.016,3.71,2.09
9163,16384,GET,True,11.627,78.509,24.296,6.75,2.09
6875,16384,GET,True,7.75,87.207,51.384,11.25,6.63
10378,16384,GET,True,8.043,30.614,16.822,3.81,2.09
1486,16384,GET,True,7.892,62.644,16.485,7.94,2.09
5000,16384,GET,True,8.467,60.165,21.105,7.11,2.49
10360,16384,GET,True,6.893,30.306,20.89,4.4,3.03
5763,16384,GET,True,6.321,21.955,13.145,3.47,2.08
3873,16384,GET,True,7.675,43.05,19.59,5.61,2.55
10228,16384,GET,True,7.407,23.896,17.577,3.23,2.37
2560,16384,GET,True,7.639,26.174,16.034,3.43,2.1
6428,16384,GET,True,8.706,23.633,18.262,2.71,2.1
10381,16384,GET,True,7.151,26.304,15.059,3.68,2.11
7310,16384,GET,True,7.824,94.504,48.513,12.08,6.2
6416,16384,GET,True,9.62,25.92,20.274,2.69,2.11
9248,16384,GET,True,7.492,31.196,17.721,4.16,2.37
7103,16384,GET,True,7.823,65.065,23.29,8.32,2.98
6308,16384,GET,True,7.799,24.519,16.452,3.14,2.11
9486,16384,GET,True,7.674,32.278,19.006,4.21,2.48
1605,16384,GET,True,7.07,22.37,14.832,3.16,2.1
10149,16384,GET,True,9.106,26.683,17.971,2.93,1.97
10108,16384,GET,True,7.159,45.752,15.131,6.39,2.11
9674,16384,GET,True,9.15,42.343,19.25,4.63,2.1
2120,16384,GET,True,7.312,27.826,15.341,3.81,2.1
3471,16384,GET,True,7.518,28.566,15.779,3.8,2.1
8151,16384,GET,True,7.156,23.119,15.021,3.23,2.1
5381,16384,GET,True,8.194,39.505,20.366,4.82,2.49
4756,16384,GET,True,8.143,99.504,17.07,12.22,2.1
