recoveryReplicas, filename /tmp16777216replicas.dat, loop 1000
/tmp16777216replicas.dat is a ReplicasFile!
starting benchmark...
ops 1000
final loop (us) 7758.004
Loop 0 (us) 7766.618
Loop 1 (us) 7759.349
Loop 2 (us) 7759.625
Loop 3 (us) 7754.323
Loop 4 (us) 7761.363
Loop 5 (us) 7750.926
Loop 6 (us) 7755.948
Loop 7 (us) 7758.138
Loop 8 (us) 7767.841
Loop 9 (us) 7761.693
Loop 10 (us) 7756.055
Loop 11 (us) 7760.93
Loop 12 (us) 7766.25
Loop 13 (us) 7762.459
Loop 14 (us) 7757.179
Loop 15 (us) 7754.697
Loop 16 (us) 7758.985
Loop 17 (us) 7757.389
Loop 18 (us) 7761.736
Loop 19 (us) 7750.575
Loop 20 (us) 7759.683
Loop 21 (us) 7763.65
Loop 22 (us) 7766.259
Loop 23 (us) 7757.087
Loop 24 (us) 7765.735
Loop 25 (us) 7760.296
Loop 26 (us) 7762.831
Loop 27 (us) 7754.831
Loop 28 (us) 7749.093
Loop 29 (us) 7758.485
Loop 30 (us) 7759.248
Loop 31 (us) 7759.288
Loop 32 (us) 7764.787
Loop 33 (us) 7758.928
Loop 34 (us) 7759.304
Loop 35 (us) 7758.437
Loop 36 (us) 7760.471
Loop 37 (us) 7762.573
Loop 38 (us) 7766.366
Loop 39 (us) 7756.957
Loop 40 (us) 7764.369
Loop 41 (us) 7755.899
Loop 42 (us) 7754.719
Loop 43 (us) 7758.924
Loop 44 (us) 7762.917
Loop 45 (us) 7759.525
Loop 46 (us) 7756.352
Loop 47 (us) 7757.003
Loop 48 (us) 7764.553
Loop 49 (us) 7761.954
Loop 50 (us) 7760.863
Loop 51 (us) 7752.598
Loop 52 (us) 7760.657
Loop 53 (us) 7762.106
Loop 54 (us) 7762.994
Loop 55 (us) 7753.727
Loop 56 (us) 7768.702
Loop 57 (us) 7759.828
Loop 58 (us) 7764.135
Loop 59 (us) 7757.235
Loop 60 (us) 7748.427
Loop 61 (us) 7762.167
Loop 62 (us) 7765.265
Loop 63 (us) 7760.6
Loop 64 (us) 7761.814
Loop 65 (us) 7760.616
Loop 66 (us) 7757.634
Loop 67 (us) 7757.689
Loop 68 (us) 7764.011
Loop 69 (us) 7754.547
Loop 70 (us) 7765.225
Loop 71 (us) 7760.567
Loop 72 (us) 7766.653
Loop 73 (us) 7756.141
Loop 74 (us) 7753.093
Loop 75 (us) 7759.661
Loop 76 (us) 7763.78
Loop 77 (us) 7762.254
Loop 78 (us) 7758.127
Loop 79 (us) 7758.931
Loop 80 (us) 7760.668
Loop 81 (us) 7761.282
Loop 82 (us) 7760.861
Loop 83 (us) 7746.795
Loop 84 (us) 7763.327
Loop 85 (us) 7759.79
Loop 86 (us) 7763.194
Loop 87 (us) 7761.622
Loop 88 (us) 7763.475
Loop 89 (us) 7760.51
Loop 90 (us) 7760.642
Loop 91 (us) 7756.638
Loop 92 (us) 7753.712
Loop 93 (us) 7762.737
Loop 94 (us) 7762.89
Loop 95 (us) 7759.232
Loop 96 (us) 7761.412
Loop 97 (us) 7757.182
Loop 98 (us) 7756.642
Loop 99 (us) 7759.174
Loop 100 (us) 7761.749
Loop 101 (us) 7751.787
Loop 102 (us) 7764.602
Loop 103 (us) 7758.144
Loop 104 (us) 7767.987
Loop 105 (us) 7755.866
Loop 106 (us) 7754.057
Loop 107 (us) 7761.679
Loop 108 (us) 7766.794
Loop 109 (us) 7761.577
Loop 110 (us) 7757.828
Loop 111 (us) 7760.496
Loop 112 (us) 7765.319
Loop 113 (us) 7759.032
Loop 114 (us) 7756.071
Loop 115 (us) 7749.377
Loop 116 (us) 7763.527
Loop 117 (us) 7760.794
Loop 118 (us) 7760.252
Loop 119 (us) 7756.202
Loop 120 (us) 7763.607
Loop 121 (us) 7756.147
Loop 122 (us) 7762.403
Loop 123 (us) 7756.931
Loop 124 (us) 7752.456
Loop 125 (us) 7758.984
Loop 126 (us) 7764.731
Loop 127 (us) 7759.717
Loop 128 (us) 7759.24
Loop 129 (us) 7759.359
Loop 130 (us) 7763.061
Loop 131 (us) 7753.64
Loop 132 (us) 7761.436
Loop 133 (us) 7750.104
Loop 134 (us) 7761.708
Loop 135 (us) 7761.047
Loop 136 (us) 7764.086
Loop 137 (us) 7763.235
Loop 138 (us) 7754.304
Loop 139 (us) 7756.262
Loop 140 (us) 7761.284
Loop 141 (us) 7761.734
Loop 142 (us) 7754.598
Loop 143 (us) 7755.104
Loop 144 (us) 7763.008
Loop 145 (us) 7757.602
Loop 146 (us) 7762.366
Loop 147 (us) 7749.742
Loop 148 (us) 7759.709
Loop 149 (us) 7763.908
Loop 150 (us) 7764.058
Loop 151 (us) 7758.688
Loop 152 (us) 7764.111
Loop 153 (us) 7758.336
Loop 154 (us) 7763.732
Loop 155 (us) 7763.096
Loop 156 (us) 7748.387
Loop 157 (us) 7762.693
Loop 158 (us) 7764.011
Loop 159 (us) 7756.803
Loop 160 (us) 7760.655
Loop 161 (us) 7756.74
Loop 162 (us) 7760.018
Loop 163 (us) 7758.971
Loop 164 (us) 7762.246
Loop 165 (us) 7754.595
Loop 166 (us) 7759.559
Loop 167 (us) 7756.731
Loop 168 (us) 7767.35
Loop 169 (us) 7758.657
Loop 170 (us) 7752.441
Loop 171 (us) 7758.382
Loop 172 (us) 7759.018
Loop 173 (us) 7759.815
Loop 174 (us) 7753.557
Loop 175 (us) 7758.281
Loop 176 (us) 7761.493
Loop 177 (us) 7757.644
Loop 178 (us) 7762.058
Loop 179 (us) 7754.714
Loop 180 (us) 7763.994
Loop 181 (us) 7759.99
Loop 182 (us) 7759.942
Loop 183 (us) 7755.333
Loop 184 (us) 7763.441
Loop 185 (us) 7769.345
Loop 186 (us) 7762.136
Loop 187 (us) 7755.377
Loop 188 (us) 7752.15
Loop 189 (us) 7755.486
Loop 190 (us) 7763.855
Loop 191 (us) 7757.532
Loop 192 (us) 7763.686
Loop 193 (us) 7761.041
Loop 194 (us) 7759.046
Loop 195 (us) 7757.217
Loop 196 (us) 7760.386
Loop 197 (us) 7752.242
Loop 198 (us) 7768.648
Loop 199 (us) 7756.646
Loop 200 (us) 7766.154
Loop 201 (us) 7757.765
Loop 202 (us) 7753.773
Loop 203 (us) 7760.616
Loop 204 (us) 7761.775
Loop 205 (us) 7756.819
Loop 206 (us) 7756.485
Loop 207 (us) 7760.276
Loop 208 (us) 7762.573
Loop 209 (us) 7764.397
Loop 210 (us) 7763.795
Loop 211 (us) 7748.948
Loop 212 (us) 7759.884
Loop 213 (us) 7756.184
Loop 214 (us) 7761.523
Loop 215 (us) 7760.138
Loop 216 (us) 7763.786
Loop 217 (us) 7761.766
Loop 218 (us) 7763.81
Loop 219 (us) 7757.79
Loop 220 (us) 7749.654
Loop 221 (us) 7762.983
Loop 222 (us) 7764.17
Loop 223 (us) 7758.253
Loop 224 (us) 7764.394
Loop 225 (us) 7761.727
Loop 226 (us) 7763.714
Loop 227 (us) 7761.623
Loop 228 (us) 7763.603
Loop 229 (us) 7750.157
Loop 230 (us) 7759.541
Loop 231 (us) 7758.651
Loop 232 (us) 7764.859
Loop 233 (us) 7757.189
Loop 234 (us) 7753.792
Loop 235 (us) 7759.272
Loop 236 (us) 7765.055
Loop 237 (us) 7760.002
Loop 238 (us) 7756.748
Loop 239 (us) 7759.129
Loop 240 (us) 7768.387
Loop 241 (us) 7759.191
Loop 242 (us) 7761.357
Loop 243 (us) 7751.43
Loop 244 (us) 7762.776
Loop 245 (us) 7761.19
Loop 246 (us) 7762.656
Loop 247 (us) 7756.882
Loop 248 (us) 7768.156
Loop 249 (us) 7764.371
Loop 250 (us) 7765.4
Loop 251 (us) 7759.657
Loop 252 (us) 7750.523
Loop 253 (us) 7757.806
Loop 254 (us) 7768.014
Loop 255 (us) 7756.287
Loop 256 (us) 7764.371
Loop 257 (us) 7763.535
Loop 258 (us) 7760.1
Loop 259 (us) 7760.922
Loop 260 (us) 7761.124
Loop 261 (us) 7754.67
Loop 262 (us) 7761.755
Loop 263 (us) 7761.994
Loop 264 (us) 7766.695
Loop 265 (us) 7754.926
Loop 266 (us) 7755.764
Loop 267 (us) 7761.518
Loop 268 (us) 7766.265
Loop 269 (us) 7761.82
Loop 270 (us) 7758.471
Loop 271 (us) 7759.282
Loop 272 (us) 7761.591
Loop 273 (us) 7761.455
Loop 274 (us) 7763.034
Loop 275 (us) 7752.026
Loop 276 (us) 7762.851
Loop 277 (us) 7759.36
Loop 278 (us) 7765.785
Loop 279 (us) 7771.036
Loop 280 (us) 7767.089
Loop 281 (us) 7761.241
Loop 282 (us) 7765.209
