write, filename /tmp4194304rep1.dat, size 4194304, loop 1000, storageClass 0, locationClass 0
starting benchmark...
ops 1000
final loop (us) 648.199
Loop 0 (us) 650.316
Loop 1 (us) 649.065
Loop 2 (us) 649.343
Loop 3 (us) 659.483
Loop 4 (us) 649.013
Loop 5 (us) 649.249
Loop 6 (us) 649.388
Loop 7 (us) 649.366
Loop 8 (us) 649.11
Loop 9 (us) 648.771
Loop 10 (us) 649.248
Loop 11 (us) 649.198
Loop 12 (us) 648.72
Loop 13 (us) 648.991
Loop 14 (us) 649.082
Loop 15 (us) 648.892
Loop 16 (us) 649.397
Loop 17 (us) 648.988
Loop 18 (us) 658.38
Loop 19 (us) 649.332
Loop 20 (us) 649.13
Loop 21 (us) 649.02
Loop 22 (us) 648.935
Loop 23 (us) 649.236
Loop 24 (us) 648.782
Loop 25 (us) 649.714
Loop 26 (us) 648.995
Loop 27 (us) 648.914
Loop 28 (us) 649.149
Loop 29 (us) 648.812
Loop 30 (us) 649.009
Loop 31 (us) 649.038
Loop 32 (us) 648.813
Loop 33 (us) 649.013
Loop 34 (us) 658.899
Loop 35 (us) 649.043
Loop 36 (us) 649.267
Loop 37 (us) 649.195
Loop 38 (us) 648.774
Loop 39 (us) 648.867
Loop 40 (us) 648.755
Loop 41 (us) 648.614
Loop 42 (us) 648.774
Loop 43 (us) 648.723
Loop 44 (us) 648.725
Loop 45 (us) 648.808
Loop 46 (us) 649.188
Loop 47 (us) 648.823
Loop 48 (us) 648.832
Loop 49 (us) 648.872
Loop 50 (us) 648.958
Loop 51 (us) 648.905
Loop 52 (us) 648.734
Loop 53 (us) 648.928
Loop 54 (us) 648.817
Loop 55 (us) 648.988
Loop 56 (us) 648.931
Loop 57 (us) 648.771
Loop 58 (us) 648.972
Loop 59 (us) 648.975
Loop 60 (us) 649.021
Loop 61 (us) 648.833
Loop 62 (us) 648.981
Loop 63 (us) 649.068
Loop 64 (us) 649.75
Loop 65 (us) 649.231
Loop 66 (us) 649.043
Loop 67 (us) 648.854
Loop 68 (us) 648.742
Loop 69 (us) 648.673
Loop 70 (us) 648.85
Loop 71 (us) 648.852
Loop 72 (us) 648.723
Loop 73 (us) 648.727
Loop 74 (us) 657.334
Loop 75 (us) 651.374
Loop 76 (us) 649.865
Loop 77 (us) 649.187
Loop 78 (us) 648.991
Loop 79 (us) 649.174
Loop 80 (us) 648.825
Loop 81 (us) 649.744
Loop 82 (us) 650.145
Loop 83 (us) 649.109
Loop 84 (us) 649.129
Loop 85 (us) 649.037
Loop 86 (us) 659.871
Loop 87 (us) 650.341
Loop 88 (us) 650.121
Loop 89 (us) 649.39
Loop 90 (us) 649.075
Loop 91 (us) 648.917
Loop 92 (us) 648.707
Loop 93 (us) 649.067
Loop 94 (us) 649.019
Loop 95 (us) 649.004
Loop 96 (us) 649.119
Loop 97 (us) 649.155
Loop 98 (us) 648.938
Loop 99 (us) 649.072
Loop 100 (us) 648.932
Loop 101 (us) 648.812
Loop 102 (us) 648.758
Loop 103 (us) 649.609
Loop 104 (us) 649.604
Loop 105 (us) 650.346
Loop 106 (us) 649.177
Loop 107 (us) 648.94
Loop 108 (us) 649.152
Loop 109 (us) 648.885
Loop 110 (us) 649.294
Loop 111 (us) 649.166
Loop 112 (us) 648.961
Loop 113 (us) 649.013
Loop 114 (us) 648.728
Loop 115 (us) 648.628
Loop 116 (us) 649.293
Loop 117 (us) 648.709
Loop 118 (us) 648.718
Loop 119 (us) 649.309
Loop 120 (us) 648.875
Loop 121 (us) 648.75
Loop 122 (us) 648.882
Loop 123 (us) 648.926
Loop 124 (us) 648.646
Loop 125 (us) 649.325
Loop 126 (us) 648.845
Loop 127 (us) 648.929
Loop 128 (us) 649.112
Loop 129 (us) 648.927
Loop 130 (us) 649.197
Loop 131 (us) 649.004
Loop 132 (us) 648.986
Loop 133 (us) 649.072
Loop 134 (us) 649.227
Loop 135 (us) 648.776
Loop 136 (us) 649.104
Loop 137 (us) 648.812
Loop 138 (us) 648.546
Loop 139 (us) 648.779
Loop 140 (us) 648.705
Loop 141 (us) 648.768
Loop 142 (us) 648.807
Loop 143 (us) 648.791
Loop 144 (us) 648.635
Loop 145 (us) 648.798
Loop 146 (us) 648.694
Loop 147 (us) 649.147
Loop 148 (us) 648.896
Loop 149 (us) 648.793
Loop 150 (us) 649.044
Loop 151 (us) 648.964
Loop 152 (us) 648.772
Loop 153 (us) 649.028
Loop 154 (us) 648.999
Loop 155 (us) 648.829
Loop 156 (us) 649.07
Loop 157 (us) 649.126
Loop 158 (us) 648.819
Loop 159 (us) 649.094
Loop 160 (us) 649.008
Loop 161 (us) 648.846
Loop 162 (us) 649.17
Loop 163 (us) 648.905
Loop 164 (us) 648.861
Loop 165 (us) 648.99
Loop 166 (us) 649.469
Loop 167 (us) 649.862
Loop 168 (us) 649.061
Loop 169 (us) 648.802
Loop 170 (us) 649.091
Loop 171 (us) 649.0
Loop 172 (us) 648.856
Loop 173 (us) 649.08
Loop 174 (us) 649.025
Loop 175 (us) 649.01
Loop 176 (us) 649.055
Loop 177 (us) 649.07
Loop 178 (us) 648.905
Loop 179 (us) 649.193
Loop 180 (us) 648.877
Loop 181 (us) 648.826
Loop 182 (us) 648.979
Loop 183 (us) 648.642
Loop 184 (us) 648.678
Loop 185 (us) 648.77
Loop 186 (us) 648.609
Loop 187 (us) 648.813
Loop 188 (us) 648.93
Loop 189 (us) 653.956
Loop 190 (us) 649.369
Loop 191 (us) 649.197
Loop 192 (us) 654.813
Loop 193 (us) 649.333
Loop 194 (us) 649.099
Loop 195 (us) 648.713
Loop 196 (us) 648.937
Loop 197 (us) 648.722
Loop 198 (us) 648.612
Loop 199 (us) 648.838
Loop 200 (us) 648.635
Loop 201 (us) 648.474
Loop 202 (us) 648.694
Loop 203 (us) 648.739
Loop 204 (us) 648.615
Loop 205 (us) 648.745
Loop 206 (us) 648.617
Loop 207 (us) 648.78
Loop 208 (us) 648.761
Loop 209 (us) 648.677
Loop 210 (us) 648.74
Loop 211 (us) 648.917
Loop 212 (us) 648.761
Loop 213 (us) 648.913
Loop 214 (us) 648.81
Loop 215 (us) 648.722
Loop 216 (us) 648.903
Loop 217 (us) 648.877
Loop 218 (us) 648.779
Loop 219 (us) 649.076
Loop 220 (us) 648.928
Loop 221 (us) 648.852
Loop 222 (us) 648.937
Loop 223 (us) 648.798
Loop 224 (us) 648.989
Loop 225 (us) 649.087
Loop 226 (us) 649.07
Loop 227 (us) 649.21
Loop 228 (us) 648.933
Loop 229 (us) 648.86
Loop 230 (us) 648.696
Loop 231 (us) 648.609
Loop 232 (us) 648.609
Loop 233 (us) 648.839
Loop 234 (us) 648.834
Loop 235 (us) 648.639
Loop 236 (us) 649.271
Loop 237 (us) 648.943
Loop 238 (us) 648.643
Loop 239 (us) 648.694
Loop 240 (us) 648.767
Loop 241 (us) 649.144
Loop 242 (us) 648.809
Loop 243 (us) 648.707
Loop 244 (us) 648.908
Loop 245 (us) 648.94
Loop 246 (us) 648.91
Loop 247 (us) 649.003
Loop 248 (us) 649.134
Loop 249 (us) 1135.691
Loop 250 (us) 650.371
Loop 251 (us) 648.615
Loop 252 (us) 648.979
Loop 253 (us) 648.721
Loop 254 (us) 648.858
Loop 255 (us) 648.801
Loop 256 (us) 648.712
Loop 257 (us) 648.993
Loop 258 (us) 648.971
Loop 259 (us) 648.785
Loop 260 (us) 649.026
Loop 261 (us) 649.038
Loop 262 (us) 648.718
Loop 263 (us) 649.008
Loop 264 (us) 651.01
Loop 265 (us) 648.909
Loop 266 (us) 649.116
Loop 267 (us) 648.771
Loop 268 (us) 648.637
Loop 269 (us) 648.775
Loop 270 (us) 648.787
Loop 271 (us) 648.896
Loop 272 (us) 648.771
Loop 273 (us) 648.633
Loop 274 (us) 649.849
Loop 275 (us) 648.964
Loop 276 (us) 648.766
Loop 277 (us) 649.14
Loop 278 (us) 650.822
Loop 279 (us) 650.524
Loop 280 (us) 649.89
Loop 281 (us) 658.693
Loop 282 (us) 658.918
Loop 283 (us) 649.441
Loop 284 (us) 649.093
Loop 285 (us) 648.767
Loop 286 (us) 648.881
Loop 287 (us) 648.687
Loop 288 (us) 648.578
Loop 289 (us) 650.771
Loop 290 (us) 648.718
Loop 291 (us) 648.734
Loop 292 (us) 648.878
Loop 293 (us) 648.766
Loop 294 (us) 648.921
Loop 295 (us) 648.868
Loop 296 (us) 648.854
Loop 297 (us) 656.839
Loop 298 (us) 649.556
Loop 299 (us) 648.634
Loop 300 (us) 648.805
Loop 301 (us) 648.989
Loop 302 (us) 648.772
Loop 303 (us) 648.975
Loop 304 (us) 648.919
Loop 305 (us) 648.716
Loop 306 (us) 648.931
Loop 307 (us) 648.841
Loop 308 (us) 648.675
Loop 309 (us) 648.525
Loop 310 (us) 648.714
Loop 311 (us) 648.631
Loop 312 (us) 648.559
Loop 313 (us) 648.621
Loop 314 (us) 648.602
Loop 315 (us) 648.605
Loop 316 (us) 648.76
Loop 317 (us) 648.822
Loop 318 (us) 648.472
Loop 319 (us) 648.592
Loop 320 (us) 648.603
Loop 321 (us) 648.645
Loop 322 (us) 648.537
Loop 323 (us) 648.592
Loop 324 (us) 648.608
Loop 325 (us) 649.038
Loop 326 (us) 648.582
Loop 327 (us) 648.631
Loop 328 (us) 648.531
Loop 329 (us) 648.604
Loop 330 (us) 648.555
Loop 331 (us) 649.513
Loop 332 (us) 648.715
Loop 333 (us) 648.402
Loop 334 (us) 648.747
Loop 335 (us) 648.639
Loop 336 (us) 648.395
Loop 337 (us) 660.18
Loop 338 (us) 655.701
Loop 339 (us) 649.146
Loop 340 (us) 648.893
Loop 341 (us) 656.41
Loop 342 (us) 649.388
Loop 343 (us) 656.372
Loop 344 (us) 659.577
Loop 345 (us) 654.521
Loop 346 (us) 654.121
Loop 347 (us) 658.515
Loop 348 (us) 649.275
Loop 349 (us) 650.134
Loop 350 (us) 648.921
Loop 351 (us) 648.673
Loop 352 (us) 648.584
Loop 353 (us) 648.47
Loop 354 (us) 655.661
Loop 355 (us) 649.104
Loop 356 (us) 648.3
Loop 357 (us) 648.61
Loop 358 (us) 648.993
Loop 359 (us) 648.355
Loop 360 (us) 648.507
Loop 361 (us) 648.528
Loop 362 (us) 648.368
Loop 363 (us) 648.39
Loop 364 (us) 648.562
Loop 365 (us) 648.373
Loop 366 (us) 648.605
Loop 367 (us) 648.531
Loop 368 (us) 648.562
Loop 369 (us) 648.629
Loop 370 (us) 648.496
Loop 371 (us) 648.573
Loop 372 (us) 648.675
Loop 373 (us) 648.479
Loop 374 (us) 648.738
Loop 375 (us) 652.209
Loop 376 (us) 649.151
Loop 377 (us) 665.992
Loop 378 (us) 658.182
Loop 379 (us) 648.621
Loop 380 (us) 657.177
Loop 381 (us) 648.597
Loop 382 (us) 680.423
Loop 383 (us) 649.704
Loop 384 (us) 648.638
Loop 385 (us) 648.548
Loop 386 (us) 648.652
Loop 387 (us) 648.604
Loop 388 (us) 648.596
Loop 389 (us) 648.566
Loop 390 (us) 648.586
Loop 391 (us) 648.223
Loop 392 (us) 648.472
Loop 393 (us) 648.33
Loop 394 (us) 648.82
Loop 395 (us) 648.483
Loop 396 (us) 648.149
Loop 397 (us) 648.385
Loop 398 (us) 648.394
Loop 399 (us) 648.477
Loop 400 (us) 648.672
Loop 401 (us) 648.52
Loop 402 (us) 648.28
Loop 403 (us) 648.558
Loop 404 (us) 648.616
Loop 405 (us) 648.683
Loop 406 (us) 648.611
Loop 407 (us) 649.904
Loop 408 (us) 648.278
Loop 409 (us) 648.325
Loop 410 (us) 648.642
Loop 411 (us) 648.426
Loop 412 (us) 648.478
Loop 413 (us) 648.515
Loop 414 (us) 648.671
Loop 415 (us) 648.573
Loop 416 (us) 648.577
Loop 417 (us) 648.825
Loop 418 (us) 648.547
Loop 419 (us) 648.624
Loop 420 (us) 648.629
Loop 421 (us) 648.643
Loop 422 (us) 648.696
Loop 423 (us) 648.605
Loop 424 (us) 648.706
Loop 425 (us) 648.59
Loop 426 (us) 648.704
Loop 427 (us) 648.603
Loop 428 (us) 648.717
Loop 429 (us) 648.482
Loop 430 (us) 648.858
Loop 431 (us) 648.591
Loop 432 (us) 648.594
Loop 433 (us) 648.724
Loop 434 (us) 648.621
Loop 435 (us) 648.514
Loop 436 (us) 648.693
Loop 437 (us) 648.564
Loop 438 (us) 648.663
Loop 439 (us) 648.674
Loop 440 (us) 648.578
Loop 441 (us) 648.623
Loop 442 (us) 648.569
Loop 443 (us) 648.785
Loop 444 (us) 648.714
Loop 445 (us) 648.577
Loop 446 (us) 648.637
Loop 447 (us) 648.747
Loop 448 (us) 648.632
Loop 449 (us) 648.553
Loop 450 (us) 648.571
Loop 451 (us) 648.833
Loop 452 (us) 648.588
Loop 453 (us) 648.726
Loop 454 (us) 648.635
Loop 455 (us) 648.624
Loop 456 (us) 648.614
Loop 457 (us) 648.629
Loop 458 (us) 648.66
Loop 459 (us) 648.646
Loop 460 (us) 648.679
Loop 461 (us) 648.65
Loop 462 (us) 648.676
Loop 463 (us) 648.635
Loop 464 (us) 648.546
Loop 465 (us) 648.828
