writeReplicas, filename /tmp65536replicas.dat, size 65536, loop 1000, storageClass 0, locationClass 0
starting benchmark...
ops 1000
final loop (us) 37.194
Loop 0 (us) 50.15
Loop 1 (us) 48.639
Loop 2 (us) 41.993
Loop 3 (us) 41.172
Loop 4 (us) 40.473
Loop 5 (us) 40.28
Loop 6 (us) 40.452
Loop 7 (us) 43.1
Loop 8 (us) 40.366
Loop 9 (us) 40.536
Loop 10 (us) 39.983
Loop 11 (us) 57.75
Loop 12 (us) 41.302
Loop 13 (us) 40.688
Loop 14 (us) 39.858
Loop 15 (us) 40.078
Loop 16 (us) 39.743
Loop 17 (us) 39.758
Loop 18 (us) 40.116
Loop 19 (us) 39.81
Loop 20 (us) 42.713
Loop 21 (us) 39.892
Loop 22 (us) 39.834
Loop 23 (us) 39.857
Loop 24 (us) 39.87
Loop 25 (us) 39.726
Loop 26 (us) 39.641
Loop 27 (us) 39.919
Loop 28 (us) 39.93
Loop 29 (us) 39.776
Loop 30 (us) 39.763
Loop 31 (us) 41.115
Loop 32 (us) 40.19
Loop 33 (us) 40.172
Loop 34 (us) 40.224
Loop 35 (us) 39.934
Loop 36 (us) 39.652
Loop 37 (us) 39.807
Loop 38 (us) 39.693
Loop 39 (us) 39.995
Loop 40 (us) 39.688
Loop 41 (us) 39.836
Loop 42 (us) 39.734
Loop 43 (us) 39.572
Loop 44 (us) 39.528
Loop 45 (us) 39.553
Loop 46 (us) 39.48
Loop 47 (us) 39.345
Loop 48 (us) 39.623
Loop 49 (us) 39.565
Loop 50 (us) 39.729
Loop 51 (us) 39.803
Loop 52 (us) 39.896
Loop 53 (us) 39.511
Loop 54 (us) 39.469
Loop 55 (us) 39.485
Loop 56 (us) 39.834
Loop 57 (us) 39.72
Loop 58 (us) 39.523
Loop 59 (us) 39.607
Loop 60 (us) 52.145
Loop 61 (us) 67.851
Loop 62 (us) 40.341
Loop 63 (us) 39.6
Loop 64 (us) 39.554
Loop 65 (us) 39.368
Loop 66 (us) 39.533
Loop 67 (us) 39.488
Loop 68 (us) 39.502
Loop 69 (us) 39.768
Loop 70 (us) 39.765
Loop 71 (us) 39.369
Loop 72 (us) 40.504
Loop 73 (us) 40.217
Loop 74 (us) 39.382
Loop 75 (us) 39.573
Loop 76 (us) 39.516
Loop 77 (us) 39.829
Loop 78 (us) 39.619
Loop 79 (us) 39.607
Loop 80 (us) 39.482
Loop 81 (us) 39.87
Loop 82 (us) 39.687
Loop 83 (us) 42.671
Loop 84 (us) 39.753
Loop 85 (us) 39.945
Loop 86 (us) 39.463
Loop 87 (us) 39.969
Loop 88 (us) 39.512
Loop 89 (us) 39.755
Loop 90 (us) 39.743
Loop 91 (us) 40.103
Loop 92 (us) 39.564
Loop 93 (us) 39.622
Loop 94 (us) 39.425
Loop 95 (us) 39.669
Loop 96 (us) 39.777
Loop 97 (us) 39.868
Loop 98 (us) 39.481
Loop 99 (us) 39.568
Loop 100 (us) 39.641
Loop 101 (us) 39.382
