writeReplicas, filename /tmp4194304replicas.dat, size 4194304, loop 1000, storageClass 0, locationClass 0
starting benchmark...
ops 1000
final loop (us) 1948.799
Loop 0 (us) 1952.654
Loop 1 (us) 1953.42
Loop 2 (us) 1945.619
Loop 3 (us) 1946.841
Loop 4 (us) 1952.137
Loop 5 (us) 1945.965
Loop 6 (us) 1947.647
Loop 7 (us) 1948.165
Loop 8 (us) 1948.648
Loop 9 (us) 1947.815
Loop 10 (us) 1952.8
Loop 11 (us) 1946.407
Loop 12 (us) 1949.238
Loop 13 (us) 1949.674
Loop 14 (us) 1945.593
Loop 15 (us) 1950.502
Loop 16 (us) 1947.157
Loop 17 (us) 1947.159
Loop 18 (us) 1944.791
Loop 19 (us) 1946.669
Loop 20 (us) 1946.169
Loop 21 (us) 1952.764
Loop 22 (us) 1948.506
Loop 23 (us) 1949.557
Loop 24 (us) 1945.828
Loop 25 (us) 1945.303
Loop 26 (us) 1944.045
Loop 27 (us) 1948.342
Loop 28 (us) 1947.547
Loop 29 (us) 1947.911
Loop 30 (us) 1947.77
Loop 31 (us) 1948.87
Loop 32 (us) 1949.25
Loop 33 (us) 1950.38
Loop 34 (us) 1949.366
Loop 35 (us) 1946.43
Loop 36 (us) 1948.326
Loop 37 (us) 1948.036
Loop 38 (us) 1945.802
Loop 39 (us) 1946.145
Loop 40 (us) 1946.458
Loop 41 (us) 2493.786
Loop 42 (us) 1949.658
Loop 43 (us) 1948.579
Loop 44 (us) 1945.941
Loop 45 (us) 1954.435
Loop 46 (us) 1946.728
Loop 47 (us) 1946.825
Loop 48 (us) 1948.17
Loop 49 (us) 1948.229
Loop 50 (us) 2597.703
Loop 51 (us) 1949.575
Loop 52 (us) 1949.721
Loop 53 (us) 1949.196
Loop 54 (us) 1949.826
Loop 55 (us) 1948.848
Loop 56 (us) 1952.96
Loop 57 (us) 1950.315
Loop 58 (us) 1949.356
Loop 59 (us) 1951.023
Loop 60 (us) 1948.103
Loop 61 (us) 1949.974
Loop 62 (us) 1950.602
Loop 63 (us) 1952.557
Loop 64 (us) 1951.159
Loop 65 (us) 1951.196
Loop 66 (us) 1947.437
Loop 67 (us) 1951.188
Loop 68 (us) 1943.995
Loop 69 (us) 1946.308
Loop 70 (us) 1945.958
Loop 71 (us) 1946.972
Loop 72 (us) 1947.894
Loop 73 (us) 1949.377
Loop 74 (us) 1950.461
Loop 75 (us) 1948.409
Loop 76 (us) 1944.434
Loop 77 (us) 1947.424
Loop 78 (us) 1950.547
Loop 79 (us) 1948.546
Loop 80 (us) 1948.195
Loop 81 (us) 1946.959
Loop 82 (us) 1945.092
Loop 83 (us) 1945.512
Loop 84 (us) 1944.796
Loop 85 (us) 1945.754
Loop 86 (us) 1953.256
Loop 87 (us) 1978.621
Loop 88 (us) 1982.188
Loop 89 (us) 1963.479
Loop 90 (us) 1953.834
Loop 91 (us) 1955.67
Loop 92 (us) 1955.382
Loop 93 (us) 1960.032
Loop 94 (us) 1957.53
Loop 95 (us) 1953.935
Loop 96 (us) 1957.636
Loop 97 (us) 1954.297
Loop 98 (us) 1962.646
Loop 99 (us) 1950.867
Loop 100 (us) 1952.236
Loop 101 (us) 1956.736
Loop 102 (us) 1960.409
Loop 103 (us) 1953.414
Loop 104 (us) 1954.349
Loop 105 (us) 1953.175
Loop 106 (us) 1967.191
Loop 107 (us) 1955.964
Loop 108 (us) 1983.52
Loop 109 (us) 1964.242
Loop 110 (us) 1990.802
Loop 111 (us) 1949.263
Loop 112 (us) 1951.662
Loop 113 (us) 1952.05
Loop 114 (us) 1949.648
Loop 115 (us) 1947.344
Loop 116 (us) 1947.338
Loop 117 (us) 1959.988
Loop 118 (us) 1951.986
Loop 119 (us) 1950.276
Loop 120 (us) 1951.673
Loop 121 (us) 1947.414
Loop 122 (us) 1954.154
Loop 123 (us) 1949.959
Loop 124 (us) 1949.166
Loop 125 (us) 1948.056
Loop 126 (us) 1954.136
Loop 127 (us) 1950.472
Loop 128 (us) 1955.777
Loop 129 (us) 1947.646
Loop 130 (us) 1948.477
Loop 131 (us) 1950.505
Loop 132 (us) 1952.076
Loop 133 (us) 1952.626
Loop 134 (us) 1950.159
Loop 135 (us) 1956.106
Loop 136 (us) 1950.916
Loop 137 (us) 1950.559
Loop 138 (us) 1950.591
Loop 139 (us) 1962.452
Loop 140 (us) 1948.623
Loop 141 (us) 1949.286
Loop 142 (us) 1949.555
Loop 143 (us) 1947.779
Loop 144 (us) 1962.293
Loop 145 (us) 1961.57
Loop 146 (us) 1947.583
Loop 147 (us) 1948.977
Loop 148 (us) 1948.744
Loop 149 (us) 1951.041
Loop 150 (us) 1955.417
Loop 151 (us) 1951.404
Loop 152 (us) 1956.761
Loop 153 (us) 1947.49
Loop 154 (us) 1950.87
Loop 155 (us) 1952.065
Loop 156 (us) 1951.629
Loop 157 (us) 1956.463
Loop 158 (us) 1948.939
Loop 159 (us) 1976.994
Loop 160 (us) 1957.448
Loop 161 (us) 1948.727
Loop 162 (us) 1949.09
Loop 163 (us) 1951.296
Loop 164 (us) 1948.124
Loop 165 (us) 1947.87
Loop 166 (us) 1947.533
Loop 167 (us) 1950.68
Loop 168 (us) 2030.047
Loop 169 (us) 1954.8
Loop 170 (us) 1957.7
Loop 171 (us) 1950.461
Loop 172 (us) 1951.958
Loop 173 (us) 1951.497
Loop 174 (us) 1953.018
Loop 175 (us) 1961.861
Loop 176 (us) 1954.065
Loop 177 (us) 1950.173
Loop 178 (us) 2530.305
Loop 179 (us) 1962.764
Loop 180 (us) 1957.271
Loop 181 (us) 1950.787
Loop 182 (us) 1949.842
Loop 183 (us) 1961.741
Loop 184 (us) 1953.226
Loop 185 (us) 1948.826
Loop 186 (us) 1958.644
Loop 187 (us) 1948.924
Loop 188 (us) 1949.693
Loop 189 (us) 1967.345
Loop 190 (us) 1948.68
Loop 191 (us) 1957.046
Loop 192 (us) 1946.66
Loop 193 (us) 1964.353
Loop 194 (us) 2656.301
Loop 195 (us) 1964.675
Loop 196 (us) 1948.941
Loop 197 (us) 1957.231
Loop 198 (us) 1949.045
Loop 199 (us) 1951.626
Loop 200 (us) 1946.189
Loop 201 (us) 2080.222
Loop 202 (us) 1965.904
Loop 203 (us) 1972.413
Loop 204 (us) 1974.861
Loop 205 (us) 1966.908
Loop 206 (us) 1955.969
Loop 207 (us) 1969.72
Loop 208 (us) 1963.58
Loop 209 (us) 1967.871
Loop 210 (us) 1966.21
Loop 211 (us) 1966.594
Loop 212 (us) 1957.755
Loop 213 (us) 1976.916
Loop 214 (us) 1965.666
Loop 215 (us) 1972.176
Loop 216 (us) 1965.516
Loop 217 (us) 1954.076
Loop 218 (us) 1945.115
Loop 219 (us) 1944.094
Loop 220 (us) 1958.073
Loop 221 (us) 1949.796
Loop 222 (us) 1944.803
Loop 223 (us) 1949.229
Loop 224 (us) 1943.698
Loop 225 (us) 1946.481
Loop 226 (us) 1953.666
Loop 227 (us) 1944.816
Loop 228 (us) 1945.216
Loop 229 (us) 1945.426
Loop 230 (us) 1946.039
Loop 231 (us) 1946.662
Loop 232 (us) 1945.179
Loop 233 (us) 1946.218
Loop 234 (us) 1944.002
Loop 235 (us) 1953.179
Loop 236 (us) 1945.967
Loop 237 (us) 1944.616
Loop 238 (us) 1944.408
Loop 239 (us) 1944.246
Loop 240 (us) 1944.291
Loop 241 (us) 1945.543
Loop 242 (us) 1944.651
Loop 243 (us) 1943.388
Loop 244 (us) 1951.073
Loop 245 (us) 1944.974
Loop 246 (us) 1945.655
Loop 247 (us) 1944.761
Loop 248 (us) 1944.36
Loop 249 (us) 1944.362
Loop 250 (us) 1944.716
Loop 251 (us) 1948.03
Loop 252 (us) 1948.822
Loop 253 (us) 1952.878
