writeMicroEC_CodingDescent, filename /tmp65536microec.dat, size 65536, loop 1000, storageClass 0, locationClass 0, monECSubStripeNum 4
CrailConstants.REPLICATION_FACTOR has changed to 5
MicroEC Coding Ready

networkSizeArray [8192, 12288, 16384]
starting benchmark...
replicas primary file /tmp65536microec.dat capacity 0
replicas slave file /tmp65536microec.datLQL0 capacity 0
replicas slave file /tmp65536microec.datLQL1 capacity 0
replicas slave file /tmp65536microec.datLQL2 capacity 0
replicas slave file /tmp65536microec.datLQL3 capacity 0
replicas slave file /tmp65536microec.datLQL4 capacity 0
CrailConstants.REPLICATION_FACTOR has changed to 5
Loop 859 (us) 43.542
Loop 860 (us) 43.425
Loop 861 (us) 46.578
Loop 862 (us) 44.069
Loop 863 (us) 44.223
Loop 864 (us) 46.263
Loop 865 (us) 43.534
Loop 866 (us) 42.481
Loop 867 (us) 46.488
Loop 868 (us) 43.658
Loop 869 (us) 43.251
Loop 870 (us) 46.128
Loop 871 (us) 44.317
Loop 872 (us) 47.17
Loop 873 (us) 48.385
Loop 874 (us) 45.096
Loop 875 (us) 45.037
Loop 876 (us) 46.068
Loop 877 (us) 45.727
Loop 878 (us) 43.322
Loop 879 (us) 47.182
Loop 880 (us) 44.236
Loop 881 (us) 47.628
Loop 882 (us) 48.034
Loop 883 (us) 46.23
Loop 884 (us) 46.919
Loop 885 (us) 48.079
Loop 886 (us) 45.044
Loop 887 (us) 42.552
Loop 888 (us) 45.262
Loop 889 (us) 47.143
Loop 890 (us) 43.943
Loop 891 (us) 45.313
Loop 892 (us) 42.117
Loop 893 (us) 42.641
Loop 894 (us) 44.962
Loop 895 (us) 42.586
Loop 896 (us) 43.776
Loop 897 (us) 46.548
Loop 898 (us) 44.637
Loop 899 (us) 43.181
Loop 900 (us) 45.193
Loop 901 (us) 44.678
Loop 902 (us) 43.528
Loop 903 (us) 45.795
Loop 904 (us) 43.029
Loop 905 (us) 44.975
Loop 906 (us) 46.697
Loop 907 (us) 45.436
Loop 908 (us) 44.849
Loop 909 (us) 45.379
Loop 910 (us) 42.744
Loop 911 (us) 42.985
Loop 912 (us) 48.414
Loop 913 (us) 43.901
Loop 914 (us) 42.807
Loop 915 (us) 46.705
Loop 916 (us) 43.829
Loop 917 (us) 44.172
Loop 918 (us) 57.443
Loop 919 (us) 44.304
Loop 920 (us) 44.471
Loop 921 (us) 55.776
Loop 922 (us) 42.698
Loop 923 (us) 43.388
Loop 924 (us) 46.571
Loop 925 (us) 44.772
Loop 926 (us) 43.669
Loop 927 (us) 58.354
Loop 928 (us) 43.7
Loop 929 (us) 44.803
Loop 930 (us) 45.575
Loop 931 (us) 44.375
Loop 932 (us) 43.14
Loop 933 (us) 56.513
Loop 934 (us) 43.603
Loop 935 (us) 46.535
Loop 936 (us) 58.671
Loop 937 (us) 43.791
Loop 938 (us) 42.415
Loop 939 (us) 57.494
Loop 940 (us) 43.115
Loop 941 (us) 43.435
Loop 942 (us) 56.176
Loop 943 (us) 43.197
Loop 944 (us) 44.47
Loop 945 (us) 46.565
Loop 946 (us) 43.852
Loop 947 (us) 43.886
Loop 948 (us) 46.451
Loop 949 (us) 43.578
Loop 950 (us) 43.219
Loop 951 (us) 46.681
Loop 952 (us) 44.131
Loop 953 (us) 44.407
Loop 954 (us) 45.787
Loop 955 (us) 44.621
Loop 956 (us) 43.894
Loop 957 (us) 44.99
Loop 958 (us) 42.423
Loop 959 (us) 43.282
Loop 960 (us) 46.651
Loop 961 (us) 42.377
Loop 962 (us) 43.569
Loop 963 (us) 45.173
Loop 964 (us) 42.119
Loop 965 (us) 43.845
Loop 966 (us) 55.663
Loop 967 (us) 44.216
Loop 968 (us) 42.947
Loop 969 (us) 65.07
Loop 970 (us) 42.981
Loop 971 (us) 47.8
Loop 972 (us) 57.254
Loop 973 (us) 44.24
Loop 974 (us) 42.834
Loop 975 (us) 56.355
Loop 976 (us) 43.383
Loop 977 (us) 42.97
Loop 978 (us) 56.208
Loop 979 (us) 43.895
Loop 980 (us) 44.71
Loop 981 (us) 55.944
Loop 982 (us) 42.145
Loop 983 (us) 41.988
Loop 984 (us) 57.184
Loop 985 (us) 43.091
Loop 986 (us) 43.408
Loop 987 (us) 55.394
Loop 988 (us) 42.684
Loop 989 (us) 42.242
Loop 990 (us) 58.493
Loop 991 (us) 42.645
Loop 992 (us) 42.43
Loop 993 (us) 60.751
Loop 994 (us) 43.012
Loop 995 (us) 43.373
Loop 996 (us) 56.124
Loop 997 (us) 43.157
Loop 998 (us) 44.803
Loop 999 (us) 55.456
Warmup times 0
avgLoopLatency(us) 51.741464
iops 19326.859402354752
variance 32.98254390990336
Loop 0 [158907, 23023, 23334, 71260, 20594, 10645, 9588, 39432]
Loop 1 [93150, 12679, 21494, 45153, 13552, 8966, 8551, 12432]
Loop 2 [125726, 11910, 20453, 44719, 13508, 9712, 8491, 47081]
Loop 3 [95884, 11084, 20449, 52997, 13632, 9674, 9008, 10067]
Loop 4 [88788, 10080, 18477, 50404, 12605, 8552, 8319, 8532]
Loop 5 [83839, 8211, 17657, 48711, 12279, 8571, 8395, 8223]
Loop 6 [80354, 7863, 15907, 47770, 11072, 8398, 8137, 7813]
Loop 7 [86441, 8275, 17847, 49703, 11635, 8960, 8533, 9124]
Loop 8 [92829, 9624, 18946, 52210, 16570, 8791, 7241, 10716]
Loop 9 [100163, 6944, 11628, 44327, 7340, 5360, 5402, 36486]
Loop 10 [66230, 5870, 11805, 42214, 7561, 6256, 5183, 5711]
Loop 11 [59758, 5096, 11689, 37199, 6315, 5333, 5676, 5198]
Loop 12 [58106, 4923, 10908, 36540, 6207, 5828, 4895, 5148]
Loop 13 [57615, 5248, 12201, 34588, 6308, 5256, 4387, 5023]
Loop 14 [56236, 4841, 11754, 33755, 6114, 4760, 4469, 5365]
Loop 15 [79984, 4750, 11778, 33377, 5990, 4793, 4656, 29372]
Loop 16 [57338, 5284, 12647, 33922, 6107, 4837, 4554, 4994]
Loop 17 [55537, 4938, 12235, 33041, 5852, 4806, 4424, 4818]
Loop 18 [54406, 4725, 11459, 32909, 5785, 4697, 4501, 4765]
Loop 19 [55925, 5001, 12275, 33217, 5757, 4595, 4458, 4922]
Loop 20 [57289, 4831, 14686, 32542, 6034, 4737, 4249, 4711]
Loop 21 [53557, 4767, 12214, 31515, 5631, 4577, 4380, 4563]
Loop 22 [53998, 5015, 11628, 31686, 5529, 4474, 4261, 5044]
Loop 23 [54102, 5009, 12412, 31431, 5715, 4437, 4341, 4746]
Loop 24 [84490, 5623, 42660, 29303, 4822, 3799, 3691, 6380]
Loop 25 [59586, 7505, 14236, 32532, 5209, 3757, 3491, 4750]
Loop 26 [71245, 5188, 32293, 28537, 4515, 3578, 3288, 4684]
Loop 27 [47530, 4807, 8953, 28243, 4344, 3612, 3488, 5056]
Loop 28 [46618, 4856, 8890, 27753, 4481, 3538, 3250, 4648]
Loop 29 [46317, 4911, 8885, 27052, 4511, 3771, 3108, 4971]
Loop 30 [45116, 4704, 8294, 26582, 4228, 3497, 3098, 5058]
Loop 31 [46000, 4678, 8622, 27584, 4604, 3400, 3545, 4562]
Loop 32 [45250, 4706, 8620, 26882, 4411, 3425, 3257, 4538]
Loop 33 [45131, 4651, 8393, 27054, 4222, 3519, 3169, 4541]
Loop 34 [45652, 4709, 8250, 27663, 4421, 3495, 3436, 4526]
Loop 35 [44167, 4860, 8368, 25619, 4247, 3537, 3241, 4820]
Loop 36 [43014, 4584, 7720, 25803, 4232, 3372, 3244, 4400]
Loop 37 [43536, 4924, 7448, 26025, 4347, 3700, 3187, 4637]
Loop 38 [43131, 4668, 7853, 25609, 4382, 3225, 3382, 4525]
Loop 39 [42672, 4595, 7619, 25469, 4285, 3255, 3257, 4489]
Loop 40 [136702, 4824, 11045, 25839, 4170, 3328, 3161, 94216]
Loop 41 [69585, 6176, 8525, 25837, 4545, 3393, 3148, 28330]
Loop 42 [48419, 5295, 8134, 25780, 4502, 3243, 3268, 8656]
Loop 43 [47841, 4911, 8233, 25712, 4128, 3265, 3278, 8436]
Loop 44 [47106, 4777, 8452, 25041, 4276, 3340, 3143, 8271]
Loop 45 [45900, 4782, 7499, 25096, 4297, 3382, 3142, 7962]
Loop 46 [46593, 4816, 7939, 25075, 4291, 3302, 3098, 8239]
Loop 47 [46574, 4869, 8233, 24901, 4349, 3350, 3203, 8030]
Loop 48 [46079, 4596, 8037, 24855, 4335, 3235, 3132, 8005]
Loop 49 [45435, 4655, 7412, 24897, 4174, 3348, 3119, 7941]
Loop 50 [60994, 4592, 7978, 24396, 4470, 3368, 3262, 23390]
Loop 51 [82025, 5148, 7940, 24838, 4452, 3361, 3218, 43428]
Loop 52 [43902, 5405, 8072, 24510, 4441, 3271, 3235, 5386]
Loop 53 [42749, 4768, 8282, 24067, 4400, 3314, 3080, 5102]
Loop 54 [42186, 4743, 7569, 24241, 4286, 3313, 3182, 5094]
Loop 55 [46185, 4705, 11255, 24701, 4379, 3366, 3155, 5030]
Loop 56 [42039, 4531, 7631, 24321, 4362, 3385, 3146, 5044]
Loop 57 [41220, 4630, 7241, 23908, 4257, 3225, 3106, 4950]
Loop 58 [40998, 4674, 7253, 23386, 4168, 3273, 3063, 5194]
Loop 59 [41599, 4550, 7987, 23619, 4234, 3289, 3154, 4922]
Loop 60 [41106, 4756, 7602, 23269, 4179, 3256, 3106, 4981]
Loop 61 [43957, 6027, 7748, 24218, 4430, 3333, 3274, 5410]
Loop 62 [41532, 5015, 7660, 23362, 4199, 3208, 3167, 4977]
Loop 63 [40960, 4620, 7259, 23496, 4129, 3215, 3239, 5081]
Loop 64 [42984, 5400, 7505, 24414, 4598, 3147, 3172, 5118]
Loop 65 [41131, 4872, 7460, 23218, 4195, 3369, 3205, 5009]
Loop 66 [43098, 4800, 6454, 23076, 4224, 3325, 3144, 8162]
Loop 67 [41065, 4936, 6892, 23734, 4117, 3268, 3069, 4937]
Loop 68 [40103, 4612, 6980, 22924, 4237, 3268, 3147, 5032]
Loop 69 [39522, 4525, 6670, 22741, 4147, 3325, 3094, 5017]
Loop 70 [40826, 4678, 7358, 23266, 4211, 3223, 3188, 4976]
Loop 71 [44890, 4665, 6971, 27723, 4161, 3232, 3265, 4931]
Loop 72 [40245, 4618, 6571, 23386, 4259, 3188, 3165, 5081]
Loop 73 [40418, 4669, 7579, 22604, 4222, 3198, 3157, 5009]
Loop 74 [39759, 4646, 6873, 22653, 4326, 3267, 3092, 4972]
Loop 75 [40074, 4800, 6336, 22445, 4193, 3204, 3140, 5928]
Loop 76 [38810, 4802, 6126, 22459, 4100, 3228, 3074, 4941]
Loop 77 [39511, 4748, 6815, 22190, 4103, 3235, 3151, 5239]
Loop 78 [38650, 4619, 6191, 22417, 4185, 3273, 3095, 4860]
Loop 79 [39781, 4683, 6651, 22990, 4319, 3253, 3156, 4909]
Loop 80 [39727, 4705, 7016, 22562, 4191, 3134, 3134, 4923]
Loop 81 [38362, 4712, 6065, 22171, 4310, 3321, 3000, 4855]
Loop 82 [38753, 4572, 6231, 22417, 4206, 3407, 3000, 4970]
Loop 83 [38689, 4616, 6467, 22192, 4303, 3311, 3051, 4887]
Loop 84 [38477, 4550, 6302, 22028, 4221, 3255, 3010, 5085]
Loop 85 [53752, 18480, 6404, 22808, 4452, 3268, 3067, 5503]
Loop 86 [51014, 5161, 6116, 34211, 4191, 3367, 14960, 4946]
Loop 87 [39015, 4937, 6138, 22522, 4440, 3307, 3044, 4856]
Loop 88 [40079, 4763, 7072, 22531, 4291, 3319, 3111, 5198]
Loop 89 [39215, 4716, 6812, 22331, 4275, 3238, 3118, 4855]
Loop 90 [61591, 13313, 6939, 22537, 4413, 3353, 3057, 4975]
Loop 91 [46734, 4999, 7025, 22335, 4081, 3205, 3151, 4946]
Loop 92 [39702, 4813, 7433, 22043, 4187, 3171, 3127, 4919]
Loop 93 [37862, 4439, 6259, 21725, 4030, 3071, 3091, 4945]
Loop 94 [39973, 4731, 7142, 22721, 4019, 3141, 3087, 4891]
Loop 95 [39333, 4554, 7199, 22092, 4127, 3172, 3132, 4992]
Loop 96 [39735, 4609, 6329, 23279, 4000, 3121, 3130, 5024]
Loop 97 [42422, 4665, 7073, 25234, 7019, 3194, 2992, 4934]
Loop 98 [38379, 4361, 6751, 21989, 4115, 3236, 2982, 4786]
Loop 99 [38284, 4514, 6725, 21670, 3969, 3168, 3139, 4878]
Loop 100 [38442, 4451, 6836, 21772, 4006, 3043, 3098, 4874]
Loop 101 [38043, 4416, 6664, 21664, 4072, 3137, 3065, 4793]
Loop 102 [38694, 4421, 6690, 21927, 4131, 3206, 3160, 5048]
Loop 103 [38375, 4653, 6807, 21450, 3999, 3162, 3085, 4975]
Loop 104 [39008, 4596, 7057, 21543, 4068, 3113, 3095, 5347]
Loop 105 [38371, 4532, 6757, 21678, 4007, 3205, 3078, 4932]
Loop 106 [39061, 4617, 6651, 22390, 4239, 3188, 3113, 4926]
Loop 107 [38569, 4622, 7131, 21548, 4033, 3173, 3075, 4824]
Loop 108 [38627, 4607, 6943, 21713, 4087, 3145, 3078, 4898]
Loop 109 [41065, 4610, 7067, 24057, 6132, 3300, 3043, 4860]
Loop 110 [38567, 4543, 6908, 21689, 3956, 3189, 3038, 4931]
Loop 111 [39408, 4750, 7705, 21640, 4011, 3125, 3111, 4835]
Loop 112 [38878, 4658, 6963, 21803, 4038, 3088, 3032, 5028]
Loop 113 [38089, 4597, 6561, 21644, 3997, 3082, 3091, 4817]
Loop 114 [37789, 4331, 6369, 21814, 4114, 3178, 3034, 4833]
Loop 115 [38874, 4594, 7118, 21653, 4003, 3095, 3152, 5054]
Loop 116 [41433, 4626, 7000, 24480, 3887, 6033, 3113, 4859]
Loop 117 [38331, 4415, 6535, 22072, 4078, 3170, 3061, 4829]
Loop 118 [39140, 4561, 7118, 22193, 4015, 3098, 3114, 4843]
Loop 119 [38259, 4351, 7123, 21478, 4009, 3102, 3106, 4883]
Loop 120 [38606, 4756, 6559, 21782, 3933, 3177, 3127, 5015]
Loop 121 [41440, 4633, 9406, 22112, 4143, 3212, 2986, 4842]
Loop 122 [38383, 4399, 6909, 21765, 4004, 3220, 3111, 4858]
Loop 123 [38203, 4657, 6433, 21773, 4026, 3165, 3060, 4861]
Loop 124 [38267, 4586, 6349, 22037, 4119, 3085, 3078, 4857]
Loop 125 [38293, 4614, 6380, 21976, 4170, 3118, 3057, 4887]
Loop 126 [38718, 4679, 6440, 22096, 4089, 3304, 3043, 5049]
Loop 127 [41726, 6904, 6373, 22822, 4183, 3241, 3096, 5144]
Loop 128 [38348, 4870, 6374, 21743, 3941, 3199, 3149, 4883]
Loop 129 [37794, 4672, 6110, 21700, 4019, 3073, 3087, 4873]
Loop 130 [39669, 4764, 6967, 22567, 4111, 3131, 3101, 4921]
Loop 131 [38706, 4658, 6760, 21819, 4095, 3124, 3074, 4979]
Loop 132 [37712, 4608, 6131, 21664, 4036, 3221, 3069, 4820]
Loop 133 [39288, 4708, 6534, 22225, 3951, 3178, 3022, 5328]
Loop 134 [38184, 4486, 6727, 21634, 4061, 3128, 3136, 4903]
Loop 135 [37862, 4621, 6045, 21825, 4009, 3179, 3103, 4903]
Loop 136 [38439, 4854, 6369, 21930, 3893, 3233, 3085, 4816]
Loop 137 [38223, 4659, 6614, 21685, 4031, 3199, 3065, 4837]
Loop 138 [37917, 4520, 6087, 22071, 4075, 3212, 3090, 4799]
Loop 139 [38257, 4626, 6118, 22114, 4071, 3170, 3094, 4946]
Loop 140 [53446, 7280, 10467, 29818, 5097, 3315, 3188, 5432]
Loop 141 [39506, 4706, 7453, 21795, 4046, 3153, 3087, 5075]
Loop 142 [39638, 4530, 7504, 22176, 4023, 3182, 3193, 4935]
Loop 143 [40565, 4683, 8149, 22438, 4192, 3234, 3456, 4845]
Loop 144 [40286, 4690, 7973, 22217, 4507, 3108, 3182, 4946]
Loop 145 [39908, 4572, 7373, 22553, 4223, 3702, 3043, 4930]
Loop 146 [39752, 4620, 7814, 21951, 4224, 3261, 3137, 4909]
Loop 147 [38842, 4538, 7012, 21683, 4049, 3123, 3226, 5133]
Loop 148 [39997, 4613, 7696, 22349, 4163, 3306, 3120, 4883]
Loop 149 [39831, 4748, 7572, 22114, 4411, 3354, 3005, 4956]
Loop 150 [38816, 4674, 7097, 21694, 4005, 3210, 3052, 4879]
Loop 151 [39900, 4524, 7492, 22333, 3934, 3132, 3081, 5110]
Loop 152 [40572, 6198, 7153, 21857, 3942, 3214, 3061, 4900]
Loop 153 [40209, 4735, 7111, 22861, 5188, 3133, 3020, 4972]
Loop 154 [39589, 4697, 7630, 21897, 4134, 3123, 3091, 4892]
Loop 155 [39622, 4605, 7753, 21763, 4028, 3130, 3068, 5057]
Loop 156 [39304, 4387, 7471, 21838, 3969, 3069, 3245, 5136]
Loop 157 [39390, 4656, 7342, 21898, 4149, 3138, 3095, 5006]
Loop 158 [38935, 4667, 7221, 21608, 3973, 3119, 3144, 4979]
Loop 159 [38350, 4369, 6996, 21574, 3899, 3194, 3094, 4932]
Loop 160 [39008, 4495, 7382, 21646, 3951, 3083, 3112, 5005]
Loop 161 [38609, 4421, 7135, 21586, 4044, 3065, 3090, 4980]
Loop 162 [38677, 4560, 6929, 21648, 3954, 3189, 3125, 5096]
Loop 163 [39053, 4744, 7097, 21756, 3925, 3210, 3169, 4959]
Loop 164 [38688, 4269, 7172, 21591, 4080, 3064, 3072, 5157]
Loop 165 [38084, 4574, 6298, 21768, 3932, 3150, 3127, 4939]
Loop 166 [38867, 4674, 6786, 21977, 4233, 3148, 3085, 4937]
Loop 167 [39059, 4520, 7381, 21691, 4162, 3124, 3160, 4982]
Loop 168 [38181, 4478, 6855, 21509, 3961, 3082, 3074, 4868]
Loop 169 [38966, 4481, 6995, 21836, 4098, 3162, 3097, 5196]
Loop 170 [38070, 4568, 6800, 21359, 3912, 3151, 3069, 4893]
Loop 171 [38158, 4540, 6747, 21495, 3972, 3106, 3080, 4910]
Loop 172 [38106, 4540, 5951, 22329, 4044, 3103, 3201, 4837]
Loop 173 [37532, 4478, 6105, 21542, 4005, 3116, 3104, 4932]
Loop 174 [37723, 4580, 6018, 21767, 4018, 3144, 3123, 4888]
Loop 175 [38296, 4493, 6479, 22003, 4059, 3121, 3060, 4841]
Loop 176 [39525, 4497, 6269, 23094, 4018, 4512, 3004, 5162]
Loop 177 [37616, 4511, 6192, 21525, 3998, 3119, 3007, 4933]
Loop 178 [39844, 4619, 5800, 22560, 4167, 3175, 3003, 6396]
Loop 179 [37847, 4490, 6134, 21768, 4068, 3168, 3073, 5001]
Loop 180 [37439, 4311, 6170, 21647, 4023, 3136, 3024, 4887]
Loop 181 [37977, 4516, 6221, 21960, 4113, 3110, 3045, 4860]
Loop 182 [38004, 4483, 6421, 21588, 3914, 3120, 3124, 5089]
Loop 183 [37320, 4287, 5895, 21760, 4117, 3149, 3081, 4934]
Loop 184 [38608, 4569, 6282, 22375, 3942, 3102, 3132, 4896]
Loop 185 [37779, 4407, 6206, 21820, 4024, 3229, 3047, 4891]
Loop 186 [37585, 4363, 6127, 21584, 3902, 3104, 3044, 5056]
Loop 187 [37844, 4654, 6139, 21676, 4014, 3084, 3088, 4920]
Loop 188 [38086, 4419, 6492, 21718, 4037, 3048, 3150, 4937]
Loop 189 [37583, 4455, 5920, 21880, 4213, 3146, 3109, 4850]
Loop 190 [38664, 4438, 6407, 22515, 4058, 3181, 3075, 4862]
Loop 191 [37831, 4484, 6332, 21701, 4128, 3125, 3091, 4857]
Loop 192 [38249, 4591, 6265, 22050, 3965, 3255, 3080, 4899]
Loop 193 [37987, 4459, 6268, 21991, 4061, 3100, 3069, 4843]
Loop 194 [38139, 4681, 6458, 21720, 3993, 3108, 3092, 4850]
Loop 195 [37771, 4642, 5968, 21793, 3984, 3177, 3089, 4923]
Loop 196 [38772, 4582, 6206, 22671, 4105, 3109, 3147, 4792]
Loop 197 [38047, 4427, 6475, 21630, 3958, 3133, 3018, 4970]
Loop 198 [37959, 4521, 6487, 21600, 4004, 3071, 3147, 4882]
Loop 199 [39266, 4705, 6964, 22153, 4144, 3091, 3127, 4950]
Loop 200 [38390, 4686, 6556, 21823, 4006, 3091, 3119, 4870]
Loop 201 [37583, 4513, 6121, 21664, 4008, 3158, 3106, 4834]
Loop 202 [38639, 4555, 6358, 22425, 3999, 3272, 3082, 4846]
Loop 203 [38165, 4529, 6560, 21520, 3959, 3167, 3086, 5122]
Loop 204 [40778, 4549, 9076, 21774, 4030, 3145, 3052, 4916]
Loop 205 [39055, 4662, 6696, 22329, 4096, 3204, 3041, 4899]
Loop 206 [38024, 4481, 6569, 21630, 4180, 3131, 3023, 4908]
Loop 207 [38232, 4549, 6536, 21773, 4012, 3185, 3066, 4873]
Loop 208 [38498, 4699, 6471, 21941, 3959, 3152, 3056, 4920]
Loop 209 [37737, 4397, 6306, 21708, 3946, 3101, 3025, 4862]
Loop 210 [37818, 4429, 6007, 21773, 4064, 3112, 3026, 5166]
Loop 211 [38269, 4601, 6217, 21911, 3962, 3104, 3035, 5040]
Loop 212 [37835, 4495, 6256, 21672, 4024, 3123, 3067, 4947]
Loop 213 [38024, 4423, 6257, 21864, 4054, 3189, 3059, 4978]
Loop 214 [38645, 4510, 6636, 22154, 4166, 3157, 3045, 4912]
Loop 215 [38307, 4398, 6716, 21869, 4132, 3134, 3129, 4894]
Loop 216 [38205, 4512, 6261, 21971, 4025, 3155, 3167, 4998]
Loop 217 [38347, 4525, 6122, 22364, 4019, 3103, 3107, 4842]
Loop 218 [38014, 4569, 6498, 21553, 3989, 3094, 3107, 4902]
Loop 219 [38016, 4653, 6480, 21623, 4006, 3088, 3101, 4808]
Loop 220 [38513, 4585, 6482, 22098, 4087, 3042, 3087, 4885]
Loop 221 [38000, 4656, 6495, 21592, 4008, 3091, 3090, 4812]
Loop 222 [37915, 4710, 6175, 21630, 4017, 3271, 3033, 4879]
Loop 223 [38307, 4700, 6428, 21842, 4057, 3101, 3111, 4870]
Loop 224 [38198, 4604, 6535, 21737, 4084, 3139, 3125, 4868]
Loop 225 [37974, 4624, 6244, 21702, 4194, 3082, 3058, 4965]
Loop 226 [38105, 4616, 5934, 22283, 4106, 3187, 3042, 4838]
Loop 227 [37858, 4576, 6411, 21549, 3896, 3172, 3105, 4872]
Loop 228 [42019, 4601, 6172, 25749, 4124, 3177, 3031, 5021]
Loop 229 [41166, 5233, 6872, 22250, 4157, 3228, 2977, 6299]
Loop 230 [40905, 5394, 8301, 21620, 4187, 3146, 3090, 5067]
Loop 231 [37614, 4420, 5999, 21835, 3994, 3229, 3101, 4905]
Loop 232 [38632, 4620, 6490, 22021, 3995, 3293, 3067, 5049]
Loop 233 [38167, 4559, 6538, 21745, 4044, 3139, 3080, 4856]
Loop 234 [38767, 4477, 6743, 21934, 4011, 3168, 3031, 5079]
Loop 235 [38439, 4793, 6247, 22085, 4018, 3191, 3113, 4868]
Loop 236 [37496, 4417, 6048, 21704, 3972, 3206, 3084, 4871]
Loop 237 [37782, 4607, 5952, 21755, 4167, 3079, 3143, 4984]
Loop 238 [37718, 4554, 5950, 21905, 3972, 3109, 3039, 4843]
Loop 239 [38066, 4521, 6450, 21739, 4111, 3092, 3210, 4891]
Loop 240 [38293, 4695, 6332, 21900, 3997, 3044, 3058, 4930]
Loop 241 [38315, 4576, 6178, 22194, 4102, 3150, 3026, 4917]
Loop 242 [37833, 4564, 6394, 21565, 3971, 3171, 3033, 4859]
Loop 243 [37729, 4594, 6260, 21534, 4100, 3113, 3034, 4881]
Loop 244 [38818, 4613, 6462, 22368, 4069, 3109, 3090, 4930]
Loop 245 [38537, 4523, 6463, 21987, 4117, 3111, 3046, 5067]
Loop 246 [37892, 4734, 6187, 21599, 3975, 3133, 3086, 4918]
Loop 247 [38774, 4777, 6578, 22136, 3979, 3189, 3177, 4835]
Loop 248 [38121, 4665, 6470, 21592, 3982, 3148, 3067, 4933]
Loop 249 [37680, 4666, 6105, 21637, 4057, 3135, 3035, 4837]
Loop 250 [38527, 4739, 6601, 21876, 4012, 3137, 3055, 4839]
Loop 251 [37685, 4576, 6294, 21571, 3892, 3127, 3097, 4779]
Loop 252 [41183, 4497, 6205, 25120, 4001, 6132, 3226, 4866]
Loop 253 [38245, 4524, 6211, 22198, 4034, 3088, 3116, 4872]
Loop 254 [148092, 22439, 38082, 63685, 19843, 17253, 8884, 21400]
Loop 255 [95980, 20862, 16633, 46245, 11259, 8269, 8496, 11102]
Loop 256 [127984, 54370, 16351, 45275, 11630, 8076, 7969, 10945]
Loop 257 [76172, 7521, 14473, 43605, 9886, 7765, 7768, 9616]
Loop 258 [76049, 8129, 15118, 41734, 9545, 7355, 7225, 10143]
Loop 259 [71163, 6528, 13859, 40944, 8869, 7292, 7022, 9052]
Loop 260 [71759, 6506, 13931, 41617, 8949, 7369, 7297, 8956]
Loop 261 [71088, 6465, 13311, 41439, 8829, 7418, 7094, 9082]
Loop 262 [70479, 6418, 13156, 40575, 8980, 7059, 6921, 9489]
Loop 263 [71389, 7293, 13872, 40142, 8720, 6971, 6447, 9238]
Loop 264 [65622, 5991, 12426, 37948, 8303, 6728, 5235, 8520]
Loop 265 [64501, 6773, 12885, 35487, 6942, 5610, 5240, 8664]
Loop 266 [63591, 5966, 12681, 35672, 6793, 5857, 5124, 8575]
Loop 267 [64194, 7094, 13469, 34165, 6608, 5276, 4914, 8676]
Loop 268 [63642, 5845, 11948, 36944, 6566, 5406, 4926, 8130]
Loop 269 [61096, 5653, 12267, 34527, 6584, 5410, 4782, 7901]
Loop 270 [60779, 5566, 12000, 34242, 6490, 5193, 4985, 8279]
Loop 271 [61984, 6221, 12505, 34360, 6502, 5439, 5045, 8233]
Loop 272 [63049, 6811, 13008, 34154, 6746, 5062, 4709, 8379]
Loop 273 [60437, 6027, 12397, 33288, 5929, 5034, 4633, 8129]
Loop 274 [64641, 5536, 11848, 33598, 6057, 5082, 4535, 13040]
Loop 275 [58965, 5578, 11617, 33736, 6070, 5305, 4654, 7435]
Loop 276 [58384, 5523, 11829, 32990, 5741, 4877, 4651, 7450]
Loop 277 [60152, 6535, 12284, 32860, 6196, 4702, 4486, 7845]
Loop 278 [62544, 5383, 11405, 38133, 11502, 4802, 4360, 7038]
Loop 279 [58739, 6062, 11448, 33066, 5814, 4820, 4457, 7609]
Loop 280 [60780, 5757, 11828, 32988, 5605, 4906, 4527, 9602]
Loop 281 [58207, 5965, 11823, 32564, 5666, 4786, 4528, 7308]
Loop 282 [85148, 31877, 11261, 32945, 6705, 4637, 4306, 8311]
Loop 283 [62785, 10406, 11930, 32128, 6122, 4541, 4488, 7630]
Loop 284 [58001, 5530, 11099, 34018, 5737, 4281, 4441, 6839]
Loop 285 [55118, 5139, 10743, 31716, 5265, 4578, 4211, 6931]
Loop 286 [55700, 5194, 10530, 32459, 5653, 4678, 4257, 6922]
Loop 287 [95584, 11801, 22024, 46997, 13595, 6007, 4933, 13547]
Loop 288 [75063, 7398, 11904, 47748, 8276, 5258, 5571, 7296]
Loop 289 [67882, 5424, 10869, 43800, 7716, 5974, 4860, 7148]
Loop 290 [66661, 6540, 11994, 40747, 6501, 5110, 4572, 6772]
Loop 291 [70163, 5247, 10178, 47367, 7770, 5371, 5024, 6730]
Loop 292 [65949, 5329, 11358, 42381, 6967, 5112, 5371, 6321]
Loop 293 [71671, 5062, 10455, 49021, 6492, 5559, 5347, 6555]
Loop 294 [64473, 5891, 10693, 40838, 6722, 5242, 4541, 6500]
Loop 295 [63538, 5217, 10500, 41002, 6910, 5577, 4755, 6253]
Loop 296 [62184, 4956, 9873, 40621, 6721, 4763, 5378, 6148]
Loop 297 [62568, 6679, 9938, 38712, 6326, 4821, 3867, 6661]
Loop 298 [60017, 4904, 9112, 39138, 5068, 3597, 3949, 6313]
