writeMicroEC_CodingDescent, filename /tmp65536microec.dat, size 65536, loop 1000, storageClass 0, locationClass 0, monECSubStripeNum 4
CrailConstants.REPLICATION_FACTOR has changed to 5
MicroEC Coding Ready

networkSizeArray [8192, 12288, 16384]
starting benchmark...
replicas primary file /tmp65536microec.dat capacity 0
replicas slave file /tmp65536microec.datLQL0 capacity 0
replicas slave file /tmp65536microec.datLQL1 capacity 0
replicas slave file /tmp65536microec.datLQL2 capacity 0
replicas slave file /tmp65536microec.datLQL3 capacity 0
replicas slave file /tmp65536microec.datLQL4 capacity 0
CrailConstants.REPLICATION_FACTOR has changed to 5
Loop 299 [57704, 5396, 9264, 36095, 4847, 3694, 3950, 6417]
Loop 300 [60022, 4959, 10333, 37779, 5764, 3866, 4602, 6443]
Loop 301 [59659, 4974, 10215, 37846, 6063, 3790, 4621, 6085]
Loop 302 [58096, 4961, 9730, 36780, 4864, 4230, 4539, 6078]
Loop 303 [59795, 6202, 10206, 36487, 5097, 3417, 3743, 6347]
Loop 304 [56302, 4979, 8884, 35906, 4576, 3411, 3647, 6022]
Loop 305 [56692, 4703, 8892, 36447, 4786, 3428, 3831, 6111]
Loop 306 [57800, 5606, 9161, 36581, 4710, 3541, 4013, 5897]
Loop 307 [56628, 4728, 9211, 35951, 4729, 3509, 3607, 6216]
Loop 308 [56997, 5261, 9969, 34894, 4708, 3587, 4354, 6351]
Loop 309 [56810, 4859, 9252, 36301, 5693, 4206, 3537, 5910]
Loop 310 [55222, 4725, 9720, 34478, 5231, 3415, 3864, 5801]
Loop 311 [56954, 4735, 9558, 36223, 5556, 4361, 3748, 5931]
Loop 312 [59053, 7853, 9272, 35050, 4817, 3508, 4124, 6231]
Loop 313 [55748, 5139, 9694, 34517, 4800, 3517, 3796, 5883]
Loop 314 [54566, 4749, 8523, 34561, 4547, 3441, 3635, 6250]
Loop 315 [56744, 5147, 10340, 34655, 5536, 4142, 3568, 6083]
Loop 316 [55841, 4773, 9891, 34876, 5559, 4434, 3453, 5794]
Loop 317 [54724, 4754, 9300, 34349, 5369, 4246, 3431, 5825]
Loop 318 [54474, 4769, 9276, 34120, 5068, 4308, 3476, 5783]
Loop 319 [64226, 7339, 12355, 37474, 5730, 4150, 3705, 6493]
Loop 320 [55792, 5112, 9440, 34625, 5719, 3840, 3623, 6025]
Loop 321 [55292, 5125, 8914, 34881, 6175, 4475, 3561, 5837]
Loop 322 [57163, 5480, 9290, 35220, 5588, 5087, 3536, 6635]
Loop 323 [54918, 4910, 9233, 33886, 5617, 3895, 3994, 6347]
Loop 324 [56475, 5217, 9506, 35195, 5666, 4461, 4059, 6036]
Loop 325 [54340, 5219, 8881, 33863, 5416, 3885, 4189, 5837]
Loop 326 [55405, 5001, 8921, 34734, 5444, 4454, 4552, 6218]
Loop 327 [54922, 5297, 8766, 34001, 5003, 4153, 3741, 6317]
Loop 328 [52342, 4895, 8804, 32226, 5036, 3705, 3693, 5892]
Loop 329 [53248, 5265, 8687, 32456, 4835, 3734, 3623, 6324]
Loop 330 [57394, 4904, 9005, 37066, 5610, 3793, 3516, 5881]
Loop 331 [53197, 4747, 9262, 32915, 5314, 4124, 3590, 5777]
Loop 332 [54167, 4702, 9070, 33727, 5381, 4658, 3501, 6178]
Loop 333 [54276, 4793, 9651, 32893, 5067, 4338, 3771, 6428]
Loop 334 [53798, 4664, 9239, 33321, 5606, 3670, 4035, 6064]
Loop 335 [55806, 4725, 8983, 35278, 5611, 6227, 4003, 6257]
Loop 336 [57937, 5123, 8876, 37181, 5540, 7731, 4713, 6194]
Loop 337 [53290, 5121, 8870, 32684, 5698, 3716, 4208, 6108]
Loop 338 [81315, 4959, 8742, 61097, 5174, 4093, 4363, 5963]
Loop 339 [52919, 4921, 8693, 32907, 5442, 3756, 3816, 5887]
Loop 340 [54183, 5351, 9177, 32937, 5323, 4487, 3835, 6191]
Loop 341 [54518, 5008, 9594, 33351, 5395, 4505, 3650, 6056]
Loop 342 [53787, 5443, 8491, 32898, 4709, 3574, 3649, 6413]
Loop 343 [49703, 4956, 8062, 30387, 4647, 3672, 3588, 5793]
Loop 344 [49856, 5077, 7898, 30322, 4645, 3572, 3647, 6041]
Loop 345 [54028, 6076, 9539, 31610, 5879, 3568, 3739, 6262]
Loop 346 [54575, 6321, 9336, 31949, 5598, 3908, 3920, 6369]
Loop 347 [55541, 6748, 9032, 32731, 5450, 4512, 3758, 6481]
Loop 348 [50027, 5119, 7984, 30598, 4629, 3676, 3599, 5830]
Loop 349 [49388, 4884, 7394, 30661, 4840, 3643, 3557, 5939]
Loop 350 [49537, 4750, 8183, 30305, 4688, 3708, 3608, 5808]
Loop 351 [48256, 4815, 6546, 30189, 4719, 3630, 3647, 6130]
Loop 352 [47899, 4955, 6790, 29859, 4518, 3626, 3520, 5777]
Loop 353 [48665, 4857, 6478, 30909, 4855, 3826, 3570, 5918]
Loop 354 [53864, 6311, 8513, 32142, 6010, 4331, 3473, 6338]
Loop 355 [51467, 4983, 7997, 31816, 5801, 3618, 4007, 6161]
Loop 356 [50938, 4844, 7887, 31165, 5294, 4210, 3709, 6521]
Loop 357 [50822, 4958, 7822, 31299, 5616, 3652, 3884, 6240]
Loop 358 [52776, 5454, 8526, 32300, 5331, 4416, 4392, 5998]
Loop 359 [52132, 4908, 8003, 32483, 5333, 5118, 4048, 6234]
Loop 360 [51034, 4901, 7685, 31856, 5622, 3894, 4181, 6102]
Loop 361 [55263, 6760, 8665, 32714, 5577, 4725, 3989, 6550]
Loop 362 [51668, 4873, 7826, 32458, 5994, 4033, 4108, 6014]
Loop 363 [51640, 5296, 8021, 31763, 5241, 4804, 3795, 6039]
Loop 364 [50040, 4862, 7434, 31248, 5706, 4158, 3523, 6007]
Loop 365 [51731, 5473, 8316, 31116, 5908, 3726, 3528, 6282]
Loop 366 [51408, 4999, 7980, 31293, 5261, 4428, 3807, 6643]
Loop 367 [51239, 4910, 8009, 31608, 5542, 3976, 3858, 6194]
Loop 368 [54374, 4806, 8511, 33699, 7839, 4219, 4166, 6727]
Loop 369 [52011, 5358, 8189, 31960, 5899, 3610, 4319, 5985]
Loop 370 [51221, 4804, 8077, 32068, 5619, 3911, 4622, 5776]
Loop 371 [54811, 6434, 9989, 31433, 6020, 3945, 3922, 6386]
Loop 372 [51782, 5269, 8337, 31490, 5493, 4153, 3942, 6191]
Loop 373 [50108, 5006, 7847, 30971, 5272, 4249, 3638, 5788]
Loop 374 [50574, 4904, 8301, 30884, 5187, 4497, 3567, 5985]
Loop 375 [50367, 4997, 7940, 31098, 5442, 4273, 3533, 5853]
Loop 376 [49739, 4806, 7690, 30794, 5258, 4631, 3472, 5930]
Loop 377 [64669, 18609, 8469, 31016, 5454, 4403, 3472, 6045]
Loop 378 [53414, 6182, 8727, 31547, 5564, 4935, 3576, 6378]
Loop 379 [51965, 5176, 8183, 31263, 5451, 4057, 4301, 6812]
Loop 380 [50281, 4727, 8357, 30932, 5719, 3913, 4089, 5757]
Loop 381 [51083, 4781, 8475, 31497, 5507, 3816, 4179, 5825]
Loop 382 [50270, 4751, 8551, 30610, 5338, 4189, 3816, 5840]
Loop 383 [54908, 4762, 8777, 31441, 5363, 4864, 3803, 9378]
Loop 384 [50396, 5024, 7911, 30935, 5867, 4126, 3525, 5980]
Loop 385 [52341, 6076, 8223, 31102, 5714, 4584, 3494, 6364]
Loop 386 [51028, 4847, 7521, 32086, 5633, 4499, 3363, 6047]
Loop 387 [50690, 5324, 8328, 30591, 5453, 4481, 3485, 5956]
Loop 388 [48333, 4631, 7310, 29989, 5502, 4040, 3402, 5876]
Loop 389 [49750, 4883, 7682, 30819, 5584, 4169, 3439, 5836]
Loop 390 [49366, 4669, 7650, 30719, 5229, 4375, 3450, 5799]
Loop 391 [50346, 4718, 7924, 31270, 5717, 4449, 3470, 5887]
Loop 392 [50094, 5427, 7942, 30019, 5554, 3524, 4256, 6204]
Loop 393 [51056, 4975, 9165, 30437, 5673, 3870, 3929, 5945]
Loop 394 [49998, 4585, 8416, 30776, 5389, 4618, 3534, 5719]
Loop 395 [52920, 5801, 9274, 30882, 5771, 4573, 3505, 6400]
Loop 396 [51566, 5899, 8695, 29890, 5710, 3956, 3479, 6501]
Loop 397 [50397, 4848, 8157, 30999, 5857, 4352, 3451, 5843]
Loop 398 [49932, 4757, 8448, 30416, 5827, 4044, 3592, 5775]
Loop 399 [50264, 4691, 8206, 31191, 5937, 4350, 3779, 5683]
Loop 400 [52743, 4649, 7846, 33544, 5156, 7286, 4009, 6189]
Loop 401 [49785, 4846, 7860, 30589, 5883, 3732, 3473, 5974]
Loop 402 [49866, 4596, 8305, 30431, 5418, 4259, 3488, 6043]
Loop 403 [50503, 4884, 8402, 30365, 5269, 3500, 3939, 6346]
Loop 404 [49884, 4689, 7805, 30679, 5202, 4354, 4123, 6213]
Loop 405 [50336, 4704, 7705, 30586, 5201, 4159, 3880, 6824]
Loop 406 [49913, 4817, 7882, 30839, 5564, 3741, 4066, 5886]
Loop 407 [55073, 6051, 10885, 31576, 5238, 4509, 4312, 5983]
Loop 408 [55819, 4888, 12566, 31681, 5504, 3922, 3469, 6171]
Loop 409 [52935, 8759, 7882, 29564, 4998, 3712, 3419, 6209]
Loop 410 [54748, 4768, 7584, 35946, 6200, 9502, 3359, 5925]
Loop 411 [49153, 4618, 7596, 30441, 4776, 4451, 3426, 5991]
Loop 412 [51495, 4764, 9067, 30829, 5329, 4336, 3448, 6335]
Loop 413 [50208, 4649, 7820, 30861, 5550, 3956, 3900, 6365]
Loop 414 [54022, 6812, 8762, 31546, 5393, 3931, 3838, 6325]
Loop 415 [56922, 4855, 7842, 37981, 5112, 3792, 3860, 5733]
Loop 416 [50177, 4614, 7878, 31403, 5387, 4223, 3978, 5798]
Loop 417 [49735, 4699, 7615, 31145, 5253, 4124, 3501, 5799]
Loop 418 [51766, 4709, 8802, 31873, 5985, 4217, 3406, 5888]
Loop 419 [49284, 4744, 7782, 30546, 5032, 4449, 3446, 5715]
Loop 420 [50264, 4640, 8094, 31220, 6125, 4332, 3304, 5798]
Loop 421 [50842, 4722, 7910, 29638, 5378, 3907, 3439, 6236]
Loop 422 [50575, 5139, 8124, 30761, 5923, 4301, 3403, 6018]
Loop 423 [48969, 4609, 7997, 29956, 5187, 4217, 3446, 5870]
Loop 424 [49289, 4764, 8429, 29454, 5759, 3559, 3405, 6145]
Loop 425 [48688, 4525, 7578, 29910, 5066, 3417, 4038, 6196]
Loop 426 [49955, 4616, 7789, 30784, 5538, 3586, 4114, 6271]
Loop 427 [48903, 4545, 7496, 30203, 5699, 3618, 3716, 6160]
Loop 428 [50081, 4588, 7942, 30806, 5165, 4477, 3931, 6231]
Loop 429 [49081, 4813, 7638, 30220, 5644, 4002, 3412, 5907]
Loop 430 [49600, 4691, 8219, 30252, 5473, 4193, 3525, 5912]
Loop 431 [48323, 4742, 7341, 29842, 5325, 3883, 3432, 5892]
Loop 432 [49829, 4677, 7801, 30828, 6083, 4009, 3404, 5996]
Loop 433 [49700, 4778, 7898, 30737, 5920, 4160, 3499, 5765]
Loop 434 [49411, 4614, 7988, 30460, 5542, 3663, 3442, 5841]
Loop 435 [50488, 4624, 8176, 31401, 5192, 3633, 4268, 5801]
Loop 436 [49638, 4908, 7554, 30152, 5263, 4011, 3767, 6519]
Loop 437 [49735, 4576, 7136, 30753, 5303, 4434, 3792, 6586]
Loop 438 [49220, 4678, 7186, 30763, 5244, 3756, 4538, 6074]
Loop 439 [49912, 4664, 7893, 30952, 5148, 4285, 4123, 5912]
Loop 440 [49192, 4712, 7897, 30331, 5497, 3628, 4117, 5755]
Loop 441 [49486, 4594, 7777, 30668, 5144, 4257, 4081, 5896]
Loop 442 [49313, 5037, 8234, 29766, 5169, 3835, 3882, 5735]
Loop 443 [54064, 4930, 11516, 31145, 6065, 4195, 3502, 5963]
Loop 444 [47638, 4512, 7407, 29542, 5122, 4020, 3461, 5728]
Loop 445 [53652, 4678, 8253, 34455, 5402, 4042, 7680, 5741]
Loop 446 [50172, 4649, 8326, 30342, 5234, 3522, 4401, 6340]
Loop 447 [50513, 4640, 7727, 30963, 6364, 3816, 3590, 6687]
Loop 448 [49712, 4549, 7359, 30635, 5908, 3617, 3983, 6686]
Loop 449 [49644, 4738, 7789, 30848, 5824, 3774, 4108, 5790]
Loop 450 [56215, 4950, 8026, 36442, 5579, 9142, 4131, 6220]
Loop 451 [50066, 4881, 7817, 31178, 5761, 3729, 4412, 5673]
Loop 452 [49215, 4607, 7550, 30706, 5163, 4310, 3780, 5844]
Loop 453 [48927, 4640, 7631, 30350, 5446, 3890, 3991, 5788]
Loop 454 [49452, 4713, 7801, 30525, 5094, 4550, 3530, 5921]
Loop 455 [49257, 4657, 8026, 30402, 5267, 4428, 3505, 5673]
Loop 456 [48817, 4711, 7610, 30132, 5108, 4265, 3541, 5864]
Loop 457 [50532, 4928, 7937, 30535, 5006, 4241, 3882, 6613]
Loop 458 [50485, 4614, 7896, 31315, 5520, 4036, 4439, 6159]
Loop 459 [49555, 4787, 7541, 30896, 5232, 3865, 4514, 5848]
Loop 460 [50021, 4660, 7756, 30797, 6081, 3641, 4160, 6234]
Loop 461 [49738, 5010, 7903, 30497, 5413, 3765, 4261, 5804]
Loop 462 [48710, 4542, 7955, 29886, 5081, 3851, 3986, 5839]
Loop 463 [49342, 4875, 7820, 30267, 5183, 4119, 3775, 5883]
Loop 464 [54254, 4680, 8525, 34455, 5664, 7616, 4097, 6074]
Loop 465 [49564, 4961, 7306, 30952, 5417, 4707, 3553, 5838]
Loop 466 [49550, 4698, 8498, 29995, 5053, 4394, 3520, 5844]
Loop 467 [48639, 4578, 7401, 30251, 5137, 4160, 3566, 5889]
Loop 468 [50099, 4680, 8305, 30623, 5174, 4625, 3501, 6003]
Loop 469 [49288, 4643, 7090, 31074, 5257, 4711, 3532, 5915]
Loop 470 [49805, 4888, 7803, 30778, 5595, 4609, 3447, 5830]
Loop 471 [52369, 6336, 8024, 30910, 5624, 4330, 3456, 6504]
Loop 472 [49997, 4909, 7984, 30780, 4990, 4596, 3833, 5795]
Loop 473 [49142, 4613, 7337, 30965, 5252, 4618, 3632, 5724]
Loop 474 [49512, 4659, 8147, 30438, 5429, 4228, 3488, 5745]
Loop 475 [49532, 4570, 8314, 30340, 5181, 4532, 3444, 5793]
Loop 476 [49191, 4491, 7731, 30635, 5301, 4611, 3428, 5812]
Loop 477 [48194, 4607, 7175, 30037, 5309, 4210, 3428, 5850]
Loop 478 [50139, 4835, 7924, 30710, 5404, 4456, 3495, 6102]
Loop 479 [50246, 5332, 8068, 30315, 5336, 4142, 3605, 5976]
Loop 480 [48932, 4563, 7386, 30422, 5181, 4261, 3681, 6106]
Loop 481 [48949, 4635, 7435, 30087, 5570, 3428, 3685, 6291]
Loop 482 [54198, 4589, 7756, 35421, 5356, 3734, 4224, 5943]
Loop 483 [49860, 4627, 8000, 30898, 5812, 3756, 3871, 5822]
Loop 484 [54821, 4635, 8045, 31322, 5713, 3822, 4397, 10244]
Loop 485 [52827, 4735, 8599, 30551, 5476, 4108, 3809, 8398]
Loop 486 [50212, 5339, 8361, 30121, 4967, 4556, 3698, 5895]
Loop 487 [51258, 4636, 7926, 32049, 5411, 5268, 3570, 6152]
Loop 488 [49058, 5002, 7640, 29844, 5369, 4107, 3506, 6061]
Loop 489 [49184, 4911, 7645, 30331, 5278, 4175, 3550, 5792]
Loop 490 [48464, 4828, 7228, 30121, 5268, 4436, 3478, 5799]
Loop 491 [49395, 4795, 7831, 30376, 5056, 4799, 3468, 5903]
Loop 492 [49328, 5150, 7852, 29986, 5110, 4401, 3533, 5805]
Loop 493 [50995, 5118, 8610, 30519, 5753, 3646, 4022, 6253]
Loop 494 [50186, 4846, 8289, 30710, 5586, 3882, 4243, 5868]
Loop 495 [50259, 4776, 8082, 31120, 5295, 3794, 4474, 5775]
Loop 496 [49705, 4888, 7734, 30786, 5600, 4250, 3906, 5795]
Loop 497 [50603, 4682, 8145, 31264, 6385, 3968, 3770, 5980]
Loop 498 [49619, 5145, 7559, 30561, 5511, 4186, 3485, 5812]
Loop 499 [50963, 4913, 8031, 31723, 5736, 4930, 3535, 5792]
Loop 500 [49587, 5099, 7720, 30247, 5240, 4333, 3501, 5983]
Loop 501 [48736, 4755, 7438, 30225, 5225, 4073, 3416, 5806]
Loop 502 [49869, 4764, 8124, 30643, 5732, 4139, 3530, 5810]
Loop 503 [48459, 4771, 7308, 30194, 5101, 4358, 3456, 5706]
Loop 504 [49534, 4779, 8049, 30349, 5114, 4185, 3507, 5850]
Loop 505 [48383, 4866, 7463, 29864, 4995, 3574, 4119, 5708]
Loop 506 [50159, 4771, 7896, 30365, 5329, 4292, 3489, 6638]
Loop 507 [51343, 5006, 8718, 31194, 5379, 4762, 3587, 5908]
Loop 508 [49801, 4846, 7702, 30878, 5529, 4585, 3473, 5872]
Loop 509 [64054, 8638, 13094, 34546, 7026, 4616, 3381, 7142]
Loop 510 [51042, 4771, 8689, 31266, 6371, 4281, 3508, 5812]
Loop 511 [50728, 4955, 8981, 30449, 5287, 4394, 3646, 5866]
Loop 512 [50303, 4651, 8602, 30673, 5881, 4024, 3598, 5864]
Loop 513 [49632, 4645, 8306, 30347, 6215, 3893, 3337, 5857]
Loop 514 [50095, 5016, 9095, 29263, 5017, 3623, 3521, 6165]
Loop 515 [51389, 4784, 8638, 31371, 5608, 4815, 3549, 6003]
Loop 516 [49516, 4900, 8358, 29760, 5165, 4316, 3433, 5981]
Loop 517 [50925, 4564, 8502, 31007, 5442, 4531, 3684, 6315]
Loop 518 [50791, 4955, 8193, 30925, 5378, 3674, 4510, 6216]
Loop 519 [52194, 4593, 9346, 31473, 5827, 4487, 3944, 6262]
Loop 520 [50087, 4676, 8354, 30695, 5642, 3579, 4259, 5852]
Loop 521 [51790, 5006, 9519, 30710, 5468, 4203, 3486, 6021]
Loop 522 [50421, 4644, 8107, 31030, 5356, 4813, 3672, 6116]
Loop 523 [50241, 4625, 8467, 30794, 5578, 4413, 3409, 5879]
Loop 524 [52000, 4629, 8560, 32069, 5661, 4073, 3422, 6212]
Loop 525 [50144, 4782, 8834, 30230, 5604, 3811, 3426, 5775]
Loop 526 [49044, 4838, 8253, 29569, 5121, 3577, 4182, 5879]
Loop 527 [70471, 4591, 8851, 50414, 5339, 4523, 23058, 6122]
Loop 528 [54835, 4625, 8534, 34311, 4962, 8261, 4181, 6741]
Loop 529 [51382, 4824, 8155, 31085, 5382, 4274, 4130, 6785]
Loop 530 [50239, 4623, 8504, 30518, 5298, 3891, 4177, 6065]
Loop 531 [50517, 4505, 8139, 31189, 5210, 4649, 3973, 6136]
Loop 532 [49636, 4607, 8700, 30006, 5335, 3774, 4041, 5788]
Loop 533 [49898, 4512, 8249, 30847, 5279, 4347, 3860, 5779]
Loop 534 [50244, 4795, 8453, 30332, 5289, 4157, 3715, 6105]
Loop 535 [49781, 4903, 7767, 30475, 5697, 4100, 3669, 6156]
Loop 536 [51679, 5100, 8824, 30708, 5401, 4330, 3913, 6524]
Loop 537 [55624, 4727, 8963, 34783, 5077, 4007, 3813, 6594]
Loop 538 [51445, 4964, 8600, 31317, 5206, 4152, 4314, 6023]
Loop 539 [55318, 5002, 8864, 35047, 5232, 4063, 8481, 5905]
Loop 540 [51154, 4706, 8768, 31185, 5655, 3973, 4063, 5981]
Loop 541 [49313, 4725, 8145, 30143, 5168, 3774, 3968, 5799]
Loop 542 [48264, 4607, 7472, 29917, 5010, 4161, 3846, 5761]
Loop 543 [49401, 4738, 7111, 31124, 5539, 4747, 3468, 5925]
Loop 544 [48945, 4890, 7270, 30413, 5567, 4271, 3512, 5837]
Loop 545 [48843, 4910, 7036, 30440, 5260, 4534, 3536, 5941]
Loop 546 [49543, 4751, 7846, 30345, 5551, 4142, 3437, 6056]
Loop 547 [48186, 4675, 7172, 30037, 5223, 3982, 3497, 5768]
Loop 548 [47826, 4605, 6969, 29753, 5679, 3561, 3415, 6002]
Loop 549 [49107, 4716, 8356, 29839, 5155, 4217, 3429, 5682]
Loop 550 [51354, 4893, 8197, 30908, 5824, 4314, 3419, 6807]
Loop 551 [49157, 4619, 6885, 30835, 5772, 3778, 3863, 6291]
Loop 552 [50162, 4846, 7677, 30870, 5356, 4084, 4111, 6260]
Loop 553 [49257, 4877, 7521, 30256, 4926, 4332, 4101, 6068]
Loop 554 [49493, 4514, 7600, 30981, 5070, 4208, 4230, 5879]
Loop 555 [49224, 4783, 7902, 30230, 5248, 3651, 4268, 5782]
Loop 556 [48205, 4489, 7127, 30183, 4996, 4726, 3838, 5872]
Loop 557 [48653, 4902, 7808, 29320, 5205, 3890, 3426, 6120]
Loop 558 [48849, 4556, 7747, 30226, 5715, 3510, 3488, 5827]
Loop 559 [48895, 4651, 7365, 30449, 5246, 3669, 4381, 5919]
Loop 560 [49614, 4591, 8043, 30442, 5358, 3893, 3484, 6010]
Loop 561 [49066, 4591, 7708, 29925, 5021, 4170, 3787, 6333]
Loop 562 [59758, 4663, 8436, 39249, 5872, 3874, 4009, 6783]
Loop 563 [51748, 5292, 8352, 31811, 5624, 3738, 4910, 5771]
Loop 564 [50443, 5281, 8115, 30407, 5713, 3704, 4024, 6074]
Loop 565 [50971, 4724, 8301, 31593, 5272, 4434, 4377, 5852]
Loop 566 [49129, 4778, 7683, 30292, 5442, 3979, 3812, 5884]
Loop 567 [51081, 4771, 7950, 31615, 5345, 4986, 3823, 6207]
Loop 568 [48564, 4563, 7629, 30046, 5366, 4109, 3563, 5766]
Loop 569 [51106, 4716, 8231, 31271, 5644, 4749, 3472, 6171]
Loop 570 [50450, 4722, 8966, 30287, 5031, 4485, 3481, 5983]
Loop 571 [50070, 4952, 8011, 30216, 5208, 4146, 3778, 6386]
Loop 572 [51831, 4873, 7982, 31933, 5318, 4050, 4009, 6484]
Loop 573 [51808, 5336, 8950, 31058, 5686, 3777, 4257, 5952]
Loop 574 [55896, 4656, 9502, 35302, 5186, 4081, 8902, 5876]
Loop 575 [51103, 4662, 8737, 31450, 5881, 3556, 4308, 5731]
Loop 576 [49499, 4760, 8077, 30056, 5001, 4104, 4071, 6096]
Loop 577 [51313, 4693, 8883, 31364, 6098, 3945, 4132, 5844]
Loop 578 [50705, 5223, 8611, 30238, 5245, 4390, 3623, 6086]
Loop 579 [51192, 4820, 9520, 30289, 5217, 4536, 3485, 5863]
Loop 580 [49632, 4715, 8332, 30125, 5544, 4225, 3499, 5945]
Loop 581 [235165, 4656, 8187, 185060, 96733, 20971, 2573, 28649]
Loop 582 [76360, 23065, 17678, 28232, 6209, 3317, 2482, 6922]
Loop 583 [48777, 5260, 8959, 28591, 4420, 3317, 4142, 5733]
Loop 584 [47471, 4287, 8759, 28190, 5258, 2988, 3368, 5974]
Loop 585 [47962, 4818, 9480, 27540, 4166, 3326, 3387, 5877]
Loop 586 [46319, 4434, 8480, 27479, 4476, 3257, 3173, 5695]
Loop 587 [66945, 4514, 8869, 28022, 4272, 3767, 2921, 25078]
Loop 588 [49014, 4917, 9282, 27334, 4624, 3216, 2959, 7216]
Loop 589 [48425, 5150, 8981, 27776, 4930, 3317, 2651, 6274]
Loop 590 [45323, 4441, 8055, 26938, 4397, 3149, 2792, 5662]
Loop 591 [45960, 4511, 8649, 26790, 3996, 3193, 2766, 5774]
Loop 592 [49485, 4425, 8112, 30238, 4393, 6196, 3257, 6359]
Loop 593 [46423, 4777, 8090, 27505, 4609, 3574, 2610, 5821]
Loop 594 [46510, 4323, 8410, 27225, 4828, 3408, 2460, 6269]
Loop 595 [46862, 4708, 8908, 26635, 4139, 2743, 3025, 6380]
Loop 596 [51636, 4698, 8804, 31556, 4875, 2759, 3031, 6335]
Loop 597 [46397, 4230, 9004, 26706, 4386, 2540, 3035, 6227]
Loop 598 [46748, 4310, 8932, 27161, 4419, 3173, 2843, 6107]
Loop 599 [46569, 4356, 8807, 27244, 4221, 3240, 2900, 5930]
Loop 600 [47553, 5004, 8877, 27269, 4480, 3485, 2537, 6165]
Loop 601 [47544, 4680, 8987, 27830, 4188, 4044, 2874, 5803]
Loop 602 [46467, 4467, 8163, 27229, 4359, 3303, 3023, 6291]
Loop 603 [46868, 4516, 8826, 27419, 4477, 3315, 2712, 5857]
Loop 604 [46390, 4414, 8804, 27208, 4263, 3306, 2696, 5733]
Loop 605 [47292, 4461, 9276, 27470, 4478, 3592, 2599, 5839]
Loop 606 [97817, 4426, 8642, 26401, 4144, 2547, 3047, 57927]
Loop 607 [49027, 5405, 9435, 28011, 4728, 3147, 3299, 5905]
Loop 608 [46461, 4489, 8555, 27741, 4112, 3038, 3683, 5423]
Loop 609 [44932, 4338, 7751, 27007, 4125, 2858, 3270, 5593]
Loop 610 [45605, 4399, 7935, 27313, 4312, 3477, 2947, 5686]
Loop 611 [46889, 4802, 9041, 27125, 4408, 2918, 2861, 5671]
Loop 612 [45376, 4483, 8269, 26912, 4147, 3134, 2982, 5486]
Loop 613 [45066, 4616, 8567, 26241, 4042, 2940, 2543, 5420]
Loop 614 [46393, 5101, 8684, 26509, 3794, 2876, 2881, 5866]
Loop 615 [46170, 4420, 8536, 27313, 4448, 3193, 2657, 5655]
Loop 616 [45444, 4443, 8146, 27027, 4083, 3111, 2816, 5571]
Loop 617 [47460, 4485, 8540, 28264, 5066, 3092, 3149, 5938]
Loop 618 [45504, 4724, 7867, 26565, 4204, 2564, 2963, 6101]
Loop 619 [45770, 4725, 8399, 26875, 4441, 2555, 2722, 5547]
Loop 620 [45258, 5008, 7942, 26301, 4299, 2523, 2872, 5758]
Loop 621 [46215, 4985, 8551, 26659, 4419, 2801, 2659, 5795]
Loop 622 [44899, 4777, 7720, 26723, 3944, 3044, 2588, 5438]
Loop 623 [44935, 4850, 7764, 26646, 4296, 2998, 2672, 5446]
Loop 624 [50573, 4732, 13320, 26859, 4108, 2891, 2954, 5435]
Loop 625 [45502, 4829, 8014, 26968, 3993, 2830, 2875, 5469]
Loop 626 [46315, 4939, 7678, 27809, 5096, 3063, 2690, 5639]
Loop 627 [46922, 4970, 7876, 27961, 4753, 3002, 2972, 5867]
Loop 628 [46304, 5057, 7999, 27278, 4784, 2950, 2717, 5736]
Loop 629 [46964, 4880, 7745, 27865, 4793, 2618, 3423, 6235]
Loop 630 [45781, 4696, 8087, 26917, 4232, 2493, 3040, 5851]
Loop 631 [45248, 4552, 7201, 27462, 4326, 3075, 3395, 5723]
Loop 632 [45745, 4600, 7672, 27424, 3938, 2846, 3490, 5815]
Loop 633 [51316, 4627, 7904, 32999, 4013, 8365, 3475, 5539]
Loop 634 [46279, 4650, 7840, 27907, 4103, 3532, 3084, 5653]
Loop 635 [45264, 5591, 8122, 25808, 4321, 2657, 2465, 5540]
Loop 636 [43331, 4218, 7260, 26443, 4149, 2561, 3097, 5088]
Loop 637 [42594, 4344, 6770, 26020, 3877, 2454, 2673, 5235]
Loop 638 [42886, 4277, 7398, 25785, 4453, 2385, 2396, 5190]
Loop 639 [43630, 4502, 7734, 26043, 4583, 2243, 2429, 5120]
Loop 640 [43584, 4446, 7062, 26405, 4428, 3013, 2519, 5450]
Loop 641 [42871, 4324, 6681, 26050, 3770, 2313, 2966, 5590]
Loop 642 [44123, 4688, 7384, 26113, 4275, 2541, 2597, 5667]
Loop 643 [45213, 5454, 7027, 26844, 4633, 2668, 2894, 5667]
Loop 644 [42005, 4315, 6707, 25847, 3625, 2837, 2908, 4950]
Loop 645 [42476, 4301, 6817, 26064, 3967, 2764, 2910, 5082]
Loop 646 [41858, 4393, 6502, 25633, 3605, 2712, 2696, 5124]
Loop 647 [42055, 4207, 6380, 26183, 3887, 2327, 2679, 5071]
Loop 648 [42812, 4406, 6605, 26235, 3729, 3587, 2553, 5347]
