writeECPipeline, filename /tmp4096eccache.dat, size 4096, encodingSplitSize 1024, loop 1000, storageClass 0, locationClass 0, pureMonECSubStripeNum 1, isPureMonEC false
MicroEC Coding Ready

starting benchmark...
CrailConstants.REPLICATION_FACTOR has changed to 5
replicas primary file /tmp4096eccache.dat capacity 0
replicas slave file /tmp4096eccache.datLQL0 capacity 0
replicas slave file /tmp4096eccache.datLQL1 capacity 0
replicas slave file /tmp4096eccache.datLQL2 capacity 0
replicas slave file /tmp4096eccache.datLQL3 capacity 0
replicas slave file /tmp4096eccache.datLQL4 capacity 0
ops 1000
final loop (us) 21.315
Loop 0 (us) 92.318
Loop 1 (us) 48.746
Loop 2 (us) 53.713
Loop 3 (us) 62.143
Loop 4 (us) 46.348
Loop 5 (us) 38.885
Loop 6 (us) 38.079
Loop 7 (us) 42.108
Loop 8 (us) 38.353
Loop 9 (us) 39.368
Loop 10 (us) 44.437
Loop 11 (us) 37.424
Loop 12 (us) 39.135
Loop 13 (us) 39.678
Loop 14 (us) 35.509
Loop 15 (us) 36.13
Loop 16 (us) 43.401
Loop 17 (us) 38.601
Loop 18 (us) 51.604
Loop 19 (us) 39.658
Loop 20 (us) 38.674
Loop 21 (us) 36.959
Loop 22 (us) 35.604
Loop 23 (us) 39.343
Loop 24 (us) 38.087
Loop 25 (us) 65.656
Loop 26 (us) 34.029
Loop 27 (us) 31.584
Loop 28 (us) 34.267
Loop 29 (us) 36.924
Loop 30 (us) 36.768
Loop 31 (us) 34.81
Loop 32 (us) 30.121
Loop 33 (us) 32.081
Loop 34 (us) 30.509
Loop 35 (us) 31.256
Loop 36 (us) 31.5
Loop 37 (us) 32.266
Loop 38 (us) 30.795
Loop 39 (us) 30.966
Loop 40 (us) 30.307
Loop 41 (us) 37.118
Loop 42 (us) 31.166
Loop 43 (us) 30.965
Loop 44 (us) 37.503
Loop 45 (us) 32.021
Loop 46 (us) 30.664
Loop 47 (us) 30.521
Loop 48 (us) 31.555
Loop 49 (us) 31.198
Loop 50 (us) 30.847
Loop 51 (us) 31.315
Loop 52 (us) 34.042
Loop 53 (us) 31.273
Loop 54 (us) 32.443
Loop 55 (us) 30.854
Loop 56 (us) 31.051
Loop 57 (us) 30.894
Loop 58 (us) 29.848
Loop 59 (us) 30.003
Loop 60 (us) 30.989
Loop 61 (us) 35.378
Loop 62 (us) 34.331
Loop 63 (us) 32.102
Loop 64 (us) 49.508
Loop 65 (us) 34.123
Loop 66 (us) 40.896
Loop 67 (us) 53.893
Loop 68 (us) 34.023
Loop 69 (us) 191.536
Loop 70 (us) 35.492
Loop 71 (us) 40.926
Loop 72 (us) 30.72
Loop 73 (us) 30.269
Loop 74 (us) 30.587
Loop 75 (us) 49.464
Loop 76 (us) 29.729
Loop 77 (us) 30.278
Loop 78 (us) 29.414
Loop 79 (us) 31.151
Loop 80 (us) 51.9
Loop 81 (us) 37.048
Loop 82 (us) 29.647
Loop 83 (us) 31.056
Loop 84 (us) 29.39
Loop 85 (us) 40.945
Loop 86 (us) 30.925
Loop 87 (us) 75.946
Loop 88 (us) 41.116
Loop 89 (us) 52.177
Loop 90 (us) 28.406
Loop 91 (us) 29.563
Loop 92 (us) 54.926
Loop 93 (us) 31.777
Loop 94 (us) 56.734
Loop 95 (us) 38.51
Loop 96 (us) 41.53
Loop 97 (us) 40.254
Loop 98 (us) 50.013
Loop 99 (us) 30.196
Loop 100 (us) 27.728
Loop 101 (us) 27.745
Loop 102 (us) 28.533
Loop 103 (us) 28.118
Loop 104 (us) 27.834
Loop 105 (us) 34.969
Loop 106 (us) 64.212
Loop 107 (us) 42.346
Loop 108 (us) 43.981
Loop 109 (us) 48.355
Loop 110 (us) 52.768
Loop 111 (us) 32.805
Loop 112 (us) 27.989
Loop 113 (us) 48.859
Loop 114 (us) 34.362
Loop 115 (us) 30.984
Loop 116 (us) 31.16
Loop 117 (us) 30.463
Loop 118 (us) 27.426
Loop 119 (us) 29.946
Loop 120 (us) 27.761
Loop 121 (us) 29.729
Loop 122 (us) 27.037
Loop 123 (us) 44.641
Loop 124 (us) 27.542
Loop 125 (us) 38.864
Loop 126 (us) 26.979
Loop 127 (us) 31.546
Loop 128 (us) 26.628
Loop 129 (us) 27.459
Loop 130 (us) 25.52
Loop 131 (us) 27.668
Loop 132 (us) 25.765
Loop 133 (us) 27.504
Loop 134 (us) 25.589
Loop 135 (us) 27.449
Loop 136 (us) 25.656
Loop 137 (us) 27.439
Loop 138 (us) 25.609
Loop 139 (us) 27.933
Loop 140 (us) 25.556
Loop 141 (us) 27.333
Loop 142 (us) 24.834
Loop 143 (us) 28.002
Loop 144 (us) 24.973
Loop 145 (us) 28.867
Loop 146 (us) 25.325
Loop 147 (us) 27.931
Loop 148 (us) 39.878
Loop 149 (us) 28.61
Loop 150 (us) 25.399
Loop 151 (us) 28.997
Loop 152 (us) 25.163
Loop 153 (us) 28.654
Loop 154 (us) 25.204
Loop 155 (us) 27.508
Loop 156 (us) 27.296
Loop 157 (us) 27.131
Loop 158 (us) 24.714
Loop 159 (us) 27.123
Loop 160 (us) 25.27
Loop 161 (us) 27.344
Loop 162 (us) 24.692
Loop 163 (us) 27.517
Loop 164 (us) 25.366
Loop 165 (us) 26.998
Loop 166 (us) 24.471
Loop 167 (us) 27.408
Loop 168 (us) 24.713
Loop 169 (us) 23.981
Loop 170 (us) 24.039
Loop 171 (us) 23.905
Loop 172 (us) 24.127
Loop 173 (us) 24.156
Loop 174 (us) 24.798
Loop 175 (us) 29.434
Loop 176 (us) 24.12
Loop 177 (us) 23.87
Loop 178 (us) 23.892
Loop 179 (us) 24.145
Loop 180 (us) 23.835
Loop 181 (us) 24.101
Loop 182 (us) 24.476
Loop 183 (us) 23.755
Loop 184 (us) 23.982
Loop 185 (us) 25.394
Loop 186 (us) 24.328
Loop 187 (us) 24.1
Loop 188 (us) 24.045
Loop 189 (us) 24.685
Loop 190 (us) 24.265
Loop 191 (us) 24.138
Loop 192 (us) 24.333
Loop 193 (us) 24.176
Loop 194 (us) 27.593
Loop 195 (us) 26.097
Loop 196 (us) 25.479
Loop 197 (us) 24.565
Loop 198 (us) 24.267
Loop 199 (us) 25.034
Loop 200 (us) 24.238
Loop 201 (us) 23.996
Loop 202 (us) 24.214
Loop 203 (us) 24.078
Loop 204 (us) 24.229
Loop 205 (us) 23.91
Loop 206 (us) 23.994
Loop 207 (us) 23.695
Loop 208 (us) 50.075
Loop 209 (us) 24.39
Loop 210 (us) 24.313
Loop 211 (us) 23.24
Loop 212 (us) 23.68
Loop 213 (us) 23.601
Loop 214 (us) 31.147
Loop 215 (us) 23.535
Loop 216 (us) 23.369
Loop 217 (us) 23.162
Loop 218 (us) 23.976
Loop 219 (us) 23.403
Loop 220 (us) 23.735
Loop 221 (us) 23.758
Loop 222 (us) 23.883
Loop 223 (us) 23.427
Loop 224 (us) 23.591
Loop 225 (us) 23.528
Loop 226 (us) 23.511
Loop 227 (us) 26.387
Loop 228 (us) 24.348
Loop 229 (us) 23.409
Loop 230 (us) 32.029
Loop 231 (us) 23.761
Loop 232 (us) 23.546
Loop 233 (us) 23.269
Loop 234 (us) 23.624
Loop 235 (us) 23.793
Loop 236 (us) 23.728
Loop 237 (us) 25.056
Loop 238 (us) 23.537
Loop 239 (us) 25.833
Loop 240 (us) 24.049
Loop 241 (us) 29.572
Loop 242 (us) 23.719
Loop 243 (us) 23.469
Loop 244 (us) 23.482
Loop 245 (us) 23.373
Loop 246 (us) 23.604
Loop 247 (us) 23.606
Loop 248 (us) 23.434
Loop 249 (us) 23.358
Loop 250 (us) 23.449
Loop 251 (us) 23.624
Loop 252 (us) 23.268
Loop 253 (us) 23.781
Loop 254 (us) 23.427
Loop 255 (us) 27.679
Loop 256 (us) 25.852
Loop 257 (us) 24.182
Loop 258 (us) 23.48
Loop 259 (us) 23.526
Loop 260 (us) 28.877
Loop 261 (us) 25.32
Loop 262 (us) 23.682
Loop 263 (us) 23.978
Loop 264 (us) 23.592
Loop 265 (us) 23.766
Loop 266 (us) 23.686
Loop 267 (us) 24.732
Loop 268 (us) 23.918
Loop 269 (us) 23.416
Loop 270 (us) 50.514
Loop 271 (us) 23.391
Loop 272 (us) 22.904
Loop 273 (us) 22.589
Loop 274 (us) 22.906
Loop 275 (us) 22.725
Loop 276 (us) 22.833
Loop 277 (us) 22.612
Loop 278 (us) 22.876
Loop 279 (us) 30.344
Loop 280 (us) 38.962
Loop 281 (us) 23.502
Loop 282 (us) 24.202
Loop 283 (us) 22.68
Loop 284 (us) 23.544
Loop 285 (us) 23.041
Loop 286 (us) 23.165
Loop 287 (us) 23.008
Loop 288 (us) 23.036
Loop 289 (us) 22.594
Loop 290 (us) 23.538
Loop 291 (us) 22.873
Loop 292 (us) 23.652
Loop 293 (us) 22.794
Loop 294 (us) 23.407
Loop 295 (us) 23.015
Loop 296 (us) 23.188
Loop 297 (us) 22.742
Loop 298 (us) 22.733
Loop 299 (us) 22.751
Loop 300 (us) 23.308
Loop 301 (us) 22.745
Loop 302 (us) 23.092
Loop 303 (us) 26.207
Loop 304 (us) 23.015
Loop 305 (us) 22.419
Loop 306 (us) 22.777
Loop 307 (us) 22.939
Loop 308 (us) 22.835
Loop 309 (us) 22.948
Loop 310 (us) 23.051
Loop 311 (us) 22.733
Loop 312 (us) 22.846
Loop 313 (us) 23.352
Loop 314 (us) 22.947
Loop 315 (us) 22.617
Loop 316 (us) 23.02
Loop 317 (us) 23.371
Loop 318 (us) 23.269
Loop 319 (us) 22.629
Loop 320 (us) 22.941
Loop 321 (us) 22.556
Loop 322 (us) 23.092
Loop 323 (us) 23.035
Loop 324 (us) 22.753
Loop 325 (us) 23.867
Loop 326 (us) 22.474
Loop 327 (us) 27.028
Loop 328 (us) 22.561
Loop 329 (us) 22.479
Loop 330 (us) 22.758
Loop 331 (us) 22.492
Loop 332 (us) 22.866
Loop 333 (us) 22.549
Loop 334 (us) 22.564
Loop 335 (us) 22.572
Loop 336 (us) 23.054
Loop 337 (us) 22.85
Loop 338 (us) 22.616
Loop 339 (us) 22.421
Loop 340 (us) 22.427
Loop 341 (us) 22.695
Loop 342 (us) 22.866
Loop 343 (us) 22.723
Loop 344 (us) 23.205
Loop 345 (us) 22.669
Loop 346 (us) 22.822
Loop 347 (us) 22.773
Loop 348 (us) 23.152
Loop 349 (us) 22.543
Loop 350 (us) 34.807
Loop 351 (us) 22.64
Loop 352 (us) 22.586
Loop 353 (us) 22.399
Loop 354 (us) 22.669
Loop 355 (us) 22.604
Loop 356 (us) 22.644
Loop 357 (us) 22.975
Loop 358 (us) 22.434
Loop 359 (us) 22.817
Loop 360 (us) 22.536
Loop 361 (us) 22.374
Loop 362 (us) 22.656
