writeReplicas, filename /tmp1024replicas.dat, size 1024, loop 1000, storageClass 0, locationClass 0
starting benchmark...
ops 1000
final loop (us) 15.746
Loop 0 (us) 24.267
Loop 1 (us) 18.718
Loop 2 (us) 16.27
Loop 3 (us) 17.721
Loop 4 (us) 15.795
Loop 5 (us) 17.991
Loop 6 (us) 16.506
Loop 7 (us) 15.855
Loop 8 (us) 15.755
Loop 9 (us) 15.722
Loop 10 (us) 21.126
Loop 11 (us) 16.237
Loop 12 (us) 16.998
Loop 13 (us) 16.116
Loop 14 (us) 15.659
Loop 15 (us) 21.532
Loop 16 (us) 16.279
Loop 17 (us) 15.837
Loop 18 (us) 15.588
Loop 19 (us) 15.687
Loop 20 (us) 15.972
Loop 21 (us) 16.435
Loop 22 (us) 16.807
Loop 23 (us) 15.806
Loop 24 (us) 15.784
Loop 25 (us) 15.953
Loop 26 (us) 16.418
Loop 27 (us) 15.972
Loop 28 (us) 15.765
Loop 29 (us) 15.811
Loop 30 (us) 16.143
Loop 31 (us) 17.403
Loop 32 (us) 16.462
Loop 33 (us) 15.797
Loop 34 (us) 15.885
Loop 35 (us) 15.939
Loop 36 (us) 15.828
Loop 37 (us) 16.406
Loop 38 (us) 15.904
Loop 39 (us) 15.645
Loop 40 (us) 15.674
Loop 41 (us) 15.549
Loop 42 (us) 16.221
Loop 43 (us) 16.318
Loop 44 (us) 15.746
Loop 45 (us) 16.728
Loop 46 (us) 15.754
Loop 47 (us) 15.604
Loop 48 (us) 16.668
Loop 49 (us) 15.793
Loop 50 (us) 15.828
Loop 51 (us) 15.044
Loop 52 (us) 14.905
Loop 53 (us) 14.852
Loop 54 (us) 15.576
Loop 55 (us) 15.238
Loop 56 (us) 15.017
Loop 57 (us) 15.12
Loop 58 (us) 16.685
Loop 59 (us) 15.107
Loop 60 (us) 16.1
Loop 61 (us) 15.239
Loop 62 (us) 15.176
Loop 63 (us) 15.356
Loop 64 (us) 15.057
Loop 65 (us) 19.219
Loop 66 (us) 15.652
Loop 67 (us) 18.334
Loop 68 (us) 15.749
Loop 69 (us) 15.661
Loop 70 (us) 15.497
Loop 71 (us) 15.638
Loop 72 (us) 15.091
Loop 73 (us) 15.315
Loop 74 (us) 15.707
Loop 75 (us) 15.354
Loop 76 (us) 15.392
Loop 77 (us) 15.286
Loop 78 (us) 15.251
Loop 79 (us) 15.358
Loop 80 (us) 15.291
Loop 81 (us) 15.274
Loop 82 (us) 15.224
Loop 83 (us) 18.92
Loop 84 (us) 16.149
Loop 85 (us) 15.337
Loop 86 (us) 15.309
Loop 87 (us) 16.767
Loop 88 (us) 15.021
Loop 89 (us) 14.559
Loop 90 (us) 15.159
Loop 91 (us) 15.21
Loop 92 (us) 15.499
Loop 93 (us) 14.975
Loop 94 (us) 14.805
Loop 95 (us) 17.238
Loop 96 (us) 15.269
Loop 97 (us) 15.155
Loop 98 (us) 15.316
Loop 99 (us) 18.248
Loop 100 (us) 15.635
Loop 101 (us) 14.885
Loop 102 (us) 16.228
Loop 103 (us) 15.508
Loop 104 (us) 15.975
Loop 105 (us) 16.737
Loop 106 (us) 16.382
Loop 107 (us) 17.869
Loop 108 (us) 16.378
Loop 109 (us) 16.39
Loop 110 (us) 17.434
Loop 111 (us) 15.428
Loop 112 (us) 14.644
Loop 113 (us) 15.592
Loop 114 (us) 15.476
Loop 115 (us) 15.987
Loop 116 (us) 14.855
Loop 117 (us) 14.519
Loop 118 (us) 14.599
Loop 119 (us) 14.544
Loop 120 (us) 15.557
Loop 121 (us) 14.634
Loop 122 (us) 14.594
Loop 123 (us) 15.197
Loop 124 (us) 16.162
Loop 125 (us) 14.951
Loop 126 (us) 14.766
Loop 127 (us) 15.165
Loop 128 (us) 14.789
Loop 129 (us) 14.662
Loop 130 (us) 15.693
Loop 131 (us) 14.841
Loop 132 (us) 14.544
Loop 133 (us) 14.728
Loop 134 (us) 14.62
Loop 135 (us) 14.871
Loop 136 (us) 15.308
Loop 137 (us) 14.564
Loop 138 (us) 14.566
Loop 139 (us) 14.935
Loop 140 (us) 14.102
Loop 141 (us) 14.191
Loop 142 (us) 13.987
Loop 143 (us) 14.073
Loop 144 (us) 13.816
Loop 145 (us) 14.126
Loop 146 (us) 13.965
Loop 147 (us) 15.079
Loop 148 (us) 14.208
Loop 149 (us) 14.6
Loop 150 (us) 16.114
Loop 151 (us) 14.293
Loop 152 (us) 14.916
Loop 153 (us) 14.166
Loop 154 (us) 14.805
Loop 155 (us) 14.363
Loop 156 (us) 15.501
