writeECPipeline, filename /tmp1048576eccache.dat, size 1048576, encodingSplitSize 262144, loop 1000, storageClass 0, locationClass 0, pureMonECSubStripeNum 1, isPureMonEC false
MicroEC Coding Ready

starting benchmark...
CrailConstants.REPLICATION_FACTOR has changed to 5
replicas primary file /tmp1048576eccache.dat capacity 0
replicas slave file /tmp1048576eccache.datLQL0 capacity 0
replicas slave file /tmp1048576eccache.datLQL1 capacity 0
replicas slave file /tmp1048576eccache.datLQL2 capacity 0
replicas slave file /tmp1048576eccache.datLQL3 capacity 0
replicas slave file /tmp1048576eccache.datLQL4 capacity 0
ops 1000
final loop (us) 527.68
Loop 0 (us) 476.4
Loop 1 (us) 435.67
Loop 2 (us) 449.909
Loop 3 (us) 430.507
Loop 4 (us) 523.626
Loop 5 (us) 494.487
Loop 6 (us) 582.326
Loop 7 (us) 498.675
Loop 8 (us) 496.653
Loop 9 (us) 495.299
Loop 10 (us) 493.534
Loop 11 (us) 535.187
Loop 12 (us) 491.038
Loop 13 (us) 549.654
Loop 14 (us) 501.752
Loop 15 (us) 545.649
Loop 16 (us) 501.699
Loop 17 (us) 523.526
Loop 18 (us) 590.846
Loop 19 (us) 522.071
Loop 20 (us) 512.312
Loop 21 (us) 607.143
Loop 22 (us) 583.103
Loop 23 (us) 629.231
Loop 24 (us) 531.094
Loop 25 (us) 536.543
Loop 26 (us) 619.906
Loop 27 (us) 615.385
Loop 28 (us) 800.275
Loop 29 (us) 492.787
Loop 30 (us) 532.217
Loop 31 (us) 646.74
Loop 32 (us) 657.0
Loop 33 (us) 632.465
Loop 34 (us) 8115.904
Loop 35 (us) 624.857
Loop 36 (us) 597.088
Loop 37 (us) 545.686
Loop 38 (us) 543.416
Loop 39 (us) 641.208
Loop 40 (us) 709.78
Loop 41 (us) 635.665
Loop 42 (us) 553.167
Loop 43 (us) 534.04
Loop 44 (us) 517.33
Loop 45 (us) 631.912
Loop 46 (us) 589.444
Loop 47 (us) 538.557
Loop 48 (us) 502.044
Loop 49 (us) 489.856
Loop 50 (us) 498.991
Loop 51 (us) 590.811
Loop 52 (us) 593.191
Loop 53 (us) 674.702
Loop 54 (us) 704.322
Loop 55 (us) 505.993
Loop 56 (us) 459.692
Loop 57 (us) 609.929
Loop 58 (us) 540.943
Loop 59 (us) 542.596
Loop 60 (us) 649.273
Loop 61 (us) 670.323
Loop 62 (us) 521.837
Loop 63 (us) 543.219
Loop 64 (us) 535.655
Loop 65 (us) 824.718
Loop 66 (us) 660.718
Loop 67 (us) 529.387
Loop 68 (us) 575.04
Loop 69 (us) 553.006
Loop 70 (us) 586.84
Loop 71 (us) 582.077
Loop 72 (us) 521.092
Loop 73 (us) 617.475
Loop 74 (us) 516.668
Loop 75 (us) 583.386
Loop 76 (us) 644.701
Loop 77 (us) 489.145
Loop 78 (us) 446.424
Loop 79 (us) 546.925
Loop 80 (us) 612.662
Loop 81 (us) 617.785
Loop 82 (us) 729.709
Loop 83 (us) 556.556
Loop 84 (us) 502.629
Loop 85 (us) 618.951
Loop 86 (us) 484.893
Loop 87 (us) 586.653
Loop 88 (us) 676.416
Loop 89 (us) 632.105
Loop 90 (us) 615.666
Loop 91 (us) 741.398
Loop 92 (us) 627.488
Loop 93 (us) 660.992
Loop 94 (us) 632.337
Loop 95 (us) 537.148
Loop 96 (us) 530.299
Loop 97 (us) 615.736
Loop 98 (us) 486.114
Loop 99 (us) 584.015
Loop 100 (us) 492.062
Loop 101 (us) 443.77
Loop 102 (us) 569.121
Loop 103 (us) 586.395
Loop 104 (us) 553.913
Loop 105 (us) 589.274
Loop 106 (us) 482.765
Loop 107 (us) 586.063
Loop 108 (us) 572.431
Loop 109 (us) 504.505
Loop 110 (us) 470.737
Loop 111 (us) 507.1
Loop 112 (us) 681.566
Loop 113 (us) 1428.392
Loop 114 (us) 479.449
Loop 115 (us) 512.376
Loop 116 (us) 486.939
Loop 117 (us) 659.182
Loop 118 (us) 524.003
Loop 119 (us) 521.609
Loop 120 (us) 601.529
Loop 121 (us) 610.189
Loop 122 (us) 570.583
Loop 123 (us) 611.256
Loop 124 (us) 6221.639
Loop 125 (us) 512.312
Loop 126 (us) 458.884
Loop 127 (us) 542.01
Loop 128 (us) 604.034
Loop 129 (us) 624.934
Loop 130 (us) 615.389
Loop 131 (us) 624.5
Loop 132 (us) 624.306
Loop 133 (us) 594.08
Loop 134 (us) 618.104
Loop 135 (us) 714.829
Loop 136 (us) 519.488
Loop 137 (us) 526.064
Loop 138 (us) 648.823
Loop 139 (us) 625.355
Loop 140 (us) 503.463
Loop 141 (us) 569.8
Loop 142 (us) 498.442
Loop 143 (us) 567.27
Loop 144 (us) 485.004
Loop 145 (us) 462.782
Loop 146 (us) 652.728
Loop 147 (us) 634.704
Loop 148 (us) 602.33
Loop 149 (us) 502.035
Loop 150 (us) 499.268
Loop 151 (us) 560.93
Loop 152 (us) 637.535
Loop 153 (us) 501.752
Loop 154 (us) 571.944
Loop 155 (us) 507.434
Loop 156 (us) 603.697
Loop 157 (us) 604.515
Loop 158 (us) 487.482
Loop 159 (us) 449.784
Loop 160 (us) 582.903
Loop 161 (us) 485.674
Loop 162 (us) 477.329
Loop 163 (us) 494.483
Loop 164 (us) 527.982
Loop 165 (us) 598.673
Loop 166 (us) 665.123
Loop 167 (us) 622.565
Loop 168 (us) 634.535
Loop 169 (us) 589.259
Loop 170 (us) 603.293
Loop 171 (us) 505.447
Loop 172 (us) 612.193
Loop 173 (us) 605.391
Loop 174 (us) 480.634
Loop 175 (us) 567.025
Loop 176 (us) 586.196
Loop 177 (us) 482.059
Loop 178 (us) 598.221
Loop 179 (us) 503.088
Loop 180 (us) 508.454
Loop 181 (us) 569.094
Loop 182 (us) 509.421
Loop 183 (us) 615.866
Loop 184 (us) 619.832
Loop 185 (us) 657.649
Loop 186 (us) 534.657
Loop 187 (us) 621.875
Loop 188 (us) 501.819
Loop 189 (us) 531.831
Loop 190 (us) 501.286
Loop 191 (us) 617.597
Loop 192 (us) 602.438
Loop 193 (us) 609.046
Loop 194 (us) 518.694
Loop 195 (us) 519.259
Loop 196 (us) 519.831
Loop 197 (us) 499.928
Loop 198 (us) 495.263
Loop 199 (us) 493.551
Loop 200 (us) 529.97
Loop 201 (us) 641.539
Loop 202 (us) 578.576
Loop 203 (us) 578.75
Loop 204 (us) 506.329
Loop 205 (us) 481.266
