write, filename /tmp16777216rep1.dat, size 16777216, loop 1000, storageClass 0, locationClass 0
starting benchmark...
ops 1000
final loop (us) 2586.766
Loop 0 (us) 2591.348
Loop 1 (us) 2589.2
Loop 2 (us) 2591.588
Loop 3 (us) 2589.313
Loop 4 (us) 2585.815
Loop 5 (us) 2592.986
Loop 6 (us) 2585.85
Loop 7 (us) 2590.057
Loop 8 (us) 2586.205
Loop 9 (us) 2592.067
Loop 10 (us) 2590.962
Loop 11 (us) 2590.493
Loop 12 (us) 2585.664
Loop 13 (us) 2591.123
Loop 14 (us) 2585.195
Loop 15 (us) 2590.856
Loop 16 (us) 2588.38
Loop 17 (us) 2589.692
Loop 18 (us) 2600.468
Loop 19 (us) 2590.202
Loop 20 (us) 2588.109
Loop 21 (us) 2589.905
Loop 22 (us) 2587.228
Loop 23 (us) 2591.759
Loop 24 (us) 2588.71
Loop 25 (us) 2590.239
Loop 26 (us) 2585.806
Loop 27 (us) 2593.005
Loop 28 (us) 2587.438
Loop 29 (us) 2591.892
Loop 30 (us) 2586.482
Loop 31 (us) 2588.747
Loop 32 (us) 2586.422
Loop 33 (us) 2590.876
Loop 34 (us) 2588.824
Loop 35 (us) 2590.564
Loop 36 (us) 2586.105
Loop 37 (us) 2590.63
Loop 38 (us) 2585.055
Loop 39 (us) 2588.447
Loop 40 (us) 2588.507
Loop 41 (us) 2591.586
Loop 42 (us) 2587.434
Loop 43 (us) 2591.641
Loop 44 (us) 2584.521
Loop 45 (us) 2591.202
Loop 46 (us) 2585.635
Loop 47 (us) 2590.074
Loop 48 (us) 2586.681
Loop 49 (us) 2592.1
Loop 50 (us) 2585.319
Loop 51 (us) 2592.103
Loop 52 (us) 2586.28
Loop 53 (us) 2591.533
Loop 54 (us) 2587.863
Loop 55 (us) 2593.166
Loop 56 (us) 2590.915
Loop 57 (us) 2591.021
Loop 58 (us) 2587.489
Loop 59 (us) 2591.934
Loop 60 (us) 2585.408
Loop 61 (us) 2590.603
Loop 62 (us) 2587.07
Loop 63 (us) 2592.68
Loop 64 (us) 2588.581
Loop 65 (us) 2592.37
Loop 66 (us) 2588.218
Loop 67 (us) 2592.975
Loop 68 (us) 2585.656
Loop 69 (us) 2590.725
Loop 70 (us) 2585.761
Loop 71 (us) 2589.235
Loop 72 (us) 2588.184
Loop 73 (us) 2589.326
Loop 74 (us) 2587.927
Loop 75 (us) 2590.617
Loop 76 (us) 2586.09
Loop 77 (us) 2591.937
Loop 78 (us) 2588.351
Loop 79 (us) 2589.63
Loop 80 (us) 2586.751
Loop 81 (us) 2588.819
Loop 82 (us) 2587.85
Loop 83 (us) 2593.497
Loop 84 (us) 2588.182
Loop 85 (us) 2593.013
Loop 86 (us) 2587.455
Loop 87 (us) 2591.568
Loop 88 (us) 2587.126
Loop 89 (us) 2589.624
Loop 90 (us) 2589.648
Loop 91 (us) 2591.33
Loop 92 (us) 2586.122
Loop 93 (us) 2592.595
Loop 94 (us) 2588.128
Loop 95 (us) 2590.366
Loop 96 (us) 2585.977
Loop 97 (us) 2591.126
Loop 98 (us) 2586.141
Loop 99 (us) 2591.394
Loop 100 (us) 2587.392
Loop 101 (us) 2591.517
Loop 102 (us) 2587.874
Loop 103 (us) 2590.679
Loop 104 (us) 2588.257
Loop 105 (us) 2591.522
Loop 106 (us) 2587.654
Loop 107 (us) 2591.037
Loop 108 (us) 2587.93
Loop 109 (us) 2589.564
Loop 110 (us) 2585.596
Loop 111 (us) 2589.433
Loop 112 (us) 2585.71
Loop 113 (us) 2591.043
Loop 114 (us) 2585.14
Loop 115 (us) 2591.291
Loop 116 (us) 2587.173
Loop 117 (us) 2590.207
Loop 118 (us) 2587.924
Loop 119 (us) 2592.412
Loop 120 (us) 2588.872
Loop 121 (us) 2591.54
Loop 122 (us) 2586.748
Loop 123 (us) 2585.769
Loop 124 (us) 2590.304
Loop 125 (us) 2586.22
Loop 126 (us) 2586.314
Loop 127 (us) 2585.26
Loop 128 (us) 2587.211
Loop 129 (us) 2587.126
Loop 130 (us) 2585.744
Loop 131 (us) 2587.148
Loop 132 (us) 2586.687
Loop 133 (us) 2588.732
Loop 134 (us) 2584.261
Loop 135 (us) 2587.701
Loop 136 (us) 2587.086
Loop 137 (us) 2588.638
Loop 138 (us) 2587.673
Loop 139 (us) 2590.932
Loop 140 (us) 2590.175
Loop 141 (us) 2586.841
Loop 142 (us) 2590.317
Loop 143 (us) 2585.301
Loop 144 (us) 2591.992
Loop 145 (us) 2586.422
Loop 146 (us) 2591.08
Loop 147 (us) 2587.133
Loop 148 (us) 2591.274
Loop 149 (us) 2585.463
Loop 150 (us) 2635.568
Loop 151 (us) 2590.563
Loop 152 (us) 2588.134
Loop 153 (us) 2587.5
Loop 154 (us) 2585.348
Loop 155 (us) 2588.911
Loop 156 (us) 2592.358
Loop 157 (us) 2585.091
Loop 158 (us) 2586.676
Loop 159 (us) 2583.66
Loop 160 (us) 2591.497
Loop 161 (us) 2585.14
Loop 162 (us) 2587.208
Loop 163 (us) 2586.055
