writeHydra, filename /tmp1024hydra3.dat, size 1024, loop 1000, storageClass 0, locationClass 0
CrailConstants.REPLICATION_FACTOR has changed to 5
starting benchmark...
replicas primary file /tmp1024hydra3.dat capacity 0
replicas slave file /tmp1024hydra3.datLQL0 capacity 0
replicas slave file /tmp1024hydra3.datLQL1 capacity 0
replicas slave file /tmp1024hydra3.datLQL2 capacity 0
replicas slave file /tmp1024hydra3.datLQL3 capacity 0
replicas slave file /tmp1024hydra3.datLQL4 capacity 0
ops 1000
final loop (us) 18.708
Loop 0 (us) 108.821
Loop 1 (us) 48.797
Loop 2 (us) 45.833
Loop 3 (us) 44.44
Loop 4 (us) 44.884
Loop 5 (us) 41.526
Loop 6 (us) 56.75
Loop 7 (us) 42.942
Loop 8 (us) 53.493
Loop 9 (us) 39.277
Loop 10 (us) 37.559
Loop 11 (us) 37.187
Loop 12 (us) 45.506
Loop 13 (us) 35.68
Loop 14 (us) 34.415
Loop 15 (us) 52.242
Loop 16 (us) 38.644
Loop 17 (us) 38.519
Loop 18 (us) 36.842
Loop 19 (us) 32.68
Loop 20 (us) 33.055
Loop 21 (us) 34.67
Loop 22 (us) 43.452
Loop 23 (us) 38.769
Loop 24 (us) 39.266
Loop 25 (us) 35.965
Loop 26 (us) 36.327
Loop 27 (us) 33.602
Loop 28 (us) 35.18
Loop 29 (us) 35.474
Loop 30 (us) 36.19
Loop 31 (us) 37.341
Loop 32 (us) 33.893
Loop 33 (us) 58.742
Loop 34 (us) 35.725
Loop 35 (us) 33.303
Loop 36 (us) 32.435
Loop 37 (us) 31.477
Loop 38 (us) 40.406
Loop 39 (us) 33.111
Loop 40 (us) 31.455
Loop 41 (us) 36.017
Loop 42 (us) 32.095
Loop 43 (us) 30.499
Loop 44 (us) 30.85
Loop 45 (us) 30.681
Loop 46 (us) 32.438
Loop 47 (us) 31.062
Loop 48 (us) 31.134
Loop 49 (us) 31.61
Loop 50 (us) 31.312
Loop 51 (us) 30.907
Loop 52 (us) 30.708
Loop 53 (us) 31.222
Loop 54 (us) 33.643
Loop 55 (us) 31.369
Loop 56 (us) 32.913
Loop 57 (us) 32.795
Loop 58 (us) 30.87
Loop 59 (us) 33.822
Loop 60 (us) 31.892
Loop 61 (us) 39.051
Loop 62 (us) 35.599
Loop 63 (us) 71.476
Loop 64 (us) 120.35
Loop 65 (us) 78.414
Loop 66 (us) 52.946
Loop 67 (us) 32.348
Loop 68 (us) 32.381
Loop 69 (us) 61.912
Loop 70 (us) 32.414
Loop 71 (us) 31.557
Loop 72 (us) 28.982
Loop 73 (us) 31.036
Loop 74 (us) 31.922
Loop 75 (us) 30.903
Loop 76 (us) 28.823
Loop 77 (us) 29.849
Loop 78 (us) 34.258
Loop 79 (us) 52.311
Loop 80 (us) 35.191
Loop 81 (us) 30.192
Loop 82 (us) 43.685
Loop 83 (us) 36.797
Loop 84 (us) 35.995
Loop 85 (us) 29.684
Loop 86 (us) 59.87
Loop 87 (us) 41.806
Loop 88 (us) 28.647
Loop 89 (us) 27.648
Loop 90 (us) 31.469
Loop 91 (us) 27.546
Loop 92 (us) 28.935
Loop 93 (us) 38.898
Loop 94 (us) 30.559
Loop 95 (us) 39.707
Loop 96 (us) 42.237
Loop 97 (us) 41.382
Loop 98 (us) 31.021
Loop 99 (us) 27.302
Loop 100 (us) 31.715
Loop 101 (us) 29.43
Loop 102 (us) 30.169
Loop 103 (us) 29.13
Loop 104 (us) 40.217
Loop 105 (us) 30.339
