writeECPipeline, filename /tmp16384eccache.dat, size 16384, encodingSplitSize 4096, loop 1000, storageClass 0, locationClass 0, pureMonECSubStripeNum 1, isPureMonEC false
MicroEC Coding Ready

starting benchmark...
CrailConstants.REPLICATION_FACTOR has changed to 5
replicas primary file /tmp16384eccache.dat capacity 0
replicas slave file /tmp16384eccache.datLQL0 capacity 0
replicas slave file /tmp16384eccache.datLQL1 capacity 0
replicas slave file /tmp16384eccache.datLQL2 capacity 0
replicas slave file /tmp16384eccache.datLQL3 capacity 0
replicas slave file /tmp16384eccache.datLQL4 capacity 0
ops 1000
final loop (us) 19.517
Loop 0 (us) 108.049
Loop 1 (us) 108.894
Loop 2 (us) 56.62
Loop 3 (us) 41.036
Loop 4 (us) 42.282
Loop 5 (us) 41.305
Loop 6 (us) 42.406
Loop 7 (us) 36.98
Loop 8 (us) 42.979
Loop 9 (us) 35.623
Loop 10 (us) 36.82
Loop 11 (us) 35.102
Loop 12 (us) 34.072
Loop 13 (us) 59.11
Loop 14 (us) 36.604
Loop 15 (us) 34.262
Loop 16 (us) 33.79
Loop 17 (us) 58.941
Loop 18 (us) 38.118
Loop 19 (us) 44.225
Loop 20 (us) 35.036
Loop 21 (us) 35.34
Loop 22 (us) 34.739
Loop 23 (us) 34.967
Loop 24 (us) 34.85
Loop 25 (us) 34.112
Loop 26 (us) 34.364
Loop 27 (us) 35.162
Loop 28 (us) 33.952
Loop 29 (us) 35.975
Loop 30 (us) 36.053
Loop 31 (us) 34.644
Loop 32 (us) 33.236
Loop 33 (us) 32.069
Loop 34 (us) 32.66
Loop 35 (us) 35.861
Loop 36 (us) 30.392
Loop 37 (us) 32.925
Loop 38 (us) 30.132
Loop 39 (us) 30.538
Loop 40 (us) 30.114
Loop 41 (us) 35.203
Loop 42 (us) 30.124
Loop 43 (us) 29.928
Loop 44 (us) 30.212
Loop 45 (us) 30.186
Loop 46 (us) 48.271
Loop 47 (us) 29.667
Loop 48 (us) 29.407
Loop 49 (us) 29.602
Loop 50 (us) 29.411
Loop 51 (us) 29.238
Loop 52 (us) 29.164
Loop 53 (us) 29.951
Loop 54 (us) 30.158
Loop 55 (us) 29.706
Loop 56 (us) 29.528
Loop 57 (us) 29.404
Loop 58 (us) 30.121
Loop 59 (us) 29.553
Loop 60 (us) 29.836
Loop 61 (us) 39.31
Loop 62 (us) 31.486
Loop 63 (us) 29.527
Loop 64 (us) 57.784
Loop 65 (us) 56.723
Loop 66 (us) 32.474
Loop 67 (us) 46.102
Loop 68 (us) 30.498
Loop 69 (us) 63.99
Loop 70 (us) 29.866
Loop 71 (us) 29.662
Loop 72 (us) 29.27
Loop 73 (us) 29.46
Loop 74 (us) 28.76
Loop 75 (us) 29.085
Loop 76 (us) 30.105
Loop 77 (us) 29.46
Loop 78 (us) 34.298
Loop 79 (us) 28.919
Loop 80 (us) 28.783
Loop 81 (us) 28.906
Loop 82 (us) 29.086
Loop 83 (us) 28.511
Loop 84 (us) 28.649
Loop 85 (us) 41.345
Loop 86 (us) 29.549
Loop 87 (us) 43.919
Loop 88 (us) 33.208
Loop 89 (us) 30.914
Loop 90 (us) 28.687
Loop 91 (us) 28.631
Loop 92 (us) 39.661
Loop 93 (us) 29.87
Loop 94 (us) 29.452
