writeReplicas, filename /tmp262144replicas.dat, size 262144, loop 1000, storageClass 0, locationClass 0
starting benchmark...
ops 1000
final loop (us) 129.836
Loop 0 (us) 137.362
Loop 1 (us) 135.246
Loop 2 (us) 132.669
Loop 3 (us) 132.68
Loop 4 (us) 131.771
Loop 5 (us) 131.388
Loop 6 (us) 131.93
Loop 7 (us) 131.561
Loop 8 (us) 131.764
Loop 9 (us) 131.732
Loop 10 (us) 131.848
Loop 11 (us) 131.879
Loop 12 (us) 132.316
Loop 13 (us) 131.483
Loop 14 (us) 132.037
Loop 15 (us) 132.032
Loop 16 (us) 135.072
Loop 17 (us) 131.897
Loop 18 (us) 132.079
Loop 19 (us) 131.716
Loop 20 (us) 131.969
Loop 21 (us) 131.741
Loop 22 (us) 131.812
Loop 23 (us) 131.751
Loop 24 (us) 131.797
Loop 25 (us) 132.041
Loop 26 (us) 131.879
Loop 27 (us) 131.567
Loop 28 (us) 134.355
Loop 29 (us) 130.647
Loop 30 (us) 133.803
Loop 31 (us) 133.201
Loop 32 (us) 132.349
Loop 33 (us) 131.955
Loop 34 (us) 132.046
Loop 35 (us) 131.87
Loop 36 (us) 132.484
Loop 37 (us) 131.764
Loop 38 (us) 132.105
Loop 39 (us) 132.394
Loop 40 (us) 132.196
Loop 41 (us) 131.995
Loop 42 (us) 131.96
Loop 43 (us) 137.182
Loop 44 (us) 132.072
Loop 45 (us) 131.643
Loop 46 (us) 133.316
Loop 47 (us) 131.582
Loop 48 (us) 131.399
Loop 49 (us) 131.403
Loop 50 (us) 131.167
Loop 51 (us) 130.164
Loop 52 (us) 131.235
Loop 53 (us) 130.448
Loop 54 (us) 130.474
Loop 55 (us) 130.328
Loop 56 (us) 130.693
Loop 57 (us) 130.328
Loop 58 (us) 130.477
Loop 59 (us) 131.277
Loop 60 (us) 130.462
Loop 61 (us) 130.424
Loop 62 (us) 133.195
Loop 63 (us) 130.858
Loop 64 (us) 130.775
Loop 65 (us) 130.398
Loop 66 (us) 130.688
Loop 67 (us) 130.561
Loop 68 (us) 130.48
Loop 69 (us) 130.44
Loop 70 (us) 130.448
Loop 71 (us) 130.449
Loop 72 (us) 131.939
Loop 73 (us) 130.659
Loop 74 (us) 131.272
Loop 75 (us) 130.364
Loop 76 (us) 152.745
Loop 77 (us) 130.431
Loop 78 (us) 131.017
Loop 79 (us) 130.481
Loop 80 (us) 130.171
Loop 81 (us) 130.239
Loop 82 (us) 130.646
Loop 83 (us) 132.296
Loop 84 (us) 130.296
Loop 85 (us) 130.418
Loop 86 (us) 130.26
Loop 87 (us) 130.346
Loop 88 (us) 130.416
Loop 89 (us) 130.401
Loop 90 (us) 130.198
Loop 91 (us) 130.219
Loop 92 (us) 130.541
Loop 93 (us) 130.186
Loop 94 (us) 130.013
Loop 95 (us) 129.705
Loop 96 (us) 135.314
Loop 97 (us) 130.058
Loop 98 (us) 129.965
Loop 99 (us) 132.046
Loop 100 (us) 130.306
Loop 101 (us) 131.337
Loop 102 (us) 130.696
Loop 103 (us) 130.755
Loop 104 (us) 130.399
Loop 105 (us) 131.773
Loop 106 (us) 130.159
Loop 107 (us) 130.385
Loop 108 (us) 130.975
Loop 109 (us) 132.114
Loop 110 (us) 130.444
Loop 111 (us) 130.116
Loop 112 (us) 130.347
Loop 113 (us) 132.573
Loop 114 (us) 130.372
Loop 115 (us) 130.193
Loop 116 (us) 130.06
Loop 117 (us) 130.473
Loop 118 (us) 130.117
Loop 119 (us) 132.224
Loop 120 (us) 131.913
Loop 121 (us) 130.384
Loop 122 (us) 130.699
Loop 123 (us) 131.765
Loop 124 (us) 131.735
Loop 125 (us) 130.876
Loop 126 (us) 131.237
Loop 127 (us) 131.29
Loop 128 (us) 131.055
Loop 129 (us) 131.486
Loop 130 (us) 131.401
Loop 131 (us) 132.751
Loop 132 (us) 131.06
Loop 133 (us) 130.873
Loop 134 (us) 130.778
Loop 135 (us) 130.96
Loop 136 (us) 130.967
Loop 137 (us) 130.605
Loop 138 (us) 131.388
Loop 139 (us) 131.224
Loop 140 (us) 130.776
Loop 141 (us) 130.943
Loop 142 (us) 132.892
Loop 143 (us) 134.15
Loop 144 (us) 130.793
Loop 145 (us) 134.862
Loop 146 (us) 130.534
Loop 147 (us) 131.005
Loop 148 (us) 130.673
Loop 149 (us) 130.769
Loop 150 (us) 131.285
Loop 151 (us) 132.722
Loop 152 (us) 130.531
Loop 153 (us) 136.069
Loop 154 (us) 130.734
Loop 155 (us) 130.879
Loop 156 (us) 132.734
Loop 157 (us) 131.534
Loop 158 (us) 131.04
Loop 159 (us) 130.974
Loop 160 (us) 131.069
Loop 161 (us) 132.524
Loop 162 (us) 133.731
Loop 163 (us) 131.095
Loop 164 (us) 130.868
Loop 165 (us) 133.478
Loop 166 (us) 131.467
Loop 167 (us) 131.07
Loop 168 (us) 131.158
Loop 169 (us) 187.026
Loop 170 (us) 138.039
Loop 171 (us) 138.062
Loop 172 (us) 135.425
Loop 173 (us) 134.126
Loop 174 (us) 133.381
Loop 175 (us) 133.26
Loop 176 (us) 132.721
Loop 177 (us) 132.673
Loop 178 (us) 132.294
Loop 179 (us) 132.784
Loop 180 (us) 132.205
Loop 181 (us) 132.044
Loop 182 (us) 131.448
Loop 183 (us) 131.509
Loop 184 (us) 136.214
Loop 185 (us) 131.308
Loop 186 (us) 131.377
Loop 187 (us) 131.847
Loop 188 (us) 131.722
Loop 189 (us) 131.268
Loop 190 (us) 131.315
Loop 191 (us) 131.656
Loop 192 (us) 131.208
Loop 193 (us) 131.357
Loop 194 (us) 136.734
Loop 195 (us) 131.267
Loop 196 (us) 163.621
Loop 197 (us) 131.497
Loop 198 (us) 131.224
Loop 199 (us) 131.606
Loop 200 (us) 131.579
Loop 201 (us) 131.773
Loop 202 (us) 131.711
Loop 203 (us) 132.252
Loop 204 (us) 131.357
Loop 205 (us) 131.783
Loop 206 (us) 131.366
Loop 207 (us) 131.88
Loop 208 (us) 131.594
Loop 209 (us) 131.698
Loop 210 (us) 130.608
Loop 211 (us) 162.093
Loop 212 (us) 132.505
Loop 213 (us) 133.288
Loop 214 (us) 132.371
Loop 215 (us) 130.919
Loop 216 (us) 163.613
Loop 217 (us) 131.406
Loop 218 (us) 130.978
Loop 219 (us) 132.203
Loop 220 (us) 130.811
Loop 221 (us) 130.689
Loop 222 (us) 130.973
Loop 223 (us) 131.35
Loop 224 (us) 131.084
Loop 225 (us) 131.062
Loop 226 (us) 130.868
Loop 227 (us) 130.863
Loop 228 (us) 130.519
Loop 229 (us) 131.59
Loop 230 (us) 131.745
Loop 231 (us) 131.738
Loop 232 (us) 131.75
Loop 233 (us) 131.879
Loop 234 (us) 131.64
Loop 235 (us) 131.917
Loop 236 (us) 131.73
Loop 237 (us) 131.682
Loop 238 (us) 131.435
Loop 239 (us) 131.709
Loop 240 (us) 132.105
Loop 241 (us) 384.602
Loop 242 (us) 134.965
Loop 243 (us) 134.681
Loop 244 (us) 133.209
Loop 245 (us) 134.938
Loop 246 (us) 134.71
Loop 247 (us) 135.988
Loop 248 (us) 134.802
Loop 249 (us) 134.645
Loop 250 (us) 133.598
Loop 251 (us) 136.0
Loop 252 (us) 138.287
Loop 253 (us) 136.045
Loop 254 (us) 134.947
Loop 255 (us) 135.682
Loop 256 (us) 133.68
Loop 257 (us) 134.922
Loop 258 (us) 133.418
Loop 259 (us) 134.269
Loop 260 (us) 143.194
Loop 261 (us) 132.751
Loop 262 (us) 134.29
Loop 263 (us) 139.718
Loop 264 (us) 132.472
Loop 265 (us) 133.733
Loop 266 (us) 133.978
Loop 267 (us) 132.153
Loop 268 (us) 133.453
Loop 269 (us) 133.262
Loop 270 (us) 132.74
Loop 271 (us) 133.063
Loop 272 (us) 133.648
Loop 273 (us) 130.993
Loop 274 (us) 133.237
Loop 275 (us) 132.029
Loop 276 (us) 130.594
Loop 277 (us) 130.902
Loop 278 (us) 169.609
Loop 279 (us) 133.847
Loop 280 (us) 132.39
Loop 281 (us) 131.954
Loop 282 (us) 130.961
Loop 283 (us) 130.875
Loop 284 (us) 132.424
Loop 285 (us) 130.746
Loop 286 (us) 148.369
Loop 287 (us) 132.596
Loop 288 (us) 131.253
Loop 289 (us) 130.869
Loop 290 (us) 133.507
Loop 291 (us) 131.208
Loop 292 (us) 131.552
Loop 293 (us) 132.267
Loop 294 (us) 131.061
Loop 295 (us) 131.398
Loop 296 (us) 132.65
Loop 297 (us) 132.469
Loop 298 (us) 131.037
Loop 299 (us) 132.494
Loop 300 (us) 132.371
Loop 301 (us) 131.365
Loop 302 (us) 131.819
Loop 303 (us) 131.459
Loop 304 (us) 131.431
Loop 305 (us) 130.793
Loop 306 (us) 131.044
Loop 307 (us) 131.251
Loop 308 (us) 130.998
Loop 309 (us) 131.105
Loop 310 (us) 131.545
Loop 311 (us) 131.524
Loop 312 (us) 131.048
Loop 313 (us) 131.133
Loop 314 (us) 131.04
Loop 315 (us) 130.956
Loop 316 (us) 131.1
Loop 317 (us) 130.586
Loop 318 (us) 131.121
Loop 319 (us) 130.621
Loop 320 (us) 132.343
Loop 321 (us) 131.563
Loop 322 (us) 132.155
Loop 323 (us) 133.224
Loop 324 (us) 132.117
Loop 325 (us) 131.809
Loop 326 (us) 130.852
Loop 327 (us) 131.327
Loop 328 (us) 131.985
Loop 329 (us) 130.308
Loop 330 (us) 131.714
Loop 331 (us) 131.964
Loop 332 (us) 131.132
Loop 333 (us) 130.253
Loop 334 (us) 130.312
Loop 335 (us) 130.863
Loop 336 (us) 130.632
Loop 337 (us) 130.019
Loop 338 (us) 130.371
Loop 339 (us) 130.693
Loop 340 (us) 130.561
Loop 341 (us) 144.708
Loop 342 (us) 130.259
Loop 343 (us) 132.713
Loop 344 (us) 131.226
Loop 345 (us) 130.867
Loop 346 (us) 133.943
Loop 347 (us) 134.189
Loop 348 (us) 131.463
Loop 349 (us) 130.786
Loop 350 (us) 131.016
Loop 351 (us) 131.097
Loop 352 (us) 131.191
Loop 353 (us) 131.502
Loop 354 (us) 167.06
Loop 355 (us) 135.968
Loop 356 (us) 135.811
Loop 357 (us) 137.131
Loop 358 (us) 134.117
Loop 359 (us) 134.895
Loop 360 (us) 133.881
Loop 361 (us) 134.126
Loop 362 (us) 132.633
Loop 363 (us) 132.192
Loop 364 (us) 145.539
Loop 365 (us) 132.768
Loop 366 (us) 132.365
Loop 367 (us) 132.057
Loop 368 (us) 130.96
Loop 369 (us) 131.766
Loop 370 (us) 152.959
Loop 371 (us) 135.358
Loop 372 (us) 131.251
Loop 373 (us) 130.94
Loop 374 (us) 130.478
Loop 375 (us) 130.605
Loop 376 (us) 146.221
Loop 377 (us) 155.775
Loop 378 (us) 130.993
Loop 379 (us) 130.87
Loop 380 (us) 131.085
Loop 381 (us) 130.952
Loop 382 (us) 131.073
Loop 383 (us) 130.309
Loop 384 (us) 130.789
Loop 385 (us) 131.067
Loop 386 (us) 130.991
Loop 387 (us) 130.515
Loop 388 (us) 130.513
Loop 389 (us) 130.819
Loop 390 (us) 130.685
Loop 391 (us) 133.241
Loop 392 (us) 130.696
Loop 393 (us) 132.155
Loop 394 (us) 131.295
Loop 395 (us) 130.871
Loop 396 (us) 130.789
Loop 397 (us) 130.672
Loop 398 (us) 130.201
Loop 399 (us) 131.414
Loop 400 (us) 130.423
Loop 401 (us) 130.945
Loop 402 (us) 131.044
Loop 403 (us) 130.943
Loop 404 (us) 131.022
Loop 405 (us) 131.226
Loop 406 (us) 130.652
Loop 407 (us) 130.788
Loop 408 (us) 130.787
Loop 409 (us) 130.635
Loop 410 (us) 131.136
Loop 411 (us) 132.968
Loop 412 (us) 131.182
Loop 413 (us) 130.19
Loop 414 (us) 131.002
Loop 415 (us) 131.31
Loop 416 (us) 131.84
Loop 417 (us) 130.732
Loop 418 (us) 130.533
Loop 419 (us) 131.259
Loop 420 (us) 130.974
Loop 421 (us) 130.74
Loop 422 (us) 130.642
Loop 423 (us) 130.605
Loop 424 (us) 131.142
Loop 425 (us) 173.825
Loop 426 (us) 131.509
Loop 427 (us) 130.446
Loop 428 (us) 130.573
Loop 429 (us) 131.649
Loop 430 (us) 131.346
Loop 431 (us) 131.886
Loop 432 (us) 131.82
Loop 433 (us) 131.335
Loop 434 (us) 132.207
Loop 435 (us) 131.84
Loop 436 (us) 131.755
Loop 437 (us) 133.314
Loop 438 (us) 131.82
Loop 439 (us) 131.399
Loop 440 (us) 131.568
Loop 441 (us) 131.439
Loop 442 (us) 131.691
Loop 443 (us) 131.108
Loop 444 (us) 139.312
Loop 445 (us) 133.016
Loop 446 (us) 148.486
Loop 447 (us) 132.673
Loop 448 (us) 140.323
Loop 449 (us) 138.497
Loop 450 (us) 134.377
Loop 451 (us) 136.956
Loop 452 (us) 131.867
Loop 453 (us) 131.388
Loop 454 (us) 136.814
Loop 455 (us) 131.752
Loop 456 (us) 131.559
Loop 457 (us) 131.312
Loop 458 (us) 131.297
Loop 459 (us) 131.093
Loop 460 (us) 130.76
Loop 461 (us) 130.656
Loop 462 (us) 131.067
Loop 463 (us) 130.686
Loop 464 (us) 133.826
Loop 465 (us) 130.361
Loop 466 (us) 130.611
Loop 467 (us) 130.297
Loop 468 (us) 130.05
Loop 469 (us) 130.125
Loop 470 (us) 130.471
Loop 471 (us) 130.297
Loop 472 (us) 130.116
Loop 473 (us) 130.199
Loop 474 (us) 130.299
Loop 475 (us) 130.037
Loop 476 (us) 130.798
Loop 477 (us) 129.576
Loop 478 (us) 130.132
Loop 479 (us) 129.693
Loop 480 (us) 130.39
Loop 481 (us) 130.317
Loop 482 (us) 132.25
Loop 483 (us) 130.097
Loop 484 (us) 130.92
Loop 485 (us) 131.461
Loop 486 (us) 129.893
Loop 487 (us) 130.207
Loop 488 (us) 130.682
Loop 489 (us) 129.989
Loop 490 (us) 130.494
Loop 491 (us) 130.819
Loop 492 (us) 137.717
Loop 493 (us) 132.401
Loop 494 (us) 130.017
Loop 495 (us) 130.201
Loop 496 (us) 134.03
Loop 497 (us) 130.865
Loop 498 (us) 130.523
Loop 499 (us) 129.953
Loop 500 (us) 130.243
Loop 501 (us) 130.069
Loop 502 (us) 132.082
Loop 503 (us) 130.66
Loop 504 (us) 130.634
Loop 505 (us) 130.54
Loop 506 (us) 130.869
Loop 507 (us) 129.908
Loop 508 (us) 130.23
Loop 509 (us) 130.088
Loop 510 (us) 131.036
Loop 511 (us) 130.277
Loop 512 (us) 131.0
Loop 513 (us) 130.651
Loop 514 (us) 130.734
Loop 515 (us) 130.193
Loop 516 (us) 130.374
Loop 517 (us) 130.379
Loop 518 (us) 130.012
Loop 519 (us) 129.729
Loop 520 (us) 130.581
Loop 521 (us) 129.711
Loop 522 (us) 130.263
Loop 523 (us) 130.313
Loop 524 (us) 129.995
Loop 525 (us) 131.274
Loop 526 (us) 133.105
Loop 527 (us) 130.471
Loop 528 (us) 129.761
Loop 529 (us) 130.099
Loop 530 (us) 130.848
Loop 531 (us) 129.595
Loop 532 (us) 130.173
Loop 533 (us) 130.848
Loop 534 (us) 129.78
Loop 535 (us) 137.812
Loop 536 (us) 130.506
Loop 537 (us) 129.975
Loop 538 (us) 130.536
Loop 539 (us) 129.741
Loop 540 (us) 129.52
Loop 541 (us) 149.649
Loop 542 (us) 131.375
Loop 543 (us) 130.738
Loop 544 (us) 131.467
Loop 545 (us) 130.889
Loop 546 (us) 130.925
Loop 547 (us) 130.894
Loop 548 (us) 131.274
Loop 549 (us) 130.53
Loop 550 (us) 130.772
Loop 551 (us) 130.588
Loop 552 (us) 130.898
Loop 553 (us) 130.985
Loop 554 (us) 130.864
Loop 555 (us) 130.62
Loop 556 (us) 130.593
Loop 557 (us) 130.718
Loop 558 (us) 131.153
