writeReplicas, filename /tmp16777216replicas.dat, size 16777216, loop 1000, storageClass 0, locationClass 0
starting benchmark...
ops 1000
final loop (us) 7745.908
Loop 0 (us) 7754.884
Loop 1 (us) 7759.257
Loop 2 (us) 7750.082
Loop 3 (us) 7761.01
Loop 4 (us) 7740.748
Loop 5 (us) 7751.903
Loop 6 (us) 7749.088
Loop 7 (us) 7747.835
Loop 8 (us) 7750.005
Loop 9 (us) 7783.217
Loop 10 (us) 7806.687
Loop 11 (us) 7752.859
Loop 12 (us) 7744.562
Loop 13 (us) 7745.45
Loop 14 (us) 7751.536
Loop 15 (us) 7751.0
Loop 16 (us) 7752.599
Loop 17 (us) 7746.662
Loop 18 (us) 7744.5
Loop 19 (us) 7740.64
Loop 20 (us) 7745.586
Loop 21 (us) 7749.583
Loop 22 (us) 7774.556
Loop 23 (us) 7759.191
Loop 24 (us) 7751.057
Loop 25 (us) 7745.086
Loop 26 (us) 7744.433
Loop 27 (us) 7742.687
Loop 28 (us) 7743.467
Loop 29 (us) 7744.782
Loop 30 (us) 7745.252
Loop 31 (us) 7744.867
Loop 32 (us) 7808.401
Loop 33 (us) 7756.602
Loop 34 (us) 7740.204
Loop 35 (us) 7749.725
Loop 36 (us) 7741.653
Loop 37 (us) 7746.615
Loop 38 (us) 7746.372
Loop 39 (us) 7740.859
Loop 40 (us) 7746.273
Loop 41 (us) 7742.758
Loop 42 (us) 7747.187
Loop 43 (us) 7743.29
Loop 44 (us) 7739.989
Loop 45 (us) 7768.765
Loop 46 (us) 7743.955
Loop 47 (us) 7745.812
Loop 48 (us) 8078.653
Loop 49 (us) 7742.864
Loop 50 (us) 7794.485
Loop 51 (us) 7749.79
Loop 52 (us) 7752.117
Loop 53 (us) 7743.139
Loop 54 (us) 7748.864
Loop 55 (us) 7741.23
Loop 56 (us) 7740.941
Loop 57 (us) 7746.776
Loop 58 (us) 7742.532
Loop 59 (us) 7742.083
Loop 60 (us) 7750.314
Loop 61 (us) 7743.396
Loop 62 (us) 7744.263
Loop 63 (us) 7782.647
Loop 64 (us) 7744.172
Loop 65 (us) 7758.779
Loop 66 (us) 7737.289
Loop 67 (us) 7745.945
Loop 68 (us) 7742.778
Loop 69 (us) 7739.331
Loop 70 (us) 7748.258
Loop 71 (us) 7737.888
Loop 72 (us) 7743.601
Loop 73 (us) 7744.655
Loop 74 (us) 7744.611
Loop 75 (us) 7740.433
Loop 76 (us) 7749.872
Loop 77 (us) 7743.082
Loop 78 (us) 7750.738
Loop 79 (us) 7746.912
Loop 80 (us) 7750.974
Loop 81 (us) 7749.981
Loop 82 (us) 7738.721
Loop 83 (us) 7744.353
Loop 84 (us) 7747.504
Loop 85 (us) 7738.407
Loop 86 (us) 7801.254
Loop 87 (us) 7779.46
Loop 88 (us) 7756.969
Loop 89 (us) 7749.993
Loop 90 (us) 7750.717
Loop 91 (us) 7748.538
Loop 92 (us) 7745.127
Loop 93 (us) 7739.144
Loop 94 (us) 7744.566
Loop 95 (us) 7747.304
Loop 96 (us) 7743.02
Loop 97 (us) 7750.047
Loop 98 (us) 7749.297
