writeReplicas, filename /tmp16384replicas.dat, size 16384, loop 1000, storageClass 0, locationClass 0
starting benchmark...
ops 1000
final loop (us) 15.827
Loop 0 (us) 30.906
Loop 1 (us) 23.451
Loop 2 (us) 21.953
Loop 3 (us) 54.241
Loop 4 (us) 23.863
Loop 5 (us) 21.929
Loop 6 (us) 24.899
Loop 7 (us) 22.662
Loop 8 (us) 20.87
Loop 9 (us) 20.42
Loop 10 (us) 20.382
Loop 11 (us) 20.452
Loop 12 (us) 20.61
Loop 13 (us) 20.511
Loop 14 (us) 20.196
Loop 15 (us) 19.999
Loop 16 (us) 20.398
Loop 17 (us) 20.257
Loop 18 (us) 19.824
Loop 19 (us) 19.692
Loop 20 (us) 20.037
Loop 21 (us) 19.824
Loop 22 (us) 20.738
Loop 23 (us) 19.829
Loop 24 (us) 20.012
Loop 25 (us) 19.691
Loop 26 (us) 19.562
Loop 27 (us) 21.855
Loop 28 (us) 20.404
Loop 29 (us) 20.136
Loop 30 (us) 20.359
Loop 31 (us) 20.285
Loop 32 (us) 19.859
Loop 33 (us) 19.525
Loop 34 (us) 19.92
Loop 35 (us) 19.708
Loop 36 (us) 19.766
Loop 37 (us) 19.676
Loop 38 (us) 20.453
Loop 39 (us) 19.611
Loop 40 (us) 19.25
Loop 41 (us) 18.851
Loop 42 (us) 18.779
Loop 43 (us) 18.801
Loop 44 (us) 18.074
Loop 45 (us) 36.759
Loop 46 (us) 18.589
Loop 47 (us) 18.111
Loop 48 (us) 18.496
Loop 49 (us) 17.784
Loop 50 (us) 17.869
Loop 51 (us) 18.152
Loop 52 (us) 17.877
Loop 53 (us) 17.854
Loop 54 (us) 17.924
Loop 55 (us) 17.882
Loop 56 (us) 17.991
Loop 57 (us) 17.812
Loop 58 (us) 17.82
Loop 59 (us) 17.96
Loop 60 (us) 18.053
Loop 61 (us) 18.032
Loop 62 (us) 18.038
Loop 63 (us) 17.787
Loop 64 (us) 17.78
Loop 65 (us) 18.255
Loop 66 (us) 17.793
Loop 67 (us) 17.822
Loop 68 (us) 17.827
Loop 69 (us) 18.227
Loop 70 (us) 17.795
Loop 71 (us) 17.842
Loop 72 (us) 18.063
Loop 73 (us) 17.877
Loop 74 (us) 17.823
Loop 75 (us) 17.877
Loop 76 (us) 17.907
Loop 77 (us) 17.832
Loop 78 (us) 17.841
Loop 79 (us) 17.94
Loop 80 (us) 17.831
Loop 81 (us) 17.882
Loop 82 (us) 17.981
Loop 83 (us) 17.785
Loop 84 (us) 18.191
Loop 85 (us) 17.912
Loop 86 (us) 17.615
Loop 87 (us) 21.899
Loop 88 (us) 17.898
Loop 89 (us) 17.794
Loop 90 (us) 52.488
Loop 91 (us) 21.329
Loop 92 (us) 18.14
Loop 93 (us) 18.211
Loop 94 (us) 17.925
Loop 95 (us) 18.146
Loop 96 (us) 17.821
Loop 97 (us) 17.759
Loop 98 (us) 17.676
Loop 99 (us) 17.79
Loop 100 (us) 17.674
Loop 101 (us) 17.786
Loop 102 (us) 18.041
Loop 103 (us) 18.089
Loop 104 (us) 18.613
Loop 105 (us) 19.026
Loop 106 (us) 17.781
Loop 107 (us) 18.345
Loop 108 (us) 18.347
Loop 109 (us) 17.867
Loop 110 (us) 18.044
Loop 111 (us) 17.824
Loop 112 (us) 17.548
Loop 113 (us) 17.751
Loop 114 (us) 17.893
Loop 115 (us) 17.469
Loop 116 (us) 17.869
Loop 117 (us) 17.594
Loop 118 (us) 17.558
Loop 119 (us) 22.223
Loop 120 (us) 19.502
Loop 121 (us) 17.948
Loop 122 (us) 17.487
Loop 123 (us) 17.675
Loop 124 (us) 18.019
Loop 125 (us) 17.694
Loop 126 (us) 17.508
Loop 127 (us) 17.755
Loop 128 (us) 17.818
Loop 129 (us) 17.55
Loop 130 (us) 17.541
Loop 131 (us) 17.803
Loop 132 (us) 17.467
Loop 133 (us) 17.707
Loop 134 (us) 17.505
Loop 135 (us) 17.883
Loop 136 (us) 17.731
Loop 137 (us) 17.686
Loop 138 (us) 17.684
Loop 139 (us) 17.589
Loop 140 (us) 17.715
Loop 141 (us) 17.59
Loop 142 (us) 17.648
Loop 143 (us) 17.718
Loop 144 (us) 17.72
Loop 145 (us) 17.511
Loop 146 (us) 17.727
Loop 147 (us) 17.66
Loop 148 (us) 17.646
Loop 149 (us) 17.542
Loop 150 (us) 19.311
Loop 151 (us) 17.465
Loop 152 (us) 18.03
Loop 153 (us) 17.566
Loop 154 (us) 18.28
Loop 155 (us) 17.8
Loop 156 (us) 17.624
Loop 157 (us) 17.674
Loop 158 (us) 17.554
Loop 159 (us) 18.437
Loop 160 (us) 17.492
Loop 161 (us) 17.719
Loop 162 (us) 17.519
Loop 163 (us) 17.561
Loop 164 (us) 17.535
Loop 165 (us) 17.579
Loop 166 (us) 17.727
Loop 167 (us) 17.879
Loop 168 (us) 17.507
Loop 169 (us) 17.911
Loop 170 (us) 18.111
Loop 171 (us) 17.56
Loop 172 (us) 17.788
Loop 173 (us) 18.156
Loop 174 (us) 17.665
Loop 175 (us) 17.355
Loop 176 (us) 17.629
Loop 177 (us) 25.901
Loop 178 (us) 17.391
Loop 179 (us) 17.657
Loop 180 (us) 17.183
Loop 181 (us) 17.414
Loop 182 (us) 17.363
Loop 183 (us) 17.289
Loop 184 (us) 17.679
Loop 185 (us) 17.306
Loop 186 (us) 17.454
Loop 187 (us) 17.183
Loop 188 (us) 17.569
Loop 189 (us) 17.457
Loop 190 (us) 17.262
Loop 191 (us) 17.659
Loop 192 (us) 17.276
Loop 193 (us) 21.324
Loop 194 (us) 20.763
Loop 195 (us) 17.34
Loop 196 (us) 17.563
Loop 197 (us) 17.314
Loop 198 (us) 17.357
Loop 199 (us) 17.499
Loop 200 (us) 17.497
Loop 201 (us) 17.416
