0,2628,GET,true,72.292
1,1368,GET,true,38.855
2,5948,GET,true,20.565
3,3896,GET,true,21.873
4,16384,GET,true,21.388
5,25640960,GET,true,7616.011
6,1836,GET,true,41.492
7,22609920,GET,true,6998.329
8,5648,GET,true,50.777
9,1388,GET,true,24.405
10,1132,GET,true,19.452
11,2056,GET,true,19.404
12,11120,GET,true,19.522
13,2056,GET,true,19.487
14,2196,GET,true,19.03
15,5420,GET,true,18.909
16,1835008,GET,true,718.957
17,2228224,PUT,false,1144.044
18,19070976,GET,true,5833.717
19,1372,GET,true,48.91
20,2876,GET,true,25.337
21,7984,GET,true,21.638
22,16384,GET,true,23.12
23,4898816,GET,true,1458.258
24,15826944,GET,true,4635.39
25,1292,GET,true,41.53
26,5232,PUT,false,41.525
27,2832,GET,true,24.324
28,2628,GET,true,20.447
29,2632,GET,true,20.291
30,458752,GET,true,178.4
31,688128,PUT,false,402.441
32,5420,GET,true,36.688
33,12156,GET,true,25.399
34,2628,GET,true,19.668
35,1372,GET,true,20.471
36,8585216,PUT,false,4973.066
37,82493440,GET,true,27991.565
38,1292,PUT,false,86.85
39,1744,PUT,false,43.301
40,15716,GET,true,29.747
41,1392640,GET,true,477.251
42,314654720,PUT,false,161813.28
43,1336,GET,true,46.852
44,147456,GET,true,98.764
45,16172,GET,true,59.765
46,23478272,GET,true,7711.702
47,1916928,GET,true,720.911
48,1753088,PUT,false,865.031
49,2628,GET,true,39.235
50,95813632,GET,true,35069.014
51,99876864,GET,true,34350.43
52,6728,GET,true,76.155
53,1776,GET,true,27.131
54,82509824,GET,true,28190.308
55,2628,GET,true,66.919
56,5136,GET,true,27.801
57,74891264,GET,true,27483.204
58,1032,GET,true,92.191
59,16384,GET,true,33.186
60,5420,GET,true,20.125
61,2628,GET,true,18.407
62,25034752,PUT,false,14839.129
63,16384,GET,true,62.112
64,1900,GET,true,29.279
65,6756,GET,true,22.461
66,1492,GET,true,21.473
67,11368,GET,true,30.489
68,16384,GET,true,21.831
69,6012928,GET,true,2237.647
70,18825216,GET,true,6420.718
71,278528,GET,true,148.804
72,6720,GET,true,53.656
73,32768,GET,true,30.752
74,2056,GET,true,17.727
75,2824,GET,true,21.368
76,51576832,GET,true,18997.699
77,74366976,PUT,false,39504.038
78,13910016,GET,true,5244.46
79,2605056,GET,true,916.187
80,4592,GET,true,62.161
81,13484032,GET,true,4815.633
82,6316,GET,true,59.951
83,16068,PUT,false,42.962
84,54394880,GET,true,18811.588
85,61063168,GET,true,22078.184
86,196608,GET,true,143.902
87,1152,GET,true,61.268
88,61030400,GET,true,20701.726
89,373112832,GET,true,120451.764
90,5236,GET,true,83.717
91,7880704,GET,true,2198.351
92,64733184,GET,true,21527.66
93,5062656,GET,true,1709.278
94,66945024,GET,true,24631.52
95,1132,GET,true,79.604
96,1788,GET,true,28.875
97,1388,GET,true,20.64
98,2628,GET,true,23.024
99,16384,GET,true,21.654
100,122093568,PUT,false,60041.971
101,12156,GET,true,50.457
102,983040,GET,true,402.899
103,49152,GET,true,58.715
104,6720,GET,true,29.906
105,1156,GET,true,24.266
106,13972,GET,true,22.324
107,884736,PUT,false,535.453
108,82509824,GET,true,30697.636
109,32768,GET,true,86.766
110,2212,GET,true,30.302
111,61014016,GET,true,22040.202
112,1428,GET,true,77.594
113,81920,GET,true,42.114
114,1372,GET,true,19.35
115,1376,GET,true,20.911
116,589824,GET,true,228.756
117,2628,GET,true,47.544
118,3220,GET,true,26.822
119,2056,GET,true,21.246
120,1372,GET,true,18.831
121,2628,GET,true,19.94
122,7900,GET,true,31.069
123,1900544,GET,true,592.018
124,8260,GET,true,40.589
125,22609920,GET,true,8483.708
126,2748,GET,true,62.284
127,100073472,GET,true,30561.285
128,18530304,GET,true,6889.082
129,2628,GET,true,162.877
130,1080,GET,true,54.122
131,16629760,GET,true,5943.057
132,1156,GET,true,117.463
133,16068,GET,true,74.566
134,8120,GET,true,32.552
135,76365824,GET,true,26184.812
136,34455552,GET,true,11881.986
137,1620,GET,true,126.555
138,5455872,GET,true,1801.627
139,1988,GET,true,93.405
140,2628,GET,true,35.253
141,12284,GET,true,31.756
142,41893888,GET,true,15326.681
143,10348,GET,true,110.445
144,82493440,GET,true,29624.784
145,5232,GET,true,146.894
146,2056,GET,true,29.516
147,82493440,GET,true,28387.405
148,83574784,GET,true,28528.003
149,13058048,GET,true,4929.133
150,10649600,GET,true,3659.708
151,479412224,GET,true,149057.091
152,6716,GET,true,83.428
153,2056,GET,true,35.361
154,17186816,GET,true,6445.445
155,6740,PUT,false,126.692
156,16384,GET,true,29.822
157,1824,GET,true,19.452
158,6728,GET,true,20.819
159,147456,GET,true,102.824
160,2628,GET,true,57.544
161,6792,PUT,false,51.469
162,1376,GET,true,37.934
163,44220416,GET,true,15324.79
164,2608,GET,true,66.967
165,2196,GET,true,26.983
166,1372,GET,true,23.641
167,16384,GET,true,20.272
168,2628,GET,true,36.971
169,180224,GET,true,93.803
170,1376,GET,true,39.852
171,1192,GET,true,33.134
172,82493440,GET,true,27132.435
173,2523136,GET,true,983.028
174,2064384,GET,true,753.897
175,22102016,GET,true,7513.141
176,2608,GET,true,54.848
177,16384,GET,true,27.517
178,84525056,GET,true,26838.397
179,2628,GET,true,83.322
180,6780,GET,true,24.113
181,14188544,GET,true,5220.114
182,2056,GET,true,51.326
183,7476,GET,true,23.26
184,8060928,GET,true,2681.24
185,1368,GET,true,47.079
186,6724,GET,true,24.22
187,2056,PUT,false,51.32
188,67092480,GET,true,22875.151
189,2572288,GET,true,814.952
