0,1654.054,2576.233,3667.71,3998.093,4021.119,3025.675,2676.566,3409.765,1759.764,3401.957,1018.237,752.542,610.054,524.053,777.812,661.128,,
1,2005.143,3678.699,1770.464,1756.601,1328.235,615.801,1051.505,713.967,941.623,2368.935,421.493,1484.811,830.309,432.568,852.401,889.463,,
2,2794.589,1247.671,594.08,1004.746,970.725,1062.4,977.064,1118.3,967.123,1265.092,1093.111,1043.663,1358.238,462.178,900.521,954.863,,
3,939.404,1048.396,1046.973,1154.501,1354.046,439.047,845.568,816.357,752.569,1109.279,956.637,961.036,1048.655,757.8,809.128,884.97,,
4,1288.28,1566.828,849.332,902.31,1169.122,1009.928,730.49,1025.163,549.109,1253.635,1197.541,786.334,913.022,862.293,902.346,1140.752,,
5,1163.942,1181.8,1110.673,842.504,1284.382,936.514,904.789,1265.928,956.275,1285.206,1554.353,1048.128,1267.354,909.483,1152.084,947.155,,
6,1218.669,1461.44,797.31,949.52,1132.572,782.788,1187.558,1026.713,918.205,1543.935,1026.035,1128.115,1262.001,809.252,936.89,1137.983,,
7,1155.62,1316.964,1065.973,1091.682,953.866,953.952,1002.476,1045.247,608.859,1509.888,1715.839,1150.761,1225.484,963.824,727.958,699.336,,
8,1138.331,1014.189,1237.342,944.789,906.039,1018.208,820.553,1217.416,907.349,984.727,1615.804,1161.227,1190.69,1142.054,909.252,934.926,,
9,1258.883,1498.032,816.819,852.125,1046.927,1003.067,879.232,1266.657,603.182,1288.71,1313.58,1209.286,1024.744,1153.524,1023.554,927.923,,
10,1203.217,1148.321,1040.757,778.569,924.283,1006.575,935.61,985.465,947.012,1256.665,1370.352,1156.576,1538.174,598.932,947.399,1181.987,,
11,1117.221,1360.199,959.313,982.568,1033.696,1165.027,832.589,1018.334,767.228,1469.054,1265.919,1232.145,1241.245,1049.444,827.053,900.072,,
12,1415.777,1271.51,957.041,969.15,1149.423,831.453,1063,910.076,782.697,1421.425,1254.27,1269.157,1491.226,818.11,890.372,866.08,,
13,1482.949,1325.264,845.128,953.022,880.058,931.186,918.648,892.566,856.472,1124.022,1360.256,1032.607,1122.418,972.043,1044.236,991.786,,
14,1391.765,1348.773,806.718,914.574,936.317,989.733,1135.156,1069.53,824.993,1287.81,909.586,912.583,1295.891,1024.409,891.832,1000.803,,
15,765.842,1436.181,936.942,1011.499,1036.791,945.363,1036.247,832.832,798.544,1204.645,969.85,1111.285,1287.177,950.651,932.068,795.459,,
16,912.149,1308.762,909.369,890.304,667.87,921.402,772.601,948.405,785.366,930.546,1305.255,754.665,1057.883,1043.331,784.375,1296.647,,
17,987.712,1064.98,812.029,1120.361,1373.474,1003.244,912.723,647.743,836.63,1002.269,1277.18,958.318,1201.181,1345.443,871.701,1118.525,,
