0,164.148,320.545,399.228,516.862,451.744,371.797,354.965,939.764,,
1,100.571,955.788,192.677,447.571,804.33,364.924,530.587,712.417,,
2,90.984,806.771,298.544,314.306,444.238,923.393,481.826,605.578,,
3,139.368,422.641,243.582,852.894,371.171,468.776,419.305,545.725,,
4,235.507,477.789,413.29,399.266,387.419,464.236,385.231,503.874,,
5,182.295,772.583,1001.365,637.128,360.398,613.149,485.498,556.096,,
6,271.701,665.161,300.911,546.79,448.902,633.142,293.147,613.854,,
7,260.445,572.206,495.798,573.679,476.141,482.836,433.27,497.467,,
8,338.407,572.363,443.161,571.848,343.019,670.704,571.937,435.92,,
9,828.539,663.836,400.846,599.324,323.175,663.343,297.35,368.382,,
10,416.11,621.674,390.003,571.02,426.677,626.738,327.777,507.753,,
11,329.879,529.912,409.6,664.12,464.365,599.995,355.756,494.48,,
12,383.982,599.386,498.004,544.966,379.734,638.662,344.83,515.832,,
13,357.057,666.31,440.918,703.224,445.895,651.071,434.309,470.691,,
14,387.052,579.035,487.86,514.941,449.824,526.778,373.514,448.739,,
15,461.754,639.915,480.176,629.55,429.318,577.172,365.439,603.82,,
16,434.162,595.11,397.532,616.685,315.921,638.495,388.87,669.083,,
17,388.868,647.672,519.97,609.352,409.536,517.612,413.113,458.661,,
18,476.546,738.86,472.859,671.738,395.614,661.585,372.078,546.888,,
19,409.347,591.817,534.517,573.754,482.625,597.839,462.708,435.73,,
20,468.725,512.103,405.915,589.752,299.387,496.189,378.599,446.245,,
21,523.104,581.753,489.332,545.306,432.178,789.348,395.602,591.752,,
22,460.498,539.257,506.968,692.522,445.037,423.435,381.332,465.188,,
23,529.397,470.875,436.981,501.296,446.38,466.848,373.227,418.134,,
24,444.467,608.919,454.237,526.979,273.791,543.814,430.695,492.858,,
25,467.803,673.043,449.462,571.939,390.884,655.8,366.328,591.948,,
26,400.612,706.963,434.402,577.907,496.477,556.842,410.359,535.104,,
27,492.252,700.665,477.141,557.818,470.344,562.49,421.468,481.624,,
28,431.657,492.755,399.796,688.588,630.4,700.609,717.805,439.075,,
29,426.096,582.011,918.973,543.996,562.494,539.658,461.742,525.022,,
30,520.376,472.719,415.304,546.296,589.111,469.591,540.718,384.034,,
31,477.707,643.81,360.184,593.163,323.604,583.469,495.962,586.242,,
32,461.169,660.66,438.186,624.363,495.93,565.037,363.258,530.99,,
33,366.254,635.945,525.666,586.387,327.458,696.327,413.309,544.287,,
34,334.318,625.335,411.753,580.825,392.329,578.453,438.746,573.719,,
35,654.782,594,432.923,603.305,353.133,541.138,348.776,569.19,,
36,420.071,547.866,486.991,639.965,371.401,563.324,360.024,582.004,,
37,403.545,543.325,454.914,569.32,344.82,646.906,409.865,625.523,,
38,356.442,528.349,458.961,708.102,482.923,527.081,381.603,515.576,,
39,474.827,737.252,521.375,441.981,445.363,668.862,366.154,631.011,,
40,490.972,491.079,363.817,601.192,362.282,625.994,502.397,433.601,,
41,445.712,493.121,618.823,507.05,469.208,557.54,386.11,453.497,,
42,480.934,643.67,454.896,620.942,323.242,501.587,396.868,530.181,,
43,463.761,463.527,495.381,497.328,380.301,476.611,428.188,348.665,,
44,550.252,520.103,436.418,554.492,361.378,606.058,310.313,330.994,,
45,414.26,509.414,461.579,575.06,376.62,405.754,464.866,550.535,,
46,466.417,516.388,447.396,521.881,342.173,577.501,376.916,357.407,,
47,425.872,584.594,448.475,568.039,420.747,500.879,395.564,452.346,,
48,416.306,478.03,405.162,518.238,367.802,370.398,418.887,349.953,,
49,467.572,649.08,377.274,411.586,353.061,611.921,446.9,466.865,,
50,495.581,584.012,587.735,536.822,476.863,663.652,574.04,460.002,,
51,416.214,576.693,355.777,677.029,300.569,751.262,443.752,734.097,,
52,494.155,671.53,425.442,579.183,473.007,591.934,424.942,510.238,,
53,407.297,658.405,509.513,494.23,370.136,624.109,397.088,486.975,,
54,407.988,633.484,456.635,600.807,500.912,569.303,265.617,517.141,,
55,341.767,626.323,512.028,654.393,500.307,622.188,413.953,527.856,,
56,337.839,490.694,454.858,626.338,525.262,619.426,488.434,384.909,,
57,599.128,683.261,452.385,626.881,513.043,618.239,499.313,439.271,,
58,382.153,711.631,278.501,725.434,415.226,712.576,621.97,362.19,,
59,533.584,703.121,492.521,570.446,396.362,539.128,590.624,590.864,,
60,420.794,523.919,472.944,477.147,832.632,520.331,488.675,467.876,,
61,471.461,626.924,430.691,524.588,518.84,710.737,363.039,358.763,,
62,453.379,550.687,472.662,626.689,379.417,647.311,578.863,546.895,,
63,486.44,508.764,402.005,641.65,400.868,581.259,353.252,465.305,,
64,596.793,573.996,354.837,612.14,387.535,600.008,618.193,481.213,,
65,254.799,653.549,493.012,510.492,502.93,486.138,297.64,476.951,,
66,372.587,627.909,436.35,574.148,359.558,496.613,330.866,520.404,,
67,403.663,524.571,387.912,582.133,368.402,621.607,415.662,547.033,,
68,446.403,640.567,476.566,576.994,425.493,648.607,385.471,466.513,,
69,527.482,620.378,505.499,649.029,498.015,636.978,502.803,622.088,,
70,496.507,593.493,516.697,589.408,426.543,496.93,569.426,444.238,,
71,406.322,621.179,411.867,494.254,281.958,679.627,331.936,544.65,,
72,505.11,666.268,498.471,540.259,349.636,561.566,378.34,448.383,,
73,510.979,617.816,474.322,704.664,455.923,567.852,220.183,475.665,,
74,455.272,504.675,506.372,599.878,467.069,619.69,409.024,492.678,,
75,498.879,649.055,451.787,583.429,456.982,505.934,373.236,464.563,,
76,378.787,652.308,434.446,633.014,473.28,570.309,342.844,484.791,,
77,555.064,482.648,490.492,577.534,355.011,757.693,444.156,562.841,,
78,520.005,609.015,487.935,656.576,350.357,525.159,287.485,575.504,,
79,490.268,601.245,431.443,667.429,332.125,658.66,453.66,541.593,,
80,460.884,589.306,472.835,547.049,469.059,557.96,452.295,638.356,,
81,432.975,545.059,535.608,572.145,429.396,617.855,410.049,528.113,,
82,518.416,585.308,486.102,628.956,411.543,655.979,441.87,517.045,,
83,436.98,656.993,446.586,606.984,405.862,559.146,381.506,536.641,,
84,414.364,540.723,499.69,503.226,369.301,487.058,315.957,414.892,,
85,445.992,602.187,446.191,547.052,413.389,722.203,379.685,458.08,,
86,353.174,616.754,490.136,487.493,426.289,526.082,456.779,467.069,,
87,445.309,609.095,518.597,636.516,430.837,587.823,465.816,588.716,,
88,444.164,610.049,452.096,706.706,409.917,510.552,406.567,486.918,,
89,491.131,488.64,553.554,481.52,488.299,559.477,316.528,585.599,,
90,427.841,642.054,468.982,510.628,456.303,585.437,413.586,482.367,,
91,573.045,500.15,383.54,567.859,276.785,606.141,438.665,522.173,,
92,513.516,534.9,402.278,703.656,330.533,600.518,358.626,471.91,,
93,461.329,642.813,439.054,637.859,402.522,622.927,360.541,482.521,,
94,487.728,599.712,394.634,584.332,362.4,522.986,377.798,653.09,,
95,517.823,619.479,469.307,563.119,330.698,623.218,393.983,476.671,,
96,468.305,564.536,457.34,557.226,368.11,549.068,360.896,580.198,,
97,408.913,522.099,449.22,592.191,487.978,663.617,472.288,596.382,,
98,494.468,616.091,514.895,651.549,352.976,511.844,384.806,529.337,,
99,457.926,718.434,479.103,631.522,438.979,488.893,374.078,681.809,,
100,405.785,599.665,568.943,548.26,436.359,658.667,406.147,591.525,,
101,507.326,530.735,421.102,574.621,352.131,605.652,362.891,547.976,,
102,447.476,559.466,453.219,587.8,424.936,528.837,402.589,517.076,,
103,550.309,677.209,535.029,575.75,428.707,565.525,457.312,489.036,,
104,469.296,517.344,434.901,678.654,369.276,678.91,447.176,542.497,,
105,475.742,592.453,483.573,500.575,296.333,687.928,285.508,486.771,,
106,392.985,613.307,502.231,651.443,410.075,476.927,454.673,512.413,,
107,506.798,538.805,487.652,536.025,469.412,608.751,364.945,411.14,,
108,414.17,531.674,436.942,502.441,388.649,570.821,361.012,511.575,,
109,445.863,485.658,410.556,503.559,391.596,500.353,376.008,544.231,,
