0,183.363,168.371,201.977,230.728,,
1,102.663,209.103,216.836,259.014,,
2,110.807,170.172,257.611,237.113,,
3,111.288,137.279,202.256,264.614,,
4,100.269,190.564,197.798,238.205,,
5,101.814,273.399,205.418,184.54,,
6,148.805,206.545,163.274,225.088,,
7,133.926,186.375,234.403,243.584,,
8,188.159,238.6,213.461,232.084,,
9,287.769,255.37,232.098,311.67,,
10,344.339,281.245,239.644,228.403,,
11,280.381,247.223,228.59,245.051,,
12,320.424,292.95,252.271,353.183,,
13,248.654,230.266,217.514,212.152,,
14,272.467,221.088,199.508,255.168,,
15,303.433,169.072,194.145,342.562,,
16,210.622,240.887,241.021,284.099,,
17,282.301,212.991,225.344,251.402,,
18,276.709,193.345,227.431,271.339,,
19,251.354,258.043,225.374,250.702,,
20,221.465,275.586,214.478,246.541,,
21,229.804,236.134,235.434,231.907,,
22,274.4,212.711,191.356,243.384,,
23,262.979,244.103,226.721,314.33,,
24,220.025,202.148,230.152,189.341,,
25,241.526,190.925,209.641,221.563,,
26,257.159,182.36,194.087,255.047,,
27,274.216,232.772,233.544,297.143,,
28,368.058,197.956,223.019,286.204,,
29,257.748,235.476,261.612,225.161,,
30,250.41,209.342,234.916,171.069,,
31,238.535,292.349,237.201,233.537,,
32,248.548,246.367,129.252,255.211,,
33,229.925,303.789,212.725,280.1,,
34,338.486,236.4,194.523,242.713,,
35,280.236,212.532,222.112,250.562,,
36,314.713,231.81,236.07,243.017,,
37,271.049,195.594,242.746,230.503,,
38,248.021,238.567,206.987,206.364,,
39,259.57,237.723,166.746,224.841,,
40,302.297,365.802,182.683,276.635,,
41,234.168,217.29,225.282,217.863,,
42,256.828,265.537,252.997,281.571,,
43,355.064,199.554,234.486,226.202,,
44,282.472,283.579,223.552,219.782,,
45,257.537,230.673,210.162,235.153,,
46,336.67,240.794,230.317,247.117,,
47,268.887,282.703,208.699,235.663,,
48,334.371,248.838,159.61,245.872,,
49,279.982,216.891,238.169,227.231,,
50,238.959,215.327,180.16,205.69,,
51,239.87,218.701,217.883,223.106,,
52,244.323,220.966,220.391,256.36,,
53,319.808,215.796,242.036,267.194,,
54,312.987,252.538,240.433,286.129,,
55,260.19,201.016,244.395,273.95,,
56,286.697,234.705,238.747,255.806,,
57,256.542,276.911,225.3,244.138,,
58,313.241,185.848,229.151,264.62,,
59,226.733,251.255,210.952,282.641,,
60,258.256,198.475,250.673,246.772,,
61,316.693,236.805,233.057,251.288,,
62,253.671,245.541,235.689,165.648,,
63,225.667,232.367,186.254,195.533,,
64,272.027,158.209,228.261,246.976,,
65,316.529,222.539,222.37,162.259,,
66,253.277,269.663,217.973,181.511,,
67,248.094,264.808,231.133,244.81,,
68,216.13,231.359,125.072,212.928,,
69,288.756,249.456,221.505,290.13,,
70,279.373,323.822,215.608,255.691,,
71,298.895,291.093,211.738,240.678,,
72,259.894,253.245,185.718,244.402,,
73,284.824,205.968,229.449,202.134,,
74,302.035,180.542,611.133,218.1,,
75,304.341,199.299,224.786,249.999,,
76,256.871,214.398,210.313,250.47,,
77,367.677,295.828,218.862,222.286,,
78,278.618,252.541,151.579,281.969,,
79,298.117,244.197,180.453,254.461,,
80,293.361,243.701,238.316,212.923,,
81,848.53,247.758,220.82,250.415,,
82,302.295,177.317,246.649,201.904,,
83,377.495,251.269,210.503,249.113,,
84,303.983,248.813,260.643,209.491,,
85,254.215,220.88,230.199,228.168,,
86,279.01,356.695,229.838,242.25,,
87,253.557,184.474,197.729,188.361,,
88,285.523,232.981,182.201,257.134,,
89,245.948,225.077,198.096,218.284,,
90,306.231,187.346,192.179,308.998,,
91,309.56,232.894,221.568,264.72,,
92,259.81,188.661,189.026,293.278,,
93,240.952,260.722,173.846,273.924,,
94,214.438,260.489,164.816,313.828,,
95,237.128,201.182,181.804,289.014,,
96,214.127,256.187,194.201,271.112,,
97,243.54,227.015,218.885,386.394,,
98,270.946,225.553,186.108,256.228,,
99,237.929,267.916,240.804,231.38,,
100,441.805,223.902,240.045,255.445,,
101,336.052,192.731,233.846,277.293,,
102,379.359,193.318,222.082,413.232,,
103,374.757,223.887,189.56,349.737,,
104,451.75,178.525,201.379,410.297,,
105,305.041,224.452,260.002,384.907,,
106,291.136,258.49,223.778,293.76,,
107,249.068,208.754,172.153,371.16,,
108,294.176,183.072,217.72,318.892,,
109,319.003,227.047,218.138,325.891,,
110,268.867,241.811,323.581,317.489,,
111,339.644,208.101,296.578,296.75,,
112,269.709,244.45,240.721,312.071,,
113,273.5,193.809,264.176,285.918,,
114,318.33,311.807,245.313,311.442,,
115,311.39,275.182,228.76,280.899,,
116,300.271,222.406,434.328,281.677,,
117,288.546,260.764,413.419,301.714,,
118,281.2,231.065,396.326,283.893,,
119,317.847,301.264,317.22,253.268,,
120,304.88,301.27,338.785,306.292,,
121,320.113,229.96,384.578,335.85,,
122,254.362,287.813,306.608,310.017,,
123,256.847,193.651,303.495,340.088,,
124,335.54,290.951,289.662,382.93,,
125,335.37,199.993,285.26,283.321,,
126,298.51,205.331,288.174,300.597,,
127,576.249,290.071,300.146,265.59,,
128,234.654,225.687,276.161,254.869,,
129,233.093,226.918,313.794,616.765,,
130,302.784,180.415,285.011,263.286,,
131,268.043,233.686,324.92,281.221,,
132,362.352,195.82,296.296,261.079,,
133,399.108,190.26,278.619,262.893,,
134,331.808,212.96,242.974,364.464,,
135,284.883,207.152,299.972,277.637,,
136,310.455,187.758,188.992,350.419,,
137,376.997,200.021,209.027,294.72,,
138,276.939,189.514,213.702,282.32,,
139,283.79,194.553,195.317,292.509,,
140,273.213,192.875,188.452,362.521,,
141,273.157,223.297,208.416,329.596,,
142,300.196,211.072,277.347,277.574,,
143,333.711,179.687,179.26,273.027,,
144,273.401,181.724,200.248,325.317,,
145,263.196,183.814,244.158,291.577,,
146,275.153,358.906,565.256,349.402,,
147,286.591,287.379,198.767,256.29,,
148,321.591,291.095,322.709,246.879,,
149,203.299,232.396,268.767,292.544,,
150,272.085,273.388,176.901,277.743,,
151,247.386,516.497,279.432,277.052,,
152,211.358,222.665,249.529,301.737,,
153,294.102,258.938,285.896,294.444,,
154,321.21,225.65,192.265,322.059,,
155,306.686,255.004,188.067,353.05,,
156,221.61,275.486,257.112,297.511,,
157,254.092,402.508,189.405,335.401,,
158,174.834,214.931,214.103,279.632,,
159,283.76,270.625,216.938,308.627,,
160,268.287,226.009,351.044,254.811,,
161,311.634,244.736,189.36,272.894,,
162,233.889,188.767,243.132,227.821,,
163,289.056,236.819,229.996,329.147,,
164,276.304,230.442,227.313,274.994,,
165,253.574,196.821,244.993,279.545,,
166,217.265,362.768,287.277,341.473,,
167,356.476,228.62,236.715,237.527,,
168,327.456,225.435,327.472,263.042,,
169,257.857,350.352,238.556,217.617,,
170,235.529,272.452,241.436,253.054,,
171,264.208,210.006,272.391,215.469,,
172,254.938,219.43,196.144,351.471,,
173,259.967,235.837,186.413,265.168,,
174,241.547,211.194,252.986,221.18,,
175,261.352,226.204,204.189,283.472,,
176,230.258,190.263,226.884,363.627,,
177,215.575,278.236,193.05,206.632,,
178,221.409,212.969,290.986,244.592,,
179,211.144,215.455,203.489,222.332,,
180,269.935,356.38,255.805,796.788,,
181,248.1,306.463,276.214,223.077,,
182,217.008,181.804,170.428,333.778,,
183,218.604,261.267,308.279,251.664,,
184,214.036,272.722,199.318,316.712,,
185,353.536,729.092,173.053,287.835,,
186,239.764,287.651,249.004,259.133,,
187,264.112,276.468,205.934,244.632,,
188,230.26,156.653,300.637,241.104,,
189,251.802,226.043,208.94,228.23,,
190,204.497,248.947,250.054,257.786,,
191,290.178,147.096,256.142,265.016,,
192,197.746,256.706,171.631,250.598,,
193,235.975,180.123,323.237,211.874,,
194,258.276,191.592,221.704,279.761,,
195,249.738,269.013,174.416,260.539,,
196,218.814,216.003,291.962,223.556,,
197,263.237,203.6,250.744,226.807,,
198,275.948,221.042,216.651,253.322,,
199,234.346,256.597,286.114,285.564,,
200,219.761,228.491,209.018,227.932,,
201,260.11,234.882,222.599,258.612,,
202,283.674,228.502,262.877,229.189,,
203,285.216,241.392,186.234,259.798,,
204,231.104,186.848,209.94,234.732,,
205,208.706,205.359,267.638,266.456,,
206,242.161,332.843,280.252,222.105,,
207,238.887,241.27,221.84,209.933,,
208,299.817,252.811,167.234,247.805,,
209,227.321,285.037,245.885,228.946,,
210,234.43,256.405,206.594,252.396,,
211,185.448,378.863,203.881,241.29,,
212,288.318,243.825,235.407,288.183,,
213,200.292,190.165,219.399,273.18,,
214,325.709,239.722,224.888,195.624,,
215,236.847,221.635,265.313,229.229,,
216,241.273,232.103,219.973,269.661,,
217,199.897,206.897,266.126,227.665,,
218,242.705,240.606,242.029,237.034,,
219,242.259,263.805,241.217,240.864,,
220,242.095,210.412,254.735,255.936,,
221,294.905,235.894,264.385,244.335,,
222,358.304,304.962,180.629,223.078,,
223,237.005,192.756,331.22,234.43,,
224,306.642,251.454,267.27,258.197,,
225,215.983,388.905,191.445,235.881,,
226,260.935,242.033,231.153,241.115,,
227,261.073,317.741,148.747,233.747,,
228,242.076,247.014,260.193,298.449,,
229,237.231,246.742,278.005,195.477,,
230,291.06,291.397,290.414,207.595,,
231,254.258,229.081,278.453,207.507,,
232,251.194,229.693,252.418,247.906,,
233,121.864,237.772,212.742,215.32,,
234,310.744,256.875,261.227,208.045,,
235,314.828,247.772,172.21,172.679,,
236,268.237,227.93,322.117,234.607,,
237,279.528,215.269,223.312,243.353,,
238,156.421,259.809,241.1,253.015,,
239,263.031,249.034,209.49,228.969,,
240,394.923,232.055,271.763,275.438,,
241,261.87,252.272,237.83,178.635,,
242,287.883,215.417,266.948,275.384,,
243,266.932,193.149,212.69,249.264,,
244,229.829,263.403,269.092,241.111,,
245,254.784,325.911,175.688,270.03,,
246,232.37,252.658,202.268,212.126,,
247,232.404,234.071,279.226,231.589,,
248,244.748,248.371,212.307,205.631,,
249,250.389,243.712,238.806,244.109,,
250,250.8,246.916,230.37,253.447,,
251,284.222,178.532,222.802,211.525,,
252,300.895,240.152,190.502,140.509,,
253,262.558,293.251,239.355,268.971,,
254,233.982,289.081,211.588,258.803,,
255,234.642,196.894,221.619,241.058,,
256,167.849,244.645,209.051,231.193,,
257,175.884,344.722,211.419,145.512,,
258,230.993,289.506,184.851,201.825,,
259,241.443,139.534,231.215,243.515,,
260,253.729,316.707,245.818,240.005,,
261,244.883,279.14,176.593,233.402,,
262,234.791,308.771,297.838,247.934,,
263,243.6,231.108,212.75,233.134,,
264,236.618,291.358,215.891,245.465,,
265,249.222,301.589,239.714,241.58,,
266,238.055,203.737,238.337,305.906,,
267,263.856,267.228,211.76,223.782,,
268,225.525,219.32,162.358,217.049,,
269,319.034,205.878,225.546,221.764,,
270,250.208,240.129,255.405,261.073,,
271,224.652,291.95,251.222,265.634,,
272,243.344,254.632,227.767,257.365,,
273,297.082,242.086,189.655,273.151,,
274,253.261,261.365,250.383,247.73,,
275,240.732,262.307,213.971,256.62,,
276,234.302,370.044,156.545,250.29,,
277,257.809,238.986,185.86,234.999,,
278,245.408,295.463,229.342,252.193,,
279,306.393,305.888,219.732,244.188,,
280,235.72,322.081,264.387,292.761,,
281,310.765,242.162,229.899,249.413,,
282,271.58,274.995,192.756,241.972,,
283,217.986,309.802,220.711,273.64,,
284,244.403,215.783,235.526,273.295,,
285,304.741,254.97,217.778,240.614,,
286,282.548,240.75,170.268,242.31,,
287,241.799,247.774,215.311,236.03,,
