73261.616,GET,26443776
1089.996,GET,2310144
16998.42,GET,40943616
1421.482,GET,2195456
2183.845,GET,4931584
12749.131,GET,30720000
288.958,GET,114688
8456.133,GET,20365312
69724.372,PUT,65536
6992.081,GET,16187392
6129.997,GET,15548416
4641.978,GET,10764288
5657.334,GET,14663680
10198.971,GET,23822336
111.272,GET,16384
913.301,GET,1900544
22545.136,GET,54394880
687.87,GET,851968
304.523,GET,671744
926.468,GET,2080768
1473.765,GET,3342336
1427.868,GET,3342336
364.957,GET,819200
873.011,GET,2097152
65.383,GET,32768
41.854,GET,65536
36994.993,GET,86900736
996.804,GET,2080768
794.982,GET,1900544
11358.772,GET,28606464
56238.259,GET,132939776
3775.371,GET,9338880
10069.784,GET,17743872
26497.082,GET,55967744
6970.935,GET,14663680
4902.506,GET,10764288
1059.974,GET,1966080
27308.269,GET,62947328
7300.072,GET,16187392
1141.287,GET,2195456
22695.787,GET,54394880
116.49,GET,32768
43228.393,GET,110198784
1499.433,GET,3162112
5923.628,GET,14663680
1507.905,GET,3342336
22654.853,PUT,33767424
1005.24,GET,2310144
18225.032,GET,51478528
1172.896,GET,2490368
131.377,GET,114688
21468.611,GET,55197696
107.945,GET,16384
170.222,GET,294912
54.746,GET,32768
1372.804,GET,2949120
1214.289,GET,2785280
1790.149,PUT,2228224
20906.825,GET,54394880
128.608,GET,65536
46.176,GET,16384
7049.697,GET,17743872
128.334,GET,196608
839.371,GET,1916928
52.495,GET,16384
21274.998,GET,54394880
164.069,GET,147456
366.683,GET,671744
83.648,GET,65536
117.135,GET,196608
10223.911,GET,26443776
77.716,GET,32768
3082.894,GET,7028736
485.097,GET,1064960
4669.364,GET,10764288
74.701,GET,65536
6007.547,GET,15269888
3431.261,GET,7946240
47.72,GET,16384
1006.071,GET,2195456
63.537,GET,65536
45.469,GET,16384
4166.171,PUT,5390336
46.395,GET,16384
25.542,GET,16384
651.283,GET,2097152
548.978,PUT,671744
135613.866,GET,358039552
171.701,GET,16384
4691.474,GET,10764288
2206.02,GET,4964352
1500.262,GET,3342336
856.314,GET,1916928
6654.608,GET,16187392
1082.371,GET,2310144
34584.622,GET,88768512
334.916,GET,589824
59.506,GET,16384
61.237,GET,32768
69011.106,GET,182452224
113.539,GET,16384
6985.161,GET,16187392
4096.997,GET,9388032
4159.321,GET,10272768
4248.018,GET,10272768
2034.003,GET,4833280
1543.85,GET,3768320
130800.283,GET,357416960
6473.5,GET,15548416
1440.981,GET,3342336
461.071,GET,1064960
6818.621,GET,17743872
5976.652,GET,13565952
375.921,GET,819200
300.991,GET,671744
10618.819,GET,26918912
4090.639,GET,9240576
1030.577,GET,2310144
6799.229,PUT,9240576
109.864,GET,294912
28.782,GET,16384
253.134,GET,819200
570.061,GET,1900544
19197.124,GET,52412416
106586.551,PUT,170737664
846.261,GET,2080768
751.208,GET,1916928
