0,3720.802,3691.361,3870.058,3774.731,8344.99,6352.754,3413.095,2619.706,11641.108,2019.347,1476.659,1345.486,730.733,7223.073,12642.182,7863.624,9856.026,9879.85,10371.56,9749.458,,
1,3692.024,3527.876,4123.202,4064.012,7338.001,9207.261,10871.312,10556.097,3974.48,7049.926,10268.615,10408.913,4101.056,1558.376,1358.342,2555.096,1026.616,1302.59,1105.855,1304.157,,
2,9566.455,9031.494,7735.29,7775.274,2629.045,2201.297,3047.459,1270.292,1969.54,5238.418,4379.359,2512.09,7992.415,2574.609,1827.312,1242.541,1310.034,1217.654,1573.182,1072.912,,
3,1762.998,2459.142,857.596,1615.055,1462.179,437.839,2374.202,1740.711,1154.149,1964.822,1428.292,2334.139,3318.249,1082.573,1956.453,1111.354,2107.47,873.383,1157.743,890.2,,
4,1334.628,1148.127,802.37,2425.533,1270.894,1959.871,1995.194,445.342,893.708,1550.998,1484.861,931.156,1035.752,1288.346,1390.611,914.998,1082.977,1493.539,1451.913,1216.807,,
5,985.248,1361.785,1476.27,1488.352,1457.474,1552.293,1282.551,1688.882,1088.982,852.705,990.546,1209.202,1360.508,1588.5,1489.273,1205.569,1990.78,1510.406,1124.29,960.587,,
6,730.775,1806.878,1835.663,2315.104,861.055,2567.101,1082.356,848.896,970.442,1261.082,1004.889,1505.067,1011.801,1595.161,2060.452,1355.865,1476.201,1156.165,1083.957,1413.392,,
7,1355.423,1624.652,873.834,1360.726,1636.076,1406.092,1627.945,1468.977,1028.372,1004.652,1064.707,1556.224,983.123,1599.09,2271.657,1979.045,1806.023,1625.345,1278.878,968.039,,
8,1574.387,1098.89,1234.112,1877.531,1822.264,1442.17,1556.681,1701.741,1336.191,1406.183,1134.742,1221.177,783.967,1711.87,1404.18,1738.821,1608.044,1244.549,924.814,1124.427,,
9,1740.171,1613.606,1899.632,1439.286,1696.821,1457,1114.745,1152.887,1072.741,1251.445,944.988,1445.228,1189.919,1567.221,1754.307,1319.44,1749.313,1061.716,1070.264,973.89,,
10,1112.407,1836.527,1551.614,1845.324,1259.753,1841.719,1113.836,998.012,1099.477,1370.691,1308.098,1082.628,1103.303,1857.414,1803.728,1719.313,1738.833,1402.946,1220.747,1152.094,,
11,1093.285,1944.644,1368.562,1794.273,1669.196,1450.45,1443.857,1103.535,1119.587,1454.442,1009.259,1403.362,1089.497,1644.456,2262.425,1763.748,1672.788,1262.08,918.969,1670.81,,
12,1283.639,1698.237,1935.87,1434.329,1517.908,2021.443,1142.069,1108.924,1066.655,1102.157,1743.311,1529.633,1107.757,1635.064,1134.146,1349.841,1324.984,1018.064,1002.55,1485.889,,
13,1260.298,1663.127,2171.95,1720.184,1403.229,1998.064,1392.855,819.125,1092.3,1228.899,979.663,900.415,844.669,1793.066,1843.622,1706.896,1718.604,1554.084,953.72,1207.327,,
14,1708.823,1600.408,1518.373,1699.388,1556.949,2143.659,1127.914,1113.879,984.785,1497.576,1287.129,1388.021,991.993,1661.07,1600.045,1401.155,967.107,1181.864,1270.61,1079.405,,
15,1231.205,1796.993,1526.932,1668.529,1570.696,1718.718,1017.675,1364.97,1180.115,1599.768,1336.176,1347.357,882.858,1700.827,1846.578,1420.211,1996.823,1116.145,1132.983,1125.123,,
16,1378.481,1552.846,1805.155,1082.837,1916.826,2684.442,1310.958,1104.497,969.014,1266.437,1083.784,1306.653,925.007,1745.84,1710.534,1792.997,1722.457,1263.472,1123.466,946.552,,
17,1202.204,1720.896,1535.135,1384.729,1492.113,1511.817,1432.043,1148.124,1128.038,1272.228,1198.667,1096.601,1060.43,1733.389,1817.033,1250.567,1723.722,1504.901,1078.917,1025.252,,
18,1083.904,2359.54,2165.996,1518.339,1301.329,1799.985,1249.56,1147.302,1062.061,961.74,992.263,1258.623,1043.998,1596.354,2185.272,1797.54,2159.286,1134.167,1085.694,984.386,,
19,1539.235,1491.93,1314.886,1795.172,1696.897,1602.483,1229.12,1310.441,1069.359,1308.94,982.13,1278.931,1193.379,1464.511,1473.09,1375.255,2064.989,1376.244,630.595,1280.676,,
20,1601.507,1798.439,1698.118,1465.942,1621.361,1701.003,1726.524,1054.73,1061.051,1252.179,1040.301,1353.986,940.918,1818.817,2173.146,1717.112,1346.081,1554.774,1112.747,1064.105,,
21,1341.993,1597.288,1754.62,1472.222,1347.41,2415.061,1259.554,992.966,1174.446,852.958,1206.909,1742.203,941.139,1558.618,2297.625,1715.41,2297.235,1209.709,1029.104,1044.128,,
22,1010.828,1586.209,1674.568,1817.061,1939.691,2048.427,1329.488,1434.183,954.99,1052.614,917.103,1355.644,1170.969,2068.661,1492.294,1418.683,1355.235,1241.976,953.047,1185.185,,
23,1241.178,1935.433,1484.97,1586.358,1540.36,2242.323,1332.826,1245.751,1181.942,1176.532,1221.652,1473.285,1119.746,2083.479,2014.388,1363.385,2928.509,1325.924,1345.32,1258.017,,
24,1208.777,1477.528,1939.574,1813.143,1689.069,2449.436,1203.581,1076.353,1068.122,1138.466,1086.869,1094.086,1200.806,1384.873,1789.624,2114.108,1417.339,1329.957,1030.284,884.217,,
25,1232.896,1803.608,2181.759,1813.6,1712.955,1053.246,1468.109,1152.255,1001.163,1197.992,1082.666,1328.294,988.11,1390.929,2042.43,2120.891,1670.963,1344.85,1085.93,1159.24,,
26,1712.177,1467.761,1227.146,1216.643,1455.722,1996.434,1331.51,1148.93,1060.331,1326.887,1020.563,1329.619,876.893,1498.736,2223.776,1091.32,2154.271,1368.722,1168.704,941.203,,
27,986.928,1668.362,1462.086,1699.74,1538.851,1678.869,1112.517,1536.237,1011.084,1100.631,1204.427,1253.019,1115.437,1918.039,1415.746,1738.512,1883.662,1187.681,1005.174,1203.106,,
28,1404.425,1133.03,1811.091,1862.686,1602.919,1467.627,1300.068,1310.063,1054.971,948.628,1149.717,908.925,1218.374,1904.726,2022.593,1404.41,1872.085,1340.059,1033.697,1034.849,,
29,1451.913,2013.062,1981.659,2368.882,1593.797,1973.662,1482.739,959.967,1215.411,1100.703,1341.965,1339.492,924.921,1577.611,1890.792,1916.088,1910.321,1208.608,972.426,956.975,,
30,1342.464,1909.902,1423.461,1435.808,1649.735,1888.049,1446.502,997.705,974.596,984.452,1014.475,1357.783,1139.373,1505.747,1667.262,2073.4,1657.792,1192.068,862.882,1029.604,,
31,1606.246,1692.75,2023.537,1440.7,1567.244,1672.64,1770.523,1066.612,1292.538,1080.754,858.985,1152.933,934.22,1180.439,2209.9,1012.968,1558.039,1018.605,1312.002,996.153,,
32,1444.274,1151.362,1516.576,1776.436,1821.138,2234.097,1417.222,1157.787,1109.661,1314.612,997.147,1126.835,990.087,1404.995,1987.818,2002.176,1998.766,1080.901,934.665,974.012,,
33,1082.97,1991.178,1724.935,1398.246,1713.873,1546.8,1102.866,794.71,1108.504,982.448,969.937,1396.31,876.606,1796.63,2224.496,1924.489,1972.317,1175.733,1032.384,1225.851,,
34,1621.162,1321.793,2557.145,1897.049,1284.39,1754.565,1370.201,1181.72,1004.682,981.377,1140.095,1059.805,1312.65,1876.798,1779.872,1146.961,2196.859,1144.307,863.383,1052.696,,
35,1303.901,2002.898,1918.953,1310.088,1944.621,1405.859,1092.657,1119.77,970.307,1190.822,1024.637,1171.093,1460.738,1308.95,1881.452,1551.971,1313.865,1056.453,1029.724,970.667,,
36,846.732,1666.593,2126.491,1406.927,1506.814,1717.678,1696.897,1042.537,1110.152,1334.9,1017.503,1319.196,1057.537,1433.313,1888.755,1455.977,1780.66,1283.197,873.696,1001.628,,
37,1405.146,1650.077,2244.878,1915.266,1819.028,1912.951,1245.785,1009.554,935.034,876.233,837.168,1192.897,957.278,1633.242,1448.07,1517.591,1544.12,978.919,805.016,1186.19,,
38,1459.717,1507.465,1746.114,1287.18,1626.173,1995.643,1405.955,1088.929,1106.552,1090.591,1269.19,1229.015,1019.336,1502.059,2108.41,1739.074,2856.426,1646.284,1017.164,950.308,,
39,1191.275,1871.72,1777.95,1608.333,1971.062,1205.773,1430.314,880.475,970.166,1049.783,953.694,1392.763,1088.276,2089.716,2157.165,1597.812,2133.588,941.407,939.438,1195.518,,
40,1281.257,1989.124,1470.81,1652.563,1653.982,2258.266,921.661,1062.585,1084.53,959.35,971.511,1508.799,860.804,1662.167,1791.948,1664.957,1644.504,1211.983,955.838,1089.056,,
41,1265.452,1411.981,1416.05,1037.604,1481.389,1992.396,1083.325,1556.991,939.385,1028.382,1199.514,1077.032,924.383,1776.093,2005.582,1427.354,1916.884,965.495,951.625,1095.009,,
42,1200.696,1662.122,2150.827,2020.451,1070.537,1662.428,1547.895,944.474,1314.344,1394.846,1038.279,1068.85,1075.292,1686.297,1464.457,1744.255,2027.043,1155.074,1092.47,1017.288,,
