cpu,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15,cpu16,cpu17,cpu18,cpu19,cpu20,cpu21,cpu22,cpu23,cpu24,cpu25,cpu26,cpu27,cpu28,cpu29,cpu30,cpu31,cpu32,cpu33,cpu34,cpu35,cpu36,cpu37,cpu38,cpu39,cpu40,cpu41,cpu42,cpu43,cpu44,cpu45,cpu46,cpu47
0.31005418422636966,0.23255813953488372,0.25287356321839083,0.3063583815028902,0.23121387283236994,0.13872832369942195,0.3218390804597701,0.2543352601156069,0.3045977011494253,0.3930635838150289,0.15204678362573099,0.16,0.1411764705882353,0.6589595375722543,0.13372093023255813,0.07514450867052024,0.35260115606936415,0.028735632183908046,0.16184971098265896,0.01744186046511628,0.44508670520231214,0.4161849710982659,0.1839080459770115,0.0,0.0,0.630057803468208,0.6206896551724138,0.5428571428571428,0.4682080924855491,0.6091954022988506,0.47093023255813954,0.5895953757225434,0.6264367816091954,0.5813953488372093,0.0,0.0,0.0,0.0872093023255814,0.7052023121387283,0.7471264367816092,0.28901734104046245,0.630057803468208,0.5953757225433526,0.7167630057803468,0.3179190751445087,0.28488372093023256,0.0,0.0,0.0
