0,221.413,201.417,441.858,828.889,770.653,766.394,649.741,349.154
1,119.559,934.386,686.841,789.167,666.528,626.711,390.38,759.854
2,169.988,463.787,244.959,553.433,399.657,459.454,494.493,541.162
3,279.077,414.861,513.035,400.43,451.029,620.787,469.768,621.268
4,179.531,497.859,411.414,525.796,429.845,730.837,453.935,647.81
5,460.89,440.905,461.787,465.712,500.277,535.776,470.276,711.084
6,484.164,540.463,452.168,427.113,455.033,478.074,422.749,579.922
7,428.566,512.205,417.584,360.493,504.057,511.292,448.416,512.902
8,496.31,481.656,513.256,538.976,539.217,662.742,471.055,422.118
9,449.216,560.234,554.796,495.552,645.57,692.124,579.096,577.255
10,502.272,515.936,456.659,497.155,481.829,441.767,528.378,544.5
11,541.126,551.191,320.521,505.231,553.803,570.566,433.517,571.349
12,440.23,404.251,398.194,588.679,537.106,741.255,446.06,661.766
13,500.55,529.13,550.686,884.259,825.023,539.414,380.848,617.172
14,360.199,720.463,447.89,582.776,493.055,400.838,481.766,569.257
15,301.034,444.674,398.623,427.133,513.021,492.117,488.569,512.648
16,509.228,437.708,727.714,525.014,476.027,411.543,365.445,464.359
17,383.331,548.96,459.554,719.529,406.668,578.324,609.143,719.179
18,455.553,483.679,484.733,437.062,410.377,553.069,562.524,418.763
19,701.355,567.216,503.594,622.435,458.319,483.473,429.538,550.053
20,428.334,474.821,415.293,409.99,604.824,552.349,436.404,677.761
21,449.699,695.02,367.03,583.369,360.963,656.546,350.892,568.611
22,439.591,582.653,706.683,445.264,402.688,544.55,579.832,466.186
23,515.473,426.717,334.05,590.175,466.783,541.344,411.204,463.846
24,638.833,571.665,559.288,443.687,458.328,606.173,531.984,448.585
25,496.429,457.632,491.677,613.51,495.35,435.06,517.628,640.111
26,355.773,534.122,428.653,460.345,530.021,757.093,459.813,453.572
27,626.761,474.907,410.276,567.268,435.011,574.614,587.68,424.498
28,364.366,428.133,569.57,517.286,405.721,486.029,632.445,500.545
29,421.477,532.061,356.7,679.397,374.199,426.181,509.018,573.151
30,479.373,371.489,334.761,619.006,535.296,572.155,614.558,576.64
31,548.528,491.208,464.025,570.073,485.785,592.91,609.11,476.347
32,576.381,362.648,662.099,423.026,460.662,615.871,631.231,445.35
33,394.773,431.832,388.43,683.5,369.952,588.214,519.6,679.595
34,464.132,569.026,309.528,568.669,515.085,471.315,525.534,493.799
35,399.128,560.295,619.68,644.331,390.119,425.22,492.489,817.348
36,403.08,572.452,344.946,559.974,455.686,458.824,379.359,495.17
37,551.085,707.206,400.373,497.856,355.301,470.997,427.098,558.903
38,387.879,578.554,495.524,586.63,383.163,487.008,517.372,470.208
39,356.964,620.146,427.68,519.502,297.253,554.825,603.867,566.558
40,548.79,575.141,391.862,529.219,463.829,587.487,485.06,857.737
41,589.56,541.259,510.63,458.2,461.907,532.796,532.057,497.588
42,345.428,555.424,466.947,467.261,476.338,596.542,400.869,645.459
43,479.483,702.693,500.756,471.76,476.346,655.986,353.709,551.56
44,526.428,570.956,500.261,531.754,460.439,563.064,477.519,378.723
45,479.203,613.536,544.316,526.155,472.265,775.918,489.057,562.511
46,461.179,536.486,347.38,526.238,387.07,488.902,424.264,608.201
47,409.086,495.89,505.095,570.1,423.497,464.799,421.809,697.312
48,473.983,583.27,487.4,504.01,390.448,444.131,510.664,566.022
49,518.839,585.519,578.398,471.651,414.57,556.143,524.953,568.253
50,523.7,470.855,463.824,500.707,398.338,571.53,588.126,594.42
51,461.035,541.542,392.084,498.587,432.773,489.588,524.38,624.975
52,417.674,556.664,462.716,544.438,506.152,540.81,444.637,599.311
53,393.261,511.702,458.784,512.941,487.76,473.002,527.637,645.353
54,474.076,445.498,463.799,364.693,479.283,439.153,460.053,597.038
55,619.798,570.229,363.615,506.956,422.166,405.786,373.505,627.005
56,448.113,482.658,435.994,504.409,424.468,514.324,554.948,673.568
57,322.946,511.588,485.085,527.143,497.529,536.154,491.392,585.569
58,392.243,431.595,458.233,533.028,500.435,437.188,531.591,721.687
59,451.554,484.913,501.866,392.994,526.071,543.024,415.485,698.464
60,708.871,533.573,409.254,873.524,489.365,475.88,483.124,620.31
61,470.822,468.233,482.843,492.947,448.022,497.355,531.143,459.774
62,488.334,329.847,484.41,537.557,500.711,498.809,499.24,457.582
63,510.871,495.245,526.763,514.847,490.864,548.841,540.284,576.662
64,403.267,504.917,494.763,499.114,529.109,543.41,384.755,473.918
65,458.337,550.797,461.677,530.443,497.591,563.168,454.675,514.106
66,529.679,398.592,491.626,444.884,418.349,530.116,469.145,484.148
67,508.729,396.85,483.788,567.86,490.56,537.255,462.558,607.216
68,524.144,508.621,515.826,546.135,520.656,512.665,480.698,677.849
69,434.106,519.672,425.083,472.045,451.76,564.744,509.486,643.587
70,460.721,491.155,458.111,579.633,429.606,510.333,568.08,690.744
71,539.439,499.149,498.008,465.65,407.715,667.323,528.559,739.156
72,529.532,516.792,537.656,442.602,402.351,445.23,561.218,633.88
73,493.957,557.083,402.906,422.703,479.563,517.273,542.895,580.249
74,471.878,516.949,473.427,439.82,470.365,515.399,514.444,614.49
75,509.251,529.454,525.944,414.987,499.485,509.029,487.454,617.098
76,502.222,444.967,482.795,515.642,495.055,437.166,582.713,648.377
77,399.548,521.794,476.49,524.365,549.255,562.17,503.769,581.942
78,447.317,516.301,321.333,408.595,510.441,486.053,479.837,597.869
79,476.102,481.107,380.996,538.638,426.363,537.383,504.271,637.473
80,486.45,435.713,485.975,493.965,362.193,491.091,404.222,567.447
81,489.561,397.86,569.974,535.565,377.618,376.621,521.776,645.885
82,524.703,439.908,492.572,504.351,550.728,414.264,435.186,621.829
83,508.733,480.117,541.764,495.519,532.438,488.552,484.197,611.7
84,495.491,521.846,559.876,424.255,535.05,424.249,565.606,622.859
85,365.259,539.351,472.726,485.389,427.894,491.951,489.987,561.201
86,480.112,515.829,451.367,515.752,479.527,531.246,526.51,551.578
87,512.577,602.106,481.912,521.378,535.08,490.385,455.073,518.857
88,500.461,380.242,571.015,409.359,541.147,516.954,478.5,476.406
