recoveryReplicas, filename /tmp262144replicas.dat, loop 1000
/tmp262144replicas.dat is a ReplicasFile!
starting benchmark...
ops 1000
final loop (us) 98.452
Loop 0 (us) 97.633
Loop 1 (us) 97.551
Loop 2 (us) 96.488
Loop 3 (us) 97.119
Loop 4 (us) 96.754
Loop 5 (us) 96.151
Loop 6 (us) 97.028
Loop 7 (us) 133.68
Loop 8 (us) 98.979
Loop 9 (us) 97.72
Loop 10 (us) 96.649
Loop 11 (us) 96.053
Loop 12 (us) 96.318
Loop 13 (us) 97.03
Loop 14 (us) 95.888
Loop 15 (us) 96.738
Loop 16 (us) 96.897
Loop 17 (us) 97.557
Loop 18 (us) 96.234
Loop 19 (us) 97.039
Loop 20 (us) 96.457
Loop 21 (us) 95.845
Loop 22 (us) 96.172
Loop 23 (us) 98.607
Loop 24 (us) 97.179
Loop 25 (us) 96.123
Loop 26 (us) 98.365
Loop 27 (us) 96.347
Loop 28 (us) 96.416
Loop 29 (us) 96.163
Loop 30 (us) 96.132
Loop 31 (us) 96.24
Loop 32 (us) 96.687
Loop 33 (us) 95.899
Loop 34 (us) 96.492
Loop 35 (us) 96.257
Loop 36 (us) 96.144
Loop 37 (us) 96.982
Loop 38 (us) 96.724
Loop 39 (us) 96.259
Loop 40 (us) 96.641
Loop 41 (us) 96.464
Loop 42 (us) 95.789
Loop 43 (us) 95.551
Loop 44 (us) 96.839
Loop 45 (us) 96.621
Loop 46 (us) 96.013
Loop 47 (us) 96.949
Loop 48 (us) 97.011
Loop 49 (us) 96.361
Loop 50 (us) 96.245
Loop 51 (us) 96.252
Loop 52 (us) 96.66
Loop 53 (us) 96.018
Loop 54 (us) 96.105
Loop 55 (us) 96.469
Loop 56 (us) 96.385
Loop 57 (us) 96.247
Loop 58 (us) 96.254
Loop 59 (us) 103.38
Loop 60 (us) 108.881
Loop 61 (us) 97.555
Loop 62 (us) 96.372
Loop 63 (us) 95.453
Loop 64 (us) 96.264
Loop 65 (us) 96.453
Loop 66 (us) 96.273
Loop 67 (us) 95.941
Loop 68 (us) 96.827
Loop 69 (us) 96.905
Loop 70 (us) 108.1
Loop 71 (us) 96.967
Loop 72 (us) 97.633
Loop 73 (us) 97.26
Loop 74 (us) 96.351
Loop 75 (us) 97.867
Loop 76 (us) 97.234
Loop 77 (us) 96.444
Loop 78 (us) 96.829
Loop 79 (us) 96.584
Loop 80 (us) 97.085
Loop 81 (us) 95.582
Loop 82 (us) 96.451
Loop 83 (us) 96.278
Loop 84 (us) 96.502
Loop 85 (us) 96.373
Loop 86 (us) 96.698
Loop 87 (us) 96.262
Loop 88 (us) 126.047
Loop 89 (us) 119.934
Loop 90 (us) 102.54
Loop 91 (us) 96.372
Loop 92 (us) 97.198
Loop 93 (us) 96.386
Loop 94 (us) 96.008
Loop 95 (us) 96.379
Loop 96 (us) 95.786
Loop 97 (us) 96.817
Loop 98 (us) 97.255
Loop 99 (us) 96.985
Loop 100 (us) 95.893
Loop 101 (us) 96.464
Loop 102 (us) 96.502
Loop 103 (us) 95.845
Loop 104 (us) 96.29
Loop 105 (us) 97.96
Loop 106 (us) 96.404
Loop 107 (us) 96.774
Loop 108 (us) 106.317
Loop 109 (us) 101.614
Loop 110 (us) 97.367
Loop 111 (us) 97.079
Loop 112 (us) 95.726
Loop 113 (us) 96.432
Loop 114 (us) 97.488
Loop 115 (us) 96.501
Loop 116 (us) 553.834
Loop 117 (us) 96.532
Loop 118 (us) 95.606
Loop 119 (us) 95.429
Loop 120 (us) 95.874
Loop 121 (us) 97.555
Loop 122 (us) 96.196
Loop 123 (us) 96.072
Loop 124 (us) 96.496
Loop 125 (us) 96.093
Loop 126 (us) 96.046
Loop 127 (us) 95.914
Loop 128 (us) 95.746
Loop 129 (us) 95.798
Loop 130 (us) 96.021
Loop 131 (us) 95.953
Loop 132 (us) 96.328
Loop 133 (us) 96.342
Loop 134 (us) 96.396
Loop 135 (us) 96.416
Loop 136 (us) 96.581
Loop 137 (us) 96.493
Loop 138 (us) 95.74
Loop 139 (us) 96.405
Loop 140 (us) 95.668
Loop 141 (us) 95.86
Loop 142 (us) 97.523
Loop 143 (us) 96.354
Loop 144 (us) 96.171
Loop 145 (us) 96.492
Loop 146 (us) 96.706
Loop 147 (us) 96.488
Loop 148 (us) 96.318
Loop 149 (us) 96.932
Loop 150 (us) 96.163
Loop 151 (us) 96.842
Loop 152 (us) 96.374
Loop 153 (us) 96.428
Loop 154 (us) 96.231
Loop 155 (us) 96.483
Loop 156 (us) 95.957
Loop 157 (us) 96.331
Loop 158 (us) 95.526
Loop 159 (us) 95.852
Loop 160 (us) 95.792
Loop 161 (us) 96.06
Loop 162 (us) 95.659
Loop 163 (us) 96.717
Loop 164 (us) 95.366
Loop 165 (us) 95.929
Loop 166 (us) 96.632
Loop 167 (us) 95.968
Loop 168 (us) 95.336
Loop 169 (us) 95.985
Loop 170 (us) 95.506
Loop 171 (us) 95.953
Loop 172 (us) 96.328
Loop 173 (us) 95.852
Loop 174 (us) 95.728
Loop 175 (us) 95.755
Loop 176 (us) 98.305
Loop 177 (us) 96.17
Loop 178 (us) 96.064
Loop 179 (us) 95.862
Loop 180 (us) 95.965
Loop 181 (us) 96.384
Loop 182 (us) 95.457
Loop 183 (us) 95.97
Loop 184 (us) 96.461
Loop 185 (us) 95.885
Loop 186 (us) 96.097
Loop 187 (us) 96.007
Loop 188 (us) 95.703
Loop 189 (us) 96.263
Loop 190 (us) 95.927
Loop 191 (us) 95.567
Loop 192 (us) 95.89
Loop 193 (us) 95.994
Loop 194 (us) 95.496
Loop 195 (us) 96.177
Loop 196 (us) 96.006
Loop 197 (us) 96.643
Loop 198 (us) 95.896
Loop 199 (us) 95.826
Loop 200 (us) 95.472
Loop 201 (us) 95.834
Loop 202 (us) 95.743
Loop 203 (us) 95.771
Loop 204 (us) 96.155
Loop 205 (us) 95.87
Loop 206 (us) 95.652
Loop 207 (us) 96.356
Loop 208 (us) 96.162
Loop 209 (us) 95.742
Loop 210 (us) 95.821
Loop 211 (us) 95.827
Loop 212 (us) 96.054
Loop 213 (us) 96.987
Loop 214 (us) 95.462
Loop 215 (us) 96.012
Loop 216 (us) 96.32
Loop 217 (us) 96.15
Loop 218 (us) 95.837
Loop 219 (us) 97.139
Loop 220 (us) 96.026
Loop 221 (us) 96.383
Loop 222 (us) 95.448
Loop 223 (us) 95.83
Loop 224 (us) 96.747
Loop 225 (us) 95.606
Loop 226 (us) 96.41
Loop 227 (us) 95.833
Loop 228 (us) 96.442
Loop 229 (us) 96.952
Loop 230 (us) 96.749
Loop 231 (us) 95.729
Loop 232 (us) 96.219
Loop 233 (us) 96.426
Loop 234 (us) 95.612
Loop 235 (us) 96.329
Loop 236 (us) 95.874
Loop 237 (us) 95.604
Loop 238 (us) 96.649
Loop 239 (us) 96.146
Loop 240 (us) 95.374
Loop 241 (us) 96.946
Loop 242 (us) 96.264
Loop 243 (us) 96.013
Loop 244 (us) 96.355
Loop 245 (us) 95.834
Loop 246 (us) 95.657
Loop 247 (us) 95.529
Loop 248 (us) 98.728
Loop 249 (us) 95.658
Loop 250 (us) 95.659
Loop 251 (us) 95.115
Loop 252 (us) 95.948
Loop 253 (us) 95.829
Loop 254 (us) 95.363
Loop 255 (us) 102.182
Loop 256 (us) 96.541
Loop 257 (us) 95.305
Loop 258 (us) 95.65
Loop 259 (us) 96.346
Loop 260 (us) 95.44
Loop 261 (us) 95.5
Loop 262 (us) 96.169
Loop 263 (us) 95.899
Loop 264 (us) 96.276
Loop 265 (us) 95.835
Loop 266 (us) 96.26
Loop 267 (us) 95.574
Loop 268 (us) 95.621
Loop 269 (us) 96.657
Loop 270 (us) 95.788
Loop 271 (us) 95.538
Loop 272 (us) 96.317
Loop 273 (us) 95.606
Loop 274 (us) 95.647
Loop 275 (us) 96.023
Loop 276 (us) 95.624
Loop 277 (us) 95.462
Loop 278 (us) 99.417
Loop 279 (us) 108.553
Loop 280 (us) 97.958
Loop 281 (us) 96.576
Loop 282 (us) 97.334
Loop 283 (us) 97.076
Loop 284 (us) 96.607
Loop 285 (us) 104.562
Loop 286 (us) 95.461
Loop 287 (us) 96.13
Loop 288 (us) 96.019
Loop 289 (us) 96.151
Loop 290 (us) 96.46
Loop 291 (us) 95.424
Loop 292 (us) 95.527
Loop 293 (us) 95.421
Loop 294 (us) 96.303
Loop 295 (us) 115.474
Loop 296 (us) 96.654
Loop 297 (us) 95.936
Loop 298 (us) 96.386
Loop 299 (us) 95.862
Loop 300 (us) 96.733
Loop 301 (us) 95.619
Loop 302 (us) 95.813
Loop 303 (us) 95.831
