recoveryReplicas, filename /tmp4194304replicas.dat, loop 1000
/tmp4194304replicas.dat is a ReplicasFile!
starting benchmark...
ops 1000
final loop (us) 1296.469
Loop 0 (us) 1302.246
Loop 1 (us) 1300.519
Loop 2 (us) 1299.41
Loop 3 (us) 1300.462
Loop 4 (us) 1300.502
Loop 5 (us) 1300.028
Loop 6 (us) 1301.668
Loop 7 (us) 1311.195
Loop 8 (us) 1299.053
Loop 9 (us) 1299.697
Loop 10 (us) 1299.681
Loop 11 (us) 1299.681
Loop 12 (us) 1299.211
Loop 13 (us) 1299.511
Loop 14 (us) 1299.948
Loop 15 (us) 1299.62
Loop 16 (us) 1300.306
Loop 17 (us) 1298.989
Loop 18 (us) 1299.782
Loop 19 (us) 1299.448
Loop 20 (us) 1299.444
Loop 21 (us) 1299.435
Loop 22 (us) 1299.319
Loop 23 (us) 1299.617
Loop 24 (us) 1300.195
Loop 25 (us) 1300.083
Loop 26 (us) 1298.384
Loop 27 (us) 1300.2
Loop 28 (us) 1300.26
Loop 29 (us) 1300.123
Loop 30 (us) 1298.926
Loop 31 (us) 1298.794
Loop 32 (us) 1299.13
Loop 33 (us) 1299.193
Loop 34 (us) 1299.727
Loop 35 (us) 1298.717
Loop 36 (us) 1302.902
Loop 37 (us) 1300.081
Loop 38 (us) 1298.135
Loop 39 (us) 1299.764
Loop 40 (us) 1300.185
Loop 41 (us) 1298.811
Loop 42 (us) 1299.38
Loop 43 (us) 1299.482
Loop 44 (us) 1299.444
Loop 45 (us) 1299.483
Loop 46 (us) 1299.032
Loop 47 (us) 1299.323
Loop 48 (us) 1299.556
Loop 49 (us) 1299.478
Loop 50 (us) 1299.746
Loop 51 (us) 1299.425
Loop 52 (us) 1298.914
Loop 53 (us) 1299.581
Loop 54 (us) 1298.62
Loop 55 (us) 1299.962
Loop 56 (us) 1298.811
Loop 57 (us) 1299.986
Loop 58 (us) 1298.865
Loop 59 (us) 1298.679
Loop 60 (us) 1300.45
Loop 61 (us) 1299.065
Loop 62 (us) 1299.472
Loop 63 (us) 1298.884
Loop 64 (us) 1299.058
Loop 65 (us) 1299.476
Loop 66 (us) 1298.983
Loop 67 (us) 1299.082
Loop 68 (us) 1298.261
Loop 69 (us) 1299.75
Loop 70 (us) 1298.492
Loop 71 (us) 1299.165
Loop 72 (us) 1298.721
Loop 73 (us) 1298.699
Loop 74 (us) 1751.39
Loop 75 (us) 1299.472
Loop 76 (us) 1299.82
Loop 77 (us) 1298.4
Loop 78 (us) 1298.704
Loop 79 (us) 1299.023
Loop 80 (us) 1298.375
Loop 81 (us) 1298.445
Loop 82 (us) 1298.928
Loop 83 (us) 1298.757
Loop 84 (us) 1298.285
Loop 85 (us) 1298.37
Loop 86 (us) 1298.332
Loop 87 (us) 1298.966
Loop 88 (us) 1299.527
Loop 89 (us) 1299.115
Loop 90 (us) 1299.056
Loop 91 (us) 1298.688
Loop 92 (us) 1298.25
Loop 93 (us) 1299.83
Loop 94 (us) 1298.764
Loop 95 (us) 1299.071
Loop 96 (us) 1298.529
Loop 97 (us) 1298.318
Loop 98 (us) 1299.723
Loop 99 (us) 1298.388
Loop 100 (us) 1298.453
Loop 101 (us) 1298.298
Loop 102 (us) 1298.997
Loop 103 (us) 1298.222
Loop 104 (us) 1298.277
Loop 105 (us) 1298.846
Loop 106 (us) 1299.111
Loop 107 (us) 1298.67
Loop 108 (us) 1299.165
Loop 109 (us) 1298.442
Loop 110 (us) 1297.432
Loop 111 (us) 1298.668
Loop 112 (us) 1298.955
Loop 113 (us) 1298.921
Loop 114 (us) 1299.19
Loop 115 (us) 1298.302
Loop 116 (us) 1298.364
Loop 117 (us) 1298.933
Loop 118 (us) 1299.129
Loop 119 (us) 1303.092
Loop 120 (us) 1299.377
Loop 121 (us) 1298.474
Loop 122 (us) 1298.936
Loop 123 (us) 1298.887
Loop 124 (us) 1298.509
Loop 125 (us) 1299.027
Loop 126 (us) 1299.009
Loop 127 (us) 1299.028
Loop 128 (us) 1298.312
Loop 129 (us) 1298.604
Loop 130 (us) 1298.568
Loop 131 (us) 1298.434
Loop 132 (us) 1299.217
Loop 133 (us) 1299.058
Loop 134 (us) 1298.278
Loop 135 (us) 1299.484
Loop 136 (us) 1298.59
Loop 137 (us) 1298.275
Loop 138 (us) 1299.052
Loop 139 (us) 1299.143
Loop 140 (us) 1299.229
Loop 141 (us) 1303.624
Loop 142 (us) 1299.747
Loop 143 (us) 1299.306
Loop 144 (us) 1298.212
Loop 145 (us) 1298.841
Loop 146 (us) 1298.272
Loop 147 (us) 1298.253
Loop 148 (us) 1299.071
Loop 149 (us) 1309.289
Loop 150 (us) 1298.353
Loop 151 (us) 1317.471
Loop 152 (us) 1298.492
Loop 153 (us) 1299.136
Loop 154 (us) 1299.175
Loop 155 (us) 1298.969
Loop 156 (us) 1297.827
Loop 157 (us) 1298.92
Loop 158 (us) 1298.474
Loop 159 (us) 1298.586
Loop 160 (us) 1299.087
Loop 161 (us) 1298.479
Loop 162 (us) 1299.856
Loop 163 (us) 1298.461
Loop 164 (us) 1298.678
Loop 165 (us) 1298.429
Loop 166 (us) 1299.97
Loop 167 (us) 1298.814
Loop 168 (us) 1298.954
Loop 169 (us) 1298.705
Loop 170 (us) 1299.494
Loop 171 (us) 1298.604
Loop 172 (us) 1298.92
Loop 173 (us) 1298.805
Loop 174 (us) 1298.278
Loop 175 (us) 1298.083
Loop 176 (us) 1299.213
Loop 177 (us) 1299.092
Loop 178 (us) 1298.165
Loop 179 (us) 1298.913
Loop 180 (us) 1298.616
Loop 181 (us) 1299.064
Loop 182 (us) 1298.843
Loop 183 (us) 1299.815
Loop 184 (us) 1298.242
Loop 185 (us) 1298.667
Loop 186 (us) 1298.35
Loop 187 (us) 1298.586
Loop 188 (us) 1299.255
Loop 189 (us) 1300.173
Loop 190 (us) 1298.946
Loop 191 (us) 1299.338
Loop 192 (us) 1299.655
Loop 193 (us) 1298.862
Loop 194 (us) 1298.307
Loop 195 (us) 1298.423
Loop 196 (us) 1298.101
Loop 197 (us) 1298.839
Loop 198 (us) 1300.553
Loop 199 (us) 1300.912
Loop 200 (us) 1299.079
Loop 201 (us) 1298.544
Loop 202 (us) 1298.452
Loop 203 (us) 1297.936
Loop 204 (us) 1298.036
Loop 205 (us) 1298.415
Loop 206 (us) 1299.419
Loop 207 (us) 1298.539
Loop 208 (us) 1299.147
Loop 209 (us) 1298.426
Loop 210 (us) 1298.945
Loop 211 (us) 1298.292
Loop 212 (us) 1298.096
Loop 213 (us) 1299.586
Loop 214 (us) 1298.685
Loop 215 (us) 1298.502
Loop 216 (us) 1298.664
Loop 217 (us) 1298.475
Loop 218 (us) 1298.661
Loop 219 (us) 1299.052
Loop 220 (us) 1298.883
Loop 221 (us) 1297.822
Loop 222 (us) 1298.54
Loop 223 (us) 1298.612
Loop 224 (us) 1298.846
Loop 225 (us) 1298.46
Loop 226 (us) 1299.826
Loop 227 (us) 1298.564
Loop 228 (us) 1298.409
Loop 229 (us) 1297.975
Loop 230 (us) 1298.012
Loop 231 (us) 1299.193
Loop 232 (us) 1298.715
Loop 233 (us) 1299.661
Loop 234 (us) 1298.088
Loop 235 (us) 1298.19
Loop 236 (us) 1298.504
Loop 237 (us) 1298.346
Loop 238 (us) 1298.379
Loop 239 (us) 1310.604
Loop 240 (us) 1298.016
Loop 241 (us) 1298.968
Loop 242 (us) 1299.109
Loop 243 (us) 1298.337
Loop 244 (us) 1298.663
Loop 245 (us) 1298.92
Loop 246 (us) 1298.702
Loop 247 (us) 1298.661
Loop 248 (us) 1297.549
Loop 249 (us) 1298.698
Loop 250 (us) 1298.611
Loop 251 (us) 1298.142
Loop 252 (us) 1298.972
Loop 253 (us) 1298.338
Loop 254 (us) 1298.547
Loop 255 (us) 1306.193
Loop 256 (us) 1298.96
Loop 257 (us) 1298.706
Loop 258 (us) 1297.379
Loop 259 (us) 1298.359
Loop 260 (us) 1298.315
Loop 261 (us) 1298.481
Loop 262 (us) 1299.899
Loop 263 (us) 1299.462
Loop 264 (us) 1299.35
Loop 265 (us) 1298.049
Loop 266 (us) 1298.194
Loop 267 (us) 1297.644
Loop 268 (us) 1298.399
Loop 269 (us) 1298.943
Loop 270 (us) 1298.452
Loop 271 (us) 1298.273
Loop 272 (us) 1298.658
Loop 273 (us) 1298.213
Loop 274 (us) 1298.952
Loop 275 (us) 1299.45
Loop 276 (us) 1299.815
Loop 277 (us) 1298.452
Loop 278 (us) 1306.622
Loop 279 (us) 1338.329
Loop 280 (us) 1299.216
Loop 281 (us) 1298.674
Loop 282 (us) 1298.89
