Size,Type,IsDegradeRead,NativeecTimes,MicroecTimes
1028,GET,True,3.68,4.09
1040,GET,True,,
1040,GET,True,4.44,4.66
1040,GET,True,4.4,4.86
1040,GET,True,4.89,4.04
1040,GET,True,,
1040,GET,True,5.78,5.95
1040,GET,True,3.71,3.5
1040,GET,True,4.72,4.91
1064,GET,True,,
1068,GET,True,3.58,3.24
1116,GET,True,4.67,6.22
1116,GET,True,,
1116,GET,True,,
1116,GET,True,4.19,4.13
1116,GET,True,,
1116,GET,True,,
1116,GET,True,10.75,8.62
1116,GET,True,4.38,4.09
1116,GET,True,4.97,4.85
1116,GET,True,3.95,3.79
1116,GET,True,,
1116,GET,True,,
1116,GET,True,4.88,5.38
1116,GET,True,4.17,4.01
1116,GET,True,4.74,4.48
1116,GET,True,4.45,4.68
1116,GET,True,4.32,4.74
1116,GET,True,,
1116,GET,True,4.56,4.31
1116,GET,True,4.85,5.35
1116,GET,True,6.43,5.8
1116,GET,True,4.71,4.81
1116,GET,True,5.14,4.49
1128,GET,True,4.21,3.91
1128,GET,True,,
1128,GET,True,4.11,4.5
1128,GET,True,,
1128,GET,True,3.72,4.3
1128,GET,True,,
1128,GET,True,,
1128,GET,True,5.22,5.18
1128,GET,True,,
1128,GET,True,3.8,3.82
1128,GET,True,3.69,3.56
1128,GET,True,,
1128,GET,True,4.64,4.96
1128,GET,True,9.61,4.84
1128,GET,True,4.11,3.29
1128,GET,True,7.3,4.74
1128,GET,True,4.75,5.07
1152,GET,True,4.58,3.83
1152,GET,True,4.62,4.54
1152,GET,True,,
1152,GET,True,3.82,3.87
1152,GET,True,,
1152,GET,True,4.16,4.06
1152,GET,True,,
1152,GET,True,4.68,4.47
1152,GET,True,5.89,5.89
1152,GET,True,4.08,4.74
1152,GET,True,4.76,4.49
1152,GET,True,,
1152,GET,True,5.24,5.02
1152,GET,True,1.62,1.6
1152,GET,True,,
1152,GET,True,,
1152,GET,True,5.21,6.06
1152,GET,True,,
1152,GET,True,4.26,4.23
1152,GET,True,4.34,4.62
1152,GET,True,,
1152,GET,True,,
1152,GET,True,,
1152,GET,True,4.25,4.83
1152,GET,True,4.42,4.22
1152,GET,True,3.36,3.29
1152,GET,True,4.68,4.74
1152,GET,True,4.8,5.2
1152,GET,True,,
1156,GET,True,5.19,4.62
1156,GET,True,,
1156,GET,True,5.03,5.02
1156,GET,True,6.58,4.93
1156,GET,True,3.62,3.38
1156,GET,True,,
1156,GET,True,,
1156,GET,True,,
1156,GET,True,,
1156,GET,True,,
1156,GET,True,3.63,3.56
1156,GET,True,,
1156,GET,True,,
1156,GET,True,4.76,4.81
1156,GET,True,,
1156,GET,True,4.93,5.14
1156,GET,True,,
1156,GET,True,,
1164,PUT,False,0.84,0.83
1164,GET,True,,
1176,GET,True,4.54,4.37
1228,GET,True,5.05,4.9
1228,GET,True,,
1236,GET,True,4.69,5.05
1236,GET,True,5.07,5.24
1236,GET,True,5.04,5.24
1236,GET,True,,
1236,GET,True,,
1292,PUT,False,2.17,1.73
1332,GET,True,5.29,7.65
1332,GET,True,4.87,4.99
1332,GET,True,6.69,5.23
1332,GET,True,4.52,4.78
1332,GET,True,4.16,4.26
1332,GET,True,6.02,5.8
1332,GET,True,4.05,3.81
1332,GET,True,,
1332,GET,True,4.87,4.81
1332,GET,True,4.39,4.5
1332,GET,True,7.63,7.35
1332,GET,True,5.26,4.47
1332,GET,True,,
1332,GET,True,,
1332,GET,True,,
1332,GET,True,5.01,6.54
1332,GET,True,,
1332,GET,True,4.84,4.93
1332,GET,True,4.17,3.7
1332,GET,True,4.3,4.74
1332,GET,True,5.81,4.64
1332,GET,True,,
1332,GET,True,4.7,4.72
1332,GET,True,,
1332,GET,True,4.56,5.54
1332,GET,True,4.24,3.89
1332,GET,True,6.35,5.12
1332,GET,True,3.93,3.43
1336,GET,True,,
1336,GET,True,5.19,5.36
1336,GET,True,,
1336,GET,True,,
1336,GET,True,4.95,4.73
1336,GET,True,,
1336,GET,True,,
1336,GET,True,5.02,4.38
1336,GET,True,3.74,3.7
1336,GET,True,5.24,5.21
1336,GET,True,,
1336,GET,True,,
1336,GET,True,4.64,4.7
1336,GET,True,,
1336,GET,True,,
1336,GET,True,5.45,5.29
1336,GET,True,,
1336,GET,True,,
1336,GET,True,4.77,5.01
1336,GET,True,,
1336,GET,True,5.37,4.94
1336,GET,True,4.98,4.82
1336,GET,True,4.93,4.8
1336,GET,True,3.39,3.39
1336,GET,True,,
1336,GET,True,,
1336,GET,True,,
1348,GET,True,4.26,3.98
1352,GET,True,4.05,4.23
1356,GET,True,3.19,3.26
1356,GET,True,4.18,4.03
1356,GET,True,,
1356,GET,True,3.32,3.38
1356,GET,True,4.74,4.58
1356,GET,True,,
1356,GET,True,,
1356,GET,True,,
1356,GET,True,,
1356,GET,True,3.41,3.28
1356,GET,True,3.25,3.18
1356,GET,True,,
1356,GET,True,3.96,4.26
1356,GET,True,,
1356,GET,True,5.1,4.38
1356,GET,True,,
1356,GET,True,4.58,3.87
1356,GET,True,,
1356,GET,True,,
1360,GET,True,,
1360,GET,True,5.34,5.22
