0,269.698,172.071
1,90.753,106.301
2,88.745,256.876
3,72.355,136.789
4,100.13,186.509
5,103.522,114.977
6,111.173,83.499
7,124.696,113.625
8,112.056,130.584
9,146.27,126.995
10,115.349,147.165
11,94.568,116.464
12,90.527,123.141
13,74.04,134.636
14,123.519,175.219
15,110.394,184.877
16,109.186,125.902
17,98.542,135.551
18,104.938,150.092
19,97.622,195.533
20,109.966,145.112
21,73.613,234.814
22,91.017,105.972
23,134.127,94.265
24,91.43,135.243
25,119.44,111.315
26,84.165,111.12
27,77.382,104.237
28,91.221,100.266
29,96.239,106.523
30,119.683,113.385
31,80.508,100.958
32,58.175,108.891
33,114.088,103.2
34,76.684,103.513
35,77.203,100.648
36,87.158,117.079
37,101.833,86.206
38,110.356,93.896
39,110.29,99.63
40,105.396,88.345
41,100.632,89.178
42,106.678,78.695
43,111.921,114.034
44,103.587,170.292
45,107.424,85.982
46,102.326,95.799
47,102.873,111.222
48,101.741,126.987
49,116.544,98.363
50,129.336,66.261
51,94.989,60.796
52,96.02,60.341
53,89.174,60.686
54,102.097,61.567
55,84.336,60.923
56,85.961,60.315
57,86.589,79.385
58,95.882,98.461
59,90.923,134.96
60,87.512,97.5
61,72.289,92.64
62,124.804,117.437
63,586.906,109.134
64,88.318,99.066
65,88.97,114.775
66,75.703,104.003
67,62.606,99.929
68,95.187,117.821
69,58.706,102.816
70,111.072,112.887
71,107.989,111.671
72,101.134,100.562
73,113.362,72.697
74,104.362,94.564
75,100.908,104.342
76,116.675,101.837
77,108.433,89.007
78,111.458,135.169
79,110.572,108.054
80,102.517,107.439
81,83.646,105.139
82,112.475,113.256
83,102.598,103.474
84,94.579,97.983
85,91.376,104.902
86,93.837,97.093
87,109.772,106.31
88,107.291,106.678
89,105.127,98.673
90,114.212,83.006
91,103.735,76.157
92,98.56,91.314
93,102.913,100.686
94,99.137,108.127
95,105.043,96.008
96,107.769,103.157
97,97.775,96.24
98,100.798,109.035
99,66.157,119.492
100,86.314,99.987
101,96.909,92.744
102,106.68,107.178
103,96.744,101.422
104,102.895,94.56
105,96.285,96.48
106,108.61,92.791
107,119.983,96.181
108,99.41,100.58
109,94.173,100.277
110,106.972,93.507
111,101.032,118.238
112,94.701,88.644
113,95.503,97.09
114,93.702,103.814
115,95.204,96.886
116,101.613,98.194
117,99.86,118.886
118,93.656,116.64
119,85.674,91.769
120,76.214,102.908
121,80.398,102.937
122,62.564,92.974
123,101.657,131.057
124,97.192,98.392
125,98.38,111.429
126,110.766,102.009
127,77.326,97.204
128,79.67,93.773
129,62.349,94.14
130,100.223,105.543
131,102.481,92.919
132,92.548,93.879
133,97.328,94.231
134,78.708,108.264
135,68.097,103.769
136,96.052,102.027
137,101.896,96.636
138,96.519,106.918
139,94.695,93.391
140,94.506,93.911
141,104.675,117.222
142,92.991,99.684
143,93.569,110.856
144,94.429,106.403
145,107.433,104.527
146,103.022,107.577
147,102.564,104.073
148,97.852,98.314
149,105.531,97.559
150,93.055,94.718
151,94.958,97.753
152,98.041,103.429
153,71.931,93.332
154,85.093,94.332
155,70.669,109.335
156,107.583,93.527
157,104.531,94.61
158,107.664,82.163
159,104.465,75.58
160,97.38,84.004
161,97.341,88.251
162,94.513,104.739
163,99.088,98.988
164,102.605,104.483
165,94.263,94.991
166,94.437,111.392
167,108.202,94.558
168,94.281,100.199
169,94.771,101.649
170,104.139,104.515
171,74.572,112.311
172,68.842,107.949
173,83.123,101.829
174,103.685,89.858
175,99.026,89.996
176,105.396,83.875
177,95.05,98.928
178,110.215,107.33
179,95.277,94.223
180,100.559,94.027
181,101.724,95.866
182,104.565,107.413
183,110.215,117.419
184,100.491,98.999
185,80.311,102.431
186,71.727,100.509
187,99.517,93.099
188,77.448,77.922
189,87.936,92.596
190,62.079,99.298
191,105.118,97.009
192,94.347,92.687
193,94.123,91.633
194,96.521,95.583
195,107.713,107.663
196,116.94,97.209
197,98.887,91.185
198,114.435,94.52
199,96.172,601.182
200,94.356,93.807
201,70.825,79.669
202,92.757,98.764
203,99.783,78.18
204,96.776,81.024
205,92.407,92.076
206,93.199,95.366
207,96.14,92.233
208,107.358,99.751
209,96.273,94.356
210,92.481,91.675
211,94.562,94.737
212,78.951,89.571
213,53.738,89.887
214,51.311,96.336
215,52.228,81.02
216,52.045,77.886
217,52.384,77.494
218,52.177,98.705
219,51.428,90.77
220,51.963,92.32
221,52.497,89.689
222,87.159,94.14
223,82.979,89.331
224,83.635,93.075
225,86.062,89.251
226,68.732,96.477
227,68.342,89.819
228,89.294,92.874
229,95.014,93.153
230,93.285,93.884
231,98.989,91.489
232,95.192,94.859
233,91.974,91.105
234,94.796,90.301
235,89.554,94.141
236,91.011,76.716
237,96.074,72.821
238,104.71,80.247
239,62.259,87.803
240,74.937,91.902
241,95.837,97.498
242,90.967,89.979
243,92.101,103.984
244,90.304,91.755
245,93.369,90.339
246,90.307,90.263
247,92.272,94.389
248,90.539,90.333
249,95.947,92.716
250,91.257,92.514
251,92.864,92.583
252,93.764,90.93
253,93.961,88.834
254,91.738,94.821
255,94.971,89.869
256,92.128,90.938
257,90.742,104.488
258,94.147,99.256
259,96.539,97.325
260,69.484,108.21
261,68.689,90.887
262,84.414,90.308
263,92.11,90.548
264,97.055,88.028
265,91.165,73.752
266,104.243,73.376
267,91.02,75.048
268,90.788,85.357
269,91.653,83.846
270,94.228,78.151
271,90.593,73.688
272,92.089,74.021
273,93.08,74.077
274,92.561,78.152
275,91.787,83.187
276,89.858,103.895
277,94.338,99.329
278,91.206,95.102
279,90.427,90.972
280,89.707,100.413
281,68.293,93.689
282,83.836,88.569
283,63.683,70.803
284,105.338,104.998
285,90.473,102.786
286,90.361,106.134
287,90.874,101.666
288,95.982,99.249
289,97.491,90.264
290,68.704,83.189
291,90.999,100.128
292,82.97,91.416
293,81.943,94.582
294,76.245,96.066
295,71.665,94.126
296,70.499,104.02
297,67.349,120.508
298,65.687,100.781
299,79.628,87.501
300,103.072,108.141
301,99.505,95.372
302,95.106,71.449
303,90.565,75.678
304,101.787,89.823
305,93.093,70.68
306,99.832,105.46
307,65.668,79.771
308,100.469,89.553
309,91.22,64.315
310,65.952,76.713
311,89.775,84.774
312,64.607,88.734
313,99.512,95.628
314,91.17,88.56
315,77.689,80.85
316,101.626,77.447
317,91.01,78.229
318,95.112,78.205
319,96.186,112.578
320,94.694,130.093
321,104.581,69.763
322,106.167,52.097
323,68.488,51.212
324,91.036,51.285
325,61.294,69.186
326,87.562,51.889
327,107.993,52.157
328,83.379,51.225
329,94.927,55.547
330,100.844,72.705
331,123.872,70.855
332,118.019,71.357
333,95.177,78.828
334,132.148,74.08
335,90.271,81.062
336,90.797,87.996
337,91.583,87.514
338,87.045,89.517
339,86.112,71.076
340,85.117,82.866
341,87.351,72.677
342,126.187,73.373
343,127.062,78.458
344,556.595,73.794
345,69.765,80.001
346,66.363,73.211
347,70.134,73.609
348,63.632,71.843
349,72.743,80.95
350,77.758,75.665
351,87.839,72.366
352,87.63,77.092
353,89.089,81.124
354,110.879,78.838
355,75.906,94.594
356,71.305,90.597
357,82.029,90.841
358,74.535,89.097
359,76.836,86.171
360,77.063,86.888
361,71.479,89.88
362,68.562,71.792
363,83.443,68.402
364,79.088,74.193
365,75.671,79.459
366,75.715,97.024
367,78.789,93.294
368,62.231,86.345
369,65.447,106.593
370,91.27,95.996
371,90.481,89.326
372,91.375,86.074
373,88.029,86.279
374,87.34,86.373
375,86.232,89.115
